,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,MLBID
0,Aaron Judge,NYY,145.012,637.496,512.19,148.568,76.2864,24.6043,1.00747,46.6694,107.403,112.034,113.965,10.08,157.099,6.09231,4.73709,0.512591,9.87833,8.80586,2.56429,0.290064,0.17876974914352406,0.24643135015749118,0.725431,0.421713,0.615388,0.432338,1.0371,0.325324,3.69497,0.325389,-0.959447,-0.518598,137.064,61.7394,181.701,-1.47804,0.799136,60.081010937690735,-6.206298112869263,7.71951,1.919999957084656,4.27338,0.7837,1.48458,4.27338,-0.7837,3.02056,1211.1,8.352413793,1211.1,8.352413793,,,,,,,,,,,,,,,,,,,Aaron Judge,15640,592450,592450.0
1,Bobby Witt Jr.,KC,151.311,659.88,598.549,174.032,102.627,36.7476,6.2525,28.4051,99.9014,91.8002,48.106,5.7436,113.029,6.54678,5.99191,0.686559,6.16107,33.8987,9.27344,0.290757,0.07290113353943141,0.17128720373401224,0.425606,0.346916,0.515413,0.364779,0.86233,0.224656,6.99902,0.314457,1.30616,1.98171,105.681,27.7114,135.292,3.28787,4.97574,30.812647104263306,11.980891704559326,6.66328,2.950000047683716,3.10675,0.277444,0.669426,3.10675,-0.277444,4.10743,984.5,6.519867549,984.5,6.519867549,,,,,,,,,,,,,,,,,,,Bobby Witt Jr.,25764,677951,677951.0
2,Shohei Ohtani,LAD,148.296,659.513,558.646,158.306,79.3251,27.4222,5.11169,46.4467,121.733,108.821,91.7133,10.0296,159.277,4.52083,3.69121,0.941488,7.36165,24.0872,7.00874,0.283374,0.13906215647000134,0.24150699076439733,0.575811,0.386503,0.600185,0.411393,0.986688,0.316812,6.48909,0.31367,0.392319,0.854469,130.583,52.6564,167.313,1.24679,0.0,53.71664834022522,-13.999096870422363,6.3473,1.2799999713897705,3.43913,-0.423403,0.963744,3.43913,0.423403,3.71501,1182.0,7.986486486,1182.0,7.986486486,,,,,,,,,,,,,,,,,,,Shohei Ohtani,19755,660271,660271.0
3,Juan Soto,NYM,154.01,674.968,541.828,148.105,83.9651,24.676,1.00162,38.4621,108.468,98.7353,123.995,8.84674,121.1,3.63535,4.22847,1.28096,12.5416,21.1947,5.38857,0.273343,0.18370500527432412,0.17941591305069277,1.02391,0.409293,0.535539,0.401876,0.944831,0.262196,4.58977,0.283685,-0.866832,0.693738,128.427,48.6746,160.775,-0.173094,-6.54304,48.310556054115295,-13.86713409423828,5.8612,4.639999866485596,1.19842,-0.010473,0.714168,1.19842,0.010473,4.04778,1132.1,7.351298701,1132.1,7.351298701,,,,,,,,,,,,,,,,,,,Juan Soto,20123,665742,665742.0
4,Gunnar Henderson,BAL,152.641,659.126,581.144,156.739,93.4457,32.8474,4.19567,26.2497,96.8269,82.469,67.1676,3.52172,139.976,5.88733,4.34769,0.579364,9.24587,23.9214,5.06192,0.269707,0.1019040365575019,0.21236607264771834,0.47985,0.34894,0.476175,0.354141,0.825115,0.206468,6.08458,0.311232,0.813502,1.63539,99.8678,21.9869,129.943,2.44889,-0.400112,25.70996737480164,6.666595667600632,5.63359,12.199999809265137,2.34389,0.570635,0.437413,2.34389,-0.570635,4.41678,911.7,5.958823529,911.7,5.958823529,,,,,,,,,,,,,,,,,,,Gunnar Henderson,26289,683002,683002.0
5,Julio Rodriguez,SEA,151.437,658.917,598.969,162.264,101.847,27.9715,2.98455,29.46,93.2615,91.0497,47.2032,3.92403,145.392,8.87166,3.39605,0.476725,10.5166,27.9097,6.5066,0.270905,0.07163755070820756,0.22065298057266694,0.324661,0.331599,0.475123,0.345254,0.806723,0.204219,6.01205,0.310642,-0.154105,1.90073,95.0819,17.2258,128.908,1.74662,4.60989,24.19680678844452,6.756098985671997,5.4872,9.699999809265137,2.69971,-0.992929,0.270754,2.69971,0.992929,4.63899,880.7,5.832450331,880.7,5.832450331,,,,,,,,,,,,,,,,,,,Julio Rodriguez,23697,677594,677594.0
6,Cal Raleigh,SEA,149.94,623.786,538.312,123.328,61.1495,22.43,0.297122,39.4513,84.9997,101.185,75.3948,8.64208,168.324,5.68048,3.89208,0.506452,5.71505,7.93822,2.29014,0.229101,0.12086645099441157,0.26984254215387976,0.447915,0.327948,0.491733,0.346789,0.819681,0.262632,3.29798,0.250805,-1.36556,-0.232077,90.79,17.0848,129.965,-1.59763,3.26064,20.433077931404117,10.013420581817629,5.31168,17.889999389648438,3.00342,1.00481,1.76364,3.00342,-1.00481,2.64849,833.8,5.558666666,833.8,5.558666666,,,,,,,,,,,,,,,,,,,Cal Raleigh,21534,663728,663728.0
7,Jose Ramirez,CLE,150.745,649.387,575.3,157.023,93.1024,33.2083,2.89181,27.8205,92.3736,88.7697,63.821,10.08,74.3027,4.47668,5.55125,0.238481,6.73698,33.3611,8.03333,0.272941,0.09827883835062914,0.11441975278223926,0.858932,0.347102,0.485793,0.352679,0.832895,0.212852,6.03725,0.269887,-0.29396,2.38346,97.6216,20.8915,128.676,2.0895,0.479905,24.03746342658997,1.0794714987277985,4.85655,5.619999885559082,2.20301,0.284448,0.558892,2.20301,-0.284448,4.25481,924.5,6.122516556,924.5,6.122516556,,,,,,,,,,,,,,,,,,,Jose Ramirez,13510,608070,608070.0
8,Ketel Marte,ARI,142.228,621.807,541.159,149.004,87.8766,29.8908,2.46542,28.771,89.4567,87.4443,68.1987,5.20443,101.033,6.86742,4.98707,0.595233,11.6117,5.37431,1.65673,0.275342,0.1096782442140407,0.1624828926017237,0.675017,0.360698,0.499185,0.366892,0.859883,0.223843,4.11511,0.288784,-0.0130316,-0.644937,100.651,27.1794,135.934,-0.657968,0.153089,25.82409107685089,0.2254472002387046,4.7818,33.150001525878906,2.92368,0.496231,0.905339,2.92368,-0.496231,3.79288,893.3,6.29084507,893.3,6.29084507,,,,,,,,,,,,,,,,,,,Ketel Marte,13613,606466,606466.0
9,Fernando Tatis Jr.,SD,148.292,645.773,565.363,152.405,93.484,28.1268,2.44377,28.3507,97.6675,80.8503,70.6245,3.45267,127.968,6.09384,3.02364,0.667319,10.5149,25.6085,6.01358,0.26957,0.10936428125672643,0.19816251221404424,0.551892,0.355172,0.478403,0.358741,0.833575,0.208833,5.85045,0.301053,0.215532,1.55821,100.256,23.9534,131.144,1.77374,5.60853,25.54447054862976,-1.4475359916687012,4.70153,14.3100004196167,2.48007,-0.525774,0.462613,2.48007,0.525774,4.38318,905.6,6.118918918,905.6,6.118918918,,,,,,,,,,,,,,,,,,,Fernando Tatis Jr.,19709,665487,665487.0
10,Ronald Acuna Jr.,ATL,143.745,629.585,533.276,149.11,93.714,25.0664,2.06777,28.2616,105.716,77.6432,85.8957,3.626,134.5,7.02865,2.52425,0.860044,10.3457,24.9167,6.77784,0.279611,0.1364322529920503,0.21363278985363374,0.638631,0.38496,0.493359,0.378975,0.878319,0.213748,5.56114,0.323956,1.20856,0.999519,108.086,33.6959,144.724,2.20808,-3.19733,35.5808961391449,-10.615479946136476,4.69736,5.820000171661377,3.28093,-0.218157,0.723509,3.28093,0.218157,4.03532,955.4,6.634722222,955.4,6.634722222,,,,,,,,,,,,,,,,,,,Ronald Acuna Jr.,18401,660670,660670.0
11,Kyle Tucker,LAD,142.776,619.953,527.619,141.82,82.0938,27.7856,2.21045,29.7301,94.2394,87.7477,84.4071,6.05454,92.1556,3.21102,3.5455,1.17046,8.10437,23.023,4.57712,0.268792,0.13615080498037754,0.14864933309460557,0.91592,0.370789,0.498876,0.371778,0.869666,0.230084,5.38067,0.273872,-0.522952,1.64978,102.81,29.558,140.1,1.12683,0.064912,30.509442448616028,-6.545089535415173,4.59856,13.390000343322754,1.59803,0.435293,0.273992,1.59803,-0.435293,4.63468,932.5,6.52097902,932.5,6.52097902,,,,,,,,,,,,,,,,,,,Kyle Tucker,18345,663656,663656.0
12,Corey Seager,TEX,123.584,528.771,460.994,125.678,75.0557,23.6952,0.365031,26.5621,70.0862,75.8878,59.603,9.37894,98.1694,4.42071,3.55699,0.196346,9.85252,2.44486,0.571944,0.272624,0.11271987306414309,0.1856557942852388,0.607144,0.358893,0.498466,0.363086,0.857359,0.225842,2.64333,0.291672,-0.859757,-0.601488,83.957,21.4787,136.065,-1.46124,0.312812,21.01529085636139,4.3861373364925385,4.46091,98.83999633789062,2.76325,-0.529397,0.835546,2.76325,0.529397,3.88594,761.0,6.137096774,761.0,6.137096774,,,,,,,,,,,,,,,,,,,Corey Seager,13624,608369,608369.0
13,Francisco Lindor,NYM,140.042,617.992,546.63,141.082,87.5679,27.5562,1.31423,24.6439,90.82,75.5626,55.19,1.2659,113.369,10.432,4.82984,0.910414,7.8019,22.4226,5.28855,0.258094,0.08930536317622234,0.18344735854185815,0.486815,0.33497,0.448564,0.339197,0.783534,0.190469,5.51126,0.281628,-0.449187,1.31582,86.1374,13.1168,117.719,0.86663,2.8454,13.808621644973757,8.84857964515686,4.45804,26.36000061035156,2.84068,1.67568,0.517022,2.84068,-1.67568,4.31064,787.3,5.623571428,787.3,5.623571428,,,,,,,,,,,,,,,,,,,Francisco Lindor,12916,596019,596019.0
14,Vladimir Guerrero Jr.,TOR,152.912,662.45,576.629,169.625,108.557,31.8119,0.472656,28.7835,93.7092,95.2177,74.8399,7.98155,90.5443,6.27533,4.47352,0.232304,15.1663,4.71138,2.07044,0.294168,0.1129744131632576,0.13668095705336253,0.826556,0.378638,0.500726,0.375666,0.879364,0.206559,2.95798,0.305002,-0.21905,-1.10507,111.949,33.6753,143.93,-1.32412,-0.97286,32.975290417671204,-12.966266989707949,4.37994,17.850000381469727,2.68991,0.275482,1.33039,2.68991,-0.275482,3.22614,987.3,6.452941176,987.3,6.452941176,,,,,,,,,,,,,,,,,,,Vladimir Guerrero Jr.,19611,665489,665489.0
15,Corbin Carroll,ARI,138.2,603.309,524.908,135.051,72.7139,26.6122,10.1641,25.5612,96.7858,76.9505,63.5811,2.57143,127.476,8.11266,4.59882,2.10908,6.09248,31.851,6.68337,0.257286,0.10538728910061014,0.21129470967613612,0.49877,0.343887,0.492802,0.356999,0.836689,0.235516,8.17155,0.290834,1.95832,2.6969,92.8105,21.5249,129.157,4.65522,3.00059,25.50347852706909,-3.207975387573242,4.33475,14.6899995803833,1.56197,0.645664,0.913729,1.56197,-0.645664,3.78169,867.9,6.289130434,867.9,6.289130434,,,,,,,,,,,,,,,,,,,Corbin Carroll,25878,682998,682998.0
16,William Contreras,MIL,143.806,599.474,522.625,139.056,91.797,27.2398,0.879221,19.1401,76.0793,76.1575,68.6179,3.24495,115.573,3.78854,4.08374,0.359128,13.8626,5.90838,2.04,0.266073,0.1144635130130748,0.192790679829317,0.59372,0.352958,0.431428,0.341408,0.784386,0.165355,3.28761,0.305912,-0.477315,-0.716333,84.6321,13.7996,120.215,-1.19365,1.80381,13.169093251228333,8.933693408966064,4.30198,54.65999984741211,2.00306,-0.182714,0.568586,2.00306,0.182714,4.24189,742.8,5.158333333,742.8,5.158333333,,,,,,,,,,,,,,,,,,,William Contreras,20503,661388,661388.0
17,Trea Turner,PHI,143.438,627.806,577.966,163.429,112.009,29.4705,4.03696,17.9118,90.0313,71.0921,40.0818,0.556768,113.461,5.36893,3.45233,0.936622,10.4175,27.8203,5.1087,0.282765,0.06384424487819486,0.18072621160039884,0.353264,0.333211,0.440698,0.335027,0.773909,0.157933,6.56097,0.323338,1.27073,2.43613,85.3793,11.1993,113.479,3.70686,0.554122,13.736037015914915,7.19477653503418,4.27851,26.26000022888184,2.18643,1.25995,1.03835,2.18643,-1.25995,3.61553,785.1,5.49020979,785.1,5.49020979,,,,,,,,,,,,,,,,,,,Trea Turner,16252,607208,607208.0
18,Will Smith,LAD,123.401,497.022,425.396,111.387,69.1495,21.1014,1.22929,19.9067,68.5002,68.0996,57.6567,2.60261,96.9522,8.19645,5.58613,0.187036,7.01159,2.4675,1.06743,0.261843,0.11600432174028515,0.19506621437280444,0.594693,0.356738,0.457614,0.35192,0.814352,0.195771,3.41087,0.291224,-0.707192,-0.817693,74.4104,15.6834,126.459,-1.52489,1.81464,14.017918586730955,10.75038731098175,4.25515,102.88999938964844,2.99552,0.283641,0.529711,2.99552,-0.283641,4.29372,650.2,5.286178861,650.2,5.286178861,,,,,,,,,,,,,,,,,,,Will Smith,19197,669257,669257.0
19,Mookie Betts,LAD,142.421,621.465,545.0,146.132,92.3847,29.9043,2.49169,21.3517,88.5508,80.5307,66.1275,1.89822,72.0343,4.25107,5.54132,0.545204,8.94641,9.04924,2.46884,0.268133,0.10640583138229827,0.11591046961614894,0.917999,0.348694,0.449679,0.345534,0.798373,0.181546,4.52626,0.27295,-0.308944,-0.263163,89.8187,16.3877,122.072,-0.572106,-1.86616,15.63984203338623,4.72740364074707,4.23577,57.2599983215332,2.12805,-0.662589,0.641556,2.12805,0.662589,4.14459,789.9,5.562676056,789.9,5.562676056,,,,,,,,,,,,,,,,,,,Mookie Betts,13611,605141,605141.0
20,Zach Neto,LAA,148.015,634.233,566.801,142.492,84.1276,30.4536,1.23387,26.6771,86.2951,75.2628,44.3556,3.34741,155.426,16.658,3.56974,2.84909,7.81486,26.8368,8.15656,0.251397,0.0699358122330437,0.2450613575767896,0.285381,0.322317,0.450678,0.332871,0.772995,0.199281,5.60448,0.298287,0.515625,1.09104,85.1437,10.2041,112.668,1.60666,0.419745,11.076431155204771,7.272313237190247,4.11071,27.38999938964844,1.77926,-0.46696,0.72125,1.77926,0.46696,4.03833,786.6,5.314864864,786.6,5.314864864,,,,,,,,,,,,,,,,,,,Zach Neto,31347,687263,687263.0
21,Junior Caminero,TB,147.864,631.089,579.518,156.44,92.5026,26.5271,0.996369,36.4139,83.6496,102.511,42.8898,1.91688,123.175,3.8151,4.66469,0.201666,15.1143,5.8341,1.61511,0.269948,0.06796157118884974,0.1951784930493163,0.348203,0.321998,0.507666,0.352466,0.829664,0.237717,3.55941,0.282684,-0.116383,-0.400942,94.7614,20.1934,126.834,-0.517325,-2.57356,19.497581124305725,-0.8681812286376953,4.09129,16.670000076293945,2.87885,-0.808731,1.18411,2.87885,0.808731,3.42119,862.8,5.829729729,862.8,5.829729729,,,,,,,,,,,,,,,,,,,Junior Caminero,28163,691406,691406.0
22,Elly De La Cruz,CIN,148.6,640.018,571.703,147.622,89.352,30.23,5.4873,22.5528,92.6181,77.4674,61.1203,5.52453,171.491,3.4371,2.76339,0.994238,8.87743,40.6274,10.0981,0.258215,0.09549778287485663,0.26794715148636444,0.356406,0.332037,0.448634,0.33506,0.780671,0.190419,7.3163,0.328764,1.15955,3.01053,87.0574,11.4344,110.232,4.17009,-0.60185,11.93145513534546,6.03889274597168,4.01719,8.4399995803833,1.8526,-0.208496,1.28414,1.8526,0.208496,3.28782,830.4,5.573154362,830.4,5.573154362,,,,,,,,,,,,,,,,,,,Elly De La Cruz,26668,682829,682829.0
23,Geraldo Perdomo,ARI,150.347,647.919,548.914,144.092,100.02,27.69,3.82778,12.5533,88.5856,64.8139,75.8186,1.01378,86.5,7.57743,6.2711,9.33787,10.2208,20.6335,5.36718,0.262503,0.11701863967563847,0.13350434236378314,0.876515,0.356239,0.395502,0.332146,0.751741,0.133,5.84685,0.288377,0.226242,0.724575,86.5992,10.0425,112.131,0.950817,0.204437,10.26665425300598,7.1649449467659,3.98896,76.41000366210938,2.73838,-0.408016,0.952365,2.73838,0.408016,3.73018,761.5,5.076666666,761.5,5.076666666,,,,,,,,,,,,,,,,,,,Geraldo Perdomo,22799,672695,672695.0
24,Yordan Alvarez,HOU,129.356,552.931,469.743,136.957,79.6757,27.3319,1.06896,28.8803,77.3292,84.0989,69.3866,9.828,93.2602,6.80279,6.48281,0.516303,7.77902,3.30491,1.22018,0.291557,0.12548871378164725,0.16866516798660228,0.744011,0.385844,0.538736,0.389165,0.924581,0.247179,2.9685,0.305228,-0.698573,-0.802792,99.5008,34.1677,153.2,-1.50137,-1.9477,33.16882765293121,-13.725457310676576,3.93641,33.720001220703125,3.44904,0.484498,1.131,3.44904,-0.484498,3.492,884.7,6.858139534,884.7,6.858139534,,,,,,,,,,,,,,,,,,,Yordan Alvarez,19556,670541,670541.0
25,Jeremy Pena,HOU,146.302,632.7,578.132,157.972,109.241,29.0898,1.94199,17.6997,81.7714,68.7532,37.0187,1.30126,112.789,11.5556,3.73541,2.25868,12.014,18.5307,4.48641,0.273246,0.058509088035403826,0.17826616089773983,0.328213,0.327622,0.422127,0.325835,0.749749,0.148881,5.36878,0.310765,0.332654,0.835629,81.3231,6.56472,109.574,1.16828,0.681438,8.307996392250061,7.454661011695862,3.84073,91.38999938964844,2.22809,0.78695,0.677016,2.22809,-0.78695,4.09731,743.4,5.091780821,743.4,5.091780821,,,,,,,,,,,,,,,,,,,Jeremy Pena,21636,665161,665161.0
26,Jackson Merrill,SD,142.745,606.321,555.343,149.49,92.6901,30.5391,4.10631,22.1541,77.4931,80.6186,39.7139,1.75214,118.609,3.57209,5.10667,2.58478,7.28393,7.80932,2.48856,0.269184,0.06549979301393156,0.1956208015226258,0.33483,0.319304,0.458642,0.333058,0.777946,0.189458,4.81177,0.303406,0.895274,-0.343349,81.4886,9.84717,113.502,0.551925,4.27622,10.2275892496109,6.283260583877564,3.78877,70.88999938964844,1.66429,0.360437,0.566181,1.66429,-0.360437,4.24509,740.5,5.178321678,740.5,5.178321678,,,,,,,,,,,,,,,,,,,Jackson Merrill,29490,701538,701538.0
27,Wyatt Langford,TEX,142.444,612.858,531.323,132.974,78.8709,27.605,2.13894,24.3587,83.6899,74.2123,71.5742,2.83922,143.463,5.41549,3.99867,0.546875,7.27134,22.7902,5.41678,0.250269,0.11678757558847239,0.23408848379233038,0.498902,0.342903,0.447811,0.342286,0.790714,0.197543,5.63559,0.295551,-0.0784163,1.32957,86.9588,14.5449,121.737,1.25116,1.24488,16.952622413635254,-2.0046544075012207,3.6875,41.970001220703125,3.16976,-0.817402,0.579646,3.16976,0.817402,4.22714,792.7,5.582394366,792.7,5.582394366,,,,,,,,,,,,,,,,,,,Wyatt Langford,33333,694671,694671.0
28,Pete Crow-Armstrong,CHC,146.818,617.373,560.551,137.774,81.7137,28.2377,4.94775,22.8753,83.9236,78.1115,34.4781,1.80962,149.392,8.31838,5.79449,8.23061,4.11991,33.4973,7.65197,0.245784,0.05584646558887414,0.2419801319461654,0.230789,0.296435,0.436238,0.313666,0.732673,0.190454,7.33777,0.291564,0.204088,2.75581,73.2536,0.306315,100.18,2.9599,9.03557,3.091587021946907,11.301280975341797,3.61034,32.06999969482422,2.38812,-0.40067,1.11564,2.38812,0.40067,3.51247,704.0,4.789115646,704.0,4.789115646,,,,,,,,,,,,,,,,,,,Pete Crow-Armstrong,27769,691718,691718.0
29,Shea Langeliers,OAK,128.353,525.912,478.388,121.211,66.0174,24.7825,1.25161,29.1597,69.555,76.2011,39.0208,1.14025,119.181,3.7652,4.13155,0.606156,7.80271,5.5889,1.50207,0.253374,0.07419644351146198,0.22661776114635146,0.327408,0.312194,0.493273,0.342614,0.805467,0.239899,3.83593,0.275456,-0.150788,-0.208101,74.7618,12.6213,120.066,-0.358888,-2.6183,12.113626033067703,4.644455194473267,3.53564,55.25,1.80125,0.692462,0.707242,1.80125,-0.692462,4.05701,685.2,5.353125,685.2,5.353125,,,,,,,,,,,,,,,,,,,Shea Langeliers,25816,669127,669127.0
30,Alex Bregman,CHC,148.664,640.876,562.186,142.47,91.0657,27.6884,1.16757,22.5482,79.7802,79.1611,65.4856,1.75343,89.8436,7.98018,4.58344,0.640397,11.8422,2.28266,0.92178,0.253421,0.10218138922350034,0.14018874165985307,0.728885,0.337275,0.42715,0.333047,0.764426,0.173729,2.88375,0.263925,-0.586057,-0.99556,86.1267,10.4023,113.494,-1.58162,1.29284,8.639381527900696,3.5870347023010254,3.47007,118.66000366210938,1.82958,0.502931,0.730197,1.82958,-0.502931,4.0264,756.3,5.075838926,756.3,5.075838926,,,,,,,,,,,,,,,,,,,Alex Bregman,17678,608324,608324.0
31,Bryce Harper,PHI,140.19,606.78,523.134,142.456,83.6764,31.8539,0.578691,26.3471,82.5643,84.387,74.4497,7.61357,129.387,4.60052,4.22153,0.374566,9.88954,9.46881,3.41281,0.272313,0.1226963644154389,0.213235439533274,0.575401,0.365278,0.486508,0.363817,0.851786,0.214195,3.62001,0.312439,0.326595,-0.527849,96.7037,25.0079,133.201,-0.201255,0.783492,23.67578431963921,-10.124720096588137,3.4519,47.619998931884766,1.81118,-2.33963,0.565579,1.81118,2.33963,4.24589,860.8,6.148571428,860.8,6.148571428,,,,,,,,,,,,,,,,,,,Bryce Harper,11579,547180,547180.0
32,Matt Chapman,SF,145.433,612.716,531.835,126.51,73.3807,27.628,2.04951,23.4522,81.0194,73.7581,70.0937,1.15183,151.187,6.70359,3.89441,0.189316,8.06547,8.7448,2.6337,0.237875,0.11439835094888985,0.24674890161183977,0.463623,0.331916,0.429821,0.331847,0.761738,0.191946,4.39551,0.285408,-0.206332,-0.313408,81.7456,9.34841,112.67,-0.519739,1.31079,8.655358076095581,3.555124402046204,3.37094,166.92999267578125,2.34451,-0.901365,0.721377,2.34451,0.901365,4.03816,727.7,5.018620689,727.7,5.018620689,,,,,,,,,,,,,,,,,,,Matt Chapman,16505,656305,656305.0
33,Alejandro Kirk,TOR,122.26,483.863,427.744,114.201,79.1764,19.448,0.245557,15.3313,52.2706,63.2837,47.0926,1.74645,60.3587,3.59146,5.21592,0.218292,12.2178,0.863471,0.171606,0.266985,0.09732630930655992,0.12474336744078386,0.780213,0.340923,0.421126,0.331582,0.762049,0.154141,1.73719,0.276737,-1.36725,-0.743348,64.4503,7.27823,113.562,-2.1106,1.9383,5.623532295227051,10.489801287651062,3.35248,154.97000122070312,2.2483,0.491069,0.796564,2.2483,-0.491069,3.93791,561.4,4.601639344,561.4,4.601639344,,,,,,,,,,,,,,,,,,,Alejandro Kirk,22581,672386,672386.0
34,Willy Adames,SF,151.784,649.242,569.971,131.982,77.6819,26.4552,1.20824,26.6367,83.5988,84.0014,69.7407,1.81959,165.23,3.74874,5.58766,0.193265,7.72989,11.3183,3.4439,0.231559,0.10741865128873364,0.2544967824016314,0.422084,0.316574,0.422414,0.320637,0.738988,0.190855,4.29873,0.274557,-0.0376848,-0.132658,80.7093,3.99638,104.969,-0.170343,-0.329202,3.642395034432411,6.697813808917999,3.30606,130.38999938964844,3.05823,-0.126055,1.09409,3.05823,0.126055,3.54122,738.6,4.859210526,738.6,4.859210526,,,,,,,,,,,,,,,,,,,Willy Adames,15986,642715,642715.0
35,Gabriel Moreno,ARI,112.9,440.437,392.146,107.979,75.7771,20.3916,1.16229,10.6478,52.7183,54.0962,41.3656,2.05261,76.2129,3.34099,3.35072,0.234462,9.61038,4.33059,1.67562,0.275354,0.09391944818441685,0.17303927689998796,0.542763,0.346853,0.41474,0.332142,0.761593,0.139386,3.51039,0.315359,0.23581,-0.60192,58.8663,6.82529,112.129,-0.366111,3.67482,5.965209722518921,11.502854108810425,3.28643,177.83999633789062,1.17873,0.91117,0.949485,1.17873,-0.91117,3.73402,513.9,4.54778761,513.9,4.54778761,,,,,,,,,,,,,,,,,,,Gabriel Moreno,22664,672515,672515.0
36,Maikel Garcia,KC,150.032,640.045,577.018,154.429,106.393,31.5926,4.10414,12.3389,82.8637,65.0814,53.1253,0.428869,95.159,1.60004,5.24387,3.05812,11.1987,26.1772,6.8105,0.267633,0.08300244514057606,0.1486754837550485,0.55828,0.328349,0.400761,0.318384,0.72911,0.133129,6.13791,0.299285,0.459992,1.38561,78.3956,2.76933,103.422,1.8456,3.45452,4.433884263038635,5.867326259613037,3.27022,68.36000061035156,2.6993,-0.620849,1.07286,2.6993,0.620849,3.56952,708.6,4.724,708.6,4.724,,,,,,,,,,,,,,,,,,,Maikel Garcia,22715,672580,672580.0
37,Jacob Wilson,OAK,138.318,578.367,534.02,156.699,114.341,30.2403,1.38146,10.736,72.0617,64.4142,31.622,0.76058,51.1775,7.15317,3.08037,2.49185,15.8272,5.82756,1.87205,0.293433,0.05467462701018558,0.08848620339680516,0.617888,0.339438,0.415547,0.329192,0.754985,0.122114,3.87126,0.30717,-0.0425257,-0.606931,75.9159,7.5774,110.846,-0.649457,-1.6925,6.764343678951263,4.565558671951294,3.1619,186.97000122070312,2.44323,-0.191023,1.46313,2.44323,0.191023,3.04915,664.1,4.81231884,664.1,4.81231884,,,,,,,,,,,,,,,,,,,Jacob Wilson,33266,805779,805779.0
38,Adley Rutschman,BAL,137.61,559.332,491.776,122.556,79.4775,25.3614,1.05414,16.6628,64.1554,63.8775,60.0676,1.81612,89.1058,2.89818,4.35014,0.240827,9.86333,0.857831,0.302049,0.249211,0.10739167435440847,0.15930753112641508,0.674116,0.331827,0.406718,0.322775,0.738545,0.157507,2.3667,0.271272,-0.350813,-0.880503,70.5034,4.41401,108.336,-1.23132,1.1882,4.2639240026474,7.119662880897522,3.13433,151.2100067138672,2.77963,-0.766406,0.388103,2.77963,0.766406,4.48253,625.7,4.534057971,625.7,4.534057971,,,,,,,,,,,,,,,,,,,Adley Rutschman,26288,668939,668939.0
39,Byron Buxton,MIN,121.125,522.006,468.763,116.654,60.7509,24.8375,3.77551,27.2897,78.5766,72.4256,40.5927,2.52685,141.734,8.17004,3.9233,0.556844,3.93854,15.4511,2.34322,0.248854,0.0777628992770198,0.271517951900936,0.286401,0.317225,0.492597,0.343995,0.809822,0.243743,6.61901,0.294287,0.619982,1.42434,74.7922,13.1131,120.751,2.04432,-1.80704,14.811542272567747,-2.180880844593048,3.13048,71.30000305175781,2.90027,4.60281,0.460239,2.90027,-4.60281,4.38635,705.2,5.828099173,705.2,5.828099173,,,,,,,,,,,,,,,,,,,Byron Buxton,14161,621439,621439.0
40,Bo Bichette,NYM,139.189,607.76,561.693,160.177,111.355,29.9563,1.58782,17.278,74.6926,76.8094,38.434,1.2002,99.4402,3.52103,3.60846,0.503593,13.7182,5.45015,2.27119,0.285169,0.06323877846518362,0.1636175463998947,0.386504,0.332862,0.436437,0.332925,0.769298,0.151268,3.53036,0.318557,0.280025,-0.844242,81.6161,9.80462,113.41,-0.564217,0.386963,9.068487584590912,0.9353822469711304,3.12801,97.33999633789062,2.08762,-0.785108,1.10073,2.08762,0.785108,3.53236,722.1,5.194964028,722.1,5.194964028,,,,,,,,,,,,,,,,,,,Bo Bichette,19612,666182,666182.0
41,Nick Kurtz,OAK,142.101,576.647,514.369,134.434,69.0415,26.2633,1.64907,37.4799,93.7643,94.735,54.4352,3.56363,177.223,3.5956,3.66529,0.582577,7.10633,3.09192,1.01854,0.261357,0.0943995199836295,0.3073336027066819,0.307156,0.334102,0.537425,0.367773,0.871528,0.276069,3.85686,0.319631,0.0359396,-0.61409,93.7535,25.6181,137.349,-0.57815,-2.69096,24.87688618898392,-13.904717206954956,3.11934,17.149999618530273,2.82144,0.450613,1.31384,2.82144,-0.450613,3.24821,847.9,5.97112676,847.9,5.97112676,,,,,,,,,,,,,,,,,,,Nick Kurtz,35110,701762,701762.0
