,player_name,pitcher,Split,zone,xwOBA,IsBIP,BatterName,batter
7427,,,L,1,0.22135714285714286,8,Joey Wiemer,686894.0
11835,,,L,9,0.22128,23,Otto Lopez,672640.0
426,,,L,9,0.22099999999999997,7,Alek Thomas,677950.0
6403,,,L,5,0.22080000000000002,9,Jacob Wilson,805779.0
307,Logan Gilbert,669302.0,L,7,0.22058823529411764,47,,
5907,,,R,9,0.22058333333333333,11,Ildemaro Vargas,545121.0
5013,,,L,2,0.22057142857142858,12,Fernando Tatis Jr.,665487.0
8621,,,R,1,0.22053968253968254,56,Ke'Bryan Hayes,663647.0
2643,,,R,1,0.22035294117647058,14,Casey Schmitt,669477.0
14148,,,R,1,0.22034375,30,Tyler Freeman,671289.0
15225,,,L,7,0.22029411764705883,13,Zach McKinstry,656716.0
14878,,,R,9,0.22018367346938775,37,Wilmer Flores,527038.0
10264,,,L,5,0.22013636363636363,20,Matt Wallner,670242.0
527,Tyler Glasnow,607192.0,L,9,0.21984782608695652,24,,
6783,,,L,4,0.21966666666666668,21,Jared Triolo,669707.0
2670,,,L,1,0.21958333333333332,9,Ceddanne Rafaela,678882.0
6781,,,L,2,0.21957142857142856,10,Jared Triolo,669707.0
3670,,,R,2,0.21955,13,Daniel Schneemann,682177.0
2264,,,L,3,0.2195,16,C.J. Abrams,682928.0
4996,,,L,3,0.21943478260869564,13,Ezequiel Tovar,678662.0
13696,,,R,9,0.21943243243243243,83,Tommy Pham,502054.0
2187,,,R,9,0.21939999999999998,9,Bryce Teodosio,669326.0
2577,,,L,9,0.21936363636363634,9,Carson Kelly,608348.0
486,,,R,3,0.21925,4,Alex Freeland,690976.0
13946,,,R,7,0.21919354838709676,26,Trey Sweeney,700242.0
8302,,,R,9,0.2191046511627907,60,Josh Jung,673962.0
93,David Peterson,656849.0,L,3,0.219,14,,
13841,,,L,4,0.219,11,Trevor Larnach,663616.0
9390,,,L,3,0.21875,5,Logan O'Hoppe,681351.0
6744,,,L,1,0.2187142857142857,2,James Wood,695578.0
5368,,,L,2,0.21866666666666668,19,Geraldo Perdomo,672695.0
9509,,,L,9,0.21829166666666666,22,Luis Garcia,671277.0
82,Cristopher Sanchez,650911.0,R,1,0.21828571428571428,8,,
7031,,,R,6,0.21822535211267605,70,Jeff McNeil,643446.0
5169,,,R,9,0.21821153846153846,40,Freddy Fermin,666023.0
141,Eduardo Rodriguez,593958.0,R,3,0.21811764705882353,19,,
11596,,,L,9,0.2180952380952381,19,Nolan Jones,666134.0
12673,,,L,1,0.21794736842105264,18,Ryan Jeffers,680777.0
9443,,,R,9,0.21776612903225806,100,Lourdes Gurriel Jr.,666971.0
13809,,,L,6,0.21774999999999997,25,Trent Grisham,663757.0
1728,,,R,2,0.2176984126984127,44,Brandon Nimmo,607043.0
116,Dustin May,669160.0,L,7,0.21768421052631579,11,,
7781,,,R,6,0.21761111111111112,25,Jordan Beck,687597.0
13526,,,R,2,0.21754545454545451,6,Thomas Saggese,695336.0
502,Trevor Rogers,669432.0,L,2,0.21749999999999997,8,,
10678,,,L,4,0.21746666666666667,11,Mickey Moniak,666160.0
11060,,,R,9,0.217375,6,Nacho Alvarez,805373.0
8172,,,R,9,0.21726829268292683,30,Jose Ramirez,608070.0
2693,,,L,6,0.21720689655172412,29,Cedric Mullins II,656775.0
15230,,,R,2,0.21705128205128205,63,Zach McKinstry,656716.0
10318,,,L,6,0.217,23,Mauricio Dubon,643289.0
7957,,,R,1,0.21694444444444447,18,Jorge Polanco,593871.0
10317,,,L,5,0.21684615384615386,24,Mauricio Dubon,643289.0
5926,,,R,2,0.2168421052631579,13,Isaac Collins,686555.0
8318,,,L,8,0.21680000000000002,17,Josh Lowe,666139.0
14147,,,L,9,0.2166153846153846,14,Tyler Freeman,671289.0
5982,,,R,9,0.21657692307692308,62,Isiah Kiner-Falefa,643396.0
2777,,,L,2,0.21657142857142858,7,Chandler Simpson,802415.0
12056,,,R,9,0.2165,23,Pedro Pages,686780.0
420,Ryan Pepiot,686752.0,R,3,0.21641463414634143,26,,
10218,,,R,5,0.216375,20,Matt Shaw,807713.0
2396,,,R,9,0.21624999999999997,7,Caleb Durbin,702332.0
8449,,,L,7,0.21609523809523812,12,Julio Rodriguez,677594.0
5690,,,L,3,0.21607692307692308,6,Heliot Ramos,671218.0
9447,,,L,3,0.21605882352941178,36,Luis Arraez,650333.0
2511,,,R,7,0.216,7,Carlos Narvaez,665966.0
11844,,,R,9,0.2159,38,Otto Lopez,672640.0
5984,,,L,2,0.21587499999999998,14,Ivan Herrera,671056.0
7784,,,R,9,0.21584210526315792,40,Jordan Beck,687597.0
7848,,,R,1,0.21571428571428572,19,Jordan Walker,691023.0
2498,,,L,3,0.215625,5,Carlos Narvaez,665966.0
5387,,,L,1,0.21555555555555556,6,Giancarlo Stanton,519317.0
13167,,,R,9,0.21551111111111113,64,Shea Langeliers,669127.0
163,,,R,9,0.21551020408163266,33,Adam Frazier,624428.0
2307,,,R,2,0.2155,2,C.J. Kayfus,692216.0
4229,,,R,4,0.21539024390243902,34,Drake Baldwin,686948.0
2692,,,L,5,0.21533333333333335,44,Cedric Mullins II,656775.0
9608,,,R,6,0.2153076923076923,20,Luis Torrens,620443.0
14594,,,R,6,0.21525,3,Weston Wilson,642215.0
11666,,,L,7,0.21523333333333336,21,Oneil Cruz,665833.0
11042,,,R,9,0.21517499999999998,29,Myles Straw,664702.0
2679,,,R,1,0.21515384615384617,20,Ceddanne Rafaela,678882.0
14768,,,L,1,0.21505263157894738,16,William Contreras,661388.0
516,Trevor Rogers,669432.0,R,7,0.21502439024390246,27,,
3093,,,L,6,0.215,6,Coby Mayo,691723.0
9221,,,R,7,0.214986301369863,50,Lawrence Butler,671732.0
290,Kyle Hendricks,543294.0,L,9,0.2149090909090909,9,,
13679,,,L,2,0.21475,16,Tommy Pham,502054.0
5397,,,R,2,0.21473170731707317,24,Giancarlo Stanton,519317.0
5992,,,R,1,0.21461764705882352,27,Ivan Herrera,671056.0
5382,,,R,6,0.21455421686746987,69,Geraldo Perdomo,672695.0
423,,,L,6,0.21428571428571427,14,Alek Thomas,677950.0
382,Nick Pivetta,601713.0,R,1,0.21425714285714284,26,,
2129,,,R,7,0.2141782178217822,69,Bryan Reynolds,668804.0
13351,,,L,8,0.21416666666666667,16,TJ Friedl,670770.0
1432,,,R,6,0.21414285714285713,23,Blaze Alexander,677942.0
4904,,,L,2,0.2141111111111111,13,Eugenio Suarez,553993.0
10752,,,L,3,0.214,11,Miguel Rojas,500743.0
3616,,,L,7,0.214,1,Dalton Rushing,687221.0
8218,,,L,8,0.21395652173913043,21,Jose Trevino,624431.0
11550,,,R,9,0.21393478260869564,37,Noelvi Marte,682622.0
12371,,,R,3,0.21389999999999998,3,Riley Adams,656180.0
6543,,,L,8,0.21388372093023253,39,Jake Cronenworth,630105.0
14988,,,L,1,0.21383333333333332,10,Yandy Diaz,650490.0
303,Logan Gilbert,669302.0,L,3,0.21369999999999997,25,,
13273,,,L,4,0.2136862745098039,44,Steven Kwan,680757.0
8227,,,R,8,0.21353125,26,Jose Trevino,624431.0
5924,,,L,9,0.2135,7,Isaac Collins,686555.0
10160,,,R,8,0.21343478260869564,30,Matt McLain,680574.0
12058,,,L,1,0.21342857142857144,15,Pete Alonso,624413.0
3631,,,L,4,0.21334615384615382,21,Dane Myers,667472.0
5188,,,R,9,0.21321153846153845,29,Gabriel Arias,672356.0
2,Andrew Abbott,671096.0,L,3,0.21315,16,,
6402,,,L,4,0.2130909090909091,10,Jacob Wilson,805779.0
2606,,,R,1,0.213,1,Carson Williams,700246.0
13161,,,R,3,0.21298214285714284,29,Shea Langeliers,669127.0
2865,,,R,8,0.21294444444444446,15,Chase Meidroth,805367.0
11034,,,R,1,0.21288888888888888,33,Myles Straw,664702.0
6588,,,L,6,0.21285714285714286,11,Jake Mangum,663968.0
5367,,,L,1,0.21266666666666667,16,Geraldo Perdomo,672695.0
1723,,,L,7,0.2125774647887324,49,Brandon Nimmo,607043.0
13844,,,L,7,0.21253333333333332,9,Trevor Larnach,663616.0
5336,,,L,8,0.21250000000000002,15,Gavin Sheets,657757.0
10756,,,L,7,0.212375,13,Miguel Rojas,500743.0
2025,,,L,7,0.21226086956521742,13,Brice Turang,668930.0
5925,,,R,1,0.2122222222222222,3,Isaac Collins,686555.0
5173,,,L,4,0.2122,22,Gabriel Arias,672356.0
3213,,,L,3,0.21200000000000002,5,Cole Young,702284.0
3147,,,L,6,0.212,1,Cody Freeman,683227.0
425,,,L,8,0.212,15,Alek Thomas,677950.0
3502,,,L,1,0.212,4,Curtis Mead,678554.0
14770,,,L,3,0.2119090909090909,5,William Contreras,661388.0
74,Cristopher Sanchez,650911.0,L,3,0.21178571428571427,14,,
985,,,R,9,0.211576,92,Anthony Volpe,683011.0
4471,,,L,1,0.21150000000000002,5,Edgar Quero,700337.0
6992,,,R,3,0.2112608695652174,14,Jazz Chisholm,665862.0
13943,,,R,4,0.21122222222222223,22,Trey Sweeney,700242.0
9555,,,R,9,0.21121428571428572,25,Luis Matos,682641.0
9388,,,L,1,0.21118181818181817,9,Logan O'Hoppe,681351.0
14844,,,L,4,0.21118181818181817,36,Willy Adames,642715.0
8963,,,R,8,0.21105882352941174,42,Kyle Higashioka,543309.0
1844,,,R,9,0.21105102040816326,75,Brenton Doyle,686668.0
2485,,,R,9,0.21095867768595042,87,Carlos Correa,621043.0
10048,,,R,3,0.21072,16,Masyn Winn,691026.0
2792,,,R,7,0.21066666666666667,14,Chandler Simpson,802415.0
9600,,,L,7,0.21066666666666667,4,Luis Torrens,620443.0
6736,,,R,2,0.21058974358974356,18,James Outman,681546.0
8514,,,R,9,0.21054237288135594,40,Junior Caminero,691406.0
8704,,,R,3,0.21037186046511627,32,Ketel Marte,606466.0
13846,,,L,9,0.21028571428571427,5,Trevor Larnach,663616.0
5436,,,R,3,0.21017910447761196,35,Gleyber Torres,650402.0
3251,,,L,2,0.20988888888888887,8,Colt Keith,690993.0
12681,,,L,9,0.20964285714285716,20,Ryan Jeffers,680777.0
5746,,,L,4,0.20944444444444443,8,Heriberto Hernandez,681715.0
528,Tyler Glasnow,607192.0,R,1,0.20943478260869566,18,,
3746,,,R,3,0.2093859649122807,32,Dansby Swanson,621020.0
13249,,,R,9,0.2092095238095238,75,Spencer Torkelson,679529.0
8323,,,R,3,0.20920689655172414,15,Josh Lowe,666139.0
12531,,,R,9,0.2091,12,Romy Gonzalez,663853.0
11526,,,R,4,0.20909090909090908,7,Niko Kavadas,694359.0
8394,,,L,8,0.20908695652173914,15,Josh Smith,669701.0
412,Ryan Pepiot,686752.0,L,4,0.20898461538461538,49,,
7856,,,R,9,0.2088961038961039,50,Jordan Walker,691023.0
14141,,,L,3,0.20883333333333334,11,Tyler Freeman,671289.0
5759,,,R,7,0.2088,1,Heriberto Hernandez,681715.0
4903,,,L,1,0.2087272727272727,11,Eugenio Suarez,553993.0
5544,,,L,3,0.20864285714285716,11,Gunnar Henderson,683002.0
4076,,,L,4,0.20861538461538462,10,Derek Hill,656537.0
12363,,,L,4,0.2082142857142857,11,Riley Adams,656180.0
12361,,,L,2,0.20807692307692308,12,Riley Adams,656180.0
10599,,,L,7,0.20796296296296296,23,Michael Massey,686681.0
2783,,,L,8,0.20766666666666667,5,Chandler Simpson,802415.0
6542,,,L,7,0.20743902439024386,23,Jake Cronenworth,630105.0
7306,,,R,1,0.20742105263157895,14,Joey Bart,663698.0
1760,,,L,7,0.20741666666666667,6,Brayan Rocchio,677587.0
52,Carson Seymour,693313.0,R,8,0.20733333333333334,2,,
5252,,,R,6,0.20721428571428574,20,Garrett Hampson,641658.0
10510,,,R,3,0.20713725490196078,42,Michael Busch,683737.0
13786,,,L,1,0.20704545454545453,20,Trea Turner,607208.0
381,Nick Pivetta,601713.0,L,9,0.20702564102564103,22,,
12801,,,L,1,0.207,1,Ryan Ritter,690022.0
5379,,,R,3,0.20695454545454545,38,Geraldo Perdomo,672695.0
13483,,,R,9,0.2068445945945946,98,Teoscar Hernandez,606192.0
14851,,,R,1,0.2068135593220339,47,Willy Adames,642715.0
14456,,,L,7,0.2064,30,Vinnie Pasquantino,686469.0
8964,,,R,9,0.2063333333333333,35,Kyle Higashioka,543309.0
2185,,,R,7,0.20625000000000002,3,Bryce Teodosio,669326.0
8009,,,L,6,0.20621052631578948,13,Jose Altuve,514888.0
3646,,,R,9,0.20618181818181816,12,Dane Myers,667472.0
4087,,,R,6,0.20605,16,Derek Hill,656537.0
97,David Peterson,656849.0,L,7,0.20594736842105263,19,,
221,,,L,3,0.20576190476190476,11,Adolis Garcia,666969.0
525,Tyler Glasnow,607192.0,L,7,0.2057027027027027,27,,
13203,,,R,3,0.2056,18,Spencer Horwitz,687462.0
9215,,,R,1,0.20546875,19,Lawrence Butler,671732.0
3736,,,L,3,0.20546666666666666,6,Dansby Swanson,621020.0
1755,,,L,2,0.20545,14,Brayan Rocchio,677587.0
7296,,,R,9,0.2050816326530612,31,Joc Pederson,592626.0
438,,,L,2,0.20507142857142857,39,Alex Bregman,608324.0
4399,,,R,6,0.20502702702702705,30,Dylan Carlson,666185.0
3765,,,R,3,0.205,5,Darell Hernaiz,687231.0
5706,,,R,9,0.20495081967213116,43,Heliot Ramos,671218.0
6091,,,L,1,0.20486666666666667,11,J.T. Realmuto,592663.0
10514,,,R,7,0.2048360655737705,42,Michael Busch,683737.0
15247,,,R,1,0.20482758620689653,50,Zach Neto,687263.0
3764,,,R,2,0.2048,10,Darell Hernaiz,687231.0
9546,,,L,9,0.20473684210526316,19,Luis Matos,682641.0
12817,,,R,8,0.20457142857142857,12,Ryan Ritter,690022.0
8512,,,R,7,0.2045357142857143,25,Junior Caminero,691406.0
13198,,,L,7,0.20450000000000002,10,Spencer Horwitz,687462.0
12370,,,R,2,0.2044761904761905,12,Riley Adams,656180.0
12382,,,L,4,0.20406060606060605,18,Riley Greene,682985.0
3221,,,R,2,0.20405882352941176,14,Cole Young,702284.0
3217,,,L,7,0.204,5,Cole Young,702284.0
424,Ryan Pepiot,686752.0,R,7,0.20376666666666668,22,,
6410,,,R,3,0.20376470588235293,14,Jacob Wilson,805779.0
3034,,,L,2,0.20373333333333335,12,Christian Yelich,592885.0
7034,,,R,9,0.20370909090909092,47,Jeff McNeil,643446.0
8212,,,L,2,0.20370833333333335,24,Jose Trevino,624431.0
6368,,,L,7,0.20366666666666666,2,Jacob Melton,689200.0
2365,,,R,9,0.20354999999999998,14,Cal Raleigh,663728.0
8230,,,L,1,0.2033888888888889,15,Josh Bell,605137.0
60,Chris Sale,519242.0,L,7,0.2030909090909091,10,,
8222,,,R,3,0.20307407407407407,21,Jose Trevino,624431.0
3513,,,R,2,0.203,8,Curtis Mead,678554.0
3185,,,R,2,0.20299999999999999,3,Colby Thomas,687515.0
37,,,L,1,0.20281818181818181,6,Aaron Judge,592450.0
8314,,,L,4,0.20279999999999998,12,Josh Lowe,666139.0
10876,,,R,3,0.20277777777777775,19,Mike Tauchman,643565.0
254,Johan Oviedo,670912.0,R,2,0.2026875,12,,
12760,,,R,6,0.20256923076923078,48,Ryan Mountcastle,663624.0
5021,,,R,1,0.20256818181818181,26,Fernando Tatis Jr.,665487.0
12460,,,R,4,0.202375,6,Robert Hassell III,690987.0
13936,,,L,6,0.20233333333333334,5,Trey Sweeney,700242.0
12800,,,R,9,0.20232142857142857,37,Ryan O'Hearn,656811.0
6988,,,L,9,0.20232,21,Jazz Chisholm,665862.0
462,Spencer Arrighetti,681293.0,R,9,0.20225,20,,
13458,,,R,3,0.20214516129032256,28,Taylor Ward,621493.0
5831,,,R,9,0.2021320754716981,44,Hunter Goodman,696100.0
2688,,,L,1,0.20204347826086957,14,Cedric Mullins II,656775.0
405,,,L,7,0.202,1,Alejandro Osuna,696030.0
7088,,,R,9,0.20199999999999999,3,Jeremiah Jackson,669236.0
5238,,,L,2,0.20199999999999999,11,Garrett Hampson,641658.0
9435,,,R,1,0.20186666666666667,38,Lourdes Gurriel Jr.,666971.0
14557,,,R,7,0.20183333333333334,5,Warming Bernabel,682653.0
772,,,L,1,0.20168181818181818,19,Andrew Vaughn,683734.0
7430,,,L,4,0.20155555555555557,6,Joey Wiemer,686894.0
0,Andrew Abbott,671096.0,L,1,0.20146666666666668,8,,
2634,,,L,1,0.20136842105263159,17,Casey Schmitt,669477.0
11057,,,R,6,0.2012,6,Nacho Alvarez,805373.0
1523,,,L,3,0.20116666666666666,9,Bobby Witt Jr.,677951.0
8390,,,L,4,0.201,16,Josh Smith,669701.0
2696,,,L,9,0.2009,7,Cedric Mullins II,656775.0
12087,,,R,3,0.20073684210526316,20,Pete Crow-Armstrong,691718.0
12362,,,L,3,0.20066666666666666,4,Riley Adams,656180.0
6539,,,L,4,0.20057894736842105,24,Jake Cronenworth,630105.0
11212,,,R,2,0.20045454545454547,57,Nick Allen,669397.0
15297,,,R,9,0.20044776119402985,37,Zack Gelof,680869.0
13221,,,R,1,0.2003913043478261,34,Spencer Steer,668715.0
3509,,,L,8,0.20033333333333334,13,Curtis Mead,678554.0
14573,,,R,3,0.20026923076923075,23,Wenceel Perez,672761.0
14939,,,L,7,0.20022727272727273,19,Xavier Edwards,669364.0
3763,,,R,1,0.20022222222222222,8,Darell Hernaiz,687231.0
9504,,,L,4,0.2001923076923077,21,Luis Garcia,671277.0
10007,,,L,8,0.20011764705882354,15,Masataka Yoshida,807799.0
12252,,,R,1,0.20011363636363635,29,Randy Arozarena,668227.0
11548,,,R,7,0.2,1,Noelvi Marte,682622.0
411,Ryan Pepiot,686752.0,L,3,0.19976923076923075,18,,
2121,,,L,9,0.19969767441860464,31,Bryan Reynolds,668804.0
3920,,,R,6,0.19967567567567568,31,David Hamilton,666152.0
228,,,R,1,0.19967391304347828,28,Adolis Garcia,666969.0
10884,,,L,2,0.19942857142857143,7,Mike Trout,545361.0
13356,,,R,3,0.19915,34,TJ Friedl,670770.0
11211,,,R,1,0.19891111111111112,43,Nick Allen,669397.0
866,,,R,9,0.19869444444444442,50,Andy Pages,681624.0
10042,,,L,7,0.1985,14,Masyn Winn,691026.0
15281,,,L,2,0.19845454545454544,7,Zack Gelof,680869.0
4409,,,L,7,0.19833333333333333,1,Dylan Crews,686611.0
14596,,,R,8,0.1982,3,Weston Wilson,642215.0
3266,,,R,7,0.1981774193548387,47,Colt Keith,690993.0
151,,,L,7,0.198,12,Adam Frazier,624428.0
5398,,,R,3,0.19796666666666668,13,Giancarlo Stanton,519317.0
11662,,,L,3,0.19785714285714287,6,Oneil Cruz,665833.0
3405,,,R,3,0.19777906976744186,65,Corbin Carroll,682998.0
13810,,,L,7,0.19767567567567568,21,Trent Grisham,663757.0
12039,,,L,2,0.19733333333333333,5,Pedro Pages,686780.0
10090,,,L,3,0.1973076923076923,10,Matt Chapman,656305.0
8522,,,L,7,0.19727777777777777,9,Jurickson Profar,595777.0
2048,,,R,2,0.19716666666666668,18,Brooks Baldwin,681460.0
12874,,,R,1,0.19699999999999998,33,Salvador Perez,521692.0
13815,,,R,3,0.19696153846153844,13,Trent Grisham,663757.0
4400,,,R,7,0.19667567567567568,26,Dylan Carlson,666185.0
696,,,L,3,0.19661111111111113,17,Andrew Benintendi,643217.0
979,,,R,3,0.19616949152542373,33,Anthony Volpe,683011.0
4489,,,L,1,0.196125,7,Edmundo Sosa,624641.0
6292,,,L,4,0.19611764705882354,12,Jackson Holliday,702616.0
7262,,,L,4,0.1960666666666667,13,Jo Adell,666176.0
681,,,L,7,0.19596428571428573,23,Andres Gimenez,665926.0
4028,,,R,1,0.19583333333333333,4,Daylen Lile,695734.0
418,Ryan Pepiot,686752.0,R,1,0.19577777777777777,28,,
5088,,,R,3,0.1957,45,Francisco Lindor,596019.0
13237,,,L,7,0.19565,11,Spencer Torkelson,679529.0
14145,,,L,7,0.19552173913043477,16,Tyler Freeman,671289.0
11603,,,R,7,0.19540677966101694,40,Nolan Jones,666134.0
475,Stephen Kolek,663568.0,R,4,0.19527777777777777,17,,
9226,,,L,3,0.19526666666666664,12,Lenyn Sosa,672820.0
675,,,L,1,0.19521052631578947,14,Andres Gimenez,665926.0
12868,,,L,4,0.19513636363636364,19,Salvador Perez,521692.0
373,Nick Pivetta,601713.0,L,1,0.195135593220339,34,,
13524,,,L,9,0.1947777777777778,6,Thomas Saggese,695336.0
9405,,,R,9,0.19476119402985073,41,Logan O'Hoppe,681351.0
9601,,,L,8,0.19453846153846152,10,Luis Torrens,620443.0
6795,,,R,7,0.1943913043478261,18,Jared Triolo,669707.0
9679,,,R,6,0.19433333333333336,8,Luke Keaschall,807712.0
54,Chris Sale,519242.0,L,1,0.19414285714285714,2,,
444,Shane Smith,681343.0,R,9,0.19393749999999998,9,,
13932,,,L,2,0.19375,3,Trey Sweeney,700242.0
3395,,,L,3,0.19361764705882353,25,Corbin Carroll,682998.0
29,Cam Schlittler,693645.0,R,3,0.1935,3,,
14266,,,R,8,0.1934857142857143,48,Tyler Soderstrom,691016.0
12631,,,L,9,0.19345,18,Royce Lewis,668904.0
11947,,,R,9,0.1932162162162162,22,Patrick Bailey,672275.0
421,,,L,4,0.19314285714285714,9,Alek Thomas,677950.0
10330,,,R,9,0.1930886075949367,66,Mauricio Dubon,643289.0
3285,,,R,7,0.19303508771929825,38,Colton Cowser,681297.0
12501,,,L,6,0.193,6,Roman Anthony,701350.0
5439,,,R,6,0.1926764705882353,111,Gleyber Torres,650402.0
10155,,,R,3,0.19264444444444445,28,Matt McLain,680574.0
244,Johan Oviedo,670912.0,L,1,0.19252173913043477,12,,
5349,,,L,3,0.19242857142857145,7,George Springer,543807.0
15058,,,R,9,0.19236363636363638,7,Yoan Moncada,660162.0
6067,,,R,1,0.19235714285714287,31,J.P. Crawford,641487.0
5872,,,L,3,0.19193749999999998,5,Ian Happ,664023.0
2681,,,R,3,0.19178571428571428,18,Ceddanne Rafaela,678882.0
3026,,,R,3,0.19140350877192983,31,Christian Walker,572233.0
5870,,,L,1,0.19138095238095237,9,Ian Happ,664023.0
5239,,,L,3,0.1913,4,Garrett Hampson,641658.0
1719,,,L,3,0.19117391304347828,13,Brandon Nimmo,607043.0
7075,,,L,5,0.191,1,Jeremiah Jackson,669236.0
4472,,,L,2,0.191,4,Edgar Quero,700337.0
2019,,,L,1,0.19094117647058823,14,Brice Turang,668930.0
13347,,,L,4,0.19080645161290322,25,TJ Friedl,670770.0
5247,,,R,1,0.1907,16,Garrett Hampson,641658.0
11597,,,R,1,0.1906,11,Nolan Jones,666134.0
13477,,,R,3,0.19033962264150942,26,Teoscar Hernandez,606192.0
3630,,,L,3,0.1902,4,Dane Myers,667472.0
400,,,R,9,0.19010714285714284,41,Alejandro Kirk,672386.0
414,,,R,9,0.19,1,Alejandro Osuna,696030.0
7259,,,L,1,0.18985714285714286,4,Jo Adell,666176.0
4088,,,R,7,0.1898,11,Derek Hill,656537.0
390,Nick Pivetta,601713.0,R,9,0.18955072463768116,43,,
5743,,,L,1,0.1895,4,Heriberto Hernandez,681715.0
15284,,,L,5,0.18923529411764706,11,Zack Gelof,680869.0
12507,,,R,3,0.1891428571428571,4,Roman Anthony,701350.0
13806,,,L,3,0.1890909090909091,4,Trent Grisham,663757.0
2587,,,R,9,0.1889591836734694,31,Carson Kelly,608348.0
13530,,,R,6,0.18891666666666665,6,Thomas Saggese,695336.0
13058,,,L,8,0.18883333333333333,11,Sean Murphy,669221.0
10217,,,R,4,0.18880000000000002,17,Matt Shaw,807713.0
3157,,,R,7,0.1885,2,Cody Freeman,683227.0
1486,,,R,6,0.1881186440677966,48,Bo Naylor,666310.0
14862,,,L,3,0.18811111111111115,23,Wilmer Flores,527038.0
14769,,,L,2,0.18785714285714286,15,William Contreras,661388.0
6376,,,R,6,0.18783333333333332,5,Jacob Melton,689200.0
2020,,,L,2,0.18778571428571428,10,Brice Turang,668930.0
12783,,,L,2,0.1877692307692308,10,Ryan O'Hearn,656811.0
14860,,,L,1,0.18776470588235294,14,Wilmer Flores,527038.0
150,Edward Cabrera,665795.0,L,2,0.1877391304347826,20,,
8811,,,L,9,0.18766666666666665,4,Kody Clemens,665019.0
3917,,,R,3,0.18764705882352942,13,David Hamilton,666152.0
177,Gavin Williams,668909.0,R,1,0.18729166666666666,17,,
14908,,,R,3,0.18728125,15,Wyatt Langford,694671.0
9981,,,R,9,0.1871967213114754,38,Mark Vientos,668901.0
15050,,,R,1,0.18713636363636363,11,Yoan Moncada,660162.0
409,,,R,4,0.187125,5,Alejandro Osuna,696030.0
3671,,,R,3,0.18700000000000003,7,Daniel Schneemann,682177.0
4397,,,R,4,0.18684375,20,Dylan Carlson,666185.0
6737,,,R,3,0.1867037037037037,16,James Outman,681546.0
13788,,,L,3,0.18656521739130436,18,Trea Turner,607208.0
774,,,L,3,0.18653846153846151,10,Andrew Vaughn,683734.0
819,,,L,9,0.18653333333333333,11,Andruw Monasterio,655316.0
11222,,,L,3,0.18644444444444444,10,Nick Castellanos,592206.0
5659,,,L,7,0.18641666666666667,5,Harrison Bader,664056.0
11201,,,L,1,0.18626315789473682,17,Nick Allen,669397.0
442,Shane Smith,681343.0,R,7,0.1862,5,,
5353,,,L,7,0.1860952380952381,10,George Springer,543807.0
149,,,L,5,0.1860625,13,Adam Frazier,624428.0
4795,,,R,9,0.18603076923076925,50,Enrique Hernandez,571771.0
2049,,,R,3,0.18584615384615383,10,Brooks Baldwin,681460.0
6547,,,R,3,0.18581818181818183,35,Jake Cronenworth,630105.0
3629,,,L,2,0.185375,11,Dane Myers,667472.0
5670,,,R,9,0.1853157894736842,27,Harrison Bader,664056.0
7150,,,L,7,0.18523809523809526,15,Jesus Sanchez,660821.0
14949,,,R,7,0.18511764705882355,40,Xavier Edwards,669364.0
13840,,,L,3,0.185,4,Trevor Larnach,663616.0
5875,,,L,6,0.18468421052631578,26,Ian Happ,664023.0
7949,,,L,3,0.1846153846153846,10,Jorge Polanco,593871.0
3669,,,R,1,0.1844074074074074,11,Daniel Schneemann,682177.0
8225,,,R,6,0.1841739130434783,17,Jose Trevino,624431.0
6536,,,L,1,0.1840625,13,Jake Cronenworth,630105.0
4848,,,R,9,0.18396969696969695,22,Eric Wagaman,676572.0
12736,,,R,1,0.18373529411764705,20,Ryan McMahon,641857.0
14591,,,R,3,0.18366666666666667,1,Weston Wilson,642215.0
11593,,,L,6,0.18363333333333334,25,Nolan Jones,666134.0
11664,,,L,5,0.18360869565217391,19,Oneil Cruz,665833.0
14488,,,L,3,0.18354545454545457,6,Vladimir Guerrero Jr.,665489.0
8973,,,L,9,0.18338461538461537,8,Kyle Isbel,664728.0
2251,,,L,9,0.18323809523809523,14,Byron Buxton,621439.0
451,Spencer Arrighetti,681293.0,L,7,0.1832,19,,
12605,,,L,2,0.18287499999999998,7,Rowdy Tellez,642133.0
9028,,,R,1,0.1828076923076923,14,Kyle Manzardo,700932.0
15231,,,R,3,0.18237735849056605,39,Zach McKinstry,656716.0
10274,,,R,6,0.1821777777777778,31,Matt Wallner,670242.0
2513,,,R,9,0.1821304347826087,17,Carlos Narvaez,665966.0
8393,,,L,7,0.182,7,Josh Smith,669701.0
1686,,,L,7,0.18192,14,Brandon Lowe,664040.0
12854,,,L,9,0.18188888888888888,7,Sal Frelick,686217.0
10324,,,R,3,0.18186,36,Mauricio Dubon,643289.0
7959,,,R,3,0.18178571428571427,22,Jorge Polanco,593871.0
3908,,,L,3,0.18175,2,David Hamilton,666152.0
190,,,L,9,0.1815,4,Addison Barger,680718.0
220,,,L,2,0.1815,14,Adolis Garcia,666969.0
12081,,,L,6,0.18136363636363637,21,Pete Crow-Armstrong,691718.0
10913,,,R,3,0.18126923076923077,13,Mike Yastrzemski,573262.0
6986,,,L,7,0.1812222222222222,32,Jazz Chisholm,665862.0
3272,,,L,4,0.1812,14,Colton Cowser,681297.0
