,player_name,pitcher,Split,zone,xwOBA,IsBIP,BatterName,batter
3177,,,L,3,1.237,2,Colby Thomas,687515.0
12459,,,R,3,1.2245,2,Robert Hassell III,690987.0
3145,,,L,4,1.19,1,Cody Freeman,683227.0
46,Carson Seymour,693313.0,R,2,1.081,3,,
3235,,,L,4,1.0795,2,Colson Montgomery,695657.0
4377,,,R,2,1.067,2,Dylan Beavers,687637.0
36,Carson Seymour,693313.0,L,1,1.0213333333333334,3,,
9676,,,R,3,0.9635,2,Luke Keaschall,807712.0
7072,,,L,2,0.9283333333333333,3,Jeremiah Jackson,669236.0
328,McCade Brown,685326.0,R,2,0.926,1,,
11516,,,L,3,0.911,1,Niko Kavadas,694359.0
1241,,,L,1,0.9077500000000001,3,Ben Rice,700250.0
3156,,,R,6,0.901,1,Cody Freeman,683227.0
4024,,,L,7,0.899,2,Daylen Lile,695734.0
12537,,,L,6,0.8939,9,Ronald Acuna Jr.,660670.0
261,,,L,7,0.8636000000000001,5,Agustin Ramirez,682663.0
407,,,R,2,0.8500000000000001,3,Alejandro Osuna,696030.0
14581,,,L,2,0.8445,5,Weston Wilson,642215.0
12505,,,R,1,0.8424444444444444,9,Roman Anthony,701350.0
31,Cam Schlittler,693645.0,R,5,0.829,10,,
8498,,,L,3,0.8156666666666667,5,Junior Caminero,691406.0
41,,,L,5,0.8033571428571429,39,Aaron Judge,592450.0
2300,,,L,3,0.7995,2,C.J. Kayfus,692216.0
2311,,,R,6,0.7956666666666666,2,C.J. Kayfus,692216.0
3245,,,R,5,0.788875,15,Colson Montgomery,695657.0
5990,,,L,8,0.7689999999999999,9,Ivan Herrera,671056.0
3180,,,L,6,0.7665,1,Colby Thomas,687515.0
4226,,,R,1,0.7633333333333333,11,Drake Baldwin,686948.0
330,,,L,3,0.7630909090909092,11,Alec Bohm,664761.0
8803,,,L,1,0.763,2,Kody Clemens,665019.0
3632,,,L,5,0.7627058823529411,16,Dane Myers,667472.0
10561,,,L,2,0.7428636363636364,21,Michael Harris II,671739.0
7266,,,L,8,0.7402222222222222,26,Jo Adell,666176.0
9024,,,L,6,0.7235714285714286,7,Kyle Manzardo,700932.0
13055,,,L,5,0.7204,21,Sean Murphy,669221.0
2385,,,L,7,0.7070000000000001,2,Caleb Durbin,702332.0
7771,,,L,5,0.7062857142857143,14,Jordan Beck,687597.0
4079,,,L,7,0.7061666666666667,4,Derek Hill,656537.0
50,,,R,5,0.7061071428571429,149,Aaron Judge,592450.0
13353,,,R,0,0.7,1,TJ Friedl,670770.0
10045,,,R,0,0.7,0,Masyn Winn,691026.0
325,McCade Brown,685326.0,L,8,0.7,0,,
9195,,,R,0,0.7,0,Lars Nootbaar,663457.0
44,Carson Seymour,693313.0,L,9,0.7,0,,
109,Dustin May,669160.0,L,0,0.7,0,,
674,,,L,0,0.7,0,Andres Gimenez,665926.0
13474,,,R,0,0.7,0,Teoscar Hernandez,606192.0
3248,,,R,8,0.6995833333333333,9,Colson Montgomery,695657.0
5812,,,R,8,0.699,2,Hunter Feduccia,676439.0
40,Carson Seymour,693313.0,L,5,0.6985,8,,
262,,,L,8,0.69825,3,Agustin Ramirez,682663.0
12518,,,L,5,0.6960909090909091,30,Romy Gonzalez,663853.0
6378,,,R,8,0.6936666666666667,3,Jacob Melton,689200.0
4834,,,L,4,0.6936363636363636,11,Eric Wagaman,676572.0
6291,,,L,3,0.6851666666666668,6,Jackson Holliday,702616.0
4833,,,L,3,0.6832499999999999,4,Eric Wagaman,676572.0
10211,,,L,7,0.6808,5,Matt Shaw,807713.0
8951,,,L,5,0.6807037037037037,25,Kyle Higashioka,543309.0
4380,,,R,5,0.6669999999999999,2,Dylan Beavers,687637.0
9674,,,R,1,0.6621666666666667,6,Luke Keaschall,807712.0
2607,,,R,2,0.662,2,Carson Williams,700246.0
12450,,,L,3,0.6605,2,Robert Hassell III,690987.0
4080,,,L,8,0.6576666666666667,11,Derek Hill,656537.0
14828,,,L,6,0.6574333333333333,25,Willson Contreras,575929.0
12751,,,L,7,0.6572608695652173,21,Ryan Mountcastle,663624.0
5653,,,L,1,0.6565833333333334,11,Harrison Bader,664056.0
5400,,,R,5,0.6551034482758621,46,Giancarlo Stanton,519317.0
44,,,L,8,0.6545588235294117,33,Aaron Judge,592450.0
13187,,,R,5,0.6545000000000001,121,Shohei Ohtani,660271.0
13177,,,L,5,0.6501142857142858,62,Shohei Ohtani,660271.0
5692,,,L,5,0.6441714285714285,34,Heliot Ramos,671218.0
11535,,,L,4,0.641875,8,Noelvi Marte,682622.0
10545,,,L,9,0.6391111111111111,7,Michael Conforto,624424.0
13519,,,L,4,0.6384,5,Thomas Saggese,695336.0
14500,,,R,5,0.6357722222222223,173,Vladimir Guerrero Jr.,665489.0
4144,,,R,6,0.6335,20,Dominic Canzone,686527.0
10899,,,R,8,0.6333428571428572,60,Mike Trout,545361.0
13056,,,L,6,0.6320344827586207,27,Sean Murphy,669221.0
7083,,,R,4,0.6304000000000001,5,Jeremiah Jackson,669236.0
49,,,R,4,0.629588785046729,101,Aaron Judge,592450.0
7080,,,R,1,0.6274,5,Jeremiah Jackson,669236.0
15242,,,L,5,0.6202972972972973,34,Zach Neto,687263.0
7152,,,L,9,0.6182000000000001,9,Jesus Sanchez,660821.0
14552,,,R,2,0.617,8,Warming Bernabel,682653.0
9021,,,L,3,0.6144000000000001,4,Kyle Manzardo,700932.0
10901,,,L,1,0.614,5,Mike Yastrzemski,573262.0
3176,,,L,2,0.6128,4,Colby Thomas,687515.0
2256,,,R,5,0.6077289719626169,98,Byron Buxton,621439.0
10891,,,L,9,0.6064285714285714,11,Mike Trout,545361.0
3088,,,L,1,0.60525,4,Coby Mayo,691723.0
12065,,,L,8,0.605,37,Pete Alonso,624413.0
1419,,,L,3,0.605,3,Blaze Alexander,677942.0
13469,,,L,5,0.6019183673469388,42,Teoscar Hernandez,606192.0
5821,,,L,8,0.5993888888888889,17,Hunter Goodman,696100.0
1812,,,L,4,0.5948108108108108,36,Brent Rooker,667670.0
10144,,,L,2,0.5947142857142858,6,Matt McLain,680574.0
1695,,,R,6,0.5945666666666667,58,Brandon Lowe,664040.0
13174,,,L,2,0.5944285714285714,38,Shohei Ohtani,660271.0
1246,,,L,6,0.5938,9,Ben Rice,700250.0
3283,,,R,5,0.5916666666666667,55,Colton Cowser,681297.0
14487,,,L,2,0.5896190476190476,18,Vladimir Guerrero Jr.,665489.0
10092,,,L,5,0.5865238095238096,42,Matt Chapman,656305.0
2137,,,L,5,0.5860757575757576,61,Bryce Harper,547180.0
2571,,,L,3,0.58325,4,Carson Kelly,608348.0
9237,,,R,5,0.5828225806451612,60,Lenyn Sosa,672820.0
4140,,,R,2,0.5816666666666667,14,Dominic Canzone,686527.0
8416,,,R,1,0.5806056338028169,57,Juan Soto,665742.0
864,,,R,7,0.5796,23,Andy Pages,681624.0
254,,,R,9,0.579,3,Adrian Del Castillo,680728.0
13190,,,R,8,0.5761612903225807,99,Shohei Ohtani,660271.0
14772,,,L,5,0.5751090909090909,52,William Contreras,661388.0
131,Eduardo Rodriguez,593958.0,L,3,0.57475,11,,
1534,,,R,5,0.5743163265306123,176,Bobby Witt Jr.,677951.0
11989,,,L,5,0.5743111111111111,37,Paul Goldschmidt,502671.0
12506,,,R,2,0.5741538461538461,11,Roman Anthony,701350.0
7770,,,L,4,0.5740666666666667,14,Jordan Beck,687597.0
2351,,,L,5,0.5739607843137254,43,Cal Raleigh,663728.0
14995,,,L,8,0.5739545454545455,43,Yandy Diaz,650490.0
12749,,,L,5,0.57334375,31,Ryan Mountcastle,663624.0
1257,,,R,8,0.5725957446808511,44,Ben Rice,700250.0
4233,,,R,8,0.5725833333333333,23,Drake Baldwin,686948.0
13866,,,L,8,0.5724666666666667,13,Trevor Story,596115.0
8316,,,L,6,0.5721428571428572,7,Josh Lowe,666139.0
8407,,,L,1,0.5698857142857143,32,Juan Soto,665742.0
13191,,,R,9,0.5679718309859155,40,Shohei Ohtani,660271.0
14989,,,L,2,0.56792,23,Yandy Diaz,650490.0
8420,,,R,5,0.5662864864864865,172,Juan Soto,665742.0
15126,,,R,8,0.5661805555555556,64,Yordan Alvarez,670541.0
15123,,,R,5,0.5647741935483871,58,Yordan Alvarez,670541.0
12062,,,L,5,0.5639473684210526,35,Pete Alonso,624413.0
13184,,,R,2,0.5633648648648648,58,Shohei Ohtani,660271.0
43,Carson Seymour,693313.0,L,8,0.5625,2,,
153,Edward Cabrera,665795.0,L,5,0.5614603174603174,61,,
7429,,,L,3,0.561,8,Joey Wiemer,686894.0
4109,,,L,8,0.5601875000000001,13,Dillon Dingler,693307.0
11929,,,L,1,0.5597142857142857,6,Patrick Bailey,672275.0
2138,,,L,6,0.5594814814814815,25,Bryce Harper,547180.0
8092,,,R,3,0.5586666666666668,3,Jose Fermin,665877.0
10195,,,R,5,0.5584701492537313,116,Matt Olson,621566.0
52,,,R,7,0.5569493670886076,61,Aaron Judge,592450.0
9060,,,L,5,0.5562,79,Kyle Schwarber,656941.0
7158,,,R,5,0.5550387596899224,120,Jesus Sanchez,660821.0
5695,,,L,8,0.5549999999999999,24,Heliot Ramos,671218.0
4115,,,R,5,0.5529512195121951,39,Dillon Dingler,693307.0
9069,,,R,5,0.5528809523809524,112,Kyle Schwarber,656941.0
13450,,,L,5,0.5524074074074073,52,Taylor Ward,621493.0
53,,,R,8,0.551931506849315,111,Aaron Judge,592450.0
3628,,,L,1,0.5516666666666666,10,Dane Myers,667472.0
12546,,,R,5,0.5511680672268907,112,Ronald Acuna Jr.,660670.0
12125,,,R,5,0.5506083333333334,103,Rafael Devers,646240.0
2115,,,L,3,0.55048,21,Bryan Reynolds,668804.0
12536,,,L,5,0.5497142857142857,25,Ronald Acuna Jr.,660670.0
13232,,,L,2,0.5491600000000001,22,Spencer Torkelson,679529.0
9066,,,R,2,0.5490119047619048,72,Kyle Schwarber,656941.0
8096,,,R,7,0.5485,1,Jose Fermin,665877.0
2674,,,L,5,0.5484615384615384,35,Ceddanne Rafaela,678882.0
4404,,,L,2,0.547625,7,Dylan Crews,686611.0
7301,,,L,5,0.54745,18,Joey Bart,663698.0
8669,,,R,5,0.5464722222222222,99,Kerry Carpenter,681481.0
4129,,,L,1,0.5463333333333333,3,Dominic Canzone,686527.0
360,Michael McGreevy,700241.0,L,6,0.5461538461538461,12,,
5426,,,L,2,0.5456842105263158,17,Gleyber Torres,650402.0
2576,,,L,8,0.5448181818181819,19,Carson Kelly,608348.0
6098,,,L,8,0.5442702702702703,27,J.T. Realmuto,592663.0
10869,,,L,6,0.5440625,16,Mike Tauchman,643565.0
3101,,,R,4,0.5436428571428572,14,Coby Mayo,691723.0
14830,,,L,8,0.5436388888888889,32,Willson Contreras,575929.0
2470,,,L,3,0.5425294117647059,16,Carlos Correa,621043.0
350,Merrill Kelly,518876.0,R,5,0.5420217391304348,88,,
12465,,,R,9,0.5419999999999999,3,Robert Hassell III,690987.0
4496,,,L,8,0.54165,33,Edmundo Sosa,624641.0
10189,,,L,9,0.5413636363636364,21,Matt Olson,621566.0
14590,,,R,2,0.54075,3,Weston Wilson,642215.0
14550,,,L,9,0.54,1,Warming Bernabel,682653.0
5560,,,R,9,0.5371785714285714,74,Gunnar Henderson,683002.0
1813,,,L,5,0.536675,36,Brent Rooker,667670.0
15115,,,L,6,0.5364347826086957,22,Yordan Alvarez,670541.0
8511,,,R,6,0.5353488372093023,35,Junior Caminero,691406.0
9607,,,R,5,0.5351428571428571,43,Luis Torrens,620443.0
195,,,R,5,0.5347142857142857,64,Addison Barger,680718.0
1694,,,R,5,0.5343693693693693,105,Brandon Lowe,664040.0
5815,,,L,2,0.5333571428571429,10,Hunter Goodman,696100.0
9813,,,L,5,0.5332790697674419,40,Manny Machado,592518.0
3037,,,L,5,0.53278,47,Christian Yelich,592885.0
8499,,,L,4,0.5314545454545455,8,Junior Caminero,691406.0
13186,,,R,4,0.5309417475728155,89,Shohei Ohtani,660271.0
2245,,,L,3,0.5300588235294117,15,Byron Buxton,621439.0
14584,,,L,5,0.5298823529411765,17,Weston Wilson,642215.0
13065,,,R,5,0.5291538461538462,75,Sean Murphy,669221.0
9061,,,L,6,0.5291190476190476,38,Kyle Schwarber,656941.0
7076,,,L,6,0.529,1,Jeremiah Jackson,669236.0
5388,,,L,2,0.5281111111111111,13,Giancarlo Stanton,519317.0
12496,,,L,1,0.5277999999999999,3,Roman Anthony,701350.0
5361,,,R,5,0.5274514285714286,168,George Springer,543807.0
1684,,,L,5,0.5271081081081082,36,Brandon Lowe,664040.0
8408,,,L,2,0.527,32,Juan Soto,665742.0
15117,,,L,8,0.5267272727272727,30,Yordan Alvarez,670541.0
6754,,,R,2,0.5258125,8,James Wood,695578.0
7842,,,L,4,0.5256521739130434,23,Jordan Walker,691023.0
5403,,,R,8,0.5255176470588235,67,Giancarlo Stanton,519317.0
334,McCade Brown,685326.0,R,8,0.5255,1,,
4107,,,L,6,0.5251875,14,Dillon Dingler,693307.0
8952,,,L,6,0.5250645161290323,28,Kyle Higashioka,543309.0
7961,,,R,5,0.5248125,107,Jorge Polanco,593871.0
7282,,,L,5,0.5244444444444445,8,Joc Pederson,592626.0
10689,,,R,5,0.5244190476190477,92,Mickey Moniak,666160.0
5394,,,L,8,0.5244117647058824,27,Giancarlo Stanton,519317.0
12083,,,L,8,0.5242,11,Pete Crow-Armstrong,691718.0
12965,,,R,4,0.524,1,Samuel Basallo,694212.0
40,,,L,4,0.5235641025641026,37,Aaron Judge,592450.0
62,Chris Sale,519242.0,L,9,0.52325,10,,
13175,,,L,3,0.52308,19,Shohei Ohtani,660271.0
9127,,,R,9,0.5227241379310346,47,Kyle Tucker,663656.0
11671,,,R,2,0.5226296296296297,21,Oneil Cruz,665833.0
14898,,,L,2,0.5223125,13,Wyatt Langford,694671.0
268,,,R,5,0.52212,49,Agustin Ramirez,682663.0
10675,,,L,1,0.522,1,Mickey Moniak,666160.0
10574,,,R,5,0.5218086956521739,110,Michael Harris II,671739.0
1460,,,L,8,0.5216842105263158,35,Bo Bichette,666182.0
6584,,,L,2,0.5215,5,Jake Mangum,663968.0
358,Michael McGreevy,700241.0,L,4,0.5212592592592592,26,,
8698,,,L,7,0.521,31,Ketel Marte,606466.0
11012,,,L,8,0.5207254901960784,47,Mookie Betts,605141.0
4143,,,R,5,0.5206938775510204,44,Dominic Canzone,686527.0
8417,,,R,2,0.5206565656565657,86,Juan Soto,665742.0
4218,,,L,2,0.5204,4,Drake Baldwin,686948.0
12510,,,R,6,0.5201764705882352,14,Roman Anthony,701350.0
3265,,,R,6,0.5200576923076923,51,Colt Keith,690993.0
13479,,,R,5,0.5196666666666667,152,Teoscar Hernandez,606192.0
1254,,,R,5,0.5190416666666667,65,Ben Rice,700250.0
6371,,,R,1,0.519,3,Jacob Melton,689200.0
8510,,,R,5,0.5187551020408163,45,Junior Caminero,691406.0
10560,,,L,1,0.5178461538461538,12,Michael Harris II,671739.0
14771,,,L,4,0.5172749999999999,38,William Contreras,661388.0
1822,,,R,5,0.5172709677419355,141,Brent Rooker,667670.0
5988,,,L,6,0.5170625,15,Ivan Herrera,671056.0
13092,,,L,5,0.5166862745098039,45,Seiya Suzuki,673548.0
1692,,,R,3,0.5162105263157895,31,Brandon Lowe,664040.0
2641,,,L,8,0.5161363636363636,20,Casey Schmitt,669477.0
13522,,,L,7,0.516,2,Thomas Saggese,695336.0
12523,,,R,1,0.5156666666666667,6,Romy Gonzalez,663853.0
12516,,,L,3,0.5144,7,Romy Gonzalez,663853.0
8292,,,L,8,0.5142413793103449,26,Josh Jung,673962.0
331,McCade Brown,685326.0,R,5,0.514,1,,
14993,,,L,6,0.5137777777777778,42,Yandy Diaz,650490.0
3249,,,R,9,0.5133333333333333,3,Colson Montgomery,695657.0
3047,,,R,5,0.5132333333333333,110,Christian Yelich,592885.0
12393,,,R,5,0.5130882352941176,92,Riley Greene,682985.0
4407,,,L,5,0.5126666666666667,12,Dylan Crews,686611.0
4118,,,R,8,0.5123076923076924,26,Dillon Dingler,693307.0
12635,,,R,4,0.5121304347826087,43,Royce Lewis,668904.0
6400,,,L,2,0.5117999999999999,5,Jacob Wilson,805779.0
9606,,,R,4,0.5117857142857143,14,Luis Torrens,620443.0
12784,,,L,3,0.511625,8,Ryan O'Hearn,656811.0
11839,,,R,4,0.5111964285714286,54,Otto Lopez,672640.0
13678,,,L,1,0.5106470588235293,15,Tommy Pham,502054.0
9512,,,R,2,0.5100833333333333,46,Luis Garcia,671277.0
10890,,,L,8,0.5098666666666667,14,Mike Trout,545361.0
5017,,,L,6,0.5096666666666666,32,Fernando Tatis Jr.,665487.0
14463,,,R,5,0.5096363636363637,107,Vinnie Pasquantino,686469.0
4379,,,R,4,0.5092000000000001,4,Dylan Beavers,687637.0
1520,,,R,9,0.509,1,Bobby Seymour,676044.0
2573,,,L,5,0.5086818181818181,22,Carson Kelly,608348.0
5392,,,L,6,0.5083636363636364,22,Giancarlo Stanton,519317.0
5987,,,L,5,0.5075,28,Ivan Herrera,671056.0
3624,,,R,6,0.5071428571428571,7,Dalton Rushing,687221.0
2146,,,R,5,0.5052659574468085,82,Bryce Harper,547180.0
1829,,,L,3,0.505,10,Brenton Doyle,686668.0
6757,,,R,5,0.5044117647058823,44,James Wood,695578.0
2469,,,L,2,0.5041333333333333,14,Carlos Correa,621043.0
5399,,,R,4,0.5040526315789473,48,Giancarlo Stanton,519317.0
250,,,R,5,0.5037333333333334,13,Adrian Del Castillo,680728.0
15246,,,L,9,0.5037222222222222,18,Zach Neto,687263.0
12127,,,R,7,0.5032325581395348,71,Rafael Devers,646240.0
10185,,,L,5,0.5029655172413793,48,Matt Olson,621566.0
2039,,,L,2,0.50275,7,Brooks Baldwin,681460.0
2247,,,L,5,0.5024333333333334,28,Byron Buxton,621439.0
391,Quinn Priester,682990.0,L,1,0.502125,20,,
1242,,,L,2,0.501875,8,Ben Rice,700250.0
14263,,,R,5,0.5018137254901961,93,Tyler Soderstrom,691016.0
2353,,,L,7,0.501625,10,Cal Raleigh,663728.0
9209,,,L,5,0.5016190476190476,16,Lawrence Butler,671732.0
5028,,,R,8,0.5008902439024391,153,Fernando Tatis Jr.,665487.0
5429,,,L,5,0.500796875,58,Gleyber Torres,650402.0
4231,,,R,6,0.5006666666666667,15,Drake Baldwin,686948.0
14837,,,R,6,0.5003444444444445,78,Willson Contreras,575929.0
15127,,,R,9,0.5000416666666666,22,Yordan Alvarez,670541.0
2682,,,R,4,0.5000204081632653,44,Ceddanne Rafaela,678882.0
1457,,,L,5,0.4995277777777778,36,Bo Bichette,666182.0
10221,,,R,8,0.49915000000000004,18,Matt Shaw,807713.0
8672,,,R,8,0.49883333333333335,76,Kerry Carpenter,681481.0
13098,,,R,2,0.4987070707070707,87,Seiya Suzuki,673548.0
11840,,,R,5,0.49866233766233764,76,Otto Lopez,672640.0
12453,,,L,6,0.49850000000000005,2,Robert Hassell III,690987.0
14071,,,L,6,0.49769767441860463,41,Ty France,664034.0
11224,,,L,5,0.49748837209302327,37,Nick Castellanos,592206.0
7273,,,R,5,0.4967625,69,Jo Adell,666176.0
14260,,,R,2,0.49676000000000003,46,Tyler Soderstrom,691016.0
1814,,,L,6,0.4966875,44,Brent Rooker,667670.0
9392,,,L,5,0.49633333333333335,26,Logan O'Hoppe,681351.0
12549,,,R,8,0.4963106796116505,91,Ronald Acuna Jr.,660670.0
2390,,,R,3,0.496,8,Caleb Durbin,702332.0
10551,,,R,5,0.4959703703703704,124,Michael Conforto,624424.0
12457,,,R,1,0.49583333333333335,4,Robert Hassell III,690987.0
5829,,,R,7,0.49572727272727274,18,Hunter Goodman,696100.0
11605,,,R,9,0.4955098039215686,39,Nolan Jones,666134.0
2145,,,R,4,0.49546250000000003,71,Bryce Harper,547180.0
2116,,,L,4,0.495452380952381,36,Bryan Reynolds,668804.0
9099,,,L,8,0.495,2,Kyle Teel,691019.0
7303,,,L,7,0.495,4,Joey Bart,663698.0
11604,,,R,8,0.49497530864197536,68,Nolan Jones,666134.0
13808,,,L,5,0.4949285714285714,40,Trent Grisham,663757.0
2638,,,L,5,0.4948666666666667,30,Casey Schmitt,669477.0
5026,,,R,6,0.49453508771929827,93,Fernando Tatis Jr.,665487.0
7081,,,R,2,0.49424999999999997,4,Jeremiah Jackson,669236.0
9819,,,R,2,0.492986301369863,63,Manny Machado,592518.0
13478,,,R,4,0.4929708737864078,94,Teoscar Hernandez,606192.0
8666,,,R,2,0.49258928571428573,47,Kerry Carpenter,681481.0
2250,,,L,8,0.4924,18,Byron Buxton,621439.0
12752,,,L,8,0.49215,36,Ryan Mountcastle,663624.0
7161,,,R,8,0.4917339449541285,94,Jesus Sanchez,660821.0
5081,,,L,5,0.491359375,60,Francisco Lindor,596019.0
6748,,,L,5,0.49127450980392157,46,James Wood,695578.0
5689,,,L,2,0.4910869565217391,21,Heliot Ramos,671218.0
9810,,,L,2,0.4908181818181818,20,Manny Machado,592518.0
12461,,,R,5,0.4907,9,Robert Hassell III,690987.0
12680,,,L,8,0.49047058823529405,27,Ryan Jeffers,680777.0
4033,,,R,6,0.49033333333333334,12,Daylen Lile,695734.0
9599,,,L,6,0.49000000000000005,9,Luis Torrens,620443.0
5019,,,L,8,0.4899,36,Fernando Tatis Jr.,665487.0
5827,,,R,5,0.4898490566037736,51,Hunter Goodman,696100.0
12517,,,L,4,0.4897619047619048,20,Romy Gonzalez,663853.0
2059,,,L,4,0.4896666666666667,11,Brooks Lee,686797.0
786,,,R,5,0.4894296875,117,Andrew Vaughn,683734.0
2778,,,L,3,0.48925,4,Chandler Simpson,802415.0
1526,,,L,6,0.4891351351351351,31,Bobby Witt Jr.,677951.0
3250,,,L,1,0.4888333333333333,3,Colt Keith,690993.0
14250,,,L,1,0.4888,4,Tyler Soderstrom,691016.0
13151,,,L,2,0.48876190476190473,19,Shea Langeliers,669127.0
4032,,,R,5,0.48872727272727273,32,Daylen Lile,695734.0
12878,,,R,5,0.4887107438016529,106,Salvador Perez,521692.0
12869,,,L,5,0.48842424242424237,30,Salvador Perez,521692.0
5656,,,L,4,0.48806666666666665,13,Harrison Bader,664056.0
13066,,,R,6,0.487972972972973,57,Sean Murphy,669221.0
15125,,,R,7,0.48796,68,Yordan Alvarez,670541.0
6093,,,L,3,0.48743749999999997,13,J.T. Realmuto,592663.0
12969,,,R,8,0.487,2,Samuel Basallo,694212.0
7664,,,L,5,0.48686666666666667,43,Jonathan India,663697.0
10571,,,R,2,0.4867547169811321,47,Michael Harris II,671739.0
2124,,,R,2,0.4865463917525773,93,Bryan Reynolds,668804.0
10272,,,R,4,0.4864736842105263,46,Matt Wallner,670242.0
12244,,,L,3,0.4864,16,Randy Arozarena,668227.0
13236,,,L,6,0.4862037037037037,49,Spencer Torkelson,679529.0
14826,,,L,4,0.4861935483870968,28,Willson Contreras,575929.0
12618,,,R,5,0.4858214285714285,79,Rowdy Tellez,642133.0
15054,,,R,5,0.4857142857142857,60,Yoan Moncada,660162.0
10267,,,L,8,0.4856666666666667,10,Matt Wallner,670242.0
49,Carson Seymour,693313.0,R,5,0.4856,5,,
491,,,R,8,0.4855,6,Alex Freeland,690976.0
5184,,,R,5,0.4854067796610169,51,Gabriel Arias,672356.0
2479,,,R,3,0.48533333333333334,32,Carlos Correa,621043.0
12744,,,R,9,0.48531683168316836,87,Ryan McMahon,641857.0
435,Shane Smith,681343.0,L,9,0.48500000000000004,8,,
42,,,L,6,0.48500000000000004,21,Aaron Judge,592450.0
13094,,,L,7,0.485,15,Seiya Suzuki,673548.0
1852,,,L,8,0.48486363636363633,21,Brett Baty,683146.0
298,Kyle Hendricks,543294.0,R,8,0.48472307692307687,55,,
13093,,,L,6,0.4846875,40,Seiya Suzuki,673548.0
9814,,,L,6,0.48434375,29,Manny Machado,592518.0
8298,,,R,5,0.4834772727272727,72,Josh Jung,673962.0
9401,,,R,5,0.4833396226415094,94,Logan O'Hoppe,681351.0
4137,,,L,9,0.48333333333333334,3,Dominic Canzone,686527.0
13680,,,L,3,0.48319999999999996,12,Tommy Pham,502054.0
8234,,,L,5,0.48284615384615387,51,Josh Bell,605137.0
815,,,L,5,0.4828333333333334,18,Andruw Monasterio,655316.0
8451,,,L,9,0.4821875,27,Julio Rodriguez,677594.0
12881,,,R,8,0.4820408163265306,93,Salvador Perez,521692.0
8325,,,R,5,0.4815977011494253,75,Josh Lowe,666139.0
458,Spencer Arrighetti,681293.0,R,5,0.48155555555555557,40,,
12192,,,L,8,0.48153125,29,Ramon Laureano,657656.0
4413,,,R,2,0.48147058823529415,29,Dylan Crews,686611.0
211,Jake Irvin,663623.0,L,5,0.4814013605442177,135,,
449,Spencer Arrighetti,681293.0,L,5,0.48116,45,,
6980,,,L,1,0.48114285714285715,3,Jazz Chisholm,665862.0
7278,,,L,1,0.48066666666666663,5,Joc Pederson,592626.0
9104,,,R,4,0.4805625,14,Kyle Teel,691019.0
5559,,,R,8,0.47997647058823534,159,Gunnar Henderson,683002.0
13163,,,R,5,0.4795714285714286,137,Shea Langeliers,669127.0
6994,,,R,5,0.4793235294117647,92,Jazz Chisholm,665862.0
5025,,,R,5,0.4790814814814815,120,Fernando Tatis Jr.,665487.0
11232,,,R,4,0.4790606060606061,95,Nick Castellanos,592206.0
8291,,,L,7,0.4786923076923077,22,Josh Jung,673962.0
9794,,,L,4,0.47867499999999996,36,Maikel Garcia,672580.0
14958,,,L,7,0.47862499999999997,12,Yainer Diaz,673237.0
2127,,,R,5,0.47857009345794393,202,Bryan Reynolds,668804.0
15239,,,L,2,0.4782777777777778,17,Zach Neto,687263.0
14252,,,L,3,0.47825,15,Tyler Soderstrom,691016.0
12870,,,L,6,0.4780357142857143,26,Salvador Perez,521692.0
14956,,,L,5,0.47785714285714287,39,Yainer Diaz,673237.0
11518,,,L,5,0.47775,3,Niko Kavadas,694359.0
7289,,,R,2,0.4776865671641791,53,Joc Pederson,592626.0
5009,,,R,7,0.4776388888888889,33,Ezequiel Tovar,678662.0
12503,,,L,8,0.4775714285714286,5,Roman Anthony,701350.0
5986,,,L,4,0.4775714285714286,13,Ivan Herrera,671056.0
13152,,,L,3,0.47751851851851856,18,Shea Langeliers,669127.0
10716,,,L,5,0.4774444444444444,18,Miguel Andujar,609280.0
2673,,,L,4,0.477375,14,Ceddanne Rafaela,678882.0
43,,,L,7,0.4771739130434782,14,Aaron Judge,592450.0
4383,,,R,8,0.4765,2,Dylan Beavers,687637.0
1682,,,L,3,0.4764375,15,Brandon Lowe,664040.0
3734,,,L,1,0.47620000000000007,8,Dansby Swanson,621020.0
2114,,,L,2,0.4761315789473684,34,Bryan Reynolds,668804.0
15122,,,R,4,0.47594029850746267,58,Yordan Alvarez,670541.0
6861,,,R,5,0.47589473684210526,129,Jarren Duran,680776.0
12051,,,R,4,0.4758275862068965,27,Pedro Pages,686780.0
2380,,,L,2,0.47506666666666664,15,Caleb Durbin,702332.0
3131,,,L,8,0.47497727272727275,41,Cody Bellinger,641355.0
5001,,,L,8,0.474725,36,Ezequiel Tovar,678662.0
2508,,,R,4,0.47461904761904766,21,Carlos Narvaez,665966.0
7276,,,R,8,0.4744761904761905,71,Jo Adell,666176.0
248,Johan Oviedo,670912.0,L,5,0.47427659574468084,42,,
6304,,,R,6,0.47419148936170213,36,Jackson Holliday,702616.0
9395,,,L,8,0.4739444444444445,15,Logan O'Hoppe,681351.0
2147,,,R,6,0.47394230769230766,48,Bryce Harper,547180.0
12677,,,L,5,0.4739259259259259,24,Ryan Jeffers,680777.0
470,Stephen Kolek,663568.0,L,8,0.4739166666666667,23,,
4074,,,L,2,0.47385714285714287,4,Derek Hill,656537.0
13850,,,R,4,0.4737826086956522,87,Trevor Larnach,663616.0
7271,,,R,3,0.4737826086956522,12,Jo Adell,666176.0
