,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,MLBID
104,Bryson Stott,PHI,141.367,574.5,518.13,132.06,91.2066,23.8165,3.36645,13.6703,72.2581,58.5709,47.7377,1.11086,97.8335,2.93815,4.29081,1.40378,8.80063,22.7496,5.3726,0.254878,0.08309434290687553,0.17029329852045258,0.487948,0.318857,0.392991,0.31093,0.711848,0.138113,6.11465,0.288111,,1.42043,66.8905,-0.991067,96.9719,1.42043,0.0,-0.6413837671279907,2.2796385288238525,2.12319,182.52999877929688,,,,,,,622.2,4.412765957,622.2,4.412765957,,,,,,,,,,,,,,,,,,,Bryson Stott,26294,681082,681082.0
105,Nico Hoerner,CHC,145.007,601.77,551.293,152.083,117.324,26.0817,3.26602,5.41131,72.713,53.9388,35.8564,1.16046,56.4985,8.85011,4.69759,1.07308,12.5741,25.0308,7.17799,0.275866,0.059584891237516,0.09388719942835302,0.634644,0.327602,0.364472,0.304842,0.692074,0.0886057,5.89097,0.296858,,1.00463,67.0908,-4.01299,96.2037,1.00463,0.0,-1.7030068635940552,2.331983804702759,2.11275,108.55999755859376,,,,,,,602.6,4.155862068,602.6,4.155862068,,,,,,,,,,,,,,,,,,,Nico Hoerner,21479,663538,663538.0
106,Tyler Soderstrom,OAK,139.613,583.241,522.403,133.344,80.287,27.506,2.24076,23.3101,74.8823,73.9756,50.2725,2.38306,140.895,5.54216,4.52049,0.503137,11.2972,5.81913,1.69227,0.255251,0.08619507201997116,0.24157252319367126,0.356809,0.324603,0.450345,0.333316,0.774948,0.195094,4.29326,0.303358,,-0.411952,78.5085,9.59406,111.333,-0.411952,0.0,7.378532439470291,-6.8226518630981445,2.11072,98.44000244140624,,,,,,,705.4,5.038571428,705.4,5.038571428,,,,,,,,,,,,,,,,,,,Tyler Soderstrom,27467,691016,691016.0
107,Agustin Ramirez,MIA,120.096,499.99,456.048,112.46,70.8442,23.7649,0.962028,16.8885,57.4744,62.4723,34.9898,1.75713,100.794,4.9132,3.51497,0.523874,10.3276,8.5336,3.35623,0.246596,0.0699809996199924,0.20159203184063682,0.34714,0.305051,0.414022,0.310878,0.719073,0.167426,4.1277,0.279546,,-0.387231,58.1938,-0.88389,97.2054,-0.387231,5.72,-2.043313294649124,6.028888642787933,2.10972,81.55999755859375,,,,,,,535.0,4.458333333,535.0,4.458333333,,,,,,,,,,,,,,,,,,,Agustin Ramirez,26546,682663,682663.0
108,Daulton Varsho,TOR,136.2,551.626,497.599,109.643,59.3924,21.6944,2.0762,26.4796,70.8015,71.7156,44.5237,1.07683,145.447,4.63473,3.65556,1.21259,6.474,9.87752,2.28616,0.220343,0.08071356317504977,0.2636695877279171,0.306116,0.288512,0.43193,0.309824,0.720442,0.211587,5.16316,0.252523,,0.329772,63.7317,-1.44717,98.5735,0.329772,0.0,-0.5976568162441254,2.10185170173645,2.09641,205.2400054931641,,,,,,,601.0,4.419117647,601.0,4.419117647,,,,,,,,,,,,,,,,,,,Daulton Varsho,19918,662139,662139.0
109,Salvador Perez,KC,143.68,588.49,536.08,134.086,79.2379,25.8547,0.0,28.9937,66.3424,93.8974,30.5778,4.09118,122.904,9.58422,5.30664,0.493981,9.72282,0.353222,0.187023,0.250124,0.05195976142330371,0.20884636952199698,0.248795,0.299628,0.460607,0.323136,0.760235,0.210483,1.57107,0.269821,,-0.767176,74.3512,4.81661,104.123,-0.767176,-2.68,2.0927950143814087,-2.161061286926269,2.06534,94.31999969482422,,,,,,,685.4,4.759722222,685.4,4.759722222,,,,,,,,,,,,,,,,,,,Salvador Perez,7304,521692,521692.0
110,Brandon Lowe,PIT,128.639,548.425,491.294,116.774,69.803,24.445,1.18083,21.3449,64.1443,71.6075,47.2357,1.12577,140.764,5.3226,4.08859,0.48451,8.21865,4.18202,1.35334,0.237686,0.08612973515065872,0.2566695537220222,0.335567,0.309034,0.422589,0.3169,0.731622,0.184902,3.4278,0.286338,,-0.518169,66.5128,1.71214,100.789,-0.518169,0.0,-0.005639910697937,1.5779554843902588,2.02769,198.67999267578125,,,,,,,597.7,4.633333333,597.7,4.633333333,,,,,,,,,,,,,,,,,,,Brandon Lowe,18882,664040,664040.0
111,Munetaka Murakami,CWS,133.675,543.159,454.164,93.4043,46.4751,15.6717,0.704161,30.5534,76.5535,76.5902,80.0844,2.4329,205.026,5.93617,2.41306,0.561511,6.8384,11.3362,2.22696,0.205662,0.1474419092751846,0.37746958073050435,0.390607,0.330678,0.445091,0.336893,0.775769,0.239429,4.58621,0.284396,,0.496619,74.6909,10.5125,116.36,0.496619,0.0,10.969765543937685,-10.019731521606444,2.0099,999.0,,,,,,,683.6,5.101492537,683.6,5.101492537,,,,,,,,,,,,,,,,,,,Munetaka Murakami,sa3063258,808959,
112,Alec Bohm,PHI,134.336,567.614,521.223,141.377,100.208,26.2168,0.977687,13.9742,63.1832,67.5679,35.5683,0.825754,90.3627,4.48705,5.75857,0.576863,13.447,2.54399,1.00647,0.271241,0.06266283072651485,0.15919744756119475,0.393617,0.319965,0.405722,0.315308,0.725687,0.134481,2.98507,0.301441,,-0.823892,68.106,1.03803,99.9704,-0.823892,0.0,-0.8437751308083534,1.5012004375457764,1.9994,268.5599975585937,,,,,,,604.2,4.508955223,604.2,4.508955223,,,,,,,,,,,,,,,,,,,Alec Bohm,21618,664761,664761.0
113,Lars Nootbaar,STL,125.654,532.5,462.045,112.407,70.9742,21.9152,1.28796,18.2294,64.4271,62.1466,61.8592,2.13887,107.979,3.63343,3.51848,1.44425,10.3701,5.87924,2.06195,0.243281,0.11616751173708921,0.2027774647887324,0.572882,0.334992,0.414648,0.327397,0.74964,0.171367,3.61616,0.277519,,-0.555347,69.1196,6.20059,112.011,-0.555347,0.0,7.02484142780304,-5.320108413696289,1.98703,363.6499938964844,,,,,,,607.7,4.823015873,607.7,4.823015873,,,,,,,,,,,,,,,,,,,Lars Nootbaar,21454,663457,663457.0
114,Ezequiel Tovar,COL,147.594,629.418,584.642,154.104,97.7674,32.8225,2.94587,20.5687,74.9779,79.7791,30.6119,0.224727,157.841,3.96752,5.2582,4.93825,8.79121,9.76084,3.17719,0.263588,0.04863524716484117,0.250772936268108,0.193942,0.302146,0.435352,0.31688,0.737497,0.171764,4.76267,0.324517,,-0.221173,76.3251,1.9545,89.005,-0.221173,0.0,-8.42330664396286,6.833055019378662,1.97981,189.41000366210935,,,,,,,703.2,4.751351351,703.2,4.751351351,,,,,,,,,,,,,,,,,,,Ezequiel Tovar,24064,678662,678662.0
115,Colson Montgomery,CWS,130.488,549.568,491.431,106.5,62.1776,20.005,1.76521,22.5523,61.8752,66.328,45.0534,1.78736,168.503,8.76788,3.80601,0.509784,7.92931,3.50181,1.02253,0.216714,0.08197966402701759,0.30660991906370094,0.267375,0.291993,0.402279,0.301325,0.694273,0.185565,3.87115,0.275979,,-0.472369,59.7018,-5.23394,91.8581,-0.472369,0.0,-5.746118545532227,6.041111469268799,1.96545,232.32000732421875,,,,,,,560.6,4.312307692,560.6,4.312307692,,,,,,,,,,,,,,,,,,,Colson Montgomery,29712,695657,695657.0
116,Luis Robert Jr.,NYM,126.503,516.757,468.751,109.493,68.6841,19.548,2.56508,18.6955,70.743,54.8085,37.3804,2.1502,145.842,5.93176,3.47106,0.708478,4.84638,29.0004,7.70281,0.233584,0.07233651406754046,0.2822254947683341,0.256308,0.296401,0.405882,0.303632,0.702282,0.172298,6.95939,0.295098,,1.92048,57.1054,-3.95346,96.884,1.92048,0.0,0.01204514503479,1.7593960762023926,1.94026,128.7100067138672,,,,,,,556.8,4.384251968,556.8,4.384251968,,,,,,,,,,,,,,,,,,,Luis Robert Jr.,20043,673357,673357.0
117,Willson Contreras,BOS,134.268,564.931,488.437,123.765,77.1424,22.616,1.30236,22.704,72.3643,74.743,51.7773,0.853588,142.937,16.4773,3.93344,1.22422,12.1324,5.01991,1.75604,0.253389,0.0916524318899122,0.2530167400974632,0.36224,0.342509,0.444473,0.342674,0.786982,0.191084,3.90888,0.309309,,-0.669377,80.3364,13.5854,116.403,-0.669377,0.0,10.252486526966097,-10.931781768798828,1.91987,175.55999755859375,,,,,,,702.9,5.245522388,702.9,5.245522388,,,,,,,,,,,,,,,,,,,Willson Contreras,11609,575929,575929.0
118,Cody Bellinger,NYY,141.549,608.739,547.014,135.072,85.0993,25.1665,3.6053,21.2013,73.2583,70.0069,51.3966,2.67653,95.4494,3.35282,6.45285,0.522626,8.28648,11.568,2.89545,0.246927,0.08443125871678994,0.1567985622738152,0.538469,0.312096,0.42239,0.316441,0.734486,0.175464,5.14399,0.260684,,0.2223,73.6006,1.6734,103.656,0.2223,0.0,2.84561525285244,-5.212768077850342,1.90144,87.94000244140625,,,,,,,678.1,4.775352112,678.1,4.775352112,,,,,,,,,,,,,,,,,,,Cody Bellinger,15998,641355,641355.0
119,Masyn Winn,STL,144.014,608.285,557.925,138.273,96.9577,25.9983,3.4269,11.8897,66.0426,58.2032,37.9433,0.221629,109.497,4.6537,4.67065,3.09261,10.0007,12.1562,3.65731,0.247834,0.06237750396606854,0.18000937060752772,0.346525,0.298863,0.370648,0.292912,0.669511,0.122814,4.97422,0.286447,,0.0136724,61.9253,-9.94826,88.387,0.0136724,0.0,-8.358652564696968,6.667315006256104,1.89753,255.8800048828125,,,,,,,560.7,3.89375,560.7,3.89375,,,,,,,,,,,,,,,,,,,Masyn Winn,27479,691026,691026.0
120,Matt Olson,ATL,154.28,670.518,577.695,137.127,83.1051,26.7648,0.411245,26.846,81.6088,87.3233,81.5106,3.8152,159.1,5.74188,4.96532,0.60548,11.8255,1.01556,0.405605,0.23737,0.12156362692724132,0.23727923784298108,0.512323,0.334939,0.424536,0.330373,0.759475,0.187167,2.10415,0.277986,,-1.06245,88.6545,9.42761,111.43,-1.06245,0.0,8.021077632904053,-11.90432071685791,1.88511,58.060001373291016,,,,,,,787.2,5.111688311,787.2,5.111688311,,,,,,,,,,,,,,,,,,,Matt Olson,14344,621566,621566.0
121,Michael Busch,CHC,139.227,579.488,509.968,123.604,71.584,26.3438,1.57678,24.0998,72.3337,78.6666,56.8169,1.21718,147.936,7.87833,4.07327,0.751931,9.47955,3.01572,0.987342,0.242377,0.09804672400463857,0.25528742614169747,0.384063,0.325364,0.441991,0.332254,0.767355,0.199614,3.43087,0.290945,,-0.692825,77.5037,9.03268,114.982,-0.692825,0.0,9.596872746944427,-10.84393310546875,1.84497,113.47000122070312,,,,,,,694.7,4.997841726,694.7,4.997841726,,,,,,,,,,,,,,,,,,,Michael Busch,26319,683737,683737.0
122,Cedric Mullins,TB,111.555,449.921,398.991,91.9779,55.3477,17.0676,2.66342,16.8991,59.471,50.3438,40.9654,0.56515,99.7923,4.02684,3.10595,2.79852,4.84235,20.5056,4.69125,0.230526,0.0910502065918239,0.22179960481951275,0.410506,0.30636,0.413718,0.312865,0.720077,0.183192,6.48158,0.26306,,1.52129,53.0921,-0.0695482,99.1824,1.52129,0.0,1.087713897228241,1.3164623975753784,1.83034,305.4700012207031,,,,,,,503.3,4.49375,503.3,4.49375,,,,,,,,,,,,,,,,,,,Cedric Mullins,17929,656775,656775.0
123,Danny Jansen,TEX,90.205,335.261,291.53,59.3451,35.4405,11.6757,0.579889,11.649,35.4695,37.1654,35.4624,0.201207,80.5453,5.03082,2.15868,0.549937,4.42587,0.331773,0.130241,0.203564,0.10577550028186995,0.24024655417719326,0.440279,0.298754,0.367467,0.295104,0.666221,0.163902,2.24938,0.236712,,-0.486943,34.7273,-4.88637,89.2351,-0.486943,3.89,-4.740629196166992,10.85026240348816,1.80569,440.8800048828125,,,,,,,311.7,3.463333333,311.7,3.463333333,,,,,,,,,,,,,,,,,,,Danny Jansen,16535,643376,643376.0
124,Jonathan Aranda,TB,137.564,569.876,502.478,129.418,81.2614,25.9308,0.981345,21.2447,67.412,76.7679,53.276,2.47299,138.413,9.1537,4.4786,0.489398,10.9287,0.871078,0.307406,0.25756,0.09348700419038529,0.2428826621931789,0.384907,0.336938,0.439911,0.336469,0.776849,0.182351,2.37315,0.311471,,-0.883948,78.1685,10.8333,115.443,-0.883948,0.0,9.48826515674591,-11.541749954223633,1.79668,196.2400054931641,,,,,,,686.8,4.976811594,686.8,4.976811594,,,,,,,,,,,,,,,,,,,Jonathan Aranda,21837,666018,666018.0
125,Matt McLain,CIN,133.772,546.302,486.188,114.796,72.0314,22.2854,2.64666,17.833,67.4781,58.23,48.7944,0.57477,153.436,6.50611,3.33455,1.47925,6.94451,16.0223,4.45241,0.236115,0.08931763017525106,0.28086296590530513,0.318012,0.312206,0.402878,0.312412,0.715084,0.166762,5.71649,0.304673,,0.544314,64.2645,-0.285297,94.7172,0.544314,0.0,-2.8761797547340398,2.252053737640381,1.79574,216.6499938964844,,,,,,,595.3,4.442537313,595.3,4.442537313,,,,,,,,,,,,,,,,,,,Matt McLain,29695,680574,680574.0
126,Jakob Marsee,MIA,131.796,571.341,497.743,115.789,75.7163,24.5807,2.69487,12.797,70.1976,51.4339,58.1868,0.58559,126.653,7.52534,3.69678,4.18948,8.7795,25.8745,6.74194,0.232628,0.10184250736425357,0.22167672195764002,0.459421,0.320022,0.369971,0.305691,0.689993,0.137343,6.0205,0.284516,,1.48417,64.0924,-3.41598,93.6523,1.48417,0.0,-2.8142009973526,1.3477576971054075,1.79479,146.85000610351562,,,,,,,591.2,4.478787878,591.2,4.478787878,,,,,,,,,,,,,,,,,,,Jakob Marsee,31370,805300,805300.0
127,Sean Murphy,ATL,87.226,337.002,294.271,65.2995,39.6924,12.6028,0.0,13.0043,38.6806,42.6146,32.0563,0.548582,93.3293,7.33301,2.14498,0.373624,6.63558,0.114719,0.0561465,0.221903,0.09512198740660292,0.276939899466472,0.343475,0.311754,0.397304,0.311347,0.709059,0.175402,1.64519,0.275119,,-0.518499,39.3521,-0.467298,98.3971,-0.518499,4.85,-1.158732831478119,7.468737840652466,1.79273,406.239990234375,,,,,,,346.9,3.987356321,346.9,3.987356321,,,,,,,,,,,,,,,,,,,Sean Murphy,19352,669221,669221.0
128,Ozzie Albies,ATL,140.719,590.148,536.046,131.228,84.4893,27.4036,1.63364,17.7016,67.6811,68.9869,42.6669,1.34272,88.988,4.84615,6.02932,0.559805,8.76469,9.05876,2.99823,0.244808,0.07229864373004737,0.1507892935331476,0.479468,0.303163,0.401092,0.305298,0.704255,0.156285,4.14471,0.260749,,-0.27865,66.0137,-3.71686,94.253,-0.27865,0.0,-4.298352748155594,2.1715893745422363,1.79125,187.82000732421875,,,,,,,609.2,4.320567375,609.2,4.320567375,,,,,,,,,,,,,,,,,,,Ozzie Albies,16556,645277,645277.0
129,Brenton Doyle,COL,139.137,568.541,520.596,134.717,84.1993,26.8353,3.69641,19.9859,76.0361,68.074,36.7176,0.350716,151.764,3.38862,4.35551,3.48305,7.77605,21.2021,5.47693,0.258774,0.06458214974821516,0.26693589380537197,0.241939,0.30939,0.439694,0.322405,0.749084,0.180919,6.47469,0.324831,,1.17921,71.4935,4.31596,92.7901,1.17921,0.0,-3.679116368293762,2.1471757888793945,1.77856,167.05999755859375,,,,,,,670.0,4.820143884,670.0,4.820143884,,,,,,,,,,,,,,,,,,,Brenton Doyle,25479,686668,686668.0
130,Bryan Reynolds,PIT,147.686,642.259,571.591,146.955,97.1467,29.4011,3.46215,16.9446,76.7049,73.1458,57.0217,2.10654,153.845,8.38442,4.65696,0.605341,12.5583,6.06498,1.84328,0.257098,0.08878302989915283,0.23953732061364652,0.370644,0.330958,0.409583,0.322992,0.740542,0.152486,4.44241,0.32065,,-0.601073,81.0694,5.18152,104.961,-0.601073,0.0,3.175586760044098,-7.332772731781006,1.76089,198.67999267578125,,,,,,,713.0,4.817567567,713.0,4.817567567,,,,,,,,,,,,,,,,,,,Bryan Reynolds,19326,668804,668804.0
131,Jeff McNeil,OAK,134.832,546.559,487.179,123.008,82.5086,25.8132,2.1511,12.5355,61.426,56.2854,43.5422,2.0711,71.6783,8.6067,4.56818,2.6631,10.6176,2.74949,0.946071,0.252491,0.07966605618057704,0.13114467056621518,0.607466,0.322042,0.391499,0.311841,0.713541,0.139008,3.44204,0.271077,,-0.712827,64.0416,-0.538539,96.5403,-0.712827,0.0,-2.9415051341056824,1.2785273790359497,1.75453,338.44000244140625,,,,,,,572.7,4.242222222,572.7,4.242222222,,,,,,,,,,,,,,,,,,,Jeff McNeil,15362,643446,643446.0
132,Lawrence Butler,OAK,136.163,557.838,502.665,120.889,71.7378,25.5736,1.38003,22.198,73.6228,66.4723,48.7749,0.675358,150.981,1.79141,3.53797,1.06835,8.62987,15.3928,4.69199,0.240497,0.08743559958267455,0.2706538457401611,0.323052,0.307947,0.429345,0.318804,0.737292,0.188848,5.1811,0.296349,,0.354158,68.5164,2.60354,101.336,0.354158,0.0,1.23267862200737,-3.702256679534912,1.71172,164.02999877929688,,,,,,,630.0,4.632352941,630.0,4.632352941,,,,,,,,,,,,,,,,,,,Lawrence Butler,22542,671732,671732.0
133,Logan O'Hoppe,LAA,115.239,447.752,407.689,93.8265,56.7351,17.3139,0.866154,18.9112,49.1642,56.0599,31.0923,0.386562,130.294,5.0959,2.77586,1.09934,6.70494,2.72482,0.894773,0.230142,0.06944089585306151,0.29099590844932016,0.238632,0.291087,0.416019,0.305993,0.707106,0.185877,3.19008,0.286747,,-0.432358,50.3382,-2.56712,94.1531,-0.432358,-2.25,-3.5179226994514465,4.812707424163818,1.7092,241.3500061035156,,,,,,,462.9,4.025217391,462.9,4.025217391,,,,,,,,,,,,,,,,,,,Logan O'Hoppe,24729,681351,681351.0
134,Carlos Narvaez,BOS,108.563,415.23,371.841,83.467,54.9856,14.8823,0.430745,13.1684,43.2976,48.5627,35.5317,0.919793,109.964,3.77617,3.02801,1.05296,7.42082,2.6845,1.21339,0.22447,0.08557112925366664,0.26482672253931555,0.323122,0.296431,0.373051,0.29358,0.669482,0.148582,2.86825,0.279254,,-0.576426,42.497,-6.56564,82.5839,-0.576426,3.43,-9.099823534488678,11.502164602279665,1.70799,289.7900085449219,,,,,,,381.4,3.499082568,381.4,3.499082568,,,,,,,,,,,,,,,,,,,Carlos Narvaez,19722,665966,665966.0
135,Kyle Stowers,MIA,140.66,582.516,517.037,122.218,70.6867,25.5778,1.58473,24.3684,68.2354,78.862,53.906,1.93027,167.115,6.88376,3.85257,0.836947,9.37709,3.83172,1.08087,0.236381,0.09253994740058642,0.2868848237644975,0.322569,0.314619,0.433374,0.32336,0.747993,0.196993,3.52088,0.297047,,-0.531515,73.7025,4.8737,105.756,-0.531515,0.0,3.442538559436798,-6.412235736846924,1.67903,141.8800048828125,,,,,,,666.4,4.726241134,666.4,4.726241134,,,,,,,,,,,,,,,,,,,Kyle Stowers,26151,669065,669065.0
136,Jonathan India,KC,122.554,516.432,446.078,109.749,71.9672,23.5755,1.39741,12.8084,63.073,54.9579,52.6188,0.0017662,98.8302,12.6953,3.70454,1.33581,9.90633,8.37576,2.68895,0.24603,0.10188911608885584,0.19137117761873781,0.532416,0.339864,0.391287,0.323985,0.731151,0.145256,4.49586,0.286684,,-0.332294,65.6032,4.58278,104.708,-0.332294,0.0,2.533425807952881,-4.045871734619141,1.66384,370.3500061035156,,,,,,,572.3,4.652845528,572.3,4.652845528,,,,,,,,,,,,,,,,,,,Jonathan India,21523,663697,663697.0
137,Tyler Stephenson,CIN,109.048,428.041,379.492,89.7977,57.5237,16.8939,0.519999,14.8601,47.5141,51.3167,40.1675,0.799675,121.319,4.978,2.86937,0.489078,8.17172,0.908387,0.366972,0.236626,0.0938403096899596,0.2834284566198098,0.331091,0.315652,0.401357,0.313627,0.717009,0.164731,2.23754,0.304398,,-0.641114,50.7751,0.198798,95.5497,-0.641114,0.85,-2.8988192081451416,4.874181389808655,1.65914,247.3500061035156,,,,,,,457.9,4.200917431,457.9,4.200917431,,,,,,,,,,,,,,,,,,,Tyler Stephenson,17988,663886,663886.0
138,Ramon Laureano,SD,128.52,523.368,471.818,114.644,70.963,20.8659,3.25578,19.5591,67.516,63.8572,37.3672,0.631679,138.71,10.0078,3.57233,0.602432,9.56291,8.51303,3.06015,0.242983,0.07139756347350237,0.26503339906146345,0.269391,0.309926,0.425372,0.318653,0.735299,0.18239,5.20301,0.299836,,-0.327636,64.2187,2.3787,107.611,-0.327636,0.0,4.393691778182983,-5.950000286102295,1.6223,227.5,,,,,,,587.7,4.555813953,587.7,4.555813953,,,,,,,,,,,,,,,,,,,Ramon Laureano,17128,657656,657656.0
139,Jurickson Profar,ATL,139.323,600.298,518.795,128.126,83.8085,24.118,0.97881,19.2209,75.4634,67.6378,66.7993,1.05579,96.5224,8.09094,3.94232,2.58582,11.9028,7.78214,2.97947,0.246969,0.11127689914009375,0.1607908072324079,0.69206,0.339704,0.408378,0.328818,0.748082,0.161409,3.86535,0.267585,,-0.704425,78.6123,7.6825,110.365,-0.704425,0.0,6.670029163360596,-10.796971321105955,1.62115,189.94000244140625,,,,,,,683.5,4.917266187,683.5,4.917266187,,,,,,,,,,,,,,,,,,,Jurickson Profar,10815,595777,595777.0
140,Kevin McGonigle,DET,77.654,322.689,289.599,73.4845,46.8989,14.901,2.40615,9.27847,39.6047,36.1054,27.7369,0.801224,47.3892,1.84173,2.5101,1.00163,5.30245,6.95817,1.20633,0.253746,0.08595551754165774,0.14685719066965405,0.5853,0.320383,0.417934,0.320086,0.738317,0.164188,5.46041,0.272705,,0.398029,39.9701,1.84193,104.788,0.398029,0.0,2.219034790992737,2.136214256286621,1.58192,999.0,,,,,,,358.8,4.6,358.8,4.6,,,,,,,,,,,,,,,,,,,Kevin McGonigle,sa3022895,805808,
141,Wilyer Abreu,BOS,126.025,506.983,449.643,107.744,60.4004,23.5218,1.54831,22.2739,62.9753,70.1127,49.5697,2.43254,125.125,3.21945,3.84846,0.702269,6.01887,8.5114,2.60258,0.239622,0.09777388985429492,0.2468031472455684,0.396161,0.317084,0.447432,0.328471,0.764516,0.20781,4.38757,0.279231,,-0.0947009,66.2493,6.34537,106.619,-0.0947009,0.0,3.860303789377213,-5.939616680145264,1.57257,222.6499938964844,,,,,,,610.3,4.843650793,610.3,4.843650793,,,,,,,,,,,,,,,,,,,Wilyer Abreu,23772,677800,677800.0
142,Jung Hoo Lee,SF,135.671,564.028,511.789,137.293,93.7117,32.2236,3.94204,7.41521,65.7581,55.0137,41.5007,1.32668,63.9841,5.0494,4.95047,0.738773,11.7283,8.12461,2.19867,0.26826,0.07357914855290872,0.11344135397533454,0.648609,0.326373,0.390094,0.312857,0.716468,0.121834,4.97694,0.291637,,-0.192676,66.5534,-0.0908332,102.295,-0.192676,0.0,1.341799408197403,-4.837141990661621,1.56231,285.32000732421875,,,,,,,587.2,4.317647058,587.2,4.317647058,,,,,,,,,,,,,,,,,,,Jung Hoo Lee,33824,808982,808982.0
143,Christian Yelich,MIL,137.509,587.454,513.691,130.977,87.2992,22.9503,2.6829,18.0444,73.9369,70.0604,65.6307,4.87379,143.271,4.18138,2.88607,1.06487,13.8051,16.2825,4.11358,0.254972,0.11172057727073101,0.2438846275623283,0.458088,0.342416,0.415476,0.32985,0.757891,0.160504,5.1622,0.317885,,0.566887,77.4227,8.01044,112.298,0.566887,0.0,9.129149913787842,-13.43966579437256,1.55865,142.41000366210938,,,,,,,701.8,5.085507246,701.8,5.085507246,,,,,,,,,,,,,,,,,,,Christian Yelich,11477,592885,592885.0
144,Andres Gimenez,TOR,139.015,557.735,506.469,123.207,90.2256,22.3381,2.33043,8.31295,65.3379,46.0213,30.2105,1.52675,98.8116,13.7409,4.12012,3.19406,10.4003,22.2074,5.19288,0.243267,0.054166405192430093,0.17716585833774104,0.305738,0.301436,0.345815,0.285652,0.647251,0.102549,6.22065,0.284769,,1.4392,53.4919,-12.4088,81.9225,1.4392,0.0,-10.44413423538208,6.435879707336426,1.55393,304.9100036621094,,,,,,,493.0,3.546762589,493.0,3.546762589,,,,,,,,,,,,,,,,,,,Andres Gimenez,19950,665926,665926.0
145,Harrison Bader,SF,125.833,495.86,452.989,107.8,70.6477,19.124,3.0682,14.9598,62.627,50.643,31.1866,0.295657,121.641,7.50503,3.24771,0.932048,7.29301,15.5769,4.53781,0.237974,0.06289396200540474,0.24531319324002743,0.256382,0.295985,0.392812,0.300028,0.688797,0.154838,6.10012,0.290455,,0.537189,53.3452,-5.2445,93.5075,0.537189,0.0,-3.278435230255127,1.9418672323226929,1.55114,325.2900085449219,,,,,,,498.4,3.955555555,498.4,3.955555555,,,,,,,,,,,,,,,,,,,Harrison Bader,18030,664056,664056.0
146,Carson Kelly,CHC,97.604,371.179,328.116,76.9449,50.5465,13.2872,0.37146,12.7398,41.2852,44.9313,34.298,0.2447,74.1771,4.12945,3.15515,0.55655,7.01096,1.14016,0.437272,0.234505,0.09240285684265544,0.19984185527737292,0.46238,0.312072,0.393746,0.309408,0.705818,0.159241,2.45883,0.262755,,-0.536801,42.7584,-1.09924,99.3315,-0.536801,-2.7,-0.8308819532394409,3.6057612895965576,1.54738,328.6199951171875,,,,,,,379.0,3.867346938,379.0,3.867346938,,,,,,,,,,,,,,,,,,,Carson Kelly,13620,608348,608348.0
147,Isaac Paredes,HOU,111.49,473.257,408.09,95.1046,60.3955,17.085,0.357328,17.2668,55.9542,54.8197,52.1948,0.373135,79.0733,9.04111,3.49524,0.436002,7.69253,0.93766,0.380139,0.233048,0.1102884901860934,0.16708321271529,0.660081,0.330655,0.403599,0.323406,0.734254,0.170551,2.28636,0.246912,,-0.768649,59.8961,3.97715,107.901,-0.768649,0.0,3.638596951961517,-4.904779434204102,1.537,219.7899932861328,,,,,,,518.0,4.666666666,518.0,4.666666666,,,,,,,,,,,,,,,,,,,Isaac Paredes,20036,670623,670623.0
148,Jake Meyers,HOU,113.873,446.077,401.686,100.237,68.8005,20.8313,0.90737,9.69789,52.7017,43.0018,33.8477,0.305973,92.7854,5.73112,2.76762,2.04432,8.30491,10.38,3.0609,0.249541,0.07587860391815764,0.2080031026033622,0.364795,0.314877,0.378347,0.304959,0.693225,0.128806,4.70983,0.299828,,0.109052,49.7753,-2.93215,95.194,0.109052,0.0,-2.417707361280918,1.757299304008484,1.50326,433.6199951171875,,,,,,,449.2,3.940350877,449.2,3.940350877,,,,,,,,,,,,,,,,,,,Jake Meyers,20308,676694,676694.0
149,Xavier Edwards,MIA,133.68,577.969,521.092,141.961,114.804,21.6543,3.99478,1.5079,65.3107,40.3616,44.7818,1.48612,79.8303,2.7142,4.12747,5.25399,11.3304,27.4219,6.57135,0.27243,0.0774813182021873,0.13812211381579287,0.560962,0.330805,0.337999,0.297103,0.668804,0.0655692,6.14657,0.316421,,1.73165,60.806,-7.48553,87.7693,1.73165,0.0,-6.646504998207092,2.062962770462036,1.49843,178.25999450683594,,,,,,,555.3,4.14402985,555.3,4.14402985,,,,,,,,,,,,,,,,,,,Xavier Edwards,22266,669364,669364.0
