,Team,Player,SAVID,Hand,player_name,pitcher,PitchesThrown,PA_flag,IsStrikeout,IsWalk,IsSwStr,InZone,K%,BB%,SwStr%,Zone%,launch_speed,launch_angle,estimated_woba_using_speedangle
33,STL,Matt Svanson,694335,R,Matt Svanson,694335,103,23.0,4,3,6,46,0.17391304347826086,0.13043478260869565,0.05825242718446602,0.44660194174757284,22.794174757281557,4.320388349514563,0.3070434782608696
34,STL,Phil Maton,664208,R,Phil Maton,664208,1299,320.0,77,25,171,625,0.240625,0.078125,0.13163972286374134,0.481139337952271,24.977853783668234,4.327062847370671,0.2876867555938038
35,STL,Ryan Fernandez,681676,R,Ryan Fernandez,681676,1349,323.0,78,30,199,603,0.24148606811145512,0.09287925696594428,0.1475166790214974,0.44699777613046704,25.742253521126763,4.312824314306894,0.3093119813084112
36,STL,Ryan Helsley,664854,R,Ryan Helsley,664854,1112,310.0,88,27,201,595,0.2838709677419355,0.08709677419354839,0.18075539568345322,0.5350719424460432,26.339208842350203,6.4107038976148925,0.26127853200883
37,WSH,Cole Henry,669371,R,Cole Henry,669371,144,38.0,10,3,17,68,0.2631578947368421,0.07894736842105263,0.11805555555555555,0.4722222222222222,23.668055555555554,6.375,0.3087029210526316
38,WSH,Colin Poche,621363,L,Colin Poche,621363,758,197.0,43,23,77,368,0.2182741116751269,0.116751269035533,0.10158311345646438,0.48548812664907653,26.65786350148368,7.893175074183977,0.2836802721088435
39,WSH,Eduardo Salazar,674285,R,Eduardo Salazar,674285,758,206.0,38,20,80,373,0.18446601941747573,0.0970873786407767,0.10554089709762533,0.4920844327176781,27.69889669007021,4.170511534603811,0.34858529770992364
40,WSH,Jackson Rutledge,671131,R,Jackson Rutledge,671131,353,83.0,26,8,53,180,0.3132530120481928,0.0963855421686747,0.1501416430594901,0.509915014164306,26.975536480686696,7.592274678111588,0.33931560946745565
41,WSH,Jorge Lopez,605347,R,Jorge Lopez,605347,1002,271.0,58,21,94,533,0.2140221402214022,0.07749077490774908,0.09381237524950099,0.5319361277445109,28.033892276422762,3.910569105691057,0.3294652015209126
42,WSH,Jose A. Ferrer,678606,L,Jose A. Ferrer,678606,373,104.0,23,6,46,212,0.22115384615384615,0.057692307692307696,0.12332439678284182,0.5683646112600537,28.3368025751073,4.9495708154506435,0.286976846473029
43,WSH,Jose A. Ferrer,678606,L,Jose Ferrer,678606,374,104.0,20,6,37,215,0.19230769230769232,0.057692307692307696,0.09893048128342247,0.5748663101604278,30.466844919786098,4.31283422459893,0.26325550961538463
44,WSH,Kyle Finnegan,640448,R,Kyle Finnegan,640448,1281,323.0,73,27,152,730,0.2260061919504644,0.08359133126934984,0.11865729898516784,0.5698672911787666,30.5522832006703,6.578550481776288,0.3231878088962109
45,WSH,Lucas Sims,608371,R,Lucas Sims,608371,1114,275.0,62,39,139,516,0.22545454545454546,0.14181818181818182,0.12477558348294435,0.4631956912028725,23.534500230308613,7.844311377245509,0.31685931669865647
46,PHI,Carlos Hernandez,672578,R,Carlos Hernandez,672578,764,188.0,35,22,88,374,0.18617021276595744,0.11702127659574468,0.11518324607329843,0.4895287958115183,28.807060590886326,9.055082623935904,0.3360913471933472
47,PHI,Joe Ross,605452,R,Joe Ross,605452,1451,391.0,77,30,192,790,0.1969309462915601,0.07672634271099744,0.13232253618194348,0.5444521019986216,28.960647829083392,6.593383873190903,0.3135039051282051
48,PHI,Jordan Romano,605447,R,Jordan Romano,605447,401,114.0,23,8,50,224,0.20175438596491227,0.07017543859649122,0.12468827930174564,0.5586034912718204,25.930091185410333,6.009118541033435,0.3089501355932203
49,PHI,Jose Alvarado,621237,L,Jose Alvarado,621237,1315,322.0,85,29,172,640,0.2639751552795031,0.09006211180124224,0.13079847908745248,0.4866920152091255,25.000145843461354,4.207097715119105,0.2872202292089249
50,PHI,Jose Ruiz,614179,R,Jose Ruiz,614179,1019,265.0,63,22,146,491,0.23773584905660378,0.0830188679245283,0.14327772325809618,0.4818449460255152,27.061337683523657,5.21968461120174,0.3265453182795699
51,PHI,Matt Strahm,621381,L,Matt Strahm,621381,1212,289.0,94,14,161,673,0.32525951557093424,0.04844290657439446,0.13283828382838284,0.5552805280528053,28.318037238169122,9.438712179984485,0.2599637735849057
52,PHI,Orion Kerkering,689147,R,Orion Kerkering,689147,1293,311.0,86,22,161,675,0.2765273311897106,0.0707395498392283,0.12451662799690642,0.5220417633410673,24.289948263118998,4.052475979305248,0.29116637345679014
53,PHI,Tanner Banks,621383,L,Tanner Banks,621383,1414,364.0,95,26,178,720,0.260989010989011,0.07142857142857142,0.12588401697312587,0.5091937765205092,27.05423378769104,6.6637752994630315,0.30195940327868853
54,PIT,Caleb Ferguson,657571,L,Caleb Ferguson,657571,1188,310.0,74,30,135,594,0.23870967741935484,0.0967741935483871,0.11363636363636363,0.5,27.42001775410564,5.732800710164225,0.30077359544658494
55,PIT,Chase Shugart,663767,R,Chase Shugart,663767,340,87.0,17,6,39,167,0.19540229885057472,0.06896551724137931,0.11470588235294117,0.49117647058823527,27.72147058823529,6.485294117647059,0.2745402298850575
56,PIT,Dennis Santana,642701,R,Dennis Santana,642701,1279,332.0,75,24,185,657,0.22590361445783133,0.07228915662650602,0.14464425332290853,0.5136825645035183,27.5104,6.644666666666667,0.3015205593667546
57,PIT,Joey Wentz,666214,L,Joey Wentz,666214,1511,369.0,85,37,204,699,0.23035230352303523,0.1002710027100271,0.13500992720052946,0.4626075446724024,26.993780877651847,6.116826503923278,0.3375965895348837
58,PIT,Justin Lawrence,664875,R,Justin Lawrence,664875,1253,321.0,60,37,131,592,0.18691588785046728,0.11526479750778816,0.10454908220271349,0.47246608140462887,24.907594417077178,3.0049261083743843,0.32558448107255517
59,PIT,Kyle Nicolas,693312,R,Kyle Nicolas,693312,1137,285.0,61,39,147,513,0.21403508771929824,0.1368421052631579,0.12928759894459102,0.45118733509234826,25.91025641025641,5.548076923076923,0.3238654580645161
60,PIT,Ryan Borucki,621366,L,Ryan Borucki,621366,377,99.0,26,6,61,183,0.26262626262626265,0.06060606060606061,0.16180371352785147,0.4854111405835544,26.52331491712707,2.408839779005525,0.2845840612244898
61,PIT,Tim Mayza,641835,L,Tim Mayza,641835,893,233.0,36,14,76,454,0.15450643776824036,0.060085836909871244,0.0851063829787234,0.5083986562150056,26.491069330199768,2.5405405405405403,0.31403231531531534
62,KC,Angel Zerpa,672582,L,Angel Zerpa,672582,1165,288.0,59,21,77,644,0.2048611111111111,0.07291666666666667,0.06609442060085836,0.5527896995708155,28.677832244008716,3.176470588235294,0.32159242543859645
63,KC,Carlos Estevez,608032,R,Carlos Estevez,608032,1063,269.0,63,14,126,603,0.2342007434944238,0.05204460966542751,0.11853245531514581,0.5672624647224835,29.86739726027397,9.756164383561643,0.2935976307977736
64,KC,Chris Stratton,608717,R,Chris Stratton,608717,1243,320.0,53,38,117,596,0.165625,0.11875,0.09412711182622686,0.47948511665325827,27.869846153846154,6.536153846153846,0.31966960610687023
65,KC,Daniel Lynch IV,663738,L,Daniel Lynch IV,663738,838,230.0,47,20,109,426,0.20434782608695654,0.08695652173913043,0.13007159904534607,0.5083532219570406,27.536755771567435,5.302551640340218,0.3193497057522124
66,KC,John Schreiber,670167,R,John Schreiber,670167,1091,275.0,58,24,109,520,0.2109090909090909,0.08727272727272728,0.0999083409715857,0.4766269477543538,26.39587036069002,4.683220073183482,0.294362906779661
67,KC,Lucas Erceg,668674,R,Lucas Erceg,668674,1126,293.0,80,15,158,546,0.27303754266211605,0.051194539249146756,0.14031971580817051,0.4849023090586146,24.41624598439651,3.6103717301514457,0.2796329720670391
68,KC,Steven Cruz,674444,R,Steven Cruz,674444,177,44.0,9,3,21,92,0.20454545454545456,0.06818181818181818,0.11864406779661017,0.519774011299435,29.90777202072539,7.284974093264249,0.27928125
69,NYY,Devin Williams,642207,R,Devin Williams,642207,616,140.0,49,18,100,274,0.35,0.12857142857142856,0.16233766233766234,0.4448051948051948,20.88925831202046,3.610613810741688,0.26519143631436315
70,NYY,Fernando Cruz,518585,R,Fernando Cruz,518585,1389,349.0,136,39,257,623,0.38968481375358166,0.11174785100286533,0.18502519798416125,0.44852411807055437,22.821921084097248,5.495815065763252,0.2882749567307692
71,NYY,Ian Hamilton,641656,R,Ian Hamilton,641656,740,196.0,52,19,137,349,0.2653061224489796,0.09693877551020408,0.18513513513513513,0.47162162162162163,24.276788830715535,3.4223385689354275,0.29006663341067285
72,NYY,Luke Weaver,596133,R,Luke Weaver,596133,1580,383.0,119,30,264,708,0.31070496083550914,0.0783289817232376,0.1670886075949367,0.4481012658227848,27.786477331943722,7.611516414799374,0.32261029968119026
73,NYY,Mark Leiter Jr.,643410,R,Mark Leiter Jr.,643410,1223,308.0,106,25,214,515,0.34415584415584416,0.08116883116883117,0.1749795584627964,0.42109566639411283,22.287713909609476,3.0043878894251863,0.29080930404217925
74,NYY,Ryan Yarbrough,642232,L,Ryan Yarbrough,642232,1785,460.0,81,35,185,911,0.17608695652173914,0.07608695652173914,0.10364145658263306,0.5103641456582633,28.52810844499844,7.140230601433468,0.3135772463592233
75,NYY,Tim Hill,657612,L,Tim Hill,657612,1165,346.0,41,21,81,654,0.11849710982658959,0.06069364161849711,0.06952789699570816,0.5613733905579399,33.1140350877193,1.268474215842637,0.2964106210720887
76,NYY,Yoendrys Gomez,672782,R,Yoendrys Gomez,672782,463,118.0,20,18,51,220,0.1694915254237288,0.15254237288135594,0.1101511879049676,0.47516198704103674,25.60101419878296,7.979716024340771,0.36212458399999997
77,DET,Beau Brieske,689225,R,Beau Brieske,689225,1293,316.0,73,31,148,624,0.2310126582278481,0.0981012658227848,0.11446249033255994,0.48259860788863107,28.593212435233163,6.127979274611399,0.2871352162740899
78,DET,Brant Hurter,676428,L,Brant Hurter,676428,873,238.0,49,9,84,498,0.20588235294117646,0.037815126050420166,0.09621993127147767,0.570446735395189,29.368155784650632,5.335624284077892,0.25139181355932205
79,DET,John Brebbia,605154,R,John Brebbia,605154,1153,279.0,76,23,140,566,0.2724014336917563,0.08243727598566308,0.12142237640936687,0.4908933217692975,28.036652078774615,10.25218818380744,0.3128950776255708
80,DET,Kenta Maeda,628317,R,Kenta Maeda,628317,2129,528.0,104,37,243,973,0.19696969696969696,0.07007575757575757,0.11413809300140912,0.457022076092062,26.678793418647167,6.2400104465918,0.31400499894847533
81,DET,Tommy Kahnle,592454,R,Tommy Kahnle,592454,927,224.0,58,21,150,419,0.25892857142857145,0.09375,0.16181229773462782,0.4519956850053937,22.299007444168733,1.2568238213399503,0.2631005710594315
82,DET,Tyler Holton,663947,L,Tyler Holton,663947,1610,420.0,93,21,188,777,0.22142857142857142,0.05,0.11677018633540373,0.4826086956521739,27.340819964349375,4.5982174688057045,0.2789247189189189
83,DET,Will Vest,676684,R,Will Vest,676684,1390,338.0,77,21,177,726,0.22781065088757396,0.0621301775147929,0.12733812949640289,0.5223021582733813,28.572482598607888,6.154524361948956,0.2874495649717514
84,TOR,Brendon Little,663893,L,Brendon Little,663893,940,253.0,58,23,159,401,0.22924901185770752,0.09090909090909091,0.16914893617021276,0.42659574468085104,22.972446808510636,-1.7053191489361703,0.2976649722222222
85,TOR,Chad Green,643338,R,Chad Green,643338,1064,264.0,57,14,130,529,0.2159090909090909,0.05303030303030303,0.12218045112781954,0.49718045112781956,31.192454328832408,9.7077045274027,0.31139466984126984
86,TOR,Jacob Barnes,606930,R,Jacob Barnes,606930,1263,311.0,60,21,156,581,0.19292604501607716,0.06752411575562701,0.12351543942992874,0.4600158353127474,29.93498641304348,6.609375,0.3391132075471698
87,TOR,Jeff Hoffman,656546,R,Jeff Hoffman,656546,1232,322.0,112,16,224,625,0.34782608695652173,0.049689440993788817,0.18181818181818182,0.5073051948051948,25.50766301761066,6.299381247025226,0.24551494307400376
88,TOR,Mason Fluharty,689254,L,Mason Fluharty,689254,165,43.0,11,4,17,82,0.2558139534883721,0.09302325581395349,0.10303030303030303,0.49696969696969695,21.905454545454546,7.424242424242424,0.2847789302325581
89,TOR,Nick Sandlin,680704,R,Nick Sandlin,680704,1162,281.0,78,29,188,514,0.2775800711743772,0.10320284697508897,0.16179001721170397,0.4423407917383821,23.700421348314606,5.59878277153558,0.3138944229249012
90,TOR,Yariel Rodriguez,684320,R,Yariel Rodriguez,684320,1722,423.0,95,46,200,805,0.22458628841607564,0.10874704491725769,0.11614401858304298,0.46747967479674796,25.544134727061557,6.506387921022068,0.32025182227488147
91,TOR,Yimi Garcia,554340,R,Yimi Garcia,554340,819,202.0,67,12,118,416,0.3316831683168317,0.0594059405940594,0.14407814407814407,0.5079365079365079,25.34361646690985,6.044293903074518,0.2787834474789916
92,CLE,Cade Smith,671922,R,Cade Smith,671922,1409,353.0,124,22,218,782,0.35127478753541075,0.06232294617563739,0.1547196593328602,0.5550035486160397,26.703406671398152,7.095812633073101,0.2494376600566572
93,CLE,Emmanuel Clase,661403,R,Emmanuel Clase,661403,1212,333.0,80,12,194,658,0.24024024024024024,0.036036036036036036,0.16006600660066006,0.5429042904290429,30.433361921097774,4.740566037735849,0.2612113211446741
94,CLE,Hunter Gaddis,683769,R,Hunter Gaddis,683769,1293,326.0,87,16,186,670,0.2668711656441718,0.049079754601226995,0.14385150812064965,0.5181747873163186,29.827185447195554,8.692268822637695,0.274059648111332
95,CLE,Joey Cantillo,676282,L,Joey Cantillo,676282,1025,235.0,65,24,133,513,0.2765957446808511,0.10212765957446808,0.12975609756097561,0.5004878048780488,22.7,4.462439024390244,0.3079872340425532
96,CLE,Paul Sewald,623149,R,Paul Sewald,623149,818,212.0,58,11,110,475,0.27358490566037735,0.05188679245283019,0.13447432762836187,0.5806845965770171,27.165283018867925,10.233423180592991,0.28103860348583876
97,CLE,Tim Herrin,682120,L,Tim Herrin,682120,1211,307.0,82,29,161,603,0.2671009771986971,0.09446254071661238,0.1329479768786127,0.49793559042113955,24.786342042755344,3.7072446555819476,0.29300604316546763
98,CLE,Triston McKenzie,663474,R,Triston McKenzie,663474,1427,368.0,78,54,139,682,0.21195652173913043,0.14673913043478262,0.09740714786264891,0.47792571829011915,26.335552982049798,8.106543138390272,0.36643539318181817
99,TB,Edwin Uceta,670955,R,Edwin Uceta,670955,864,208.0,67,10,147,426,0.32211538461538464,0.04807692307692308,0.1701388888888889,0.4930555555555556,26.660546448087434,7.87103825136612,0.2784522949308756
100,TB,Garrett Cleavinger,664076,L,Garrett Cleavinger,664076,1213,305.0,85,32,180,603,0.2786885245901639,0.10491803278688525,0.1483924154987634,0.4971145919208574,24.371418539325845,4.65308988764045,0.3120221193181818
101,TB,Hunter Bigge,685801,R,Hunter Bigge,685801,527,133.0,36,10,86,260,0.2706766917293233,0.07518796992481203,0.16318785578747627,0.49335863377609107,27.864895635673623,7.681214421252372,0.3465246240601504
102,TB,Manuel Rodriguez,655889,R,Manuel Rodriguez,655889,795,207.0,48,11,108,402,0.2318840579710145,0.05314009661835749,0.13584905660377358,0.5056603773584906,27.137232704402514,4.20251572327044,0.2862790147783251
103,TB,Mason Englert,669438,R,Mason Englert,669438,619,161.0,32,7,86,288,0.19875776397515527,0.043478260869565216,0.13893376413570274,0.46526655896607433,30.250538998097653,6.140139505389981,0.36403004379562043
104,TB,Pete Fairbanks,664126,R,Pete Fairbanks,664126,896,230.0,54,21,96,481,0.23478260869565218,0.09130434782608696,0.10714285714285714,0.5368303571428571,25.45,5.865644171779141,0.277359413202934
105,MIL,Abner Uribe,682842,R,Abner Uribe,682842,472,122.0,31,16,57,245,0.2540983606557377,0.13114754098360656,0.12076271186440678,0.5190677966101694,19.935353535353535,1.6131313131313132,0.29165991902834004
106,MIL,Bryan Hudson,663542,L,Bryan Hudson,663542,1111,275.0,71,25,110,600,0.2581818181818182,0.09090909090909091,0.09900990099009901,0.54005400540054,26.71785150078989,6.151658767772512,0.2865184313099041
107,MIL,Grant Anderson,681982,R,Grant Anderson,681982,769,194.0,47,14,93,418,0.2422680412371134,0.07216494845360824,0.12093628088426528,0.5435630689206762,26.178566203365033,5.049012435991222,0.3241692861271676
108,MIL,Jared Koenig,657649,L,Jared Koenig,657649,1232,316.0,76,24,128,686,0.24050632911392406,0.0759493670886076,0.1038961038961039,0.5568181818181818,27.017613636363635,5.838474025974026,0.27761253354632587
109,MIL,Joel Payamps,606303,R,Joel Payamps,606303,1108,286.0,69,17,134,562,0.24125874125874125,0.05944055944055944,0.12093862815884476,0.5072202166064982,25.902648114901258,5.241921005385996,0.30804821669626997
110,MIL,Nick Mears,683232,R,Nick Mears,683232,1190,295.0,86,25,169,644,0.29152542372881357,0.0847457627118644,0.14201680672268907,0.5411764705882353,27.401288659793817,7.787371134020619,0.2744514435695538
111,MIL,Trevor Megill,656730,R,Trevor Megill,656730,798,215.0,61,14,123,415,0.2837209302325581,0.06511627906976744,0.15413533834586465,0.5200501253132832,26.925697924123117,7.653543307086614,0.2834254099722992
112,MIL,Tyler Alexander,641302,L,Tyler Alexander,641302,2100,563.0,111,34,204,1124,0.19715808170515098,0.06039076376554174,0.09714285714285714,0.5352380952380953,30.52036703850306,9.107952500899604,0.32559036906377203
113,BOS,Aroldis Chapman,547973,L,Aroldis Chapman,547973,1299,309.0,115,42,202,658,0.37216828478964403,0.13592233009708737,0.15550423402617397,0.5065434949961509,21.739401820546163,5.376246207195492,0.26509756036036036
114,BOS,Brennan Bernardino,657514,L,Brennan Bernardino,657514,1023,266.0,66,17,102,543,0.24812030075187969,0.06390977443609022,0.09970674486803519,0.530791788856305,25.51025093432995,3.4431393486385478,0.29742329978586723
115,BOS,Garrett Whitlock,676477,R,Garrett Whitlock,676477,620,148.0,36,12,73,308,0.24324324324324326,0.08108108108108109,0.11774193548387096,0.4967741935483871,28.144077134986226,5.682644628099173,0.32251193749999996
116,BOS,Greg Weissert,669711,R,Greg Weissert,669711,1249,316.0,76,19,130,658,0.24050632911392406,0.060126582278481014,0.10408326661329063,0.5268214571657326,28.074937343358396,5.56203007518797,0.2928548004987531
117,BOS,Josh Winckowski,670174,R,Josh Winckowski,670174,1447,385.0,69,28,152,744,0.17922077922077922,0.07272727272727272,0.1050449205252246,0.5141672425708362,28.72975265017668,4.060424028268551,0.31178715229110515
118,BOS,Justin Slaten,686580,R,Justin Slaten,686580,983,269.0,67,12,153,508,0.24907063197026022,0.04460966542750929,0.15564598168870802,0.5167853509664293,29.310071210579856,5.617497456765005,0.28330909293680295
119,BOS,Justin Wilson,458677,L,Justin Wilson,458677,965,244.0,57,15,135,492,0.2336065573770492,0.06147540983606557,0.13989637305699482,0.5098445595854922,31.82279792746114,8.32020725388601,0.3115314650205761
120,BOS,Zack Kelly,677161,R,Zack Kelly,677161,1121,283.0,72,26,145,550,0.254416961130742,0.09187279151943463,0.12934879571810884,0.49063336306868865,25.866513056835636,5.858678955453149,0.32789379566563465
121,ARI,A.J. Puk,640462,L,A.J. Puk,640462,1329,327.0,100,28,211,717,0.3058103975535168,0.0856269113149847,0.15876598946576373,0.5395033860045146,25.066432645897326,6.42869679684072,0.25994312234042555
122,ARI,Bryce Jarvis,686826,R,Bryce Jarvis,686826,1131,286.0,47,32,118,582,0.16433566433566432,0.11188811188811189,0.10433244916003537,0.5145888594164456,28.506995336442372,6.307794803464357,0.3528879365079365
123,ARI,Jalen Beeks,656222,L,Jalen Beeks,656222,1466,378.0,72,30,181,691,0.19047619047619047,0.07936507936507936,0.12346521145975443,0.4713506139154161,27.00600819299044,5.148384160218479,0.2902072597173145
124,ARI,Joe Mantiply,573009,L,Joe Mantiply,573009,1017,281.0,60,13,140,487,0.21352313167259787,0.046263345195729534,0.1376597836774828,0.47885939036381514,29.018450881612093,1.4464735516372795,0.29580268878718535
125,ARI,Justin Martinez,679885,R,Justin Martinez,679885,1341,344.0,102,36,212,651,0.29651162790697677,0.10465116279069768,0.1580909768829232,0.4854586129753915,22.48123018389347,2.481293595434369,0.28795060201511335
126,ARI,Ryan Thompson,657044,R,Ryan Thompson,657044,1193,328.0,66,18,144,608,0.20121951219512196,0.054878048780487805,0.12070410729253982,0.509639564124057,28.09981673793525,2.0507025045815515,0.2954842556561086
127,ARI,Ryne Nelson,669194,R,Ryne Nelson,669194,2714,701.0,146,36,258,1466,0.20827389443651925,0.05135520684736091,0.0950626381724392,0.5401621223286662,32.20195304793845,8.38508581574275,0.32965541064638787
