,Team,Player,SAVID,Hand,player_name,pitcher,PitchesThrown,PA_flag,IsStrikeout,IsWalk,IsSwStr,InZone,K%,BB%,SwStr%,Zone%,launch_speed,launch_angle,estimated_woba_using_speedangle
128,ARI,Shelby Miller,571946,R,Shelby Miller,571946,1039,274.0,63,17,133,548,0.22992700729927007,0.06204379562043796,0.12800769971126083,0.5274302213666987,27.399118683901293,7.17978848413631,0.28739408775981523
129,ATL,Aaron Bummer,607481,L,Aaron Bummer,607481,1183,289.0,83,19,132,569,0.28719723183391005,0.0657439446366782,0.11158072696534235,0.4809805579036348,22.467966695880808,0.9014022787028922,0.26961707142857144
130,ATL,Daysbel Hernandez,678226,R,Daysbel Hernandez,678226,553,125.0,35,15,81,259,0.28,0.12,0.14647377938517178,0.46835443037974683,24.226886792452827,6.0251572327044025,0.2702977793103448
131,ATL,Dylan Lee,669276,L,Dylan Lee,669276,1069,282.0,86,16,215,564,0.3049645390070922,0.05673758865248227,0.2011225444340505,0.5275958840037418,28.47109589041096,6.558219178082192,0.2859293193717277
132,ATL,Enyel De Los Santos,660853,R,Enyel De Los Santos,660853,1349,331.0,80,25,207,741,0.24169184290030213,0.0755287009063444,0.15344699777613047,0.5492957746478874,28.577432885906042,7.581795302013423,0.3331703247863248
133,ATL,Pierce Johnson,572955,R,Pierce Johnson,572955,1112,279.0,79,28,143,579,0.2831541218637993,0.1003584229390681,0.12859712230215828,0.52068345323741,24.77108378870674,5.3356102003642984,0.3026374476534296
134,ATL,Rafael Montero,606160,R,Rafael Montero,606160,913,214.0,36,28,98,386,0.16822429906542055,0.1308411214953271,0.10733844468784227,0.42278203723986857,26.15614035087719,5.82825484764543,0.33058098035363453
135,ATL,Raisel Iglesias,628452,R,Raisel Iglesias,628452,1083,301.0,78,13,173,529,0.2591362126245847,0.04318936877076412,0.15974145891043398,0.4884579870729455,27.725601638504862,5.861239119303636,0.26847574762808346
136,SEA,Andres Munoz,662253,R,Andres Munoz,662253,1168,281.0,96,27,213,492,0.3416370106761566,0.09608540925266904,0.18236301369863014,0.4212328767123288,21.55484031936128,2.194610778443114,0.26059362111801243
137,SEA,Carlos Vargas,672841,R,Carlos Vargas,672841,186,62.0,9,4,16,107,0.14516129032258066,0.06451612903225806,0.08602150537634409,0.5752688172043011,26.1438202247191,1.4269662921348314,0.3232289156626506
138,SEA,Casey Legumina,668984,R,Casey Legumina,668984,296,79.0,14,5,26,151,0.17721518987341772,0.06329113924050633,0.08783783783783784,0.5101351351351351,30.841745730550286,5.817836812144212,0.32459449285714287
139,SEA,Collin Snider,676092,R,Collin Snider,676092,903,223.0,56,13,131,466,0.25112107623318386,0.05829596412556054,0.1450719822812846,0.5160575858250277,28.431417322834648,6.451181102362205,0.31582649842271293
140,SEA,Eduard Bazardo,660825,R,Eduard Bazardo,660825,721,174.0,44,16,75,360,0.25287356321839083,0.09195402298850575,0.10402219140083217,0.49930651872399445,25.887386478304744,5.998990918264379,0.27213750000000003
141,SEA,Gabe Speier,642100,L,Gabe Speier,642100,583,148.0,49,14,93,280,0.3310810810810811,0.0945945945945946,0.1595197255574614,0.48027444253859347,25.683516483516485,4.66959706959707,0.2771149466292135
142,SEA,Trent Thornton,663423,R,Trent Thornton,663423,1342,349.0,88,21,179,688,0.2521489971346705,0.06017191977077364,0.13338301043219075,0.5126676602086438,28.203944444444442,5.84,0.29705019108280256
143,SEA,Troy Taylor,700187,R,Troy Taylor,700187,386,95.0,27,7,45,190,0.28421052631578947,0.07368421052631578,0.11658031088082901,0.49222797927461137,25.57176165803109,6.963730569948186,0.3041894736842105
144,HOU,Bennett Sousa,656986,L,Bennett Sousa,656986,100,27.0,8,2,20,52,0.2962962962962963,0.07407407407407407,0.2,0.52,25.34916666666667,5.008333333333334,0.29098360655737704
145,HOU,Bryan Abreu,650556,R,Bryan Abreu,650556,1541,385.0,121,40,240,758,0.3142857142857143,0.1038961038961039,0.15574302401038287,0.4918883841661259,22.284593023255812,4.805595930232558,0.28598864564564563
146,HOU,Bryan King,687911,L,Bryan King,687911,628,168.0,48,14,71,359,0.2857142857142857,0.08333333333333333,0.11305732484076433,0.571656050955414,26.625159235668786,6.3630573248407645,0.28406841666666666
147,HOU,Josh Hader,623352,L,Josh Hader,623352,1394,334.0,125,27,301,701,0.37425149700598803,0.08083832335329341,0.21592539454806312,0.5028694404591105,24.704761904761906,8.763136288998359,0.24419388035714285
148,HOU,Nick Hernandez,663321,R,Nick Hernandez,663321,139,34.0,10,1,19,64,0.29411764705882354,0.029411764705882353,0.1366906474820144,0.460431654676259,25.884545454545457,7.05,0.31678
149,HOU,Steven Okert,595345,L,Steven Okert,595345,811,208.0,50,13,107,430,0.2403846153846154,0.0625,0.1319358816276202,0.530209617755857,25.323825136612022,8.192896174863389,0.30558332
150,OAK,Jose Leclerc,600917,R,Jose Leclerc,600917,1433,333.0,97,36,239,629,0.2912912912912913,0.10810810810810811,0.16678297278436846,0.43893928820655964,23.174398340248963,6.367634854771784,0.29457911627906974
151,OAK,Justin Sterner,686993,R,Justin Sterner,686993,338,79.0,23,9,55,156,0.2911392405063291,0.11392405063291139,0.16272189349112426,0.46153846153846156,23.42603550295858,7.804733727810651,0.20663883544303796
152,OAK,Mason Miller,695243,R,Mason Miller,695243,1189,289.0,127,20,258,594,0.43944636678200694,0.06920415224913495,0.21698906644238855,0.49957947855340623,24.557285873192438,7.887096774193548,0.2287848776470588
153,OAK,Mitch Spence,687765,R,Mitch Spence,687765,2835,743.0,145,52,328,1370,0.19515477792732167,0.06998654104979811,0.11569664902998236,0.48324514991181655,29.68257495590829,4.031040564373898,0.3133635700808625
154,OAK,Noah Murdock,668716,R,Noah Murdock,668716,349,85.0,17,16,35,161,0.2,0.18823529411764706,0.10028653295128939,0.46131805157593125,20.163610315186247,2.507163323782235,0.3773005882352941
155,OAK,T.J. McFarland,519008,L,T.J. McFarland,519008,977,270.0,43,14,85,501,0.15925925925925927,0.05185185185185185,0.08700102354145343,0.5127942681678608,27.35729571984436,0.9105058365758755,0.29887349103942656
156,OAK,Tyler Ferguson,621053,R,Tyler Ferguson,621053,1028,259.0,75,28,133,532,0.28957528957528955,0.10810810810810811,0.1293774319066148,0.5175097276264592,26.304280155642022,7.379377431906615,0.2902021162790698
157,CWS,Brandon Eisert,685126,L,Brandon Eisert,685126,339,87.0,20,5,42,158,0.22988505747126436,0.05747126436781609,0.12389380530973451,0.46607669616519176,25.668141592920353,5.079646017699115,0.293212275862069
158,CWS,Bryse Wilson,669060,R,Bryse Wilson,669060,1973,524.0,93,40,189,1016,0.17748091603053434,0.07633587786259542,0.0957932083122149,0.5149518499746579,30.17193991690636,7.271332694151486,0.33952171514423074
159,CWS,Cam Booser,592155,L,Cam Booser,592155,897,233.0,56,22,136,452,0.24034334763948498,0.0944206008583691,0.1516164994425864,0.5039018952062431,28.100668896321068,7.620958751393534,0.3057920600858369
160,CWS,Jordan Leasure,673929,R,Jordan Leasure,673929,782,196.0,42,24,108,383,0.21428571428571427,0.12244897959183673,0.13810741687979539,0.489769820971867,26.931841432225063,8.60613810741688,0.32627473333333334
161,CWS,Mike Vasil,678024,R,Mike Vasil,678024,274,71.0,13,9,31,140,0.18309859154929578,0.1267605633802817,0.11313868613138686,0.5109489051094891,25.162408759124087,6.226277372262774,0.35506408450704224
162,CWS,Penn Murfee,682171,R,Penn Murfee,682171,218,57.0,13,5,25,95,0.22807017543859648,0.08771929824561403,0.11467889908256881,0.43577981651376146,24.338321995464856,3.687074829931973,0.32634031531531527
163,CWS,Steven Wilson,621051,R,Steven Wilson,621051,739,183.0,42,23,89,373,0.22950819672131148,0.12568306010928962,0.12043301759133965,0.5047361299052774,25.228741800834822,9.538461538461538,0.3098423265822785
164,CWS,Tyler Gilbert,656457,L,Tyler Gilbert,656457,312,77.0,18,7,35,158,0.23376623376623376,0.09090909090909091,0.11217948717948718,0.5064102564102564,29.73634782608696,7.321739130434783,0.34277241610738257
165,LAD,Alex Vesia,681911,L,Alex Vesia,681911,1377,318.0,110,36,208,677,0.34591194968553457,0.11320754716981132,0.15105301379811184,0.4916485112563544,25.923669972948602,9.933273219116321,0.27740871264367817
166,LAD,Anthony Banda,607455,L,Anthony Banda,607455,988,255.0,59,16,147,502,0.23137254901960785,0.06274509803921569,0.14878542510121456,0.5080971659919028,28.541289198606272,5.762195121951219,0.3202095679442509
167,LAD,Ben Casparius,676508,R,Ben Casparius,676508,497,122.0,35,7,76,267,0.28688524590163933,0.05737704918032787,0.1529175050301811,0.5372233400402414,26.525553319919517,7.585513078470825,0.26861475409836066
168,LAD,Blake Treinen,595014,R,Blake Treinen,595014,882,220.0,66,14,113,436,0.3,0.06363636363636363,0.12811791383219956,0.4943310657596372,26.571768707482992,6.066893424036281,0.25270418636363634
169,LAD,Jack Dreyer,676263,L,Jack Dreyer,676263,271,71.0,21,10,40,142,0.29577464788732394,0.14084507042253522,0.14760147601476015,0.5239852398523985,23.907011070110702,5.273062730627307,0.2307323943661972
170,LAD,Kirby Yates,489446,R,Kirby Yates,489446,1263,292.0,110,28,221,597,0.3767123287671233,0.0958904109589041,0.1749802058590657,0.47268408551068886,23.43468332615252,5.790607496768634,0.2636095185873606
171,LAD,Luis Garcia,472610,R,Luis Garcia,472610,275,62.0,14,8,30,132,0.22580645161290322,0.12903225806451613,0.10909090909090909,0.48,27.05003891050584,2.167315175097276,0.30630745341614907
172,LAD,Luis Garcia,472610,R,Luis Garcia Jr.,472610,898,252.0,53,13,107,434,0.21031746031746032,0.051587301587301584,0.11915367483296214,0.48329621380846327,29.587750556792873,3.076837416481069,0.2978560277777778
173,LAD,Tanner Scott,656945,L,Tanner Scott,656945,1372,347.0,99,32,230,731,0.28530259365994237,0.09221902017291066,0.16763848396501457,0.532798833819242,25.337441860465116,5.220542635658915,0.2608963697347894
174,COL,Angel Chivilli,683409,R,Angel Chivilli,683409,797,212.0,40,18,136,360,0.18867924528301888,0.08490566037735849,0.17063989962358847,0.451693851944793,25.761355081555834,1.6010037641154329,0.3438918254716981
175,COL,Jake Bird,656234,R,Jake Bird,656234,993,262.0,57,34,109,503,0.21755725190839695,0.1297709923664122,0.10976837865055387,0.5065458207452165,26.860360738255032,3.0192953020134228,0.3184789149606299
176,COL,Jimmy Herget,623474,R,Jimmy Herget,623474,426,118.0,25,10,48,234,0.211864406779661,0.0847457627118644,0.11267605633802817,0.5492957746478874,28.543208556149732,7.287700534759359,0.30888656249999996
177,COL,Luis Peralta,678821,L,Luis Peralta,678821,373,93.0,19,13,31,169,0.20430107526881722,0.13978494623655913,0.08310991957104558,0.45308310991957107,26.643699731903485,6.20911528150134,0.33785979347826084
178,COL,Scott Alexander,518397,L,Scott Alexander,518397,732,195.0,35,13,69,352,0.1794871794871795,0.06666666666666667,0.0942622950819672,0.4808743169398907,30.660378681626927,-0.2791023842917251,0.3084909848866499
179,COL,Seth Halvorsen,678020,R,Seth Halvorsen,678020,368,101.0,24,8,57,197,0.2376237623762376,0.07920792079207921,0.15489130434782608,0.5353260869565217,27.502173913043475,4.095108695652174,0.27332250495049504
180,COL,Tyler Kinley,641755,R,Tyler Kinley,641755,1445,339.0,85,38,225,671,0.25073746312684364,0.11209439528023599,0.15570934256055363,0.4643598615916955,25.799713138267357,6.285714285714286,0.3216976900726392
181,COL,Victor Vodnik,680767,R,Victor Vodnik,680767,1499,354.0,73,42,144,717,0.2062146892655367,0.11864406779661017,0.09606404269513008,0.4783188792528352,27.254362017804155,4.751928783382789,0.34115005793450887
182,TEX,Caleb Boushley,676961,R,Caleb Boushley,676961,202,53.0,8,4,16,89,0.1509433962264151,0.07547169811320754,0.07920792079207921,0.4405940594059406,26.808333333333334,5.7375,0.33718496774193546
183,TEX,Chris Martin,455119,R,Chris Martin,455119,846,229.0,65,3,114,470,0.2838427947598253,0.013100436681222707,0.1347517730496454,0.5555555555555556,32.32953667953668,6.566280566280566,0.2822876578947368
184,TEX,Hoby Milner,571948,L,Hoby Milner,571948,1273,318.0,79,16,105,661,0.24842767295597484,0.050314465408805034,0.08248232521602514,0.5192458758837392,25.88586956521739,3.8282608695652174,0.27338194680851063
185,TEX,Jacob Webb,657097,R,Jacob Webb,657097,1150,298.0,70,30,156,599,0.2348993288590604,0.10067114093959731,0.1356521739130435,0.5208695652173913,27.29456207892204,8.073147256977864,0.2960313180076628
186,TEX,Luke Jackson,592426,R,Luke Jackson,592426,1076,282.0,67,30,145,504,0.2375886524822695,0.10638297872340426,0.13475836431226765,0.4684014869888476,26.058650843222985,1.995003123048095,0.30460272857142856
187,TEX,Robert Garcia,676395,L,Robert Garcia,676395,1138,298.0,85,19,169,599,0.28523489932885904,0.06375838926174497,0.14850615114235502,0.5263620386643234,27.44379518072289,6.021686746987951,0.27183271496437056
188,TEX,Shawn Armstrong,542888,R,Shawn Armstrong,542888,1361,357.0,82,33,153,732,0.22969187675070027,0.09243697478991597,0.112417340191036,0.5378398236590742,29.544810009267838,9.203429101019463,0.30698156708407875
189,LAA,Brock Burke,656271,L,Brock Burke,656271,777,201.0,52,18,117,424,0.25870646766169153,0.08955223880597014,0.15057915057915058,0.5456885456885456,32.058486102897696,8.153755174452986,0.3050966689189189
190,LAA,Garrett McDaniels,680729,L,Garrett McDaniels,680729,191,50.0,6,8,18,86,0.12,0.16,0.09424083769633508,0.450261780104712,23.46806282722513,1.2513089005235603,0.3876155
191,LAA,Ian Anderson,666120,R,Ian Anderson,666120,203,50.0,8,6,21,91,0.16,0.12,0.10344827586206896,0.4482758620689655,27.41871921182266,5.70935960591133,0.36485999999999996
192,LAA,Kenley Jansen,445276,R,Kenley Jansen,445276,942,253.0,70,20,129,547,0.2766798418972332,0.07905138339920949,0.13694267515923567,0.5806794055201698,28.627841250751654,10.612748045700542,0.28627591075514874
193,LAA,Michael Darrell-Hicks,690382,R,Michael Darrell-Hicks,690382,106,31.0,4,4,11,44,0.12903225806451613,0.12903225806451613,0.10377358490566038,0.41509433962264153,26.07264150943396,4.839622641509434,0.38648387096774195
194,LAA,Reid Detmers,672282,L,Reid Detmers,672282,1829,457.0,123,44,258,917,0.26914660831509846,0.0962800875273523,0.14106068890103882,0.5013668671405139,27.01266937669377,6.2831978319783195,0.31694944331797237
195,LAA,Ryan Johnson,696270,R,Ryan Johnson,696270,244,63.0,14,3,34,136,0.2222222222222222,0.047619047619047616,0.13934426229508196,0.5573770491803278,25.829918032786885,5.131147540983607,0.2976984126984127
196,LAA,Ryan Zeferjahn,666171,R,Ryan Zeferjahn,666171,405,105.0,38,7,71,212,0.3619047619047619,0.06666666666666667,0.17530864197530865,0.5234567901234568,24.650123456790123,6.360493827160494,0.2095252
197,MIN,Cole Sands,663485,R,Cole Sands,663485,1341,341.0,94,18,177,686,0.2756598240469208,0.05278592375366569,0.1319910514541387,0.511558538404176,28.37782212086659,7.114025085518814,0.3087119863013698
198,MIN,Danny Coulombe,543056,L,Danny Coulombe,543056,640,151.0,43,6,73,305,0.2847682119205298,0.039735099337748346,0.1140625,0.4765625,25.31605442176871,4.325850340136054,0.25758217270194983
199,MIN,Griffin Jax,643377,R,Griffin Jax,643377,1302,335.0,118,17,257,654,0.3522388059701492,0.050746268656716415,0.19738863287250383,0.5023041474654378,25.12711792252022,3.7164750957854404,0.2555035647840531
200,MIN,Jhoan Duran,661395,R,Jhoan Duran,661395,1095,280.0,81,19,180,558,0.2892857142857143,0.06785714285714285,0.1643835616438356,0.5095890410958904,24.620123106060603,1.4521780303030303,0.2512068240917782
201,MIN,Jorge Alcala,660896,R,Jorge Alcala,660896,1180,294.0,70,27,158,605,0.23809523809523808,0.09183673469387756,0.13389830508474576,0.5127118644067796,25.471714476317544,6.688458972648433,0.30050543324250684
202,MIN,Justin Topa,623437,R,Justin Topa,623437,233,60.0,12,3,22,121,0.2,0.05,0.0944206008583691,0.51931330472103,28.046911649726347,2.591868647380766,0.2545806475903614
203,MIN,Kody Funderburk,681892,L,Kody Funderburk,681892,731,177.0,36,16,76,371,0.2033898305084746,0.0903954802259887,0.1039671682626539,0.5075239398084815,23.25774647887324,3.2849404117009753,0.328165045045045
204,MIN,Louis Varland,686973,R,Louie Varland,686973,901,237.0,49,15,106,495,0.20675105485232068,0.06329113924050633,0.11764705882352941,0.5493895671476138,30.90135542168675,6.823293172690763,0.33923029343629346
205,MIN,Louis Varland,686973,R,Louis Varland,686973,234,64.0,20,4,32,129,0.3125,0.0625,0.13675213675213677,0.5512820512820513,32.325641025641026,8.282051282051283,0.3210806451612903
206,SD,Adrian Morejon,670970,L,Adrian Morejon,670970,1280,331.0,82,22,170,694,0.24773413897280966,0.06646525679758308,0.1328125,0.5421875,28.353088133240806,4.414295628036086,0.29221928225806454
207,SD,Alek Jacob,689690,R,Alek Jacob,689690,491,120.0,29,5,56,263,0.24166666666666667,0.041666666666666664,0.11405295315682282,0.5356415478615071,23.475650557620817,6.698884758364312,0.2788665076923077
208,SD,Jason Adam,592094,R,Jason Adam,592094,1387,346.0,104,27,258,636,0.30057803468208094,0.07803468208092486,0.18601297764960345,0.4585436193222783,23.422677714784125,4.295246402093327,0.2781842347670251
209,SD,Jeremiah Estrada,669093,R,Jeremiah Estrada,669093,1230,308.0,114,26,235,637,0.37012987012987014,0.08441558441558442,0.1910569105691057,0.5178861788617887,26.183844580777095,8.702794819359237,0.2898867403314917
210,SD,Logan Gillaspie,670810,R,Logan Gillaspie,670810,263,80.0,11,4,26,153,0.1375,0.05,0.09885931558935361,0.5817490494296578,35.22444933920705,8.202643171806168,0.38449078400000003
211,SD,Robert Suarez,663158,R,Robert Suarez,663158,1172,307.0,75,18,160,626,0.24429967426710097,0.05863192182410423,0.13651877133105803,0.5341296928327645,31.37057371992597,9.155459592843924,0.2729245742092457
212,SD,Wandy Peralta,593974,L,Wandy Peralta,593974,753,205.0,30,16,82,326,0.14634146341463414,0.07804878048780488,0.10889774236387782,0.43293492695883135,26.480318822808094,1.5236051502145922,0.3246640023474178
213,SD,Yuki Matsui,673513,L,Yuki Matsui,673513,1276,305.0,88,27,210,568,0.28852459016393445,0.08852459016393442,0.164576802507837,0.445141065830721,26.83025078369906,7.232758620689655,0.26998688524590164
214,CHC,Brad Keller,641745,R,Brad Keller,641745,972,251.0,48,21,100,463,0.19123505976095617,0.08366533864541832,0.102880658436214,0.4763374485596708,24.759167117360732,2.7571660356949703,0.3322002636165577
215,CHC,Caleb Thielbar,573204,L,Caleb Thielbar,573204,1077,261.0,63,28,124,553,0.2413793103448276,0.10727969348659004,0.11513463324048283,0.5134633240482822,27.921951219512195,8.48395378690629,0.29892894736842107
216,CHC,Daniel Palencia,694037,R,Daniel Palencia,694037,395,102.0,23,16,46,213,0.22549019607843138,0.1568627450980392,0.11645569620253164,0.5392405063291139,26.661192350956128,7.520809898762654,0.3195322968036529
217,CHC,Ethan Roberts,681799,R,Ethan Roberts,681799,601,153.0,32,12,70,297,0.20915032679738563,0.0784313725490196,0.11647254575707154,0.49417637271214643,26.614143094841932,6.311148086522462,0.3318891568627451
218,CHC,Julian Merryweather,657240,R,Julian Merryweather,657240,470,123.0,24,14,50,235,0.1951219512195122,0.11382113821138211,0.10638297872340426,0.5,24.79440518256773,5.131919905771496,0.3042181623529412
219,CHC,Luke Little,681432,L,Luke Little,681432,472,114.0,28,21,43,226,0.24561403508771928,0.18421052631578946,0.09110169491525423,0.4788135593220339,19.332454695222403,1.8253706754530479,0.30415698591549295
220,CHC,Porter Hodge,687863,R,Porter Hodge,687863,901,228.0,68,27,130,447,0.2982456140350877,0.11842105263157894,0.14428412874583796,0.4961154273029967,24.91231964483907,5.268590455049945,0.2689849692982456
221,CHC,Ryan Pressly,519151,R,Ryan Pressly,519151,1173,298.0,63,25,145,581,0.21140939597315436,0.08389261744966443,0.12361466325660699,0.49531116794543906,26.850978607191625,2.8106508875739644,0.30351890941385434
222,SF,Camilo Doval,666808,R,Camilo Doval,666808,1317,323.0,88,40,192,607,0.2724458204334365,0.1238390092879257,0.14578587699316628,0.46089597570235386,23.25050916496945,2.7625254582484726,0.2643439880749574
223,SF,Erik Miller,669062,L,Erik Miller,669062,1425,324.0,96,42,189,653,0.2962962962962963,0.12962962962962962,0.13263157894736843,0.45824561403508773,23.299929824561403,4.784561403508772,0.2810667894736842
224,SF,Hayden Birdsong,806185,R,Hayden Birdsong,806185,1649,385.0,107,49,216,739,0.2779220779220779,0.12727272727272726,0.13098847786537296,0.4481503941782899,23.23450576106731,5.170406306852638,0.32605373107049607
225,SF,Lou Trivino,642152,R,Lou Trivino,642152,195,49.0,10,5,24,90,0.20408163265306123,0.10204081632653061,0.12307692307692308,0.46153846153846156,24.557435897435898,6.2,0.3753015306122449
226,SF,Randy Rodriguez,678495,R,Randy Rodriguez,678495,1066,266.0,68,19,149,525,0.2556390977443609,0.07142857142857142,0.1397748592870544,0.4924953095684803,26.011350844277672,6.016885553470919,0.2746143446969697
227,SF,Ryan Walker,676254,R,Ryan Walker,676254,1414,353.0,109,19,176,746,0.3087818696883853,0.053824362606232294,0.12446958981612447,0.5275813295615276,24.09037304452467,4.444444444444445,0.264605414355628
228,SF,Spencer Bivens,702352,R,Spencer Bivens,702352,984,257.0,48,16,89,513,0.1867704280155642,0.0622568093385214,0.09044715447154472,0.5213414634146342,28.315040650406505,2.5121951219512195,0.310024796875
229,SF,Tyler Rogers,643511,R,Tyler Rogers,643511,1215,349.0,65,7,127,725,0.18624641833810887,0.02005730659025788,0.10452674897119342,0.5967078189300411,30.480761008978195,4.834544677212484,0.2591889799691834
