,Player,Team,FGID,SAVID,Age,PA,AB,BIP,K,K%,BB,BB%,SF,HBP,BABIP,Brl%,Solid%,Flare%,Topped%,Under%,Weak%,H,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS,R,RBI,SB Att,SB,CS,Pos,$,Deep $,G
0,Shohei Ohtani,LAD,19755,660271.0,30,658.0,564.0,408.0,160.0,0.2424,87.0,0.13228571428571428,3.0,4.0,0.384,0.203,0.082,0.199,0.279,0.21,0.028,156.0,72.0,32.0,4.0,48.0,362.0,0.277,0.376,0.605,0.981,123.0,93.0,29.7,24.9,5.0,"UT, P",25.11,17.36,146.0
0,Aaron Judge,NYY,15640,592450.0,32,635.0,526.0,373.0,156.0,0.24563200000000004,100.0,0.158,3.0,5.0,0.401,0.226,0.082,0.214,0.222,0.233,0.022,150.0,72.0,30.0,2.0,46.0,329.0,0.284,0.402,0.612,1.014,112.0,99.0,10.3,8.3,2.0,OF,23.15,15.09,141.0
0,Juan Soto,NYM,20123,665742.0,26,626.0,513.0,400.0,116.0,0.1855,108.0,0.17229714285714287,3.0,3.0,0.37,0.17,0.071,0.229,0.293,0.198,0.04,148.0,78.0,29.0,2.0,39.0,307.0,0.288,0.412,0.579,0.991,106.0,93.0,17.2,13.8,3.0,OF,21.77,14.41,139.0
0,Bobby Witt Jr.,KC,25764,677951.0,24,634.0,579.0,472.0,109.0,0.171624,47.0,0.07382857142857144,2.0,6.0,0.356,0.123,0.063,0.246,0.27,0.274,0.024,168.0,96.0,35.0,8.0,30.0,325.0,0.29,0.348,0.531,0.879,100.0,91.0,32.9,25.5,7.0,SS,18.38,13.61,141.0
0,Julio Rodriguez,SEA,23697,677594.0,24,620.0,569.0,430.0,141.0,0.226964,41.0,0.06580571428571429,2.0,8.0,0.356,0.105,0.076,0.247,0.341,0.201,0.03,153.0,94.0,30.0,2.0,27.0,284.0,0.269,0.326,0.474,0.8,95.0,84.0,24.3,19.5,5.0,OF,18.23,12.41,138.0
0,Corbin Carroll,ARI,25878,682998.0,24,611.0,537.0,408.0,131.0,0.21463600000000002,63.0,0.10324571428571427,2.0,9.0,0.342,0.111,0.081,0.211,0.291,0.273,0.033,139.0,73.0,30.0,9.0,27.0,288.0,0.259,0.346,0.5,0.846,95.0,81.0,27.1,23.1,4.0,OF,18.2,12.45,136.0
0,Cal Raleigh,SEA,21534,663728.0,28,611.0,534.0,372.0,164.0,0.26890000000000003,70.0,0.11428571428571428,2.0,5.0,0.345,0.165,0.068,0.206,0.182,0.33,0.048,128.0,62.0,26.0,1.0,39.0,281.0,0.24,0.332,0.51,0.843,88.0,95.0,13.6,10.9,3.0,C,17.83,12.26,136.0
0,Jose Ramirez,CLE,13510,608070.0,32,604.0,545.0,469.0,77.0,0.128052,53.0,0.08857142857142856,2.0,4.0,0.315,0.077,0.066,0.239,0.256,0.325,0.038,148.0,90.0,32.0,3.0,23.0,277.0,0.271,0.34,0.467,0.807,86.0,91.0,37.2,30.1,7.0,3B,17.75,13.22,134.0
0,Fernando Tatis Jr.,SD,19709,665487.0,26,618.0,542.0,421.0,123.0,0.19990000000000002,69.0,0.11109714285714285,2.0,5.0,0.342,0.114,0.072,0.223,0.348,0.214,0.029,144.0,86.0,28.0,2.0,28.0,276.0,0.266,0.352,0.479,0.831,97.0,74.0,24.4,20.4,4.0,OF,17.52,12.03,137.0
0,Ronald Acuna Jr.,ATL,18401,660670.0,27,635.0,546.0,413.0,136.0,0.214,77.0,0.12158857142857141,2.0,9.0,0.352,0.133,0.059,0.23,0.334,0.217,0.027,145.0,89.0,27.0,2.0,26.0,268.0,0.266,0.365,0.469,0.834,89.0,92.0,18.7,15.4,3.0,OF,17.32,11.71,141.0
0,Jackson Chourio,MIL,28806,694192.0,21,591.0,550.0,430.0,122.0,0.205872,36.0,0.06114285714285715,2.0,3.0,0.343,0.098,0.066,0.227,0.329,0.221,0.059,148.0,88.0,31.0,3.0,26.0,278.0,0.268,0.316,0.476,0.792,86.0,79.0,27.5,21.8,6.0,OF,17.09,11.82,131.0
0,Kyle Schwarber,,16478,656941.0,32,646.0,547.0,371.0,179.0,0.276872,90.0,0.13914285714285712,2.0,6.0,0.369,0.173,0.069,0.223,0.246,0.251,0.037,137.0,69.0,24.0,2.0,41.0,294.0,0.25,0.361,0.529,0.89,98.0,86.0,10.7,7.4,3.0,UT,17.06,12.13,144.0
0,Elly De La Cruz,CIN,26668,682829.0,23,617.0,552.0,385.0,168.0,0.27252,60.0,0.09782857142857143,2.0,3.0,0.37,0.116,0.056,0.242,0.362,0.189,0.036,143.0,81.0,30.0,4.0,27.0,288.0,0.259,0.334,0.476,0.811,88.0,86.0,42.5,33.9,9.0,SS,16.85,12.86,137.0
0,Pete Alonso,NYM,19251,624413.0,30,640.0,564.0,416.0,151.0,0.2354,60.0,0.09371428571428572,2.0,13.0,0.346,0.156,0.072,0.211,0.279,0.244,0.038,144.0,75.0,29.0,2.0,37.0,291.0,0.255,0.339,0.512,0.851,92.0,100.0,4.8,3.6,1.0,1B,16.72,12.08,142.0
0,Jakob Marsee,MIA,31370,805300.0,23,541.0,464.0,353.0,112.0,0.207584,65.0,0.11942857142857141,2.0,11.0,0.372,0.089,0.072,0.29,0.322,0.194,0.034,132.0,82.0,29.0,2.0,19.0,253.0,0.284,0.383,0.474,0.857,76.0,59.0,51.2,42.3,9.0,OF,16.61,12.11,120.0
0,Brent Rooker,OAK,19627,667670.0,30,608.0,543.0,395.0,149.0,0.24570000000000003,55.0,0.09028571428571429,2.0,9.0,0.372,0.135,0.068,0.239,0.266,0.261,0.031,147.0,81.0,30.0,3.0,33.0,288.0,0.271,0.346,0.52,0.866,86.0,84.0,9.2,7.5,2.0,OF,16.52,11.17,135.0
0,Vladimir Guerrero Jr.,TOR,19611,665489.0,26,637.0,559.0,468.0,94.0,0.14700000000000002,70.0,0.10934857142857143,2.0,6.0,0.358,0.12,0.062,0.259,0.337,0.187,0.035,168.0,104.0,33.0,1.0,29.0,293.0,0.3,0.382,0.52,0.902,93.0,99.0,7.7,5.0,3.0,1B,16.42,11.96,142.0
0,Kyle Tucker,,18345,663656.0,28,560.0,478.0,391.0,89.0,0.1593,78.0,0.13999999999999999,2.0,2.0,0.334,0.107,0.066,0.246,0.253,0.298,0.03,131.0,76.0,27.0,2.0,26.0,255.0,0.273,0.376,0.499,0.875,85.0,74.0,21.0,18.5,3.0,OF,15.85,11.01,124.0
0,Yordan Alvarez,HOU,19556,670541.0,27,558.0,491.0,402.0,91.0,0.1641,56.0,0.09973142857142858,2.0,8.0,0.357,0.132,0.084,0.243,0.219,0.295,0.026,144.0,81.0,31.0,2.0,30.0,274.0,0.292,0.372,0.545,0.917,88.0,91.0,6.3,6.0,0.0,UT,15.26,11.04,124.0
0,Gunnar Henderson,BAL,26289,683002.0,23,626.0,558.0,426.0,133.0,0.21294400000000002,62.0,0.09872857142857144,2.0,5.0,0.366,0.102,0.062,0.278,0.345,0.184,0.029,156.0,96.0,29.0,4.0,28.0,288.0,0.279,0.355,0.493,0.849,91.0,90.0,21.0,17.0,4.0,SS,15.23,11.51,139.0
0,Ketel Marte,ARI,13613,606466.0,31,601.0,529.0,428.0,103.0,0.1714,64.0,0.10657142857142857,2.0,6.0,0.349,0.123,0.058,0.235,0.312,0.232,0.04,149.0,85.0,31.0,4.0,30.0,281.0,0.282,0.365,0.524,0.89,96.0,83.0,7.7,5.8,2.0,2B,15.03,11.11,134.0
0,Jackson Merrill,SD,29490,701538.0,21,579.0,538.0,426.0,114.0,0.197336,37.0,0.06371428571428571,2.0,2.0,0.353,0.127,0.082,0.24,0.29,0.225,0.036,150.0,88.0,33.0,4.0,26.0,275.0,0.279,0.327,0.499,0.826,82.0,83.0,10.5,8.3,2.0,OF,14.89,10.19,129.0
0,George Springer,TOR,12856,543807.0,35,609.0,538.0,416.0,124.0,0.20307200000000003,62.0,0.10205428571428571,2.0,7.0,0.339,0.128,0.058,0.232,0.29,0.235,0.057,141.0,85.0,28.0,2.0,26.0,259.0,0.262,0.345,0.468,0.813,83.0,80.0,12.7,10.1,3.0,OF,14.65,10.06,135.0
0,Seiya Suzuki,CHC,30116,673548.0,30,598.0,528.0,377.0,153.0,0.2566,64.0,0.10657142857142857,2.0,4.0,0.345,0.139,0.078,0.224,0.249,0.287,0.023,130.0,72.0,27.0,3.0,28.0,252.0,0.246,0.331,0.468,0.799,78.0,84.0,12.3,8.6,4.0,OF,14.45,9.9,133.0
0,Jazz Chisholm,NYY,20454,665862.0,27,552.0,493.0,351.0,143.0,0.2592,54.0,0.09710857142857143,2.0,4.0,0.334,0.12,0.06,0.218,0.302,0.25,0.05,117.0,69.0,21.0,2.0,25.0,239.0,0.238,0.318,0.444,0.762,75.0,80.0,30.8,25.8,5.0,"2B, 3B",14.41,11.17,123.0
0,Francisco Lindor,NYM,12916,596019.0,31,644.0,577.0,459.0,119.0,0.1854,55.0,0.086,2.0,10.0,0.335,0.1,0.066,0.254,0.26,0.275,0.045,154.0,95.0,30.0,2.0,27.0,286.0,0.267,0.341,0.467,0.807,98.0,73.0,24.0,20.6,3.0,SS,14.39,11.14,143.0
0,Wyatt Langford,TEX,33333,694671.0,23,554.0,482.0,355.0,130.0,0.233964,65.0,0.11762857142857144,2.0,4.0,0.354,0.128,0.063,0.238,0.269,0.258,0.045,126.0,71.0,26.0,3.0,25.0,244.0,0.26,0.352,0.482,0.834,81.0,70.0,20.0,15.9,4.0,OF,14.3,10.04,123.0
0,Manny Machado,SD,11493,592518.0,32,595.0,545.0,428.0,119.0,0.199692,47.0,0.07914285714285714,2.0,2.0,0.343,0.116,0.07,0.238,0.305,0.249,0.024,147.0,89.0,29.0,1.0,27.0,267.0,0.269,0.328,0.477,0.806,81.0,88.0,12.3,9.5,3.0,3B,14.25,10.71,132.0
0,Junior Caminero,TB,28163,691406.0,21,519.0,482.0,383.0,102.0,0.19603199999999998,32.0,0.062,2.0,2.0,0.344,0.141,0.056,0.203,0.358,0.211,0.031,132.0,73.0,25.0,1.0,33.0,262.0,0.273,0.32,0.537,0.858,79.0,88.0,6.6,4.5,2.0,3B,14.23,10.6,115.0
0,Teoscar Hernandez,LAD,13066,606192.0,32,562.0,518.0,371.0,149.0,0.26502800000000004,36.0,0.06371428571428571,2.0,6.0,0.348,0.119,0.076,0.216,0.339,0.215,0.034,129.0,74.0,27.0,2.0,26.0,242.0,0.249,0.305,0.457,0.762,76.0,88.0,8.8,6.9,2.0,OF,13.99,9.55,125.0
0,Zach Neto,LAA,31347,687263.0,24,599.0,541.0,395.0,148.0,0.247104,38.0,0.06313142857142857,2.0,18.0,0.356,0.124,0.081,0.228,0.278,0.24,0.049,141.0,78.0,31.0,2.0,31.0,281.0,0.26,0.328,0.493,0.82,89.0,69.0,29.6,22.3,7.0,SS,13.98,10.98,133.0
0,Matt Olson,ATL,14344,621566.0,31,654.0,569.0,412.0,159.0,0.2434,77.0,0.11771428571428572,2.0,5.0,0.352,0.128,0.081,0.229,0.279,0.253,0.03,145.0,83.0,31.0,2.0,30.0,273.0,0.255,0.348,0.473,0.821,94.0,84.0,3.7,3.5,0.0,1B,13.95,10.45,145.0
0,Randy Arozarena,SEA,19290,668227.0,30,633.0,554.0,390.0,165.0,0.2613,60.0,0.09542857142857143,2.0,17.0,0.333,0.101,0.072,0.227,0.305,0.256,0.039,130.0,78.0,27.0,2.0,22.0,240.0,0.235,0.327,0.411,0.738,76.0,79.0,24.2,18.4,6.0,OF,13.9,9.75,141.0
0,Oneil Cruz,PIT,21711,665833.0,26,517.0,459.0,304.0,157.0,0.3035,53.0,0.10322857142857143,2.0,3.0,0.359,0.156,0.052,0.212,0.343,0.212,0.024,109.0,60.0,25.0,2.0,22.0,227.0,0.238,0.32,0.444,0.764,75.0,64.0,29.8,26.5,3.0,OF,13.86,10.0,115.0
0,Freddie Freeman,LAD,5361,518692.0,35,661.0,583.0,454.0,131.0,0.198496,67.0,0.10205428571428571,2.0,8.0,0.345,0.096,0.067,0.28,0.268,0.248,0.041,157.0,98.0,34.0,2.0,23.0,269.0,0.269,0.352,0.452,0.804,88.0,93.0,8.7,7.0,2.0,1B,13.83,10.41,147.0
0,Cody Bellinger,NYY,15998,641355.0,29,598.0,543.0,453.0,91.0,0.15259999999999999,50.0,0.0842857142857143,2.0,3.0,0.309,0.073,0.069,0.234,0.263,0.325,0.036,140.0,88.0,27.0,2.0,23.0,247.0,0.258,0.324,0.442,0.765,78.0,83.0,12.3,9.9,2.0,OF,13.82,9.54,133.0
0,Jarren Duran,BOS,24617,680776.0,28,602.0,544.0,407.0,139.0,0.23060000000000005,49.0,0.08171428571428571,2.0,6.0,0.354,0.093,0.071,0.242,0.324,0.239,0.031,144.0,83.0,36.0,6.0,18.0,265.0,0.265,0.332,0.457,0.789,85.0,64.0,24.7,20.7,4.0,OF,13.69,9.78,134.0
0,Nick Kurtz,OAK,35110,701762.0,22,493.0,428.0,284.0,145.0,0.29468,61.0,0.12318285714285714,2.0,3.0,0.431,0.184,0.077,0.24,0.266,0.206,0.028,123.0,56.0,29.0,3.0,35.0,264.0,0.287,0.378,0.613,0.99,80.0,78.0,4.7,3.6,1.0,1B,13.68,10.44,110.0
0,Taylor Ward,LAA,17548,621493.0,31,605.0,535.0,384.0,153.0,0.25270000000000004,62.0,0.10314285714285715,2.0,6.0,0.34,0.126,0.068,0.228,0.252,0.297,0.03,130.0,75.0,27.0,2.0,27.0,244.0,0.244,0.329,0.451,0.78,76.0,86.0,8.4,5.8,3.0,OF,13.67,9.35,134.0
0,Brandon Nimmo,NYM,12927,607043.0,32,644.0,575.0,430.0,147.0,0.228524,56.0,0.08771428571428572,2.0,10.0,0.331,0.088,0.074,0.239,0.34,0.234,0.025,142.0,90.0,28.0,2.0,22.0,251.0,0.248,0.325,0.419,0.745,81.0,80.0,13.5,11.4,2.0,OF,13.51,9.36,143.0
0,Pete Crow-Armstrong,CHC,27769,691718.0,23,480.0,445.0,335.0,112.0,0.23365999999999998,25.0,0.05282857142857143,2.0,8.0,0.332,0.122,0.062,0.212,0.25,0.287,0.067,111.0,62.0,22.0,3.0,24.0,230.0,0.25,0.3,0.474,0.774,63.0,68.0,29.7,24.5,5.0,OF,13.47,9.77,107.0
0,Ian Happ,CHC,17919,664023.0,30,630.0,546.0,398.0,150.0,0.2382,76.0,0.12114285714285715,2.0,5.0,0.346,0.104,0.087,0.256,0.254,0.261,0.038,138.0,81.0,31.0,2.0,24.0,252.0,0.252,0.348,0.447,0.795,83.0,73.0,12.4,10.0,2.0,OF,13.36,9.3,140.0
0,Brice Turang,MIL,22186,668930.0,25,612.0,550.0,426.0,126.0,0.2056,58.0,0.09441714285714287,1.0,2.0,0.332,0.064,0.053,0.281,0.337,0.212,0.054,142.0,98.0,23.0,3.0,17.0,247.0,0.257,0.33,0.405,0.734,82.0,65.0,37.1,30.8,6.0,2B,13.33,10.69,136.0
0,Josh Naylor,,18839,647304.0,27,569.0,513.0,425.0,90.0,0.1577,49.0,0.08661714285714285,2.0,5.0,0.326,0.074,0.069,0.251,0.33,0.243,0.033,139.0,89.0,27.0,1.0,21.0,244.0,0.27,0.339,0.452,0.791,75.0,86.0,19.2,15.6,4.0,1B,13.16,10.28,126.0
0,Riley Greene,DET,25976,682985.0,24,571.0,517.0,359.0,160.0,0.28045999999999993,48.0,0.08452571428571429,2.0,4.0,0.358,0.146,0.06,0.224,0.3,0.238,0.031,129.0,72.0,26.0,4.0,27.0,245.0,0.249,0.316,0.468,0.784,73.0,84.0,4.8,3.9,1.0,OF,13.01,8.94,127.0
0,Bryce Harper,PHI,11579,547180.0,32,594.0,517.0,389.0,130.0,0.21835200000000002,71.0,0.11942857142857143,2.0,4.0,0.354,0.111,0.078,0.241,0.302,0.234,0.033,138.0,80.0,31.0,2.0,25.0,254.0,0.266,0.359,0.478,0.837,79.0,84.0,13.0,10.1,3.0,1B,12.96,10.03,132.0
0,Byron Buxton,MIN,14161,621439.0,31,489.0,445.0,319.0,129.0,0.263,33.0,0.06714285714285714,2.0,9.0,0.367,0.15,0.066,0.223,0.25,0.278,0.033,117.0,62.0,25.0,3.0,27.0,241.0,0.263,0.324,0.515,0.84,76.0,60.0,14.1,12.8,1.0,OF,12.76,9.13,109.0
0,Maikel Garcia,KC,22715,672580.0,25,620.0,564.0,473.0,93.0,0.1501,53.0,0.08558857142857144,2.0,1.0,0.308,0.055,0.069,0.243,0.358,0.243,0.032,146.0,98.0,30.0,3.0,14.0,248.0,0.258,0.322,0.401,0.723,77.0,69.0,36.1,28.7,7.0,3B,12.58,10.16,138.0
0,Michael Harris II,ATL,25931,671739.0,24,511.0,485.0,385.0,102.0,0.1996,20.0,0.03906285714285714,2.0,4.0,0.343,0.101,0.065,0.234,0.357,0.193,0.05,132.0,83.0,24.0,3.0,22.0,236.0,0.272,0.306,0.468,0.774,67.0,74.0,16.3,12.8,4.0,OF,12.57,8.96,114.0
0,James Wood,WSH,29518,695578.0,22,513.0,446.0,295.0,153.0,0.29784,63.0,0.12227428571428571,2.0,3.0,0.392,0.154,0.069,0.259,0.347,0.136,0.034,115.0,65.0,23.0,2.0,26.0,230.0,0.259,0.353,0.494,0.847,73.0,62.0,18.3,14.2,4.0,OF,12.57,9.03,114.0
0,Jo Adell,LAA,20220,666176.0,25,483.0,442.0,316.0,128.0,0.2652,32.0,0.06704857142857143,2.0,7.0,0.348,0.145,0.075,0.199,0.291,0.25,0.04,110.0,58.0,21.0,2.0,29.0,229.0,0.249,0.309,0.503,0.811,64.0,72.0,12.9,9.6,3.0,OF,12.47,8.85,107.0
0,Bryan Reynolds,PIT,19326,668804.0,30,607.0,543.0,396.0,149.0,0.24480000000000002,54.0,0.08857142857142856,2.0,8.0,0.351,0.096,0.079,0.262,0.333,0.197,0.033,139.0,86.0,30.0,3.0,20.0,241.0,0.256,0.331,0.432,0.763,74.0,78.0,9.7,8.1,2.0,OF,11.99,8.42,135.0
0,Mark Vientos,NYM,22184,668901.0,25,587.0,538.0,385.0,155.0,0.2641,41.0,0.07058,2.0,6.0,0.342,0.116,0.069,0.246,0.306,0.224,0.039,132.0,77.0,25.0,2.0,28.0,245.0,0.244,0.305,0.451,0.756,77.0,85.0,2.3,2.2,0.0,3B,11.83,9.06,130.0
0,Austin Riley,ATL,18360,663586.0,27,601.0,547.0,389.0,160.0,0.2665,43.0,0.07088,2.0,9.0,0.361,0.14,0.078,0.235,0.25,0.267,0.03,140.0,80.0,31.0,2.0,27.0,259.0,0.257,0.32,0.471,0.791,81.0,79.0,4.2,3.1,1.0,3B,11.82,9.11,134.0
0,Jose Altuve,HOU,5417,514888.0,34,572.0,521.0,418.0,104.0,0.18196400000000001,44.0,0.07742857142857143,1.0,6.0,0.318,0.066,0.048,0.239,0.296,0.274,0.077,133.0,88.0,25.0,1.0,19.0,224.0,0.255,0.32,0.415,0.735,71.0,75.0,14.5,10.9,4.0,"OF, 2B",11.75,8.36,127.0
0,Luis Robert,CWS,20043,673357.0,27,506.0,456.0,313.0,144.0,0.2845,42.0,0.08399428571428572,1.0,6.0,0.341,0.098,0.058,0.259,0.27,0.272,0.043,107.0,67.0,22.0,1.0,17.0,202.0,0.235,0.308,0.401,0.708,62.0,66.0,31.2,25.3,6.0,OF,11.71,8.68,112.0
0,Jurickson Profar,ATL,10815,595777.0,32,619.0,537.0,438.0,101.0,0.163464,71.0,0.1142857142857143,1.0,9.0,0.322,0.074,0.057,0.257,0.279,0.292,0.04,141.0,91.0,29.0,2.0,19.0,239.0,0.262,0.357,0.431,0.788,86.0,61.0,11.9,9.8,2.0,OF,11.7,8.34,138.0
0,Rafael Devers,SF,17350,646240.0,28,622.0,532.0,376.0,158.0,0.25429999999999997,82.0,0.13228571428571428,2.0,6.0,0.352,0.137,0.069,0.228,0.302,0.234,0.03,132.0,74.0,29.0,2.0,26.0,248.0,0.248,0.354,0.461,0.816,84.0,79.0,5.1,3.9,1.0,1B,11.64,9.08,138.0
0,Alex Bregman,BOS,17678,608324.0,31,636.0,569.0,478.0,93.0,0.14700000000000002,56.0,0.08857142857142856,2.0,8.0,0.323,0.068,0.075,0.249,0.282,0.298,0.028,154.0,100.0,32.0,2.0,20.0,255.0,0.271,0.345,0.442,0.787,80.0,84.0,6.4,4.7,2.0,3B,11.58,8.97,141.0
0,Trea Turner,PHI,16252,607208.0,31,608.0,562.0,455.0,109.0,0.179,40.0,0.06542857142857143,1.0,5.0,0.342,0.064,0.058,0.256,0.349,0.237,0.036,156.0,106.0,28.0,3.0,18.0,263.0,0.277,0.329,0.435,0.764,89.0,64.0,26.4,22.7,4.0,SS,11.56,9.53,135.0
0,Roman Anthony,BOS,31812,701350.0,20,509.0,435.0,302.0,135.0,0.2656,63.0,0.12457142857142858,2.0,8.0,0.406,0.158,0.076,0.234,0.379,0.125,0.029,122.0,68.0,29.0,1.0,24.0,233.0,0.281,0.382,0.521,0.903,77.0,56.0,12.9,9.3,4.0,OF,11.49,8.31,113.0
0,Dylan Crews,WSH,33541,686611.0,23,515.0,464.0,351.0,114.0,0.22089999999999999,42.0,0.08072857142857143,1.0,8.0,0.324,0.095,0.047,0.25,0.357,0.204,0.045,114.0,72.0,22.0,1.0,19.0,209.0,0.245,0.318,0.417,0.735,59.0,62.0,29.3,22.6,7.0,OF,11.3,8.46,114.0
0,Matt Chapman,SF,16505,656305.0,31,593.0,517.0,377.0,142.0,0.23959999999999995,67.0,0.11342857142857142,2.0,7.0,0.342,0.105,0.071,0.241,0.272,0.279,0.031,129.0,77.0,28.0,3.0,20.0,232.0,0.249,0.342,0.432,0.774,72.0,82.0,13.6,11.1,3.0,3B,11.21,8.88,132.0
0,Andy Pages,LAD,24816,681624.0,24,499.0,461.0,351.0,111.0,0.222524,28.0,0.05689142857142857,2.0,8.0,0.355,0.097,0.065,0.27,0.261,0.27,0.036,125.0,75.0,27.0,1.0,22.0,223.0,0.271,0.324,0.475,0.799,64.0,72.0,10.2,7.2,3.0,OF,11.02,7.91,111.0
0,Tyler Soderstrom,OAK,27467,691016.0,23,463.0,416.0,310.0,107.0,0.231696,41.0,0.08792857142857144,2.0,5.0,0.366,0.124,0.07,0.246,0.356,0.178,0.026,114.0,65.0,25.0,2.0,22.0,212.0,0.273,0.343,0.499,0.842,64.0,73.0,7.1,5.5,2.0,"OF, 1B",10.96,7.84,103.0
0,Salvador Perez,KC,7304,521692.0,34,527.0,486.0,379.0,109.0,0.207028,29.0,0.05514285714285714,2.0,10.0,0.326,0.13,0.069,0.223,0.261,0.283,0.035,124.0,70.0,26.0,2.0,26.0,231.0,0.254,0.308,0.473,0.781,68.0,80.0,1.8,1.6,0.0,"C, 1B",10.83,7.94,117.0
0,Nico Hoerner,CHC,21479,663538.0,27,619.0,566.0,505.0,62.0,0.1005,42.0,0.06825714285714285,1.0,9.0,0.315,0.03,0.044,0.289,0.343,0.254,0.04,159.0,118.0,27.0,3.0,11.0,242.0,0.281,0.34,0.394,0.735,74.0,65.0,27.4,23.1,4.0,2B,10.62,8.91,138.0
0,Jeremy Pena,HOU,21636,665161.0,27,600.0,553.0,449.0,106.0,0.1763,35.0,0.05864,2.0,10.0,0.33,0.073,0.058,0.243,0.372,0.212,0.043,148.0,99.0,28.0,2.0,19.0,249.0,0.268,0.322,0.431,0.753,84.0,71.0,20.2,15.5,5.0,SS,10.52,8.71,133.0
0,Shea Langeliers,OAK,25816,669127.0,27,488.0,447.0,337.0,112.0,0.22870000000000001,36.0,0.07437714285714285,2.0,3.0,0.334,0.11,0.07,0.214,0.278,0.299,0.029,112.0,62.0,24.0,2.0,25.0,217.0,0.252,0.312,0.478,0.79,67.0,75.0,6.9,4.9,2.0,C,10.49,7.82,108.0
0,Daulton Varsho,TOR,19918,662139.0,28,498.0,453.0,323.0,131.0,0.26370000000000005,39.0,0.07914285714285714,2.0,4.0,0.316,0.107,0.079,0.205,0.208,0.328,0.073,102.0,54.0,22.0,3.0,24.0,207.0,0.226,0.292,0.444,0.736,64.0,69.0,10.2,8.1,2.0,OF,10.38,7.5,111.0
0,Anthony Santander,TOR,14551,623993.0,30,567.0,510.0,388.0,123.0,0.217,49.0,0.086,2.0,7.0,0.304,0.089,0.08,0.209,0.245,0.337,0.04,118.0,67.0,26.0,1.0,23.0,218.0,0.232,0.307,0.424,0.731,69.0,74.0,3.0,2.6,0.0,OF,10.32,7.31,126.0
0,Willy Adames,SF,15986,642715.0,29,623.0,551.0,395.0,158.0,0.2536,67.0,0.10828571428571429,2.0,3.0,0.337,0.117,0.072,0.232,0.223,0.314,0.042,133.0,77.0,29.0,2.0,25.0,250.0,0.241,0.326,0.438,0.764,78.0,77.0,14.2,11.3,3.0,SS,10.25,8.4,138.0
0,Brenton Doyle,COL,25479,686668.0,26,496.0,460.0,336.0,125.0,0.2519,33.0,0.06650857142857143,2.0,2.0,0.339,0.103,0.067,0.219,0.326,0.238,0.047,114.0,70.0,23.0,3.0,18.0,210.0,0.248,0.3,0.429,0.729,60.0,64.0,18.4,15.5,3.0,OF,10.21,7.62,110.0
0,Vinnie Pasquantino,KC,27676,686469.0,27,560.0,512.0,428.0,86.0,0.1536,41.0,0.07350285714285715,2.0,5.0,0.315,0.094,0.077,0.222,0.302,0.279,0.026,135.0,80.0,31.0,3.0,22.0,240.0,0.264,0.323,0.463,0.786,73.0,79.0,3.1,3.0,0.0,1B,10.06,8.15,124.0
0,Kyle Stowers,MIA,26151,669065.0,27,494.0,444.0,301.0,145.0,0.29269999999999996,44.0,0.08836571428571428,2.0,5.0,0.382,0.16,0.062,0.248,0.273,0.211,0.045,115.0,65.0,26.0,2.0,22.0,216.0,0.259,0.331,0.478,0.81,64.0,68.0,6.4,4.8,2.0,OF,10.03,7.27,110.0
0,Ben Rice,NYY,29576,700250.0,26,472.0,418.0,320.0,99.0,0.2106,46.0,0.09798285714285715,2.0,6.0,0.329,0.143,0.074,0.232,0.277,0.243,0.031,105.0,56.0,23.0,2.0,24.0,209.0,0.252,0.334,0.491,0.825,66.0,71.0,7.5,5.9,2.0,"C, 1B",10.0,7.57,105.0
0,Drake Baldwin,ATL,31539,686948.0,24,473.0,428.0,355.0,74.0,0.156976,41.0,0.0872,2.0,3.0,0.351,0.115,0.058,0.241,0.373,0.172,0.04,125.0,76.0,23.0,1.0,25.0,225.0,0.291,0.356,0.523,0.88,63.0,71.0,3.1,2.2,1.0,C,9.99,7.55,105.0
0,Christian Walker,HOU,13419,572233.0,34,561.0,509.0,360.0,151.0,0.26848,42.0,0.07485714285714286,2.0,8.0,0.338,0.122,0.06,0.228,0.267,0.285,0.037,122.0,71.0,24.0,1.0,25.0,227.0,0.239,0.306,0.441,0.746,70.0,80.0,4.0,3.1,1.0,1B,9.95,8.06,125.0
0,William Contreras,MIL,20503,661388.0,27,568.0,495.0,386.0,111.0,0.19540000000000002,68.0,0.11896571428571429,2.0,3.0,0.333,0.077,0.086,0.231,0.363,0.207,0.036,129.0,82.0,27.0,2.0,18.0,220.0,0.26,0.352,0.432,0.784,70.0,73.0,10.1,8.1,2.0,C,9.94,7.53,126.0
0,Michael Busch,CHC,26319,683737.0,27,520.0,460.0,330.0,131.0,0.2528,51.0,0.09798285714285715,2.0,7.0,0.353,0.141,0.07,0.232,0.256,0.269,0.031,117.0,65.0,23.0,3.0,26.0,227.0,0.254,0.336,0.483,0.82,75.0,66.0,5.8,5.2,1.0,1B,9.88,8.15,116.0
0,Lawrence Butler,OAK,22542,671732.0,24,483.0,437.0,313.0,125.0,0.259648,44.0,0.09165714285714285,1.0,0.0,0.339,0.093,0.065,0.241,0.324,0.234,0.044,106.0,63.0,23.0,2.0,18.0,201.0,0.243,0.312,0.428,0.74,65.0,57.0,19.5,16.5,3.0,OF,9.87,7.43,107.0
