Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Derek Diamond","PIT",0.0454,0.0598,0.019,4.80321,0.7502,0.0532,0,0,,1,4.376,1.1136,0.5727,0.53369,0.144111,0.3177,0.0196,0.0382,0.6459,5.8131,2.8593,2.03305,1.297,0.147601,0.0726006,0.07499999552965164,0.277008,1.4313,0.300143,0.698307,0.422602,,4.78448,-0.00465126,-0.0442967,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Derek Diamond","sa3020470",682981
"Carson Skipper","COL",0.043,0.055,0,5.16915,1,0,0,0,,1,4.439,1.0921,0.6102,0.57435,0.169778,0.3965,0.0269,0.0421,0.7838,7.0542,3.5685,1.9768,1.528,0.176571,0.0893219,0.08724938333034515,0.272998,1.4886,0.302716,0.702208,0.377973,,5.09045,-0.00467616,-0.0344302,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Carson Skipper","sa3020451",702297
"Daniel Tillo",,0.0502,0.0619,0.0427,4.62384,0.5003,0.1063,0,0,,1,4.435,1.0527,0.5553,0.51376,0.128333,0.4489,0.0131,0.0412,0.7315,6.5835,4.0401,1.62954,1.155,0.164938,0.101218,0.06372041255235672,0.266851,1.5016,0.299626,0.715845,0.457999,,4.81077,-0.0046799,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Tillo","sa876284",664700
"Steven Jennings",,0.0458,0.0523,0,4.67568,1,0,0,0,,1,4.378,1.021,0.5557,0.51952,0.149889,0.4036,0.0266,0.0373,0.7973,7.1757,3.6324,1.97547,1.349,0.182115,0.0921882,0.08992690593004227,0.259328,1.4246,0.29135,0.715288,0.388997,,4.81179,-0.00468127,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Steven Jennings","sa3004812",675651
"Matt Koch",,0.0453,0.0528,0,4.77639,1,0,0,0,,1,4.352,1.0953,0.5677,0.53071,0.158222,0.2957,0.0248,0.0417,0.6962,6.2658,2.6613,2.35441,1.424,0.159972,0.0679458,0.09202664345502853,0.272829,1.391,0.296527,0.703983,0.403,,4.81183,-0.00468165,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Matt Koch","13420",571863
"Juan Then",,0.0454,0.0527,0,4.70799,1,0,0,0,,1,4.448,1.0725,0.5658,0.52311,0.123444,0.4527,0.0266,0.0417,0.7055,6.3495,4.0743,1.55843,1.111,0.158611,0.101776,0.05683453381061554,0.271272,1.5252,0.303731,0.709417,0.482991,,4.81211,-0.00468489,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Juan Then","22828",672730
"Landon Tomkins","PIT",0.0445,0.0536,0,4.70214,1,0,0,0,,1,4.46,1.0678,0.5646,0.52246,0.118444,0.4498,0.0271,0.0571,0.704,6.336,4.0482,1.56514,1.066,0.157848,0.100852,0.05699551850557327,0.270117,1.5176,0.303245,0.704998,0.471258,,4.78761,-0.00468669,-0.0442967,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Landon Tomkins","sa3022798",814280
"Chi Chi González",,0.0453,0.0527,0,4.74669,1,0,0,0,,1,4.354,1.1281,0.5663,0.52741,0.153,0.271,0.0221,0.0404,0.6228,5.6052,2.439,2.29816,1.377,0.143041,0.0622416,0.08079926669597626,0.279053,1.3991,0.298488,0.702844,0.426999,,4.81274,-0.00469189,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Chi Chi Gonzalez","14663",592346
"Richard Guasch","BAL",0.047,0.0511,0,4.7142,1,0,0,0,,1,4.411,0.9999,0.56,0.5238,0.149111,0.4502,0.0268,0.0481,0.8882,7.9938,4.0518,1.9729,1.342,0.20136,0.102063,0.09929721057415009,0.255552,1.4501,0.295887,0.717045,0.394896,,4.79208,-0.00469401,-0.0495773,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Richard Guasch","sa3008434",683014
"Larson Kindreich","TEX",0.0464,0.0517,0,4.55751,1,0,0,0,,1,4.454,0.9598,0.5436,0.50639,0.136333,0.5408,0.027,0.0465,0.8917,8.0253,4.8672,1.64885,1.227,0.200202,0.121419,0.07878313213586807,0.248222,1.5006,0.290089,0.730683,0.395905,,4.88597,-0.00470131,-0.0492908,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Larson Kindreich","sa3017505",695465
"Jordan Brink",,0.0455,0.0526,0,4.72221,1,0,0,0,,1,4.421,1.0293,0.5629,0.52469,0.14,0.4447,0.0268,0.0408,0.7989,7.1901,4.0023,1.79649,1.26,0.180706,0.100588,0.0801176205277443,0.261542,1.474,0.29677,0.712911,0.416003,,4.81384,-0.00470425,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jordan Brink","sa829003",656259
"Jeffrey Colon",,0.0462,0.0547,0.0078,4.66938,0.9002,0.0212,0,0,,1,4.433,1.0738,0.5616,0.51882,0.124556,0.4213,0.0241,0.0523,0.681,6.129,3.7917,1.61643,1.121,0.153621,0.0950372,0.05858335644006729,0.271203,1.4951,0.30098,0.70681,0.482994,,4.81316,-0.00470675,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jeffrey Colon","sa3006421",681738
"Travis Kuhn","TOR",0.0472,0.0533,0.0064,4.67046,0.9159,0.0179,0,0,,1,4.439,1.0553,0.5607,0.51894,0.131333,0.4228,0.0245,0.0578,0.7253,6.5277,3.8052,1.71547,1.182,0.163393,0.0952467,0.06814597547054291,0.266598,1.4781,0.297884,0.708837,0.468178,,4.83367,-0.004707,-0.0494579,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Travis Kuhn","sa3009928",674047
"Ignacio Feliz",,0.0457,0.0523,0,4.68018,1,0,0,0,,1,4.442,0.9848,0.5572,0.52002,0.137556,0.4895,0.027,0.0587,0.8769,7.8921,4.4055,1.79142,1.238,0.197411,0.110198,0.08721297979354858,0.252915,1.4743,0.294249,0.715522,0.403008,,4.81416,-0.00470787,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ignacio Feliz","sa3002982",672553
"Stephen Gonsalves",,0.0467,0.0513,0,4.48542,1,0,0,0,,1,4.468,0.9226,0.5346,0.49838,0.132111,0.5855,0.0269,0.0479,0.9693,8.7237,5.2695,1.65551,1.189,0.216943,0.131043,0.0858997255563736,0.240599,1.5081,0.289219,0.735747,0.37999,,4.81418,-0.00470812,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Stephen Gonsalves","15492",624427
"Luke Russo","PHI",0.0482,0.0592,0.0252,4.78836,0.6702,0.0702,0,0,,1,4.387,1.0154,0.569,0.53204,0.157,0.4191,0.0175,0.045,0.816,7.344,3.7719,1.94703,1.413,0.186004,0.0955322,0.09047185629606247,0.258839,1.4345,0.290993,0.712522,0.399948,,4.93644,-0.00471782,-0.0442366,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Russo","sa3023502",689726
"Zach Neal",,0.0475,0.0591,0.0243,4.75011,0.6949,0.0649,0,0,,1,4.356,1.1039,0.5668,0.52779,0.153444,0.2986,0.0204,0.0437,0.671,6.039,2.6874,2.24715,1.381,0.15404,0.0685491,0.08549128472805023,0.275033,1.4025,0.298018,0.703642,0.429987,,4.81481,-0.00472535,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zach Neal","11294",594943
"Sam Delaplane",,0.0456,0.0525,0,4.71699,1,0,0,0,,1,4.435,0.9824,0.56,0.52411,0.142778,0.4935,0.0269,0.0451,0.8955,8.0595,4.4415,1.81459,1.285,0.201917,0.111274,0.09064261615276337,0.25213,1.4759,0.293767,0.717784,0.383002,,4.81605,-0.0047291,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sam Delaplane","sa3004222",676845
"Gerald Ogando","BAL",0.047,0.051,0,4.67991,1,0,0,0,,1,4.442,1.016,0.5597,0.51999,0.134222,0.4741,0.027,0.0568,0.8391,7.5519,4.2669,1.76988,1.208,0.188901,0.106731,0.08217018842697144,0.259773,1.4901,0.300151,0.714489,0.44559,,4.79453,-0.00473169,-0.0495869,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Gerald Ogando","sa3005026",676012
"Jimmy Lambert",,0.0457,0.053,0.0016,4.74471,0.9777,0.0047,0,0,,1,4.407,0.9916,0.5617,0.52719,0.152778,0.4491,0.0272,0.0389,0.8844,7.9596,4.0419,1.96927,1.375,0.200681,0.101906,0.09877467900514603,0.253024,1.4407,0.291074,0.716492,0.359997,,4.81645,-0.00473359,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jimmy Lambert","19541",669424
"Tanner Tully",,0.0449,0.0531,0,4.55877,1,0,0,0,,1,4.318,1.0949,0.5438,0.50653,0.152778,0.2691,0.0274,0.0363,0.647,5.823,2.4219,2.40431,1.375,0.149838,0.0623205,0.08751737326383591,0.272865,1.364,0.293238,0.713148,0.404792,,4.74345,-0.00474814,-0.0495527,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tanner Tully","19518",668684
"Connor Holden",,0.0456,0.0524,0,4.68306,1,0,0,0,,1,4.394,1.0628,0.5598,0.52034,0.140111,0.3793,0.0267,0.0476,0.7092,6.3828,3.4137,1.86976,1.261,0.161402,0.0863223,0.07507965713739395,0.267904,1.4421,0.295943,0.708138,0.435992,,4.81888,-0.00476093,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Connor Holden","sa3020401",801127
"Mitch Myers","ATH",0.0481,0.0593,0.0248,4.88088,0.6702,0.0702,0,0,,1,4.362,1.1129,0.5819,0.54232,0.157111,0.3059,0.0174,0.0423,0.6294,5.6646,2.7531,2.05754,1.414,0.144292,0.0701284,0.07416322827339172,0.277268,1.4188,0.296158,0.698089,0.430766,,4.96338,-0.00476241,-0.0450611,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Mitch Myers","sa3018179",688490
"Lisandro Santos",,0.0474,0.0507,0,4.51557,1,0,0,0,,1,4.446,0.9872,0.5397,0.50173,0.140556,0.496,0.027,0.0416,0.8549,7.6941,4.464,1.72359,1.265,0.192285,0.111561,0.08072424679994583,0.252584,1.4832,0.290649,0.73343,0.410338,,4.86536,-0.00476402,-0.0499179,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Lisandro Santos","sa945728",670873
"Saul Teran","PHI",0.046,0.0521,0,4.75884,1,0,0,0,,1,4.417,1.002,0.5661,0.52876,0.148889,0.469,0.0268,0.0441,0.8342,7.5078,4.221,1.77868,1.34,0.188861,0.106181,0.08268056064844131,0.256666,1.471,0.29208,0.716721,0.406567,,4.94159,-0.00476471,-0.0442271,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Saul Teran","sa3018296",699703
"Wyatt Sparks",,0.0462,0.0549,0.0083,4.72959,0.8936,0.0226,0,0,,1,4.4,1.034,0.563,0.52551,0.145667,0.4124,0.0237,0.0431,0.7884,7.0956,3.7116,1.91174,1.311,0.179182,0.0937273,0.0854545384645462,0.262137,1.4464,0.295085,0.711005,0.405985,,4.8185,-0.0047668,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Wyatt Sparks","sa1119694",681183
"Valente Bellozo",,0.0466,0.0586,0.0183,4.82328,0.7469,0.0539,0,0,,1,4.336,1.0543,0.5688,0.53592,0.178222,0.3112,0.023,0.04,0.743,6.687,2.8008,2.38753,1.604,0.171356,0.0717712,0.09958486258983612,0.26458,1.3655,0.285966,0.713896,0.334004,,5.01963,-0.0047693,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Valente Bellozo","23899",678368
"Ty Buttrey",,0.0479,0.0537,0.0108,4.33386,0.8747,0.0267,0,0,,1,4.343,0.9778,0.5188,0.48154,0.137444,0.4017,0.0229,0.0406,0.8462,7.6158,3.6153,2.10655,1.237,0.194842,0.0924937,0.10234861075878143,0.250673,1.3795,0.288083,0.725058,0.412549,,4.55641,-0.00477801,-0.055415,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ty Buttrey","14719",621142
"Seongmin Kim","BAL",0.0458,0.0522,0,4.61754,1,0,0,0,,1,4.466,1.0532,0.5547,0.51306,0.122111,0.4769,0.0271,0.0481,0.7385,6.6465,4.2921,1.54854,1.099,0.16536,0.106785,0.05857589840888977,0.267242,1.5301,0.302263,0.717657,0.463002,,4.82058,-0.00478004,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Seongmin Kim","sa3011930",612799
"Luke Westphal",,0.05,0.062,0.0416,4.65759,0.5053,0.1053,0,0,,1,4.414,1.0283,0.5559,0.51751,0.141222,0.4395,0.0131,0.0389,0.7932,7.1388,3.9555,1.80478,1.271,0.179701,0.0995696,0.0801314041018486,0.261282,1.4678,0.295577,0.717981,0.412005,,4.81983,-0.00478166,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Westphal","sa869541",661332
"Andrés Núñez",,0.0462,0.0546,0.0074,4.70475,0.9044,0.0204,0,0,,1,4.415,1.0426,0.5622,0.52275,0.137556,0.4258,0.0242,0.0452,0.7577,6.8193,3.8322,1.77947,1.238,0.171619,0.0964439,0.07517554610967636,0.264351,1.4684,0.296858,0.710287,0.434012,,4.82096,-0.00478428,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Andres Nunez","sa3006796",656804
"Matt Brosky",,0.0487,0.0624,0.0377,4.77567,0.5341,0.0991,0,0,,1,4.398,1.0488,0.5692,0.53063,0.146,0.3984,0.0139,0.0444,0.7702,6.9318,3.5856,1.93323,1.314,0.175125,0.0905866,0.08453842252492905,0.26517,1.4472,0.297071,0.706469,0.420001,,4.82114,-0.00478628,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Matt Brosky","sa3020706",701630
"Reyes Moronta",,0.0457,0.0523,0,4.71069,1,0,0,0,,1,4.423,0.9542,0.5571,0.52341,0.150444,0.4988,0.0267,0.041,0.9444,8.4996,4.4892,1.89334,1.354,0.21352,0.112774,0.10074610263109207,0.245725,1.453,0.288254,0.721117,0.345987,,4.82151,-0.00479053,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Reyes Moronta","14966",606625
"Colton Johnson","ATH",0.0464,0.0516,0,4.71276,1,0,0,0,,1,4.476,1.0546,0.5658,0.52364,0.125556,0.4976,0.0272,0.0463,0.7161,6.4449,4.4784,1.43911,1.13,0.159987,0.111171,0.04881591349840164,0.268203,1.5522,0.300618,0.716641,0.465906,,4.96686,-0.00479069,-0.0450515,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Colton Johnson","sa3017750",687439
"Myung-Ho Jin",,0.0452,0.0529,0,4.80204,1,0,0,0,,1,4.417,1.036,0.5701,0.53356,0.147556,0.4232,0.0268,0.044,0.8165,7.3485,3.8088,1.92935,1.328,0.184854,0.0958116,0.08904234319925308,0.262292,1.4592,0.297562,0.709791,0.393009,,4.82196,-0.00479552,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Myung-Ho Jin","sa3012066",493664
"Taylor Williams",,0.0437,0.0544,0,4.72581,1,0,0,0,,1,4.421,1.0529,0.5648,0.52509,0.134444,0.4267,0.0263,0.0422,0.742,6.678,3.8403,1.73893,1.21,0.167835,0.0965166,0.07131870090961456,0.266415,1.4796,0.298621,0.708391,0.437827,,4.80561,-0.004797,-0.0449574,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Taylor Williams","14899",592865
"Brailyn Marquez",,0.048,0.052,0.0057,4.41135,0.9324,0.0144,0,0,,1,4.463,0.9419,0.5297,0.49015,0.120222,0.5833,0.0251,0.0487,0.9237,8.3133,5.2497,1.58358,1.082,0.206968,0.130697,0.07627156376838684,0.245863,1.5252,0.294817,0.733664,0.436974,,4.74663,-0.00481302,-0.047657,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brailyn Marquez","21896",666622
"Nick Vespi",,0.0473,0.0508,0,4.61457,1,0,0,0,,1,4.429,1.0588,0.5536,0.51273,0.132667,0.439,0.0278,0.0413,0.7486,6.7374,3.951,1.70524,1.194,0.169022,0.0991194,0.06990290433168411,0.268139,1.4978,0.301925,0.719628,0.4586,,4.8035,-0.0048229,-0.0495773,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nick Vespi","21093",663989
"Justin Lawson","NYM",0.0477,0.0504,0,4.48128,1,0,0,0,,1,4.401,0.9895,0.5365,0.49792,0.134,0.4584,0.0267,0.0432,0.8113,7.3017,4.1256,1.76985,1.206,0.184344,0.104158,0.08018630743026733,0.253757,1.4479,0.289598,0.723161,0.424761,,4.75934,-0.00482945,-0.0496114,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Justin Lawson","sa3023504",803088
"Brayan Castillo","COL",0.0422,0.0558,0,5.3262,1,0,0,0,,1,4.531,1.0767,0.6313,0.5918,0.149,0.5225,0.0275,0.0477,0.8389,7.5501,4.7025,1.60555,1.341,0.185147,0.115317,0.06983006745576859,0.271839,1.5992,0.312052,0.69603,0.431115,,5.10494,-0.0048312,-0.0344302,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brayan Castillo","sa3006544",678899
"Michael Flynn",,0.0463,0.0549,0.0083,4.7106,0.8879,0.0239,0,0,,1,4.404,0.9909,0.5585,0.5234,0.150111,0.4366,0.0236,0.0562,0.8701,7.8309,3.9294,1.9929,1.351,0.19757,0.0991371,0.0984332486987114,0.253349,1.4275,0.290831,0.713849,0.373997,,4.82478,-0.00483734,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Michael Flynn","sa3006803",663901
"Luke Shilling",,0.0459,0.0539,0.0047,4.75155,0.9382,0.0132,0,0,,1,4.438,0.996,0.5644,0.52795,0.142889,0.4849,0.0252,0.0441,0.8769,7.8921,4.3641,1.80841,1.286,0.197589,0.109261,0.08832807093858719,0.254797,1.4809,0.295275,0.715537,0.390026,,4.82589,-0.00483971,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Shilling","sa3014781",663443
"Zach Jackson","ATH",0.0461,0.0519,0,4.83885,1,0,0,0,,1,4.488,0.9376,0.5722,0.53765,0.146444,0.5956,0.0291,0.0377,0.9826,8.8434,5.3604,1.64976,1.318,0.218939,0.132709,0.08622993528842926,0.243236,1.5332,0.290262,0.723548,0.346076,,4.97361,-0.00484503,-0.0450323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Zach Jackson","19493",667427
"Peyton Alford","SEA",0.0478,0.0502,0,4.16772,1,0,0,0,,1,4.338,0.9212,0.497,0.46308,0.142444,0.4388,0.0263,0.0405,0.9307,8.3763,3.9492,2.12101,1.282,0.214546,0.101153,0.11339327692985535,0.238733,1.36,0.279569,0.743595,0.360723,,4.56341,-0.00484988,0.0544709,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Peyton Alford","sa3016843",688230
"Daniel Camarena",,0.0461,0.052,0,4.59477,1,0,0,0,,1,4.382,1.0623,0.5487,0.51053,0.143,0.3656,0.0277,0.0444,0.6986,6.2874,3.2904,1.91083,1.287,0.159425,0.0834322,0.07599269598722458,0.267447,1.4279,0.293669,0.716136,0.413005,,4.82694,-0.00485145,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Camarena","14467",547176
"Franklin Dacosta",,0.0462,0.0519,0,4.58253,1,0,0,0,,1,4.44,0.9926,0.5467,0.50917,0.135667,0.498,0.0269,0.0413,0.8447,7.6023,4.482,1.69618,1.221,0.190248,0.112162,0.07808558642864227,0.254467,1.4906,0.293437,0.725705,0.400999,,4.8273,-0.00485557,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Franklin Dacosta","sa3002925",672374
"Dennis Colleran","KCR",0.0453,0.0528,0,4.83012,1,0,0,0,,1,4.468,1.0161,0.5747,0.53668,0.132,0.5053,0.0271,0.0479,0.8235,7.4115,4.5477,1.62972,1.188,0.184311,0.113093,0.07121753692626953,0.259553,1.5214,0.298753,0.70829,0.406104,,4.86374,-0.00486152,-0.0449499,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dennis Colleran","sa3029168",701207
"Hobie Harris","BOS",0.0446,0.0535,0,4.94316,1,0,0,0,,1,4.448,1.0662,0.5883,0.54924,0.14,0.4522,0.0262,0.0335,0.7687,6.9183,4.0698,1.69991,1.26,0.172819,0.101664,0.07115557044744492,0.269086,1.5184,0.303314,0.703342,0.426177,,4.87484,-0.00488482,-0.0441655,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Hobie Harris","18615",665048
"Alex Scherff",,0.045,0.0531,0,4.82031,1,0,0,0,,1,4.446,1.0078,0.5718,0.53559,0.143111,0.4866,0.027,0.0392,0.8604,7.7436,4.3794,1.76819,1.288,0.193522,0.109447,0.08407557755708694,0.257079,1.4944,0.296462,0.712959,0.382732,,4.85218,-0.00488934,-0.0473487,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Alex Scherff","sa3005397",669085
"Sadrac Franco","SDP",0.0461,0.0519,0,4.58577,1,0,0,0,,1,4.403,1.0012,0.5471,0.50953,0.140556,0.4495,0.0267,0.0444,0.8278,7.4502,4.0455,1.8416,1.265,0.188008,0.102089,0.08591868728399277,0.25612,1.4507,0.292662,0.720619,0.412825,,4.78846,-0.00490271,-0.0496816,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sadrac Franco","sa3005073",677614
"Luis Reyes",,0.0441,0.0574,0.0089,4.6647,0.8854,0.0244,0,0,,1,4.439,1.0551,0.5611,0.5183,0.123333,0.4562,0.0237,0.051,0.6815,6.1335,4.1058,1.49386,1.11,0.153526,0.102771,0.050754666328430176,0.26835,1.5113,0.297978,0.709828,0.481917,,4.89707,-0.00490537,-0.0455573,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luis Reyes","sa737048",642530
"Adam Wolf",,0.0488,0.0584,0.0272,4.56579,0.6743,0.0693,0,0,,1,4.431,1.0426,0.5484,0.50731,0.128,0.4191,0.0178,0.0736,0.7231,6.5079,3.7719,1.72536,1.152,0.163191,0.0945836,0.06860753148794174,0.264733,1.4617,0.296255,0.712125,0.456001,,4.83104,-0.00490762,-0.0470228,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Adam Wolf","sa3007587",663684
"Miguel Rodriguez",,0.0456,0.0524,0,4.69377,1,0,0,0,,1,4.401,1.0242,0.5589,0.52153,0.144667,0.4209,0.0267,0.0445,0.7895,7.1055,3.7881,1.87574,1.302,0.179391,0.0956374,0.08375369012355804,0.26024,1.4451,0.293038,0.713201,0.404996,,4.833,-0.00491961,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Miguel Rodriguez","sa3006570",678279
"Jimmy Kingsbury","SEA",0.0483,0.0542,0.0138,4.27383,0.8417,0.0337,0,0,,1,4.331,1.0123,0.5146,0.47487,0.131889,0.3441,0.022,0.0591,0.7447,6.7023,3.0969,2.1642,1.187,0.171946,0.0794505,0.09249596297740936,0.257727,1.3564,0.288545,0.718409,0.450324,,4.56989,-0.00492571,-0.0554055,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jimmy Kingsbury","sa3016838",700675
"Nolan Blackwood",,0.0454,0.0526,0,4.67541,1,0,0,0,,1,4.384,1.0409,0.5575,0.51949,0.147333,0.3932,0.0266,0.0396,0.7601,6.8409,3.5388,1.93311,1.326,0.17338,0.0896898,0.08369069546461105,0.263439,1.4341,0.293573,0.713941,0.417751,,4.82867,-0.00492893,-0.0468911,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Nolan Blackwood","sa874212",670154
"Fernando Romero",,0.0446,0.0672,0.0367,4.96179,0.5193,0.1023,0,0,,1,4.451,1.1495,0.5962,0.55131,0.132556,0.3814,0.0136,0.052,0.5989,5.3901,3.4326,1.57027,1.193,0.134554,0.0856886,0.0488654226064682,0.286116,1.5309,0.309464,0.694778,0.508144,,4.96076,-0.00493693,-0.0465809,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Fernando Romero","15885",622864
"Braden Bristo",,0.0457,0.0524,0,4.71132,1,0,0,0,,1,4.396,1.0035,0.5587,0.52348,0.150444,0.4298,0.0279,0.0437,0.8383,7.5447,3.8682,1.95044,1.354,0.190696,0.0977707,0.09292538464069366,0.255832,1.4333,0.290773,0.715315,0.373006,,4.83481,-0.00493995,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Braden Bristo","20494",668754
"Guillo Zuñiga","SEA",0.0471,0.051,0,4.28913,1,0,0,0,,1,4.34,0.9556,0.5128,0.47657,0.138111,0.4131,0.0285,0.051,0.8758,7.8822,3.7179,2.12007,1.243,0.201797,0.0951843,0.1066129058599472,0.246549,1.3687,0.285637,0.728212,0.402587,,4.57128,-0.00495205,-0.055415,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Guillo Zuniga","19588",670871
