,Unnamed: 0,DATE,TIME,GAME,TEAM,OPP,Pitcher,Proj
111,24,7-23,7:07pm ET,NYY@TOR,NYY,TOR,Max Fried,15.2
112,28,7-23,8:05pm ET,OAK@TEX,OAK,TEX,JP Sears,11.7
113,29,7-23,8:05pm ET,OAK@TEX,TEX,OAK,Patrick Corbin,11.5
114,2,7-23,12:10pm ET,SD@MIA,SD,MIA,Dylan Cease,18.3
115,3,7-23,12:10pm ET,SD@MIA,MIA,SD,Sandy Alcantara,13.3
116,4,7-23,12:15pm ET,SF@ATL,SF,ATL,Justin Verlander,12.6
117,5,7-23,12:15pm ET,SF@ATL,ATL,SF,Spencer Strider,25.3
118,13,7-23,3:10pm ET,STL@COL,COL,STL,Kyle Freeland,9.8
119,12,7-23,3:10pm ET,STL@COL,STL,COL,Andre Pallante,10.7
120,1,7-24,1:10pm ET,BAL@CLE,CLE,BAL,Logan Taylor Allen,
121,0,7-24,1:10pm ET,BAL@CLE,BAL,CLE,Dean Kremer,13.1
122,7,7-24,8:10pm ET,OAK@HOU,HOU,OAK,Lance McCullers Jr.,13.9
123,6,7-24,8:10pm ET,OAK@HOU,OAK,HOU,Luis Severino,11.4
124,5,7-24,7:45pm ET,SD@STL,STL,SD,Sonny Gray,15.5
125,4,7-24,7:45pm ET,SD@STL,SD,STL,Yu Darvish,12.1
126,9,7-24,9:38pm ET,SEA@LAA,LAA,SEA,Yusei Kikuchi,17.0
127,8,7-24,9:38pm ET,SEA@LAA,SEA,LAA,Logan Evans,12.4
128,2,7-24,6:40pm ET,TOR@DET,TOR,DET,Eric Lauer,14.0
129,3,7-24,6:40pm ET,TOR@DET,DET,TOR,Keider Montero,9.6
130,2,7-25,6:40pm ET,ARI@PIT,ARI,PIT,Ryne Nelson,12.7
131,3,7-25,6:40pm ET,ARI@PIT,PIT,ARI,Mike Burrows,13.5
132,18,7-25,8:05pm ET,ATL@TEX,ATL,TEX,Joey Wentz,10.5
133,19,7-25,8:05pm ET,ATL@TEX,TEX,ATL,Kumar Rocker,14.5
134,17,7-25,7:40pm ET,CHC@CWS,CWS,CHC,Adrian Houser,12.1
135,16,7-25,7:40pm ET,CHC@CWS,CHC,CWS,Shota Imanaga,13.4
136,22,7-25,8:10pm ET,CLE@KC,CLE,KC,Gavin Williams,15.9
137,23,7-25,8:10pm ET,CLE@KC,KC,CLE,Michael Wacha,11.6
138,4,7-25,7:05pm ET,COL@BAL,COL,BAL,Antonio Senzatela,9.7
139,5,7-25,7:05pm ET,COL@BAL,BAL,COL,Trevor Rogers,12.4
140,8,7-25,7:10pm ET,LAD@BOS,LAD,BOS,Emmet Sheehan,13.3
141,9,7-25,7:10pm ET,LAD@BOS,BOS,LAD,Brayan Bello,12.3
142,0,7-25,4:10pm ET,MIA@MIL,MIA,MIL,Cal Quantrill,11.5
