,player_name,pitcher,fDurability,fERA,fControl,fStuff
1046,Cody Sedlock,642060.0,,,,98.0
1047,Cody Stashak,664054.0,,95.0,122.0,104.0
1048,Cody Tucker,688398.0,,85.0,88.0,89.0
1049,Cohen Achen,828494.0,111.0,100.0,105.0,78.0
1050,Colby Holcombe,802418.0,82.0,94.0,97.0,87.0
1051,Colby Langford,815308.0,109.0,106.0,68.0,108.0
1052,Colby Martin,814508.0,116.0,103.0,100.0,122.0
1053,Colby White,686831.0,,92.0,86.0,96.0
1054,Cole Ayers,681408.0,101.0,95.0,88.0,88.0
1055,Cole Duensing,670033.0,,85.0,,
1056,Cole Gilley,809126.0,40.0,,,101.0
1057,Cole Henry,669371.0,95.0,90.0,87.0,98.0
1058,Cole Hertzler,826315.0,40.0,94.0,112.0,100.0
1059,Cole Hillier,815779.0,130.0,103.0,101.0,93.0
1060,Cole Irvin,608344.0,,90.0,113.0,72.0
1061,Cole Kirschsieper,687243.0,,93.0,103.0,86.0
1062,Cole McDonald,680423.0,,107.0,106.0,109.0
1063,Cole Miller,800612.0,71.0,100.0,113.0,98.0
1064,Cole Paplham,800996.0,78.0,92.0,88.0,95.0
1065,Cole Patten,696516.0,,92.0,109.0,97.0
1066,Cole Percival,676931.0,,99.0,96.0,93.0
1067,Cole Peschl,828497.0,65.0,96.0,115.0,95.0
1068,Cole Ragans,666142.0,141.0,96.0,110.0,109.0
1069,Cole Reynolds,822636.0,,95.0,89.0,87.0
1070,Cole Sands,663485.0,150.0,100.0,,104.0
1071,Cole Schoenwetter,800616.0,106.0,90.0,84.0,90.0
1072,Cole Stupp,688501.0,,92.0,,99.0
1073,Cole Sulser,642121.0,144.0,112.0,112.0,105.0
1074,Cole Tolbert,824613.0,40.0,,,
1075,Cole Uvila,664114.0,,,,102.0
1076,Cole Waites,686972.0,75.0,97.0,85.0,101.0
1077,Cole Wilcox,677961.0,124.0,101.0,102.0,97.0
1078,Cole Winn,668390.0,135.0,98.0,92.0,93.0
1079,Cole Zaffiro,813866.0,,92.0,89.0,89.0
1080,Coleman Crow,689441.0,40.0,114.0,118.0,112.0
1081,Coleman Huntley III,668319.0,,85.0,99.0,95.0
1082,Colin Fields,802953.0,125.0,112.0,121.0,106.0
1083,Colin Holderman,670059.0,129.0,90.0,102.0,104.0
1084,Colin Peluse,668761.0,150.0,97.0,116.0,90.0
1085,Colin Poche,621363.0,,95.0,95.0,90.0
1086,Colin Rea,607067.0,139.0,94.0,,101.0
1087,Colin Selby,681882.0,144.0,112.0,100.0,111.0
1088,Collin Baumgartner,694677.0,128.0,106.0,99.0,102.0
1089,Collin Kober,676830.0,,93.0,105.0,90.0
1090,Collin Lowe,806331.0,,102.0,120.0,84.0
1091,Collin McHugh,543521.0,,,,99.0
1092,Collin Snider,676092.0,147.0,90.0,108.0,91.0
1093,Collin Wiles,621079.0,,90.0,98.0,96.0
1094,Colson Lawrence,90.0,,91.0,,
1095,Colson Lawrence,804673.0,,,,103.0
1096,Colten Brewer,605155.0,,109.0,104.0,106.0
1097,Colten Schmidt,679793.0,,85.0,,99.0
1098,Colton Cosper,836128.0,,,,94.0
1099,Colton Eastman,663678.0,,90.0,89.0,80.0
1100,Colton Gordon,676467.0,147.0,101.0,115.0,93.0
1101,Colton Hock,656544.0,,,,100.0
1102,Colton Johnson,687439.0,103.0,95.0,87.0,68.0
1103,Colton Shaw,823764.0,40.0,,,
1104,Connelly Early,813349.0,133.0,116.0,110.0,112.0
1105,Conner Greene,641632.0,,96.0,103.0,98.0
1106,Conner Loeprich,681963.0,,95.0,110.0,96.0
1107,Conner Nurse,671128.0,,90.0,,
1108,Conner Whittaker,701422.0,,97.0,118.0,74.0
1109,Connery Peters,681553.0,,103.0,95.0,92.0
1110,Connor Brogdon,641401.0,144.0,95.0,117.0,109.0
1111,Connor Cooke,701566.0,40.0,94.0,83.0,113.0
1112,Connor Curlis,682029.0,,89.0,93.0,
1113,Connor Fenlong,689181.0,,89.0,,82.0
1114,Connor Foley,805879.0,40.0,92.0,91.0,100.0
1115,Connor Gillispie,687362.0,,84.0,96.0,78.0
1116,Connor Godwin,802684.0,,95.0,85.0,86.0
1117,Connor Grey,670119.0,,89.0,,
1118,Connor Holden,801127.0,,98.0,114.0,91.0
1119,Connor Housley,687355.0,,100.0,,100.0
1120,Connor Johnstone,641733.0,,,,100.0
1121,Connor Lunn,674086.0,,90.0,113.0,84.0
1122,Connor McCullough,681410.0,91.0,102.0,112.0,102.0
1123,Connor Noland,690939.0,137.0,97.0,100.0,85.0
1124,Connor O'Halloran,683354.0,40.0,94.0,97.0,89.0
1125,Connor Oliver,700179.0,105.0,94.0,88.0,94.0
1126,Connor Overton,656818.0,,86.0,103.0,78.0
1127,Connor Pellerin,694936.0,,99.0,,95.0
1128,Connor Phillips,683175.0,146.0,102.0,91.0,106.0
1129,Connor Prielipp,687570.0,101.0,101.0,110.0,108.0
1130,Connor Sadzeck,592712.0,,99.0,96.0,92.0
1131,Connor Schultz,701565.0,98.0,100.0,116.0,98.0
1132,Connor Seabold,657756.0,,90.0,106.0,94.0
1133,Connor Staine,688422.0,123.0,86.0,94.0,77.0
1134,Connor Thomas,671162.0,55.0,96.0,107.0,81.0
1135,Connor Van Scoyoc,681854.0,129.0,95.0,104.0,73.0
1136,Connor Wietgrefe,809733.0,98.0,100.0,118.0,92.0
1137,Conor Grady,676444.0,,89.0,,
1138,Conor Grammes,682202.0,,101.0,69.0,97.0
1139,Conor Larkin,680212.0,111.0,100.0,93.0,94.0
1140,Conor Steinbaugh,805772.0,,102.0,107.0,93.0
1141,Cooper Adams,822416.0,121.0,98.0,104.0,102.0
1142,Cooper Benson,683148.0,,99.0,89.0,95.0
1143,Cooper Chandler,695265.0,,99.0,109.0,96.0
1144,Cooper Criswell,681867.0,94.0,105.0,103.0,91.0
1145,Cooper Hjerpe,687309.0,40.0,106.0,100.0,114.0
1146,Cooper Hummel,669450.0,,,,95.0
1147,Cooper McKeehan,801479.0,,103.0,100.0,104.0
1148,Corbin Burnes,669203.0,77.0,,,
1149,Corbin Martin,656686.0,,92.0,90.0,95.0
1150,Corey Avant,813895.0,150.0,98.0,99.0,92.0
1151,Corey Kluber,446372.0,,,,96.0
1152,Corey Knebel,608349.0,,,,94.0
1153,Cory Abbott,676265.0,,94.0,100.0,99.0
1154,Cory Lewis,675375.0,125.0,95.0,77.0,91.0
1155,Cory Wall,696505.0,110.0,107.0,115.0,104.0
1156,Craig Kimbrel,518886.0,,100.0,119.0,99.0
1157,Craig Yoho,684974.0,148.0,121.0,111.0,117.0
1158,Cristhian Tortosa,665993.0,88.0,95.0,115.0,111.0
1159,Cristian Aray,90.0,,91.0,,
1160,Cristian Charle,680606.0,,95.0,96.0,103.0
1161,Cristian Hernandez,678707.0,52.0,98.0,111.0,101.0
1162,Cristian Javier,664299.0,111.0,,96.0,98.0
1163,Cristian Mena,691441.0,65.0,102.0,105.0,106.0
1164,Cristian Nunez,800007.0,,88.0,,
1165,Cristofer Gomez,805684.0,93.0,112.0,101.0,112.0
1166,Cristopher Castro,692486.0,,90.0,,102.0
1167,Cristopher Sanchez,650911.0,150.0,100.0,91.0,87.0
1168,Cruz Noriega,679200.0,,92.0,110.0,95.0
1169,Cullen Kafka,694394.0,,89.0,91.0,79.0
1170,Curtis Taylor,668954.0,,100.0,106.0,93.0
1171,Cy Nielson,686951.0,119.0,99.0,89.0,99.0
1172,D.J. Carpenter,681884.0,64.0,88.0,82.0,87.0
1173,D.J. McCarty,695769.0,116.0,98.0,93.0,92.0
1174,D.J. Snelten,592769.0,,94.0,63.0,105.0
1175,DJ Herz,687792.0,54.0,107.0,93.0,108.0
1176,DJ Peters,656847.0,,90.0,82.0,96.0
1177,DL Hall,669084.0,133.0,106.0,95.0,102.0
1178,Dahian Santos,692479.0,40.0,102.0,90.0,104.0
1179,Daiher Hernandez,90.0,,95.0,,
1180,Daison Acosta,670897.0,,115.0,102.0,121.0
1181,Dakota Chalmers,663793.0,,97.0,98.0,98.0
1182,Dakota Donovan,668660.0,,85.0,,92.0
1183,Dakota Hawkins,809950.0,121.0,105.0,111.0,107.0
1184,Dakota Hudson,641712.0,,86.0,97.0,70.0
1185,Dale Stanavich,689359.0,144.0,107.0,91.0,104.0
1186,Dallas Keuchel,572971.0,,100.0,103.0,82.0
1187,Dallas Woolfolk,663762.0,,89.0,96.0,79.0
1188,Dalton Fowler,687096.0,99.0,109.0,91.0,105.0
1189,Dalton Moats,641889.0,,89.0,,106.0
1190,Dalton Pence,701717.0,133.0,94.0,116.0,116.0
1191,Dalton Roach,681989.0,,89.0,106.0,90.0
1192,Dalton Rogers,800059.0,126.0,106.0,93.0,104.0
1193,Dalvin Rosario,672777.0,40.0,,,106.0
1194,Dameivi Tineo,702419.0,53.0,102.0,97.0,101.0
1195,Damian Mendoza,677604.0,,93.0,109.0,97.0
1196,Dan Altavilla,656186.0,,98.0,95.0,92.0
1197,Dan Hammer,669285.0,,90.0,86.0,88.0
1198,Dan Kubiuk,703655.0,,,75.0,
1199,Dan Straily,573185.0,,89.0,104.0,89.0
1200,Dan Wirchansky,688024.0,119.0,91.0,96.0,
1201,Dane Acker,686769.0,108.0,97.0,98.0,92.0
1202,Dane Dunning,641540.0,,100.0,109.0,84.0
1203,Daniel Bard,453268.0,,,,102.0
1204,Daniel Blair,689096.0,,95.0,91.0,89.0
1205,Daniel Camarena,547176.0,,86.0,104.0,81.0
1206,Daniel Castano,641447.0,,95.0,107.0,95.0
1207,Daniel Colina,90.0,,93.0,,
1208,Daniel Corniel,802192.0,40.0,98.0,100.0,90.0
1209,Daniel Duarte,650960.0,,99.0,102.0,100.0
1210,Daniel Eagen,811666.0,126.0,113.0,108.0,118.0
1211,Daniel Espino,682982.0,57.0,,,106.0
1212,Daniel Federman,679946.0,40.0,103.0,117.0,116.0
1213,Daniel Guerra,806413.0,90.0,97.0,107.0,98.0
1214,Daniel Harper,679702.0,111.0,96.0,92.0,97.0
1215,Daniel Hudson,543339.0,,,,104.0
1216,Daniel Juarez,684483.0,,93.0,100.0,99.0
1217,Daniel Lloyd,681463.0,112.0,95.0,98.0,87.0
1218,Daniel Lynch,663738.0,150.0,93.0,,108.0
1219,Daniel Lynch IV,663738.0,,95.0,111.0,86.0
1220,Daniel Martinez,681979.0,,96.0,107.0,96.0
1221,Daniel Mengden,596043.0,,82.0,92.0,82.0
1222,Daniel Missaki,627392.0,,101.0,105.0,104.0
1223,Daniel Norris,596057.0,,89.0,104.0,84.0
1224,Daniel Nunez,805982.0,105.0,86.0,100.0,73.0
1225,Daniel Palencia,694037.0,147.0,111.0,111.0,127.0
1226,Daniel Ponce de Leon,594965.0,,85.0,83.0,92.0
1227,Daniel Robert,642016.0,101.0,111.0,114.0,106.0
1228,Daniel Tillo,664700.0,,91.0,,91.0
1229,Daniel Zamora,623354.0,,92.0,101.0,89.0
1230,Danis Correa,672550.0,,98.0,,101.0
1231,Dannel Diaz,807208.0,,104.0,89.0,104.0
1232,Danny Carrion,815051.0,,90.0,97.0,89.0
1233,Danny Coulombe,543056.0,,,,97.0
1234,Danny Duffy,518633.0,,96.0,106.0,90.0
1235,Danny Flatt,814343.0,,87.0,90.0,77.0
1236,Danny Hilario,800493.0,,98.0,90.0,
1237,Danny Kirwin,814460.0,118.0,95.0,108.0,89.0
1238,Danny Moreno,678378.0,,91.0,90.0,85.0
1239,Danny Thompson Jr.,834978.0,51.0,,118.0,101.0
1240,Danny Watson,702130.0,124.0,100.0,120.0,92.0
1241,Danny Wilkinson,700673.0,85.0,114.0,96.0,121.0
1242,Danny Wirchansky,688024.0,,94.0,94.0,73.0
1243,Danny Young,664849.0,57.0,92.0,100.0,94.0
1244,Dante Biasi,668857.0,,97.0,83.0,95.0
1245,Dante Mendoza,676686.0,,102.0,91.0,112.0
1246,Dany Jimenez,666204.0,,98.0,107.0,104.0
1247,Danyony Pulido,699707.0,85.0,112.0,95.0,107.0
1248,Darian Rivero,90.0,,90.0,,
1249,Darick Hall,669742.0,,,,97.0
1250,Dariel Florentino,90.0,,94.0,,
1251,Dariel Francia,90.0,,93.0,,
1252,Dariel Francia,808333.0,,,67.0,101.0
1253,Dariel Fregio,829338.0,100.0,99.0,117.0,103.0
1254,Dariel Polanco,90.0,,91.0,,
1255,Darien Nunez,628345.0,,94.0,,95.0
1256,Darien Smith,700800.0,111.0,100.0,113.0,93.0
1257,Dario Gardea,677915.0,,94.0,104.0,94.0
1258,Darius Vines,670241.0,,94.0,111.0,92.0
1259,Darlin Alcantara,687671.0,,85.0,99.0,94.0
1260,Darlin Pinales,692329.0,,112.0,88.0,111.0
1261,Darlin Saladin,692404.0,96.0,99.0,100.0,91.0
1262,Darling Florentino,678918.0,,87.0,,94.0
1263,Darrel Lunar,90.0,,92.0,,
1264,Darrell Thompson,703710.0,,101.0,100.0,105.0
1265,Darren Bowen,804539.0,109.0,88.0,97.0,75.0
1266,Darren McCaughan,670766.0,,92.0,107.0,87.0
1267,Darvin Garcia,691811.0,,87.0,69.0,87.0
1268,Darwin Cruz,692866.0,,,,98.0
1269,Darwin Rodriguez,90.0,,94.0,,
1270,Darwin Rodriguez - 801270,801270.0,40.0,,,102.0
1271,Darwin Rodriguez - 807841,807841.0,,88.0,90.0,
1272,Darwinzon Hernandez,650382.0,,100.0,,105.0
1273,Dasan Hill,815598.0,113.0,112.0,98.0,111.0
1274,Dash Albus,822836.0,141.0,96.0,106.0,94.0
1275,Daulton Jefferies,641726.0,,91.0,,79.0
1276,Dauri Moreta,664294.0,122.0,111.0,99.0,119.0
1277,Daury Vasquez,808035.0,50.0,98.0,69.0,87.0
1278,Davian Garcia,807485.0,109.0,92.0,91.0,84.0
1279,David Bednar,670280.0,150.0,,,106.0
1280,David Buchanan,571527.0,,92.0,102.0,76.0
1281,David Burgos,90.0,,91.0,,
1282,David Davalillo,699314.0,107.0,114.0,118.0,107.0
1283,David Festa,701581.0,96.0,110.0,109.0,122.0
1284,David Fletcher,664058.0,,75.0,89.0,55.0
1285,David Griffin,701803.0,,83.0,99.0,77.0
1286,David Hagaman,701908.0,65.0,99.0,126.0,106.0
1287,David Landeta,805399.0,,90.0,68.0,85.0
1288,David Leal,687578.0,150.0,98.0,98.0,86.0
1289,David Lorduy,800124.0,79.0,100.0,110.0,91.0
1290,David Matoma,807968.0,103.0,91.0,96.0,88.0
1291,David Morgan,688158.0,150.0,92.0,114.0,112.0
1292,David Parkinson,663982.0,,93.0,100.0,85.0
1293,David Peterson,656849.0,146.0,102.0,101.0,110.0
1294,David Robertson,502085.0,135.0,,,101.0
1295,David Rodriguez,815095.0,91.0,95.0,117.0,80.0
1296,David Sanchez,90.0,,92.0,,
1297,David Sandlin,689818.0,129.0,91.0,109.0,102.0
1298,David Shields,815789.0,116.0,109.0,123.0,100.0
1299,David Tiburcio,696010.0,,82.0,92.0,80.0
1300,Davidxon Lara,90.0,,94.0,,
1301,Daviel Hurtado,808064.0,82.0,101.0,108.0,94.0
1302,Davis Daniel,669721.0,,92.0,101.0,80.0
1303,Davis Feldman,680463.0,,87.0,101.0,93.0
1304,Davis Martin,663436.0,121.0,98.0,,101.0
1305,Davis Palermo,801754.0,126.0,,107.0,
1306,Davis Polo,805175.0,40.0,92.0,117.0,94.0
1307,Davis Sharpe,681571.0,131.0,93.0,109.0,91.0
1308,Davison Palermo,801754.0,,95.0,109.0,98.0
1309,Dawil Almonte,805044.0,,92.0,98.0,77.0
1310,Dawill Almonte,805044.0,108.0,91.0,97.0,97.0
1311,Dawry Segura,692619.0,,91.0,,98.0
1312,Dawson Brown,804502.0,,93.0,100.0,89.0
1313,Dawson Netz,683100.0,,96.0,115.0,98.0
1314,Dax Fulton,690978.0,118.0,98.0,91.0,97.0
1315,Dayeison Arias,674375.0,,102.0,84.0,101.0
1316,Dayne Pengelly,826150.0,,,111.0,104.0
1317,Dayro Perez,683459.0,,,,95.0
1318,Daysbel Hernandez,678226.0,104.0,111.0,100.0,118.0
1319,Dean Kremer,665152.0,150.0,,,101.0
1320,Declan Cronin,686539.0,91.0,96.0,98.0,84.0
1321,Dedniel Nunez,673380.0,72.0,98.0,104.0,115.0
1322,Deibi Rodriguez,90.0,,94.0,,
1323,Deivi Garcia,665620.0,65.0,93.0,96.0,99.0
1324,Deivi Villafana,90.0,,92.0,,
1325,Deivis Nadal,683504.0,,,,99.0
1326,Deivy Cruz,698942.0,106.0,101.0,82.0,96.0
1327,Deivy Paulino,90.0,,93.0,,
1328,Deivy Victora,90.0,,95.0,,
1329,Delni Uribe,90.0,,92.0,,
1330,Delvis Alegre,677590.0,,88.0,111.0,100.0
1331,Denis Reguillo,800228.0,,88.0,56.0,91.0
1332,Denison Sanchez,90.0,,90.0,,
1333,Dennis Boatman,677323.0,,85.0,72.0,96.0
1334,Dennis Colleran,701207.0,130.0,100.0,112.0,102.0
1335,Dennis Santana,642701.0,150.0,85.0,105.0,107.0
1336,Denny Bentley,681025.0,,95.0,106.0,98.0
1337,Denny Larrondo,682644.0,95.0,100.0,99.0,98.0
1338,Denny Lima,90.0,,90.0,,
1339,Denyi Reyes,660593.0,,86.0,106.0,86.0
1340,Deolis Guerra,500610.0,,,,99.0
1341,Dereck Rodriguez,605446.0,,94.0,96.0,90.0
1342,Derek Casey,656297.0,,99.0,,106.0
1343,Derek Clark,823909.0,40.0,,,
1344,Derek Corro,800144.0,,92.0,81.0,82.0
1345,Derek Diamond,682981.0,95.0,84.0,114.0,90.0
1346,Derek Law,571882.0,,,,103.0
1347,Derek True,689223.0,,82.0,92.0,89.0
1348,Deretd Parra,684059.0,,91.0,83.0,93.0
1349,Derrick Edington,689433.0,140.0,97.0,106.0,95.0
1350,Deury Carrasco,672767.0,,92.0,110.0,94.0
1351,Develson Aria,684846.0,,91.0,61.0,91.0
1352,Devereaux Harrison,687288.0,119.0,92.0,91.0,94.0
1353,Devin Conn,681958.0,,,,97.0
1354,Devin Futrell,695656.0,93.0,96.0,114.0,73.0
1355,Devin Kirby,808846.0,,95.0,93.0,80.0
1356,Devin Smeltzer,656970.0,,85.0,95.0,80.0
1357,Devin Sweet,682967.0,144.0,96.0,101.0,99.0
1358,Devin Williams,642207.0,150.0,,,104.0
1359,Deyer Zapata,700345.0,,97.0,92.0,
1360,Deylen Miley,694657.0,,95.0,89.0,108.0
1361,Deyni Olivero,666007.0,,73.0,86.0,60.0
1362,Dheygler Gimenez,684080.0,,90.0,90.0,87.0
1363,Didier Fuentes,800311.0,66.0,98.0,115.0,115.0
1364,Didier Vargas,672551.0,,96.0,,95.0
1365,Diego Barrera,685290.0,111.0,94.0,107.0,86.0
1366,Diego Castillo,650895.0,,94.0,91.0,96.0
1367,Diego Castillo - 650895,650895.0,,94.0,106.0,109.0
1368,Diego Dominguez,90.0,,97.0,,
1369,Diego Dominguez,800435.0,,,75.0,101.0
1370,Dietrich Enns,608650.0,99.0,104.0,119.0,102.0
1371,Dikember Sanchez,699129.0,68.0,96.0,95.0,82.0
1372,Dilan Fernandez,90.0,,94.0,,
1373,Dilan Figueredo,700310.0,,93.0,98.0,73.0
1374,Dillon Larsen,689937.0,,97.0,69.0,94.0
1375,Dillon Tate,622253.0,134.0,104.0,97.0,95.0
1376,Dinelson Lamet,659275.0,,98.0,93.0,95.0
1377,Diomar Gonzalez,90.0,,93.0,,
1378,Dionys Rodriguez,681051.0,,82.0,91.0,67.0
1379,Dioris De La Rosa,90.0,,90.0,,
1380,Diosmerky Taveras,677676.0,,97.0,100.0,92.0
1381,Diovel Mariano,90.0,,88.0,,
1382,Dom Hamel,687589.0,,90.0,106.0,98.0
1383,Domenic Picone,822472.0,,91.0,105.0,91.0
1384,Domingo Acevedo,642758.0,,,,101.0
1385,Domingo German,593334.0,,94.0,107.0,94.0
1386,Domingo Geronimo,800383.0,,92.0,102.0,91.0
1387,Domingo Gonzalez,682445.0,150.0,98.0,101.0,92.0
1388,Domingo Robles,660781.0,,100.0,110.0,92.0
1389,Domingo Tapia,593619.0,,88.0,,97.0
1390,Dominic Freeberger,802683.0,,92.0,83.0,101.0
1391,Dominic Hambley,692163.0,,107.0,76.0,94.0
1392,Dominic Hamel,687589.0,138.0,104.0,106.0,109.0
1393,Dominic Leone,608678.0,,,,103.0
1394,Dominic Niman,823116.0,76.0,95.0,111.0,96.0
1395,Dominic Perachi,806270.0,112.0,94.0,98.0,76.0
1396,Dominic Pipkin,669421.0,,94.0,,99.0
1397,Dominic Scheffler,90.0,,94.0,,
1398,Dominic Scheffler,807636.0,,,75.0,100.0
1399,Donal Montas,90.0,,93.0,,
1400,Donny Troconis,807988.0,40.0,102.0,105.0,77.0
1401,Donovan Benoit,687630.0,,98.0,93.0,87.0
1402,Donovan Zsak,805124.0,51.0,96.0,85.0,101.0
1403,Dony Aguilera,90.0,,93.0,,
1404,Donye Evans,692288.0,40.0,100.0,,106.0
1405,Doug Kirkland,687393.0,,100.0,84.0,120.0
1406,Doug Nikhazy,680951.0,137.0,96.0,95.0,95.0
1407,Douglas Orellana,702878.0,115.0,101.0,104.0,106.0
1408,Drake Fellows,666148.0,112.0,96.0,100.0,85.0
1409,Drake George,825095.0,54.0,112.0,119.0,98.0
1410,Draven Zeigler,825932.0,,,90.0,101.0
1411,Drew Anderson,623454.0,,89.0,,105.0
1412,Drew Avans,682183.0,,,,95.0
1413,Drew Beam,701795.0,118.0,100.0,117.0,82.0
1414,Drew Carlton,656290.0,,96.0,,96.0
1415,Drew Christo,695513.0,,,120.0,
1416,Drew Conover,805418.0,,92.0,56.0,84.0
1417,Drew Dowd,694647.0,126.0,109.0,113.0,112.0
1418,Drew Garrett,690312.0,,97.0,63.0,100.0
1419,Drew Gray,695645.0,42.0,103.0,74.0,107.0
1420,Drew Hutchison,571800.0,,92.0,85.0,82.0
1421,Drew McDaniel,687077.0,40.0,93.0,113.0,89.0
1422,Drew Parrish,669283.0,134.0,88.0,106.0,88.0
1423,Drew Pestka,814102.0,114.0,106.0,98.0,97.0
1424,Drew Pomeranz,519141.0,112.0,92.0,133.0,94.0
1425,Drew Rasmussen,656876.0,129.0,,,107.0
1426,Drew Rom,680723.0,44.0,104.0,103.0,91.0
1427,Drew Rucinski,607968.0,,,,97.0
1428,Drew Smith,622098.0,40.0,,,103.0
1429,Drew Sommers,805427.0,143.0,114.0,106.0,104.0
1430,Drew Strotman,675977.0,,98.0,82.0,90.0
1431,Drew Thorpe,689672.0,41.0,112.0,111.0,118.0
1432,Drey Jameson,686753.0,40.0,91.0,108.0,96.0
1433,Drue Hackenberg,802357.0,99.0,95.0,75.0,84.0
1434,Dualvert Gutierrez,692576.0,,94.0,109.0,91.0
1435,Duane Underwood Jr.,621249.0,,97.0,103.0,86.0
1436,Dugan Darnell,699911.0,102.0,107.0,112.0,109.0
1437,Duncan Davitt,701474.0,138.0,98.0,112.0,96.0
1438,Duncan Snider,805829.0,,84.0,82.0,70.0
1439,Duque Hebbert,808986.0,115.0,89.0,113.0,87.0
1440,Durbin Feltman,664687.0,,96.0,105.0,103.0
1441,Dustin May,669160.0,68.0,,,
1442,Dustin Saenz,685010.0,108.0,86.0,109.0,72.0
1443,Dwayne Matos,684228.0,,89.0,95.0,72.0
1444,Dylan Bice,670393.0,,90.0,84.0,99.0
1445,Dylan Bundy,605164.0,,85.0,,93.0
1446,Dylan Burns,685064.0,,84.0,83.0,72.0
1447,Dylan Carmouche,694581.0,72.0,100.0,114.0,96.0
1448,Dylan Cease,656302.0,150.0,,,
1449,Dylan Coleman,669395.0,,104.0,72.0,103.0
1450,Dylan Covey,592229.0,,97.0,86.0,90.0
1451,Dylan Cumming,804706.0,,97.0,107.0,89.0
1452,Dylan DeLucia,690626.0,105.0,97.0,109.0,92.0
1453,Dylan Dodd,689266.0,146.0,92.0,115.0,104.0
1454,Dylan File,668766.0,106.0,92.0,112.0,82.0
1455,Dylan Floro,571670.0,,85.0,84.0,97.0
1456,Dylan Hall,689876.0,,84.0,96.0,93.0
1457,Dylan Hecht,663408.0,,96.0,86.0,95.0
1458,Dylan Heid,695327.0,110.0,109.0,90.0,99.0
1459,Dylan Howard,703440.0,69.0,95.0,105.0,88.0
1460,Dylan Jordan,813335.0,66.0,104.0,115.0,94.0
1461,Dylan King,663717.0,,,,102.0
1462,Dylan Lee,669276.0,145.0,,,101.0
1463,Dylan Lesko,702266.0,78.0,90.0,68.0,88.0
1464,Dylan MacLean,694395.0,99.0,99.0,122.0,91.0
1465,Dylan Nedved,690446.0,,94.0,110.0,84.0
1466,Dylan Phillips,701488.0,132.0,101.0,105.0,93.0
1467,Dylan Questad,805812.0,115.0,90.0,79.0,92.0
1468,Dylan Ray,691009.0,119.0,90.0,102.0,89.0
1469,Dylan Ross,697811.0,110.0,105.0,116.0,131.0
1470,Dylan Shockley,686758.0,,,,96.0
1471,Dylan Simmons,687535.0,113.0,92.0,98.0,87.0
1472,Dylan Smith,681916.0,107.0,105.0,107.0,110.0
1473,Dylan Spacke,686679.0,,90.0,85.0,75.0
1474,Dylan Spain,688125.0,,81.0,108.0,84.0
1475,Dylan Tebrake,700188.0,40.0,100.0,,113.0
1476,Dylan Wilson,90.0,,91.0,,
1477,Easton Lucas,687922.0,136.0,102.0,102.0,97.0
1478,Easton McGee,668834.0,109.0,105.0,112.0,98.0
1479,Easton Sikorski,675783.0,130.0,106.0,111.0,100.0
1480,Eccel Correa,808666.0,66.0,99.0,105.0,80.0
1481,Eddy Alberto,805453.0,,93.0,99.0,101.0
1482,Eddy Demurias,681493.0,,85.0,98.0,95.0
1483,Eddy Felix,90.0,,94.0,,
1484,Eddy Peralta,90.0,,93.0,,
1485,Eddy Yean,678868.0,,91.0,90.0,87.0
1486,Edelvis Perez,90.0,,91.0,,
1487,Edgar Barclay,687607.0,57.0,93.0,102.0,89.0
1488,Edgar Colon,813958.0,,80.0,86.0,80.0
1489,Edgar Escobar,681592.0,,87.0,92.0,84.0
1490,Edgar Gallegos,90.0,,90.0,,
1491,Edgar Isea,683384.0,115.0,106.0,71.0,96.0
1492,Edgar Leon,90.0,,90.0,,
1493,Edgar Leon,800453.0,40.0,,,
1494,Edgar Manzo,686317.0,,86.0,104.0,77.0
1495,Edgar Moreta,807756.0,44.0,97.0,115.0,97.0
1496,Edgar Navarro,679346.0,,98.0,81.0,85.0
1497,Edgar Portes,691341.0,57.0,99.0,96.0,112.0
1498,Edgar Sanchez,673747.0,60.0,106.0,94.0,86.0
1499,Edgardo Henriquez,683618.0,119.0,110.0,101.0,132.0
1500,Edgardo Ibarra,691453.0,,92.0,81.0,87.0
1501,Edinson Batista,685046.0,100.0,93.0,88.0,84.0
1502,Edinson Duran,702750.0,,,,97.0
1503,Edinzo Marquez,805128.0,45.0,87.0,83.0,85.0
1504,Eduar Gonzalez,90.0,,90.0,,
1505,Eduar Segovia,680887.0,,100.0,,102.0
1506,Eduard Bazardo,660825.0,150.0,109.0,119.0,106.0
1507,Eduardo Herrera,672620.0,,103.0,83.0,110.0
1508,Eduardo Rivera,700842.0,96.0,113.0,98.0,110.0
1509,Eduardo Robles,90.0,,91.0,,
1510,Eduardo Rodriguez,593958.0,133.0,,,102.0
1511,Eduardo Salazar,674285.0,143.0,97.0,92.0,91.0
1512,Eduarniel Nunez,674384.0,150.0,119.0,95.0,130.0
1513,Edwar Colina,666674.0,,97.0,,102.0
1514,Edwar Polimir,702872.0,,,,100.0
1515,Edward Cabrera,665795.0,144.0,105.0,108.0,107.0
1516,Edwardo Melendez,823898.0,,91.0,88.0,
1517,Edwin Diaz,621242.0,146.0,,,
1518,Edwin Escobar,546276.0,,95.0,87.0,89.0
1519,Edwin Jimenez,683720.0,40.0,91.0,111.0,92.0
1520,Edwin Nunez,695835.0,111.0,88.0,69.0,95.0
1521,Edwin Uceta,670955.0,150.0,92.0,99.0,100.0
