,player_name,pitcher,p_throws,pitch_type,n_pitches,release_speed,release_pos_x,release_pos_z,release_extension,pfx_x_in,pfx_z_in,PC,Usage,SwStr%,Strike%,Ball%,xwOBACON,STUFF+,STUFF+_lg,xwOBACON_lg,SwStr%_lg,Strike%_lg,Ball%_lg,STUFF+_AA,STUFF+_AA_pct,xwOBACON_AA,xwOBACON_AA_pct,SwStr%_AA,SwStr%_AA_pct,Strike%_AA,Strike%_AA_pct,Ball%_AA,Ball%_AA_pct,PitchGrade,QualifiedPitch
10,AJ Smith-Shawver,700363,R,FF,331,95.6060422960725,-2.189939577039275,5.68939577039275,6.843504531722054,9.237462235649547,16.098851963746224,331,0.466,0.079,0.459,0.323,0.503,100.999,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,3.339513853904279,0.03419548868922436,-0.07642070773263432,-0.17914772029003312,-0.016007556675062984,-0.16848719444297164,-0.004410579345088095,-0.009517649233043657,0.04234634760705286,0.11590740644983358,95.2,1
11,AJ Smith-Shawver,700363,R,FS,242,83.22768595041322,-2.073595041322314,5.650165289256198,7.003305785123967,10.182644628099172,7.352231404958678,242,0.34,0.215,0.45,0.397,0.363,99.313,96.81708125,0.33855555555555555,0.151975,0.3694375,0.46686875,2.4959187500000013,0.02577973553607826,-0.024444444444444435,-0.07220216606498192,0.063025,0.4147063661786478,0.08056250000000004,0.21806800879715796,0.06986874999999998,0.14965394449724892,117.6,1
12,AJ Smith-Shawver,700363,R,SL,30,86.93333333333334,-2.2823333333333333,5.678333333333333,6.916666666666667,-1.4520000000000002,8.44,30,0.042,0.0,0.433,0.333,0.805,98.213,99.07088235294118,0.3811496478873239,0.13827226890756303,0.43779999999999997,0.3867966386554622,-0.8578823529411892,-0.00865927841325742,-0.42385035211267613,-1.112031335886149,-0.13827226890756303,-1.0,-0.004799999999999971,-0.010963910461397833,0.05379663865546219,0.13908248748609567,60.1,0
13,Aaron Ashby,676879,L,CH,116,91.27672413793104,0.5180172413793104,6.371379310344828,5.331896551724138,-13.853793103448275,3.5224137931034485,116,0.112,0.181,0.405,0.371,0.371,98.151,97.37529038112524,0.36030923694779116,0.12857168784029038,0.357562613430127,0.4536442831215971,0.7757096188747568,0.007966185423824077,-0.01069076305220884,-0.029671076830478073,0.05242831215970961,0.407774938949508,0.04743738656987301,0.13266875447296442,0.0826442831215971,0.18217860600580899,115.9,0
14,Aaron Ashby,676879,L,CU,273,82.1978021978022,0.4217582417582418,6.415274725274726,5.30989010989011,7.973626373626375,-17.211428571428574,273,0.264,0.132,0.476,0.443,0.317,112.562,96.90630048076923,0.3883174603174603,0.11207211538461538,0.4016730769230769,0.43809855769230766,15.655699519230765,0.1615550221354038,0.07131746031746028,0.18365761935905814,0.019927884615384625,0.17781304963322045,0.07432692307692307,0.18504332838607745,-0.00490144230769235,-0.011187990057558711,114.3,1
15,Aaron Ashby,676879,L,FF,34,96.72058823529412,0.28911764705882353,6.522941176470589,5.314705882352941,-6.0070588235294125,12.303529411764705,34,0.033,0.176,0.382,0.441,0.219,92.591,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,-5.068486146095722,-0.05189957828073574,0.20757929226736568,0.4866136168120929,0.080992443324937,0.8524842250384428,-0.08141057934508811,-0.17567699783665072,-0.07565365239294713,-0.20707378871710028,116.2,0
16,Aaron Ashby,676879,L,SI,526,97.43707224334601,0.33826996197718634,6.511045627376426,5.313878326996197,-14.992243346007605,7.280988593155894,526,0.509,0.07,0.494,0.316,0.329,101.762,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,2.3001219512195092,0.023125663785389494,0.057093109869646164,0.14787394131151965,0.009869337979094082,0.16413153701289304,0.04620905923344948,0.10319337670017742,0.03317770034843204,0.09501666433831596,111.9,1
17,Aaron Ashby,676879,L,SL,84,84.18928571428572,0.5421428571428571,6.343095238095239,5.326190476190476,9.652857142857144,-7.047142857142857,84,0.081,0.202,0.357,0.512,0.446,105.71,99.07088235294118,0.3811496478873239,0.13827226890756303,0.43779999999999997,0.3867966386554622,6.639117647058811,0.06701381363907587,-0.06485035211267609,-0.17014406932325768,0.06372773109243698,0.46088584208479194,-0.08079999999999998,-0.18455915943353127,-0.1252033613445378,-0.32369299221357056,93.2,0
18,Aaron Bummer,607481,L,CU,326,81.01073619631902,2.061134969325153,5.420153374233129,6.415030674846626,12.800613496932515,-8.438650306748466,326,0.35,0.163,0.479,0.331,0.387,105.185,96.90630048076923,0.3883174603174603,0.11207211538461538,0.4016730769230769,0.43809855769230766,8.27869951923077,0.08542994086203562,0.0013174603174602728,0.003392740353171893,0.050927884615384625,0.45442065977435553,0.07732692307692307,0.19251208885909896,0.10709855769230764,0.24446224670642902,121.2,1
19,Aaron Bummer,607481,L,FF,117,91.55042735042734,2.347179487179487,5.1202564102564105,6.383760683760683,-8.426666666666666,10.997948717948718,117,0.126,0.094,0.581,0.291,0.529,97.278,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,-0.3814861460957104,-0.003906288688894168,-0.10242070773263434,-0.24009770185572077,-0.0010075566750629844,-0.010605016172649789,0.11758942065491185,0.2537478121908531,0.07434634760705289,0.20349552717306996,107.9,0
20,Aaron Bummer,607481,L,SI,324,90.82283950617284,2.2564506172839507,5.098765432098766,6.417901234567902,-14.483703703703705,1.2233333333333334,324,0.348,0.037,0.478,0.33,0.325,101.584,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,2.122121951219512,0.021336033391393734,0.06109310986964617,0.15823413655393279,-0.023130662020905926,-0.38467333043604235,0.030209059233449465,0.06746241713094087,0.019177700348432025,0.05492246592292486,99.0,1
21,Aaron Bummer,607481,L,ST,165,81.22181818181818,2.327878787878788,5.241090909090909,6.401212121212121,14.732363636363637,-0.4050909090909091,165,0.177,0.097,0.388,0.509,0.286,101.103,99.45568674698795,0.3672549019607843,0.14117469879518071,0.43291265060240963,0.4065240963855422,1.6473132530120438,0.016563288705680104,0.08125490196078433,0.22124933262146296,-0.04417469879518071,-0.3129080435246426,-0.04491265060240962,-0.10374529489935777,-0.1024759036144578,-0.25207830120178404,89.6,1
22,Aaron Civale,650644,R,CU,330,77.72181818181818,-0.6115151515151516,6.432212121212122,5.491818181818181,-12.369818181818182,-15.000363636363636,330,0.189,0.115,0.5,0.333,0.368,103.902,96.90630048076923,0.3883174603174603,0.11207211538461538,0.4016730769230769,0.43809855769230766,6.995699519230769,0.0721903476298638,0.02031746031746029,0.05232177894048391,0.002927884615384624,0.026125005362275397,0.09832692307692309,0.24479341217024947,0.10509855769230764,0.23989706390707208,115.3,1
23,Aaron Civale,650644,R,FC,610,89.24180327868852,-0.7751639344262296,6.294475409836066,5.5583606557377045,-4.625508196721311,11.138754098360657,610,0.349,0.121,0.474,0.357,0.39,99.703,98.77336079545454,0.3993963963963964,0.10486363636363637,0.4504119318181818,0.36716193181818185,0.9296392045454667,0.009411841381712385,0.00939639639639639,0.023526492680396076,0.01613636363636363,0.153879497182488,0.02358806818181819,0.05236998959286009,0.010161931818181869,0.02767697557276729,106.0,1
24,Aaron Civale,650644,R,FF,276,92.04565217391304,-0.8285507246376812,6.261521739130435,5.573550724637681,7.507391304347826,17.730434782608697,276,0.158,0.08,0.46,0.409,0.347,92.416,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,-5.243486146095719,-0.05369151889916376,0.07957929226736571,0.18655216910409253,-0.015007556675062983,-0.15796171589161684,-0.003410579345088094,-0.007359735614814992,-0.04365365239294711,-0.11948566799386388,97.7,1
25,Aaron Civale,650644,R,FS,101,85.68118811881187,-1.1548514851485148,6.131683168316831,5.510891089108911,13.533861386138614,6.02970297029703,101,0.058,0.079,0.376,0.455,0.243,97.44,96.81708125,0.33855555555555555,0.151975,0.3694375,0.46686875,0.6229187499999966,0.006433975719547904,0.09555555555555556,0.2822448309812931,-0.072975,-0.4801776607994736,0.006562500000000027,0.017763491794958626,0.011868749999999983,0.02542202706863542,97.2,0
26,Aaron Civale,650644,R,SI,288,92.2954861111111,-0.8163541666666667,6.138958333333333,5.548958333333333,14.439583333333335,11.765,288,0.165,0.069,0.406,0.378,0.388,93.202,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,-6.259878048780493,-0.06293746077980121,-0.0019068901303538333,-0.004938938514074087,0.008869337979094082,0.1475010864841374,-0.04179094076655049,-0.09332690093062335,-0.028822299651567962,-0.08254335721555876,97.6,1
27,Aaron Civale,650644,R,SL,136,83.35808823529412,-0.5784558823529412,6.272867647058824,5.593382352941177,-9.120882352941177,-5.003823529411765,136,0.078,0.081,0.39,0.368,0.381,98.756,99.07088235294118,0.3811496478873239,0.13827226890756303,0.43779999999999997,0.3867966386554622,-0.31488235294118283,-0.003178354178974714,0.00014964788732391154,0.0003926223942574668,-0.057272268907563026,-0.4141992415402567,-0.047799999999999954,-0.10918227501142064,0.018796638655462217,0.048595661846496184,88.9,0
28,Aaron Nola,605400,R,CH,240,84.82833333333333,-2.0177916666666667,4.896041666666666,6.86875,15.195,2.9925,240,0.153,0.154,0.354,0.412,0.346,102.201,97.37529038112524,0.36030923694779116,0.12857168784029038,0.357562613430127,0.4536442831215971,4.825709618874754,0.04955784573259816,0.014309236947791182,0.039713766621710535,0.025428312159709615,0.1977753624211284,-0.0035626134301270374,-0.009963607201409003,0.041644283121597125,0.09179942230294696,106.5,1
29,Aaron Nola,605400,R,CU,457,78.19912472647702,-1.9439824945295405,5.124091903719912,6.7048140043763675,-14.790984682713349,-10.310809628008753,457,0.291,0.197,0.503,0.335,0.423,103.185,96.90630048076923,0.3883174603174603,0.11207211538461538,0.4016730769230769,0.43809855769230766,6.27869951923077,0.06479144790463608,-0.034682539682539704,-0.0893149117069981,0.08492788461538463,0.7577967483162457,0.10132692307692309,0.252262172643271,0.10309855769230764,0.23533188110771516,127.2,1
30,Aaron Nola,605400,R,FC,115,86.22782608695653,-2.064695652173913,5.062782608695652,6.886956521739131,0.7283478260869566,8.556521739130435,115,0.073,0.148,0.496,0.348,0.503,97.084,98.77336079545454,0.3993963963963964,0.10486363636363637,0.4504119318181818,0.36716193181818185,-1.689360795454533,-0.017103405025905283,-0.1036036036036036,-0.25940044661989936,0.043136363636363625,0.41135674035543984,0.04558806818181821,0.1012141663250182,0.019161931818181877,0.05218932072639503,107.5,0
31,Aaron Nola,605400,R,FF,475,91.8621052631579,-1.9037263157894737,5.083515789473684,6.907368421052632,12.82736842105263,14.846905263157895,475,0.303,0.059,0.499,0.343,0.399,99.395,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,1.7355138539042798,0.01777107296374673,0.027579292267365663,0.06465220597271722,-0.03600755667506299,-0.37899676547006744,0.035589420654911885,0.07679889549610282,0.02234634760705284,0.06116483099781084,97.7,1
32,Aaron Nola,605400,R,SI,281,90.72241992882562,-1.956085409252669,5.018327402135232,6.931316725978648,17.655373665480425,8.988469750889681,281,0.179,0.046,0.488,0.327,0.39,100.442,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,0.9801219512195019,0.009854247380476838,-0.003906890130353835,-0.010119036135280658,-0.014130662020905925,-0.2349992756772418,0.04020905923344947,0.08979426686171371,0.022177700348432028,0.06351407986908009,99.6,1
33,Abner Uribe,682842,R,FF,36,99.58333333333333,-1.1488888888888888,5.808611111111111,6.372222222222223,8.16,13.336666666666666,36,0.031,0.111,0.528,0.306,0.396,98.147,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,0.48751385390428936,0.004991976439185672,0.030579292267365665,0.07168489615337348,0.015992443324937017,0.16832811920038165,0.06458942065491191,0.1393783904247341,0.059346347607052874,0.1624385955840529,113.0,0
34,Abner Uribe,682842,R,SI,592,98.7195945945946,-1.2149493243243243,5.847719594594595,6.426689189189189,13.959527027027029,6.08777027027027,592,0.509,0.091,0.465,0.343,0.335,100.326,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,0.8641219512195022,0.008687971393378463,0.05109310986964616,0.13233364844789994,0.030869337979094073,0.5133709981167608,0.01720905923344951,0.0384310124809363,0.006177700348432014,0.017692138822918833,114.7,1
35,Abner Uribe,682842,R,SL,536,87.27649253731343,-1.1682462686567163,5.897929104477612,6.447574626865672,-10.548582089552239,3.8614925373134334,536,0.46,0.207,0.528,0.369,0.278,103.053,99.07088235294118,0.3811496478873239,0.13827226890756303,0.43779999999999997,0.3867966386554622,3.982117647058814,0.040194631888635785,0.10314964788732389,0.2706276877312429,0.06872773109243696,0.497046382730455,0.09020000000000006,0.206030150753769,0.017796638655462216,0.046010323971079056,123.7,1
36,Adam Mazur,800049,R,CH,41,89.26829268292683,-2.076341463414634,6.0475609756097555,6.046341463414635,10.990243902439024,8.642926829268292,41,0.084,0.049,0.293,0.463,0.288,96.644,97.37529038112524,0.36030923694779116,0.12857168784029038,0.357562613430127,0.4536442831215971,-0.731290381125234,-0.007510020029341898,0.07230923694779118,0.20068660343078795,-0.07957168784029038,-0.6188896574114592,-0.06456261343012704,-0.18056309861585548,-0.00935571687840292,-0.020623464742076703,84.9,0
37,Adam Mazur,800049,R,CU,51,82.34117647058822,-1.8490196078431371,6.113333333333332,6.133333333333334,-3.978823529411765,-9.767058823529412,51,0.104,0.059,0.314,0.412,0.371,99.422,96.90630048076923,0.3883174603174603,0.11207211538461538,0.4016730769230769,0.43809855769230766,2.5156995192307647,0.02596012340528878,0.017317460317460287,0.04459614126880306,-0.053072115384615384,-0.47355325811848487,-0.08767307692307691,-0.21826973715708334,0.026098557692307678,0.05957234333247367,85.1,0
38,Adam Mazur,800049,R,FF,116,94.7991379310345,-1.9880172413793105,6.076293103448276,6.078448275862069,3.8596551724137935,18.606206896551726,116,0.237,0.069,0.517,0.328,0.706,102.515,97.65948614609572,0.4265792922673657,0.09500755667506298,0.4634105793450881,0.36534634760705287,4.855513853904284,0.04971881427514966,-0.2794207077326343,-0.65502642251444,-0.02600755667506298,-0.27374197995651944,0.0535894206549119,0.11564134062421878,0.037346347607052854,0.10222176258682789,87.8,0
39,Adam Mazur,800049,R,SI,79,94.35316455696201,-1.9368354430379746,6.086075949367089,6.059493670886075,13.53873417721519,13.174177215189873,79,0.162,0.063,0.468,0.241,0.33,98.903,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,-0.5588780487804854,-0.005619017655250658,0.05609310986964616,0.14528389250091636,0.0028693379790940762,0.04771838331160364,0.02020905923344951,0.04513056740016815,0.10817770034843205,0.3098070129921967,111.6,0
40,Adam Mazur,800049,R,SL,142,86.99154929577465,-1.9676056338028167,6.081760563380282,6.140845070422535,-2.2588732394366198,1.7611267605633805,142,0.29,0.211,0.493,0.296,0.261,102.884,99.07088235294118,0.3811496478873239,0.13827226890756303,0.43779999999999997,0.3867966386554622,3.8131176470588173,0.03848878254131765,0.12014964788732391,0.31522959171890075,0.07272773109243696,0.5259748152469855,0.05520000000000003,0.1260849703060759,0.09079663865546223,0.23473998887652955,126.1,0
41,Adam Mazur,800049,R,ST,60,83.53166666666667,-2.3518333333333334,5.910166666666667,6.078333333333333,-14.718,-4.674,60,0.123,0.067,0.35,0.45,0.389,99.47,99.45568674698795,0.3672549019607843,0.14117469879518071,0.43291265060240963,0.4065240963855422,0.014313253012048222,0.00014391588334672782,-0.021745098039215704,-0.059209823812066256,-0.07417469879518071,-0.525410710475784,-0.08291265060240965,-0.19152281756385373,-0.0434759036144578,-0.1069454529288857,79.5,0
42,Adam Ottavino,493603,R,SI,15,92.33999999999999,-2.555333333333333,5.3853333333333335,7.08,17.84,6.432,15,0.357,0.067,0.467,0.467,0.399,93.749,99.46187804878049,0.3860931098696462,0.060130662020905924,0.4477909407665505,0.34917770034843204,-5.712878048780496,-0.05743786625443216,-0.012906890130353843,-0.03342947543071023,0.00686933797909408,0.11424018542662616,0.01920905923344951,0.04289738242709087,-0.11782229965156799,-0.3374279042848306,96.1,0
