,player_name,pitcher,fDurability,fERA,fControl,fStuff
1313,Danny Hilario,800493.0,,98.0,105.0,94.0
1314,Danny Kirwin,814460.0,95.0,96.0,109.0,91.0
1315,Danny Moreno,678378.0,58.0,91.0,94.0,89.0
1316,Danny Thompson Jr.,834978.0,,,116.0,95.0
1317,Danny Trehey,814139.0,,,99.0,108.0
1318,Danny Watson,702130.0,116.0,101.0,120.0,95.0
1319,Danny Wilkinson,700673.0,68.0,112.0,93.0,117.0
1320,Danny Wirchansky,688024.0,,94.0,94.0,79.0
1321,Danny Young,664849.0,79.0,100.0,94.0,98.0
1322,Dante Biasi,668857.0,,98.0,88.0,96.0
1323,Dante Mendoza,676686.0,,102.0,93.0,111.0
1324,Dany Jimenez,666204.0,70.0,107.0,99.0,111.0
1325,Danyony Pulido,699707.0,71.0,113.0,101.0,107.0
1326,Darian Rivero,90.0,,90.0,,
1327,Darick Hall,669742.0,,,,97.0
1328,Dariel Florentino,90.0,,94.0,,
1329,Dariel Francia,90.0,,93.0,,
1330,Dariel Francia,808333.0,,,72.0,93.0
1331,Dariel Fregio,829338.0,67.0,109.0,114.0,107.0
1332,Dariel Polanco,90.0,,91.0,,
1333,Darien Nunez,628345.0,,94.0,72.0,97.0
1334,Darien Smith,700800.0,74.0,108.0,113.0,96.0
1335,Dario Gardea,677915.0,,91.0,96.0,95.0
1336,Darius Vines,670241.0,68.0,94.0,111.0,94.0
1337,Darlin Alcantara,687671.0,,83.0,101.0,80.0
1338,Darlin Pinales,692329.0,88.0,112.0,85.0,110.0
1339,Darlin Saladin,692404.0,91.0,100.0,101.0,94.0
1340,Darling Florentino,678918.0,,87.0,88.0,96.0
1341,Darrel Lunar,90.0,,92.0,,
1342,Darrell Thompson,703710.0,61.0,100.0,106.0,105.0
1343,Darren Bowen,804539.0,83.0,89.0,98.0,80.0
1344,Darren McCaughan,670766.0,110.0,93.0,107.0,90.0
1345,Darvin Garcia,691811.0,87.0,88.0,67.0,91.0
1346,Darwin Cruz,692866.0,,,,98.0
1347,Darwin Rodriguez,90.0,,94.0,,
1348,Darwin Rodriguez - 801270,801270.0,,,,102.0
1349,Darwin Rodriguez - 807841,807841.0,,88.0,104.0,91.0
1350,Darwinzon Hernandez,650382.0,,108.0,103.0,114.0
1351,Dasan Hill,815598.0,71.0,110.0,99.0,111.0
1352,Dash Albus,822836.0,94.0,96.0,107.0,96.0
1353,Daulton Jefferies,641726.0,58.0,92.0,104.0,83.0
1354,Dauri Moreta,664294.0,99.0,110.0,99.0,118.0
1355,Daury Vasquez,808035.0,,98.0,82.0,91.0
1356,Davian Garcia,807485.0,72.0,92.0,93.0,88.0
1357,David Bednar,670280.0,136.0,,,106.0
1358,David Buchanan,571527.0,65.0,92.0,104.0,78.0
1359,David Burgos,90.0,,91.0,,
1360,David Davalillo,699314.0,97.0,114.0,117.0,108.0
1361,David Festa,701581.0,94.0,110.0,113.0,119.0
1362,David Fletcher,664058.0,60.0,78.0,94.0,62.0
1363,David Griffin,701803.0,55.0,86.0,103.0,81.0
1364,David Hagaman,701908.0,55.0,112.0,121.0,116.0
1365,David Hill,622101.0,,,104.0,
1366,David Landeta,805399.0,,90.0,76.0,89.0
1367,David Leal,687578.0,129.0,98.0,98.0,89.0
1368,David Lorduy,800124.0,67.0,101.0,110.0,93.0
1369,David Matoma,807968.0,73.0,93.0,95.0,93.0
1370,David Morgan,688158.0,105.0,101.0,112.0,116.0
1371,David Parkinson,663982.0,62.0,93.0,101.0,87.0
1372,David Peterson,656849.0,133.0,101.0,104.0,110.0
1373,David Robertson,502085.0,92.0,,,101.0
1374,David Rodriguez,815095.0,85.0,98.0,116.0,85.0
1375,David Sanchez,90.0,,92.0,,
1376,David Sandlin,689818.0,99.0,92.0,108.0,104.0
1377,David Shields,815789.0,71.0,108.0,122.0,102.0
1378,David Tiburcio,696010.0,62.0,83.0,95.0,83.0
1379,Davidxon Lara,90.0,,94.0,,
1380,Daviel Hurtado,808064.0,61.0,101.0,107.0,97.0
1381,Davis Chastain,823803.0,,,124.0,
1382,Davis Daniel,669721.0,105.0,93.0,102.0,85.0
1383,Davis Feldman,680463.0,,88.0,102.0,95.0
1384,Davis Martin,663436.0,96.0,105.0,110.0,104.0
1385,Davis Palermo,801754.0,111.0,,109.0,
1386,Davis Polo,805175.0,57.0,92.0,115.0,96.0
1387,Davis Schwab,680109.0,,,77.0,
1388,Davis Sharpe,681571.0,122.0,93.0,110.0,94.0
1389,Davison Palermo,801754.0,,95.0,108.0,99.0
1390,Dawil Almonte,805044.0,,92.0,98.0,82.0
1391,Dawill Almonte,805044.0,95.0,92.0,104.0,91.0
1392,Dawry Segura,692619.0,,95.0,101.0,95.0
1393,Dawson Brown,804502.0,73.0,100.0,91.0,92.0
1394,Dawson Netz,683100.0,,108.0,110.0,102.0
1395,Dax Fulton,690978.0,98.0,98.0,93.0,99.0
1396,Dayeison Arias,674375.0,,101.0,89.0,102.0
1397,Dayne Pengelly,826150.0,,,109.0,101.0
1398,Dayro Perez,683459.0,,,,95.0
1399,Daysbel Hernandez,678226.0,113.0,110.0,101.0,117.0
1400,Dean Kremer,665152.0,126.0,,105.0,92.0
1401,Declan Cronin,686539.0,97.0,98.0,100.0,91.0
1402,Dedniel Nunez,673380.0,86.0,98.0,102.0,112.0
1403,Deibi Rodriguez,90.0,,94.0,,
1404,Deivi Garcia,665620.0,76.0,89.0,97.0,96.0
1405,Deivi Villafana,90.0,,92.0,,
1406,Deivis Nadal,683504.0,,,,99.0
1407,Deivy Cruz,698942.0,88.0,100.0,82.0,95.0
1408,Deivy Paulino,90.0,,93.0,,
1409,Deivy Victora,90.0,,95.0,,
1410,Delni Uribe,90.0,,92.0,,
1411,Delvin Capellan,672611.0,,,92.0,
1412,Delvis Alegre,677590.0,58.0,95.0,110.0,95.0
1413,Denis Reguillo,800228.0,,88.0,74.0,73.0
1414,Denison Sanchez,90.0,,90.0,,
1415,Dennis Boatman,677323.0,,81.0,78.0,89.0
1416,Dennis Colleran,701207.0,94.0,108.0,106.0,103.0
1417,Dennis Santana,642701.0,138.0,94.0,105.0,110.0
1418,Denny Bentley,681025.0,,96.0,105.0,99.0
1419,Denny Larrondo,682644.0,86.0,100.0,100.0,100.0
1420,Denny Lima,90.0,,90.0,,
1421,Denyi Reyes,660593.0,,87.0,107.0,89.0
1422,Deolis Guerra,500610.0,,,,99.0
1423,Dereck Rodriguez,605446.0,,93.0,99.0,92.0
1424,Derek Casey,656297.0,,99.0,107.0,107.0
1425,Derek Clark,823909.0,,,150.0,
1426,Derek Corro,800144.0,59.0,93.0,86.0,85.0
1427,Derek Diamond,682981.0,69.0,85.0,113.0,92.0
1428,Derek Law,571882.0,81.0,,,103.0
1429,Derek Molina,676670.0,,,111.0,
1430,Derek True,689223.0,81.0,84.0,96.0,92.0
1431,Derek West,663723.0,,,93.0,100.0
1432,Deretd Parra,684059.0,56.0,97.0,96.0,84.0
1433,Derrick Edington,689433.0,112.0,102.0,106.0,97.0
1434,Deury Carrasco,672767.0,63.0,100.0,100.0,95.0
1435,Develson Aria,684846.0,,91.0,69.0,92.0
1436,Devereaux Harrison,687288.0,99.0,93.0,92.0,97.0
1437,Devin Conn,681958.0,,,90.0,91.0
1438,Devin Futrell,695656.0,66.0,100.0,114.0,78.0
1439,Devin Kirby,808846.0,68.0,99.0,88.0,81.0
1440,Devin Smeltzer,656970.0,64.0,86.0,96.0,83.0
1441,Devin Sweet,682967.0,125.0,97.0,101.0,101.0
1442,Devin Williams,642207.0,125.0,,,104.0
1443,Devon Roedahl,663353.0,,,104.0,
1444,Deyer Zapata,700345.0,,97.0,100.0,96.0
1445,Deylen Miley,694657.0,,95.0,89.0,108.0
1446,Deyni Olivero,666007.0,,76.0,90.0,67.0
1447,Dheygler Gimenez,684080.0,,90.0,94.0,89.0
1448,Didier Fuentes,800311.0,75.0,98.0,114.0,114.0
1449,Didier Vargas,672551.0,,101.0,100.0,97.0
1450,Diego Barrera,685290.0,90.0,101.0,109.0,90.0
1451,Diego Castillo,650895.0,,94.0,94.0,97.0
1452,Diego Castillo - 650895,650895.0,87.0,94.0,96.0,108.0
1453,Diego Dominguez,90.0,,97.0,,
1454,Diego Dominguez,800435.0,,,97.0,91.0
1455,Diego Granado,692652.0,,,82.0,
1456,Dietrich Enns,608650.0,95.0,104.0,119.0,103.0
1457,Dikember Sanchez,699129.0,76.0,90.0,77.0,81.0
1458,Dilan Fernandez,90.0,,94.0,,
1459,Dilan Figueredo,700310.0,68.0,94.0,97.0,79.0
1460,Dillon Larsen,689937.0,65.0,97.0,74.0,95.0
1461,Dillon Tate,622253.0,123.0,105.0,100.0,97.0
1462,Dinelson Lamet,659275.0,66.0,98.0,98.0,97.0
1463,Diomar Gonzalez,90.0,,93.0,,
1464,Diomede Sierra,682660.0,,,63.0,97.0
1465,Dionys Rodriguez,681051.0,89.0,84.0,88.0,74.0
1466,Dioris De La Rosa,90.0,,90.0,,
1467,Diosmerky Taveras,677676.0,60.0,96.0,100.0,93.0
1468,Diovel Mariano,90.0,,88.0,,
1469,Dom Hamel,687589.0,,90.0,107.0,100.0
1470,Domenic Picone,822472.0,,95.0,102.0,88.0
1471,Domingo Acevedo,642758.0,,,87.0,101.0
1472,Domingo German,593334.0,68.0,94.0,108.0,95.0
1473,Domingo Geronimo,800383.0,73.0,93.0,102.0,94.0
1474,Domingo Gonzalez,682445.0,125.0,98.0,102.0,96.0
1475,Domingo Robles,660781.0,72.0,97.0,110.0,90.0
1476,Domingo Tapia,593619.0,,89.0,90.0,92.0
1477,Dominic Freeberger,802683.0,70.0,92.0,83.0,102.0
1478,Dominic Hambley,692163.0,75.0,108.0,84.0,96.0
1479,Dominic Hamel,687589.0,113.0,103.0,106.0,109.0
1480,Dominic Leone,608678.0,69.0,,132.0,107.0
1481,Dominic Niman,823116.0,62.0,101.0,114.0,97.0
1482,Dominic Perachi,806270.0,80.0,95.0,101.0,82.0
1483,Dominic Pipkin,669421.0,55.0,102.0,102.0,102.0
1484,Dominic Scheffler,90.0,,94.0,,
1485,Dominic Scheffler,807636.0,,,60.0,94.0
1486,Donal Montas,90.0,,93.0,,
1487,Donny Troconis,807988.0,56.0,109.0,114.0,83.0
1488,Donovan Benoit,687630.0,90.0,98.0,96.0,91.0
1489,Donovan Walton,622268.0,,,91.0,90.0
1490,Donovan Zsak,805124.0,68.0,101.0,82.0,102.0
1491,Dony Aguilera,90.0,,93.0,,
1492,Donye Evans,692288.0,,100.0,110.0,107.0
1493,Doug Kirkland,687393.0,65.0,110.0,88.0,117.0
1494,Doug Nikhazy,680951.0,96.0,97.0,97.0,97.0
1495,Douglas Orellana,702878.0,102.0,104.0,102.0,107.0
1496,Drake Fellows,666148.0,103.0,97.0,100.0,89.0
1497,Drake George,825095.0,66.0,112.0,118.0,100.0
1498,Draven Zeigler,825932.0,,,92.0,92.0
1499,Drew Anderson,623454.0,,89.0,94.0,108.0
1500,Drew Avans,682183.0,,,,95.0
1501,Drew Beam,701795.0,83.0,100.0,117.0,86.0
1502,Drew Carlton,656290.0,,96.0,121.0,98.0
1503,Drew Christo,695513.0,,,104.0,97.0
1504,Drew Conover,805418.0,52.0,90.0,60.0,90.0
1505,Drew Dowd,694647.0,107.0,108.0,112.0,111.0
1506,Drew Garrett,690312.0,77.0,101.0,68.0,100.0
1507,Drew Gray,695645.0,65.0,103.0,80.0,107.0
1508,Drew Hutchison,571800.0,,93.0,90.0,85.0
1509,Drew Irvine,701183.0,,,57.0,
1510,Drew McDaniel,687077.0,59.0,94.0,111.0,91.0
1511,Drew Parrish,669283.0,113.0,90.0,107.0,90.0
1512,Drew Pestka,814102.0,97.0,106.0,96.0,100.0
1513,Drew Pomeranz,519141.0,106.0,104.0,114.0,105.0
1514,Drew Rasmussen,656876.0,109.0,,124.0,107.0
1515,Drew Rom,680723.0,64.0,103.0,105.0,93.0
1516,Drew Rucinski,607968.0,,,99.0,92.0
1517,Drew Smith,622098.0,67.0,,,103.0
1518,Drew Smyly,592767.0,72.0,,,
1519,Drew Sommers,805427.0,119.0,112.0,106.0,105.0
1520,Drew Strotman,675977.0,71.0,99.0,88.0,92.0
1521,Drew Thorpe,689672.0,65.0,111.0,117.0,115.0
1522,Drey Jameson,686753.0,55.0,91.0,109.0,100.0
1523,Drue Hackenberg,802357.0,82.0,96.0,80.0,89.0
1524,Dualvert Gutierrez,692576.0,57.0,94.0,109.0,93.0
1525,Duane Underwood Jr.,621249.0,72.0,97.0,103.0,89.0
1526,Dugan Darnell,699911.0,113.0,108.0,114.0,109.0
1527,Duncan Davitt,701474.0,104.0,99.0,113.0,97.0
1528,Duncan Snider,805829.0,,86.0,88.0,75.0
1529,Duque Hebbert,808986.0,94.0,90.0,114.0,89.0
1530,Durbin Feltman,664687.0,,99.0,107.0,105.0
1531,Dusten Knight,643400.0,,,113.0,
1532,Dustin May,669160.0,86.0,,,
1533,Dustin Saenz,685010.0,99.0,88.0,109.0,78.0
1534,Dwayne Matos,684228.0,80.0,90.0,97.0,78.0
1535,Dylan Bice,670393.0,,90.0,105.0,101.0
1536,Dylan Bundy,605164.0,,83.0,111.0,85.0
1537,Dylan Burns,685064.0,,87.0,88.0,77.0
1538,Dylan Carmouche,694581.0,76.0,100.0,114.0,98.0
1539,Dylan Cease,656302.0,143.0,,,
1540,Dylan Coleman,669395.0,74.0,104.0,77.0,102.0
1541,Dylan Covey,592229.0,61.0,101.0,99.0,92.0
1542,Dylan Cumming,804706.0,103.0,98.0,108.0,93.0
1543,Dylan DeLucia,690626.0,88.0,98.0,110.0,95.0
1544,Dylan Dodd,689266.0,110.0,99.0,116.0,112.0
1545,Dylan File,668766.0,106.0,93.0,112.0,86.0
1546,Dylan Floro,571670.0,88.0,85.0,104.0,88.0
1547,Dylan Hall,689876.0,76.0,87.0,97.0,94.0
1548,Dylan Hecht,663408.0,72.0,97.0,73.0,98.0
1549,Dylan Heid,695327.0,86.0,108.0,96.0,99.0
1550,Dylan Howard,703440.0,56.0,104.0,113.0,92.0
1551,Dylan Jordan,813335.0,50.0,117.0,116.0,100.0
1552,Dylan King,663717.0,,,123.0,105.0
1553,Dylan Lee,669276.0,139.0,,118.0,101.0
1554,Dylan Lesko,702266.0,65.0,90.0,67.0,92.0
1555,Dylan MacLean,694395.0,89.0,100.0,121.0,93.0
1556,Dylan Nedved,690446.0,,94.0,109.0,87.0
1557,Dylan Phillips,701488.0,118.0,102.0,106.0,95.0
1558,Dylan Questad,805812.0,82.0,92.0,81.0,95.0
1559,Dylan Ray,691009.0,109.0,90.0,103.0,93.0
1560,Dylan Ross,697811.0,94.0,122.0,100.0,127.0
1561,Dylan Shockley,686758.0,,,,96.0
1562,Dylan Simmons,687535.0,99.0,93.0,100.0,90.0
1563,Dylan Smith,681916.0,73.0,112.0,110.0,119.0
1564,Dylan Spacke,686679.0,,91.0,93.0,79.0
1565,Dylan Spain,688125.0,58.0,82.0,108.0,87.0
1566,Dylan Tebrake,700188.0,53.0,118.0,110.0,125.0
1567,Dylan Wilson,90.0,,91.0,,
1568,Easton Lucas,687922.0,105.0,102.0,103.0,99.0
1569,Easton McGee,668834.0,98.0,106.0,113.0,100.0
1570,Easton Sikorski,675783.0,110.0,104.0,111.0,101.0
1571,Eccel Correa,808666.0,74.0,99.0,106.0,85.0
1572,Eddy Alberto,805453.0,,100.0,96.0,108.0
1573,Eddy Demurias,681493.0,61.0,90.0,99.0,97.0
1574,Eddy Felix,90.0,,94.0,,
1575,Eddy Peralta,90.0,,93.0,,
1576,Eddy Yean,678868.0,128.0,92.0,92.0,92.0
1577,Edelvis Perez,90.0,,91.0,,
1578,Edgar Barclay,687607.0,77.0,95.0,103.0,91.0
1579,Edgar Colon,813958.0,65.0,82.0,86.0,85.0
1580,Edgar Escobar,681592.0,,87.0,95.0,86.0
1581,Edgar Gallegos,90.0,,90.0,,
1582,Edgar Isea,683384.0,93.0,107.0,68.0,98.0
1583,Edgar Leon,90.0,,90.0,,
1584,Edgar Manzo,686317.0,,85.0,105.0,81.0
1585,Edgar Moreta,807756.0,61.0,98.0,116.0,98.0
1586,Edgar Navarro,679346.0,,98.0,86.0,88.0
1587,Edgar Portes,691341.0,73.0,98.0,97.0,108.0
1588,Edgar Sanchez,673747.0,75.0,106.0,97.0,88.0
1589,Edgardo Henriquez,683618.0,87.0,106.0,97.0,124.0
1590,Edgardo Ibarra,691453.0,,92.0,86.0,89.0
1591,Edinson Batista,685046.0,103.0,94.0,90.0,88.0
1592,Edinson Duran,702750.0,,,,97.0
1593,Edinzo Marquez,805128.0,,83.0,93.0,67.0
1594,Eduar Gonzalez,90.0,,90.0,,
1595,Eduar Segovia,680887.0,,101.0,76.0,108.0
1596,Eduard Bazardo,660825.0,133.0,106.0,110.0,106.0
1597,Eduardo Herrera,672620.0,104.0,99.0,90.0,103.0
1598,Eduardo Rivera,700842.0,79.0,112.0,98.0,109.0
1599,Eduardo Robles,90.0,,91.0,,
1600,Eduardo Rodriguez,593958.0,97.0,,,102.0
1601,Eduardo Salazar,674285.0,117.0,97.0,94.0,93.0
1602,Eduarniel Nunez,674384.0,136.0,118.0,101.0,126.0
1603,Edwar Colina,666674.0,,99.0,87.0,100.0
1604,Edwar Polimir,702872.0,,,,100.0
1605,Edward Baram,687037.0,,,78.0,
1606,Edward Cabrera,665795.0,106.0,104.0,109.0,108.0
1607,Edwardo Melendez,823898.0,,91.0,85.0,99.0
1608,Edwin Diaz,621242.0,132.0,,,
1609,Edwin Escobar,546276.0,59.0,96.0,90.0,92.0
1610,Edwin Jimenez,683720.0,60.0,91.0,112.0,93.0
1611,Edwin Nunez,695835.0,93.0,89.0,76.0,97.0
1612,Edwin Uceta,670955.0,134.0,92.0,98.0,102.0
1613,Edwuin Bencomo,667746.0,,85.0,114.0,79.0
1614,Efrailin Ramos,90.0,,88.0,,
1615,Efrain Contreras,678713.0,61.0,92.0,96.0,101.0
1616,Efrain Cubilla,90.0,,92.0,,
1617,Eiberson Castellano,682769.0,85.0,99.0,103.0,98.0
1618,Eiker Huizi,678973.0,86.0,103.0,94.0,96.0
1619,Eiver Espinoza,805096.0,,,112.0,98.0
1620,Eli Ankeney,690716.0,60.0,107.0,109.0,108.0
1621,Eli Jones,801796.0,82.0,102.0,105.0,89.0
1622,Eli Lingos,661526.0,,91.0,96.0,85.0
1623,Eli Morgan,669212.0,85.0,94.0,85.0,91.0
1624,Eli Saul,683272.0,111.0,92.0,70.0,82.0
1625,Eli Trop,813864.0,72.0,89.0,75.0,84.0
1626,Eli Villalobos,681871.0,71.0,88.0,85.0,93.0
1627,Elian Serrata,801220.0,,,50.0,87.0
1628,Eliander Alcalde,700289.0,87.0,95.0,100.0,93.0
1629,Eliazar Dishmey,803244.0,90.0,105.0,102.0,102.0
1630,Elieser Hernandez,622694.0,57.0,99.0,111.0,96.0
1631,Eliezer Pena,90.0,,93.0,,
1632,Eliezer Rodriguez,673206.0,,,114.0,95.0
1633,Eligio Arias,90.0,,92.0,,
1634,Eligio Paredes,703935.0,,92.0,113.0,101.0
1635,Elijah Birdsong,677322.0,72.0,90.0,92.0,91.0
1636,Elijah Dale,688145.0,80.0,110.0,96.0,94.0
1637,Elijah Pleasants,681405.0,68.0,101.0,55.0,73.0
1638,Eliseo Mota,90.0,,92.0,,
1639,Eliseo Mota,803252.0,,,85.0,98.0
1640,Elison Joseph,693176.0,106.0,105.0,75.0,112.0
1641,Elkyns Villarreal,90.0,,93.0,,
1642,Elliot Johnstone,683874.0,,90.0,100.0,97.0
1643,Elmer Rodriguez-Cruz,695684.0,107.0,115.0,107.0,109.0
1644,Elvin Rodriguez,660730.0,84.0,92.0,112.0,92.0
1645,Elvis Alvarado,665660.0,131.0,106.0,103.0,113.0
1646,Elvis Jerez,683406.0,,93.0,68.0,85.0
1647,Elvis Novas,702860.0,74.0,99.0,114.0,96.0
1648,Elvis Peguero,665625.0,118.0,98.0,96.0,100.0
1649,Elvis Reyes,90.0,,90.0,,
1650,Elvis Soto,805472.0,,89.0,114.0,101.0
1651,Elwis Mijares,90.0,,92.0,,
1652,Elwis Mijares,808274.0,,,,103.0
1653,Emailin Montilla,692983.0,59.0,89.0,107.0,93.0
1654,Emannoel Madeira,90.0,,91.0,,
1655,Emanuel Vargas,90.0,,95.0,,
1656,Emerson Hancock,676106.0,122.0,103.0,107.0,102.0
1657,Emerson Talavera,695360.0,57.0,82.0,95.0,82.0
1658,Emiliano Teodo,693713.0,73.0,100.0,83.0,106.0
1659,Emilio Marquez,679892.0,,99.0,109.0,104.0
1660,Emilio Pagan,641941.0,131.0,,,103.0
1661,Emilio Vargas,642496.0,,,105.0,
1662,Emilker Guzman,675842.0,,96.0,99.0,97.0
1663,Eminen Flores,800484.0,84.0,88.0,82.0,100.0
1664,Emmanuel Chapman,820888.0,109.0,100.0,94.0,94.0
1665,Emmanuel Clase,661403.0,107.0,,,
1666,Emmanuel Martinez,90.0,,89.0,,
1667,Emmanuel Ramirez,642629.0,76.0,104.0,109.0,112.0
1668,Emmanuel Reyes,800539.0,78.0,92.0,110.0,81.0
1669,Emmet Sheehan,686218.0,76.0,115.0,118.0,135.0
1670,Emmett Olson,801207.0,66.0,98.0,110.0,95.0
1671,Enderjer Sifontes,691583.0,,88.0,87.0,96.0
1672,Enderson Mercado,821253.0,,86.0,106.0,83.0
1673,Endrys Briceno,553968.0,69.0,84.0,70.0,87.0
1674,Engel Daniel Peralta,805430.0,,85.0,81.0,95.0
1675,Engel Silvestre,90.0,,91.0,,
1676,Engert Garcia,812162.0,75.0,99.0,81.0,84.0
1677,Enixon Sanchez,90.0,,90.0,,
1678,Enmanuel Carela,90.0,,88.0,,
1679,Enmanuel De Jesus,646241.0,,91.0,94.0,86.0
1680,Enmanuel Mejia,684871.0,78.0,103.0,95.0,108.0
1681,Enmanuel Pinales,800215.0,94.0,96.0,101.0,94.0
1682,Enmanuel Solano,670921.0,,,82.0,
1683,Enmanuel Talavera,90.0,,89.0,,
1684,Enniel Cortez,808308.0,,85.0,112.0,95.0
1685,Enoli Paredes,660600.0,120.0,108.0,99.0,109.0
1686,Enrique Burgos,542609.0,,,,101.0
1687,Enrique Santana,682451.0,,89.0,73.0,99.0
1688,Enrique Segura,800283.0,75.0,97.0,110.0,93.0
1689,Enyel De Los Santos,660853.0,131.0,,,
1690,Erasmo Ramirez,541640.0,100.0,101.0,112.0,94.0
1691,Erian Rodriguez,701477.0,85.0,100.0,107.0,92.0
1692,Eric Adler,688328.0,91.0,101.0,83.0,92.0
1693,Eric Cerantola,672021.0,90.0,107.0,100.0,113.0
1694,Eric Dominguez,802067.0,52.0,97.0,101.0,101.0
1695,Eric Foggo,695252.0,,90.0,90.0,88.0
1696,Eric Hanhold,621098.0,,91.0,88.0,97.0
1697,Eric Lauer,641778.0,112.0,92.0,109.0,95.0
1698,Eric Loomis,823793.0,84.0,120.0,108.0,123.0
1699,Eric Mendez,677804.0,,86.0,108.0,95.0
1700,Eric Orze,679358.0,125.0,112.0,106.0,116.0
1701,Eric Pardinho,672078.0,85.0,101.0,95.0,106.0
1702,Eric Reyzelman,801432.0,76.0,103.0,73.0,98.0
1703,Eric Silva,696150.0,80.0,90.0,99.0,88.0
1704,Eric Stout,657770.0,,100.0,101.0,97.0
1705,Eric Torres,701539.0,75.0,103.0,85.0,104.0
1706,Eric Veras,90.0,,95.0,,
1707,Eric Yang,687066.0,,85.0,75.0,82.0
1708,Eric Yost,801293.0,108.0,100.0,98.0,85.0
1709,Erich Uelmen,657272.0,66.0,90.0,100.0,91.0
1710,Erick Fedde,607200.0,121.0,,,
1711,Erick Leal,612797.0,93.0,95.0,101.0,95.0
1712,Erick Matos,90.0,,92.0,,
1713,Erick Mejia,625510.0,93.0,103.0,91.0,105.0
1714,Erick Pinales,679026.0,73.0,101.0,85.0,95.0
1715,Erick Reynoso,807791.0,81.0,90.0,85.0,87.0
1716,Erick Rodriguez,692601.0,,,88.0,98.0
1717,Erigaldi Perez,90.0,,91.0,,
1718,Erik Martinez,693044.0,57.0,111.0,115.0,112.0
1719,Erik Miller,669062.0,96.0,112.0,93.0,120.0
1720,Erik Ritchie,804116.0,82.0,85.0,85.0,95.0
1721,Erik Rivera,682992.0,71.0,101.0,86.0,103.0
1722,Erik Sabrowski,681870.0,91.0,106.0,92.0,112.0
1723,Erik Swanson,657024.0,84.0,86.0,98.0,94.0
1724,Erik Tolman,680899.0,93.0,102.0,97.0,94.0
1725,Eriq Swan,811291.0,74.0,101.0,90.0,101.0
1726,Eris Rodriguez,694038.0,,81.0,86.0,73.0
1727,Ernesto Jaquez,677656.0,63.0,84.0,87.0,90.0
1728,Ernesto Mercedes,800233.0,74.0,106.0,86.0,106.0
1729,Ernie Day,701308.0,73.0,87.0,62.0,90.0
1730,Erubiel Armenta,692068.0,,107.0,89.0,112.0
1731,Esmerlin Vinicio,691263.0,102.0,97.0,77.0,91.0
1732,Estarlin Escalante,805076.0,67.0,90.0,83.0,90.0
1733,Estarlin Francisco,90.0,,89.0,,
1734,Estarlin Rodriguez,677674.0,,81.0,90.0,85.0
1735,Esteban Luna,90.0,,95.0,,
1736,Esteban Mejia,90.0,,95.0,,
1737,Esteban Mejia - 821757,821757.0,,,101.0,102.0
1738,Esteban Quiroz,606019.0,,,,93.0
1739,Estibenzon Jimenez,693732.0,99.0,89.0,112.0,97.0
1740,Eston Stull,834575.0,,101.0,112.0,94.0
1741,Ethan Bagwell,815626.0,56.0,99.0,112.0,75.0
1742,Ethan Bell,809754.0,72.0,100.0,78.0,110.0
1743,Ethan Bosacker,815073.0,97.0,92.0,104.0,80.0
1744,Ethan Chenault,694839.0,76.0,102.0,92.0,103.0
1745,Ethan Dorchies,828475.0,61.0,103.0,105.0,95.0
1746,Ethan Flanagan,701579.0,61.0,106.0,109.0,94.0
1747,Ethan Hammerberg,805264.0,54.0,101.0,94.0,116.0
1748,Ethan Hankins,677945.0,52.0,100.0,96.0,96.0
1749,Ethan Lanthier,822490.0,,96.0,94.0,102.0
1750,Ethan Lindow,676600.0,,89.0,107.0,88.0
1751,Ethan Pecko,814490.0,81.0,105.0,110.0,106.0
1752,Ethan Roberts,681799.0,96.0,108.0,105.0,107.0
1753,Ethan Routzahn,701240.0,114.0,98.0,104.0,85.0
1754,Ethan Sloan,826942.0,93.0,98.0,110.0,88.0
1755,Ethan Small,663629.0,58.0,107.0,106.0,103.0
1756,Ettore Giulianelli,692372.0,,103.0,74.0,105.0
1757,Eudry Alcantara,805122.0,72.0,89.0,75.0,84.0
1758,Eudrys Manon,684875.0,,101.0,69.0,92.0
1759,Euri Montero,693759.0,76.0,92.0,100.0,84.0
1760,Eury Perez,691587.0,93.0,111.0,114.0,121.0
1761,Eury Ramos,660756.0,,103.0,103.0,97.0
1762,Eury Rosado,692864.0,,,94.0,96.0
1763,Eurys Martich,691480.0,,102.0,87.0,104.0
1764,Evan Aschenbeck,809767.0,72.0,96.0,115.0,88.0
1765,Evan Fitterer,683157.0,108.0,104.0,101.0,98.0
1766,Evan Gates,688753.0,126.0,103.0,100.0,102.0
1767,Evan Gray,690367.0,83.0,103.0,96.0,101.0
1768,Evan Justice,687145.0,81.0,100.0,78.0,91.0
1769,Evan Kravetz,667478.0,87.0,92.0,97.0,94.0
1770,Evan Lee,681885.0,,92.0,69.0,83.0
1771,Evan McKendry,679928.0,101.0,93.0,118.0,85.0
1772,Evan Miller,670377.0,,,86.0,
1773,Evan Phillips,623465.0,82.0,,150.0,104.0
1774,Evan Reifert,682126.0,88.0,120.0,106.0,130.0
1775,Evan Shaw,822627.0,84.0,114.0,104.0,90.0
1776,Evan Shawver,686900.0,98.0,92.0,95.0,94.0
1777,Evan Sisk,681895.0,129.0,109.0,102.0,99.0
