,PLAYERID,NAME,HAND,TEAM,OPP_TM,SALARY,POS,LP,OL,OD,IPL,ERROR,2H,PITCHER,CATCHER,UMPIRE,PARK,ROOF,GVF,PLATOON,HFA,PH%,COLD,TILT_BIAS,FPTS,FPTS/$,RBI,R,SB,CS,SH,SF,GIDP,HR_DEPENDENCE,0%_PH%_FPTS,SLATE,FLOOR,CEILING,POWN,PA,PAVSSP,PAVSSP%,BA,_OBP,SLG,ISO,WOBA,CNWOBA,XWOBA_CS,XWOBA_LS,AB,K,BB,IBB,HBP,H,1B,2B,3B,HR,TB,PARTNERID,OWNERSHIP
47,1452313.0,Jake Cronenworth,L,SDP,COL,4400,2B,6,false,false,true,-,-,Kyle Freeland,Hunter Goodman (N),-,COL,-,-,false,false,2%,false,60%,8.71,1.98,0.62,0.66,0.04,0.01,0.02,0.001,0.08,20%,8.81,Main,0.9,19.5,12.42,4.4,2.46,56%,0.296,0.378,0.468,0.172,0.369,0.329,0.331,0.353,3.85,0.7,0.44,0.02,0.09,1.14,0.75,0.22,0.05,0.11,1.8,1452313.0,
48,2440836.0,Gavin Sheets,L,SDP,COL,1,--,4,false,false,false,-,-,Kyle Freeland,Hunter Goodman (N),-,COL,-,-,false,false,9%,false,58%,8.7,8700.0,0.73,0.66,0.02,0.01,0.0,0.001,0.09,21%,9.09,Main,1.03,19.27,0.01,4.45,2.62,59%,0.293,0.353,0.457,0.164,0.351,0.317,0.342,0.307,4.07,0.72,0.34,0.02,0.04,1.19,0.79,0.26,0.03,0.12,1.86,2440836.0,
49,36762.0,Ian Happ,B,CHC,WAS,9000,OF,2,true,true,true,-,-,Jake Irvin,Riley Adams (-),Clint Vondrak (EH),CHC,-,-,true,true,0%,false,66%,8.67,0.96,0.59,0.71,0.04,0.02,0.0,0.001,0.07,28%,8.67,--,0.88,19.32,0.01,4.38,2.81,64%,0.265,0.371,0.459,0.194,0.363,0.341,0.354,0.347,3.74,0.8,0.6,0.01,0.04,0.99,0.6,0.2,0.02,0.16,1.72,36762.0,
50,4061382.0,Andy Pages,R,LAD,BAL,4000,OF,6,false,false,true,-,-,Dean Kremer,Samuel Basallo (-),-,BAL,-,-,false,false,0%,false,59%,8.66,2.17,0.64,0.63,0.05,0.04,0.0,0.001,0.06,36%,8.7,Main,0.64,19.47,8.7,4.32,2.46,57%,0.273,0.33,0.491,0.218,0.352,0.326,0.33,0.343,3.98,0.87,0.28,0.01,0.05,1.09,0.64,0.23,0.01,0.2,1.95,4061382.0,
51,4061122.0,Elly De La Cruz,B,CIN,NYM,5000,SS,3,false,false,true,-,-,David Peterson,Francisco Alvarez (N),-,CIN,-,P,true,true,0%,true,66%,8.65,1.73,0.62,0.58,0.17,0.07,0.02,0.001,0.1,25%,8.65,--,0.67,19.8,14.52,4.35,2.91,67%,0.267,0.337,0.433,0.166,0.334,0.331,0.312,0.341,3.9,1.14,0.4,0.03,0.02,1.04,0.69,0.21,0.01,0.14,1.69,4061122.0,
52,2039957.0,CJ Abrams,L,WAS,CHC,14100,SS,2,true,true,true,-,-,Javier Assad,Reese McGuire (N),Clint Vondrak (EH),CHC,-,-,true,false,1%,false,56%,8.64,0.61,0.49,0.58,0.24,0.08,0.01,0.001,0.09,20%,8.7,--,0.61,20.34,0.01,4.5,2.78,62%,0.25,0.323,0.401,0.151,0.318,0.32,0.324,0.321,4.04,0.83,0.36,0.01,0.09,1.01,0.66,0.2,0.04,0.11,1.62,2039957.0,
53,1452624.0,Jazz Chisholm Jr.,L,NYY,TOR,1,--,6,false,false,false,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,true,true,2%,false,57%,8.63,8630.0,0.55,0.56,0.22,0.05,0.01,0.001,0.06,39%,8.71,Main,0.17,20.03,0.01,3.92,2.42,62%,0.239,0.322,0.482,0.243,0.345,0.344,0.354,0.315,3.48,1.04,0.4,0.01,0.03,0.83,0.45,0.14,0.02,0.22,1.68,1452624.0,
54,37377.0,Rafael Devers,L,SFG,STL,5200,1B,2,false,false,true,-,-,Michael McGreevy,James Crooks (N),-,STL,-,-,true,false,0%,false,63%,8.57,1.65,0.59,0.69,0.01,0.01,0.0,0.001,0.09,32%,8.57,Main,0.79,18.88,7.31,4.51,2.78,62%,0.262,0.358,0.456,0.194,0.351,0.36,0.352,0.345,3.92,0.87,0.55,0.07,0.04,1.03,0.64,0.2,0.01,0.18,1.79,37377.0,
55,4061195.0,Brenton Doyle,R,COL,SDP,3900,OF,5,false,false,true,-,-,Nick Pivetta,Freddy Fermin (N),-,COL,-,-,false,true,0%,false,69%,8.55,2.19,0.6,0.59,0.13,0.04,0.02,0.001,0.06,31%,8.55,Main,0.51,20.0,4.93,4.12,2.56,62%,0.272,0.321,0.489,0.217,0.348,0.31,0.323,0.331,3.81,1.14,0.27,0.0,0.02,1.04,0.6,0.21,0.05,0.17,1.86,4061195.0,
56,17740.0,Trevor Story,R,BOS,ARI,4900,SS,3,false,false,true,-,-,Eduardo Rodriguez,Gabriel Moreno (N),-,ARI,Closed,-,true,false,3%,false,59%,8.53,1.74,0.65,0.59,0.11,0.05,0.01,0.001,0.07,27%,8.67,Main,0.62,19.63,8.57,4.45,2.77,62%,0.258,0.317,0.435,0.177,0.325,0.317,0.307,0.27,4.09,1.14,0.31,0.01,0.04,1.06,0.66,0.22,0.03,0.15,1.78,17740.0,
57,6372375.0,Ben Rice,L,NYY,TOR,4700,1B/C,2,false,false,true,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,true,true,9%,false,63%,8.49,1.81,0.59,0.67,0.04,0.01,0.0,0.001,0.07,42%,8.77,Main,0.37,19.12,8.5,4.19,2.75,66%,0.244,0.331,0.494,0.25,0.354,0.354,0.413,0.313,3.7,0.92,0.44,0.02,0.05,0.9,0.47,0.18,0.02,0.23,1.83,6372375.0,
58,35330.0,Alex Bregman,R,BOS,ARI,5200,3B,2,false,false,true,-,-,Eduardo Rodriguez,Gabriel Moreno (N),-,ARI,Closed,-,true,false,5%,true,63%,8.47,1.63,0.58,0.68,0.02,0.01,0.0,0.001,0.08,27%,8.66,Main,0.89,19.03,2.79,4.5,2.87,64%,0.275,0.355,0.451,0.176,0.352,0.346,0.325,0.324,4.0,0.55,0.46,0.0,0.04,1.1,0.7,0.24,0.01,0.15,1.8,35330.0,
59,17802.0,Yandy Diaz,R,TBR,CLE,5100,1B,2,false,false,true,-,-,Gavin Williams,Austin Hedges (++),Jansen Visconti (H),TAM01,-,-,false,true,3%,false,64%,8.44,1.65,0.59,0.68,0.01,0.01,0.01,0.001,0.11,33%,8.54,Main,0.91,18.65,4.52,4.26,2.79,65%,0.289,0.362,0.482,0.193,0.366,0.36,0.34,0.321,3.81,0.64,0.41,0.01,0.04,1.1,0.74,0.16,0.01,0.18,1.83,17802.0,
60,18004.0,J.T. Realmuto,R,PHI,MIA,4200,C,4,false,false,true,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,false,false,0%,false,66%,8.41,2.0,0.65,0.58,0.1,0.03,0.0,0.001,0.07,27%,8.41,Main,0.57,19.52,11.41,4.45,2.14,48%,0.256,0.317,0.431,0.175,0.325,0.333,0.321,0.34,4.07,0.96,0.3,0.0,0.07,1.04,0.64,0.24,0.02,0.15,1.75,18004.0,
61,6539230.0,Nicholas Kurtz,L,ATH,LAA,5800,1B,1,false,false,true,-,-,Jose Soriano,Logan O'Hoppe (-),-,LAA,-,-,true,false,4%,false,59%,8.34,1.44,0.51,0.69,0.02,0.01,0.01,0.001,0.09,35%,8.49,Main,0.75,18.71,2.55,4.6,3.02,66%,0.234,0.342,0.432,0.198,0.338,0.353,0.366,,3.94,1.35,0.62,0.04,0.04,0.92,0.55,0.16,0.02,0.19,1.7,6539230.0,
62,2039124.0,Noelvi Marte,R,CIN,NYM,4000,OF,2,false,false,true,-,-,David Peterson,Francisco Alvarez (N),-,CIN,-,-,true,true,0%,false,55%,8.33,2.08,0.57,0.64,0.07,0.05,0.01,0.001,0.1,25%,8.35,--,0.85,18.86,15.13,4.44,3.01,68%,0.275,0.333,0.439,0.164,0.336,0.314,0.314,0.253,4.07,0.92,0.32,0.01,0.04,1.12,0.74,0.23,0.01,0.14,1.79,2039124.0,
63,1452857.0,Oneil Cruz,L,PIT,MIL,5300,OF,7,false,false,true,-,-,Quinn Priester,William Contreras (N),-,PIT,-,P,true,true,0%,false,61%,8.3,1.57,0.58,0.56,0.16,0.04,0.01,0.001,0.08,31%,8.33,--,0.25,19.29,12.89,3.86,2.33,60%,0.262,0.35,0.479,0.217,0.356,0.354,0.341,0.355,3.39,0.99,0.44,0.04,0.02,0.89,0.49,0.22,0.01,0.17,1.62,1452857.0,
64,2947169.0,Lars Nootbaar,L,STL,SFG,4100,OF,1,false,false,true,-,-,Carson Seymour,Patrick Bailey (++),-,STL,-,-,true,true,2%,false,63%,8.17,1.99,0.48,0.68,0.04,0.02,0.01,0.001,0.09,26%,8.24,Main,0.83,18.52,3.76,4.34,2.48,57%,0.26,0.369,0.439,0.179,0.353,0.341,0.341,0.352,3.69,0.75,0.61,0.03,0.03,0.96,0.6,0.2,0.02,0.14,1.62,2947169.0,
65,814065.0,Luis Arraez,L,SDP,COL,4500,1B,2,false,false,true,-,-,Kyle Freeland,Hunter Goodman (N),-,COL,-,-,false,false,5%,false,58%,8.16,1.81,0.47,0.61,0.05,0.04,0.05,0.001,0.12,0%,8.36,Main,1.74,17.66,7.28,4.71,2.79,59%,0.34,0.376,0.415,0.075,0.347,0.306,0.296,0.323,4.38,0.18,0.24,0.03,0.04,1.49,1.22,0.21,0.06,0.0,1.82,814065.0,
66,6158689.0,Jordan Beck,R,COL,SDP,4200,OF,4,false,false,true,-,-,Nick Pivetta,Freddy Fermin (N),-,COL,-,-,false,true,1%,false,64%,8.14,1.94,0.61,0.56,0.08,0.03,0.0,0.001,0.06,30%,8.18,Main,0.43,19.08,3.59,4.18,2.64,63%,0.26,0.316,0.462,0.202,0.335,0.299,0.307,0.261,3.86,1.25,0.3,0.0,0.02,1.0,0.58,0.23,0.04,0.16,1.78,6158689.0,
67,2061282.0,Logan O'Hoppe,R,LAA,ATH,3300,C,7,false,false,true,-,-,Mason Barnett,Shea Langeliers (-),-,LAA,-,-,false,true,0%,true,70%,8.13,2.46,0.64,0.61,0.03,0.01,0.01,0.001,0.06,41%,8.13,Main,0.4,18.57,9.88,3.96,2.14,54%,0.261,0.328,0.501,0.24,0.356,0.322,0.314,0.324,3.59,1.06,0.31,0.01,0.05,0.94,0.53,0.18,0.01,0.22,1.8,2061282.0,
68,1450075.0,William Contreras,R,MIL,PIT,4500,C,4,false,false,true,-,-,Johan Oviedo,Joey Bart (N),-,PIT,-,-,false,false,0%,false,60%,8.09,1.8,0.66,0.59,0.04,0.02,0.01,0.001,0.1,22%,8.11,--,0.78,18.17,30.42,4.46,2.51,56%,0.263,0.356,0.404,0.141,0.337,0.351,0.324,0.342,3.89,0.9,0.52,0.01,0.05,1.02,0.71,0.2,0.0,0.11,1.57,1450075.0,
69,5935387.0,Jackson Holliday,L,BAL,LAD,4100,2B,1,false,false,true,-,-,Tyler Glasnow,Dalton Rushing (-),-,BAL,-,-,true,true,0%,false,64%,8.08,1.97,0.42,0.6,0.11,0.04,0.01,0.001,0.09,27%,8.08,Main,0.6,19.19,7.61,4.46,2.96,66%,0.246,0.327,0.422,0.176,0.327,0.321,0.322,0.287,3.97,1.19,0.46,0.01,0.02,0.98,0.61,0.19,0.04,0.15,1.68,5935387.0,
70,2038814.0,Riley Greene,L,DET,CHW,5100,OF,4,false,false,true,-,-,Shane Smith,Kyle Teel (N),-,DET,-,-,true,true,0%,false,60%,8.04,1.58,0.63,0.58,0.03,0.01,0.0,0.001,0.06,35%,8.04,--,0.42,18.57,16.82,4.13,2.42,59%,0.249,0.337,0.462,0.213,0.345,0.344,0.343,0.359,3.64,1.19,0.45,0.03,0.03,0.91,0.53,0.16,0.03,0.18,1.68,2038814.0,
71,2134521.0,Francisco Alvarez,R,NYM,CIN,2700,C,7,false,false,true,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,-,true,false,1%,false,67%,8.01,2.97,0.61,0.6,0.01,0.01,0.0,0.001,0.06,44%,8.07,--,0.31,18.13,19.69,4.15,2.26,54%,0.241,0.323,0.473,0.232,0.344,0.322,0.325,0.287,3.7,1.09,0.41,0.01,0.04,0.89,0.49,0.17,0.0,0.23,1.75,2134521.0,
72,10557.0,Giancarlo Stanton,R,NYY,TOR,5400,OF,5,false,false,true,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,false,true,5%,false,55%,7.99,1.48,0.65,0.63,0.0,0.0,0.0,0.001,0.06,52%,8.14,Main,0.24,18.04,3.17,3.98,2.51,63%,0.23,0.305,0.494,0.264,0.34,0.346,0.348,0.344,3.59,1.27,0.37,0.02,0.02,0.82,0.42,0.13,0.0,0.27,1.77,10557.0,
73,36176.0,Willy Adames,R,SFG,STL,4600,SS,3,false,false,true,-,-,Michael McGreevy,James Crooks (N),-,STL,-,H,false,false,0%,false,64%,7.96,1.73,0.64,0.57,0.04,0.02,0.0,0.001,0.08,32%,7.96,Main,0.56,18.15,7.86,4.43,2.68,60%,0.248,0.307,0.423,0.175,0.317,0.34,0.319,0.33,4.08,0.97,0.32,0.0,0.03,1.01,0.64,0.2,0.01,0.16,1.72,36176.0,
74,481940.0,Brandon Lowe,L,TBR,CLE,5400,2B,3,false,false,true,-,-,Gavin Williams,Austin Hedges (++),Jansen Visconti (H),TAM01,-,-,true,true,4%,false,59%,7.95,1.47,0.63,0.6,0.03,0.01,0.0,0.001,0.06,37%,8.09,Main,0.31,18.22,2.97,4.15,2.7,65%,0.231,0.329,0.447,0.216,0.337,0.335,0.331,0.342,3.62,1.12,0.49,0.02,0.04,0.84,0.46,0.17,0.01,0.19,1.62,481940.0,
75,13518.0,Starling Marte,R,NYM,CIN,3600,OF,3,false,false,true,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,H,true,false,18%,false,51%,7.93,2.2,0.55,0.52,0.11,0.07,0.03,0.001,0.08,28%,8.59,--,0.59,18.54,17.63,4.21,2.6,62%,0.271,0.329,0.438,0.167,0.335,0.32,0.328,0.342,3.83,0.85,0.29,0.0,0.06,1.04,0.69,0.19,0.01,0.14,1.68,13518.0,
76,2441503.0,Christopher Morel,R,TBR,CLE,1,--,5,false,false,false,-,-,Gavin Williams,Austin Hedges (++),Jansen Visconti (H),TAM01,-,-,false,true,8%,false,68%,7.87,7870.0,0.61,0.59,0.07,0.02,0.01,0.001,0.06,42%,8.11,Main,0.19,18.52,0.01,3.91,2.55,65%,0.232,0.31,0.466,0.234,0.335,0.328,0.29,0.305,3.5,1.18,0.36,0.0,0.04,0.81,0.43,0.15,0.01,0.22,1.63,2441503.0,
77,11431.0,Paul Goldschmidt,R,NYY,TOR,1,--,1,false,false,false,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,false,true,0%,false,57%,7.85,7850.0,0.46,0.61,0.06,0.02,0.0,0.001,0.08,32%,7.86,Main,0.61,18.13,0.01,4.44,2.87,65%,0.252,0.312,0.431,0.179,0.322,0.331,0.316,0.324,4.08,1.08,0.34,0.02,0.02,1.03,0.64,0.21,0.01,0.17,1.76,11431.0,
78,15806.0,Brandon Nimmo,L,NYM,CIN,4800,OF,6,false,false,true,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,-,false,false,0%,false,60%,7.84,1.63,0.5,0.54,0.05,0.02,0.01,0.001,0.07,31%,7.84,--,0.46,18.17,14.8,4.28,2.37,55%,0.259,0.343,0.445,0.186,0.344,0.343,0.336,0.338,3.78,0.93,0.43,0.01,0.06,0.98,0.61,0.18,0.02,0.16,1.68,15806.0,
79,484316.0,Adolis Garcia,R,TEX,HOU,1,--,4,false,false,false,-,-,Colton Gordon,Yainer Diaz (N),-,TEX,Closed,-,true,true,0%,false,60%,7.83,7830.0,0.6,0.55,0.07,0.03,0.0,0.001,0.06,37%,7.86,Main,0.3,18.34,0.01,4.06,2.45,60%,0.246,0.306,0.459,0.213,0.33,0.326,0.297,0.303,3.73,0.98,0.29,0.01,0.03,0.92,0.52,0.2,0.01,0.19,1.71,484316.0,
80,36727.0,Cody Bellinger,L,NYY,TOR,4900,OF,4,false,false,true,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,true,true,0%,false,58%,7.8,1.59,0.57,0.51,0.09,0.02,0.0,0.001,0.06,34%,7.8,Main,0.26,18.3,3.35,4.14,2.59,63%,0.242,0.309,0.441,0.199,0.323,0.329,0.34,0.297,3.77,0.65,0.35,0.02,0.02,0.91,0.53,0.18,0.03,0.17,1.66,36727.0,
81,37180.0,Matt Chapman,R,SFG,STL,4000,3B,5,false,false,true,-,-,Michael McGreevy,James Crooks (N),-,STL,-,H,false,false,0%,false,63%,7.78,1.95,0.58,0.56,0.03,0.02,0.0,0.001,0.08,33%,7.78,Main,0.44,18.02,7.64,4.24,2.52,59%,0.251,0.32,0.441,0.19,0.33,0.357,0.333,0.348,3.85,0.9,0.34,0.01,0.05,0.97,0.59,0.19,0.02,0.17,1.7,37180.0,
82,1199134.0,Bo Bichette,R,TOR,NYY,4700,SS,4,false,false,true,-,-,Cameron Schlittler,Austin Wells (+),-,NYY,-,-,false,false,0%,false,50%,7.78,1.66,0.58,0.51,0.04,0.02,0.0,0.001,0.1,24%,7.78,Main,0.88,17.72,3.34,4.39,2.53,58%,0.288,0.329,0.432,0.144,0.331,0.34,0.353,0.306,4.13,0.76,0.23,0.0,0.03,1.19,0.85,0.21,0.01,0.12,1.78,1199134.0,
83,2440835.0,Jake Burger,R,TEX,HOU,3100,1B,4,false,false,true,-,-,Colton Gordon,Yainer Diaz (N),-,TEX,Closed,-,true,true,16%,false,70%,7.77,2.51,0.63,0.57,0.01,0.01,0.0,0.001,0.06,43%,8.27,Main,0.3,17.77,7.86,3.81,2.45,64%,0.265,0.318,0.511,0.246,0.354,0.344,0.323,0.327,3.53,0.82,0.23,0.01,0.05,0.93,0.51,0.2,0.01,0.21,1.81,2440835.0,
84,3063544.0,Romy Gonzalez,R,BOS,ARI,4300,1B/2B,4,false,false,true,-,-,Eduardo Rodriguez,Gabriel Moreno (N),-,ARI,Closed,-,true,false,19%,false,56%,7.77,1.81,0.58,0.51,0.1,0.05,0.02,0.001,0.09,24%,8.4,Main,0.57,18.49,4.55,4.1,2.7,66%,0.276,0.326,0.439,0.163,0.332,0.321,0.337,0.333,3.79,1.01,0.27,0.01,0.02,1.05,0.69,0.21,0.03,0.12,1.67,3063544.0,
85,2179708.0,Mark Vientos,R,NYM,CIN,3600,3B,5,false,false,true,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,-,true,false,19%,false,64%,7.76,2.16,0.61,0.58,0.01,0.0,0.0,0.001,0.06,45%,8.44,--,0.3,17.78,21.01,4.01,2.45,61%,0.25,0.308,0.483,0.233,0.34,0.321,0.304,0.311,3.69,1.05,0.29,0.0,0.02,0.92,0.5,0.2,0.0,0.22,1.78,2179708.0,
86,1452118.0,Jahmai Jones,R,DET,CHW,1,--,1,false,false,false,-,-,Shane Smith,Kyle Teel (N),-,DET,-,-,false,true,1%,false,57%,7.76,7760.0,0.44,0.6,0.11,0.03,0.03,0.001,0.07,25%,7.81,--,0.48,18.44,0.01,4.4,2.68,61%,0.239,0.317,0.401,0.162,0.317,0.315,0.364,0.252,3.91,1.08,0.37,0.0,0.08,0.94,0.58,0.22,0.01,0.13,1.57,1452118.0,
87,2044739.0,Jarren Duran,L,BOS,ARI,5000,OF,6,false,false,true,-,-,Eduardo Rodriguez,Gabriel Moreno (N),-,ARI,Closed,-,false,false,0%,false,57%,7.74,1.55,0.46,0.49,0.13,0.04,0.01,0.001,0.09,19%,7.74,Main,0.53,18.19,3.23,4.23,2.53,60%,0.271,0.339,0.423,0.152,0.333,0.34,0.333,0.354,3.82,0.98,0.35,0.01,0.05,1.03,0.68,0.21,0.04,0.09,1.61,2044739.0,
88,17887.0,Matt Olson,L,ATL,SEA,4600,1B,2,false,false,true,-,-,Logan Gilbert,Cal Raleigh (++),-,ATL,-,-,true,true,0%,false,63%,7.74,1.68,0.55,0.63,0.0,0.0,0.0,0.001,0.07,36%,7.74,Main,0.47,17.76,3.06,4.28,2.69,63%,0.236,0.329,0.433,0.197,0.33,0.346,0.342,0.343,3.76,1.23,0.49,0.04,0.03,0.89,0.52,0.18,0.01,0.18,1.63,17887.0,
89,35706.0,Yoan Moncada,B,LAA,ATH,3600,3B,2,false,false,true,-,-,Mason Barnett,Shea Langeliers (-),-,LAA,-,-,true,true,18%,false,60%,7.71,2.14,0.55,0.63,0.01,0.0,0.01,0.001,0.07,35%,8.35,Main,0.45,17.6,8.32,4.04,2.54,63%,0.256,0.343,0.459,0.203,0.349,0.329,0.335,0.323,3.56,0.86,0.44,0.01,0.04,0.91,0.54,0.18,0.01,0.17,1.63,35706.0,
90,956689.0,Bryan Reynolds,B,PIT,MIL,4300,OF,3,false,false,true,-,-,Quinn Priester,William Contreras (N),-,PIT,-,-,true,true,0%,false,64%,7.7,1.79,0.55,0.52,0.03,0.01,0.01,0.001,0.09,19%,7.71,--,0.62,18.0,13.32,4.25,2.69,63%,0.281,0.361,0.43,0.149,0.346,0.329,0.341,0.348,3.77,0.81,0.42,0.02,0.06,1.06,0.71,0.23,0.03,0.1,1.62,956689.0,
91,2039858.0,Mickey Moniak,L,COL,SDP,3600,OF,2,false,false,true,-,-,Nick Pivetta,Freddy Fermin (N),-,COL,-,P,true,true,21%,false,62%,7.69,2.14,0.54,0.6,0.06,0.02,0.0,0.001,0.05,34%,8.35,Main,0.29,18.26,4.29,4.07,2.81,69%,0.24,0.29,0.455,0.215,0.319,0.314,0.338,0.287,3.8,1.11,0.24,0.01,0.03,0.91,0.48,0.21,0.05,0.17,1.73,2039858.0,
92,2039396.0,Shea Langeliers,R,ATH,LAA,5300,C,5,false,false,true,-,-,Jose Soriano,Logan O'Hoppe (-),-,LAA,-,-,false,false,0%,false,59%,7.69,1.45,0.58,0.54,0.04,0.01,0.01,0.001,0.1,36%,7.69,Main,0.44,17.86,2.43,4.29,2.65,62%,0.245,0.307,0.434,0.189,0.321,0.342,0.344,0.31,3.93,1.01,0.32,0.01,0.04,0.96,0.6,0.17,0.01,0.18,1.7,2039396.0,
93,2082919.0,Bryson Stott,L,PHI,MIA,4200,2B,8,false,false,true,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,true,false,3%,false,60%,7.69,1.83,0.45,0.48,0.21,0.03,0.01,0.001,0.08,18%,7.82,Main,0.42,18.56,4.75,4.05,1.82,45%,0.257,0.329,0.401,0.144,0.319,0.317,0.318,0.308,3.64,0.62,0.38,0.02,0.02,0.94,0.63,0.17,0.04,0.09,1.46,2082919.0,
94,38044.0,Gleyber Torres,R,DET,CHW,4300,2B,2,false,false,true,-,-,Shane Smith,Kyle Teel (N),-,DET,-,-,false,true,0%,false,61%,7.68,1.79,0.49,0.58,0.06,0.03,0.01,0.001,0.07,23%,7.71,--,0.69,17.78,20.62,4.3,2.57,60%,0.263,0.352,0.412,0.149,0.338,0.334,0.359,0.295,3.77,0.73,0.49,0.0,0.03,0.99,0.67,0.2,0.0,0.12,1.55,38044.0,
95,3769530.0,Spencer Steer,R,CIN,NYM,1,--,6,false,false,false,-,-,David Peterson,Francisco Alvarez (N),-,CIN,-,H,true,true,0%,false,66%,7.64,7640.0,0.53,0.54,0.05,0.03,0.0,0.001,0.07,28%,7.66,--,0.44,18.02,0.01,4.03,2.64,66%,0.269,0.354,0.452,0.183,0.352,0.314,0.297,0.316,3.55,0.75,0.42,0.0,0.05,0.96,0.6,0.2,0.02,0.14,1.61,3769530.0,
96,490053.0,Cedric Mullins,L,NYM,CIN,1,--,7,false,false,false,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,P,false,false,0%,false,66%,7.63,7630.0,0.5,0.49,0.16,0.06,0.03,0.001,0.05,33%,7.63,--,0.12,18.38,0.01,4.18,2.26,54%,0.218,0.299,0.4,0.182,0.307,0.315,0.302,0.296,3.71,0.99,0.4,0.01,0.04,0.81,0.47,0.15,0.02,0.16,1.48,490053.0,
97,4920030.0,Colton Cowser,L,BAL,LAD,3600,OF,5,false,false,true,-,-,Tyler Glasnow,Dalton Rushing (-),-,BAL,-,-,true,true,1%,false,65%,7.61,2.11,0.53,0.53,0.08,0.03,0.0,0.001,0.06,38%,7.67,Main,0.1,17.95,3.66,4.03,2.59,64%,0.227,0.315,0.443,0.216,0.329,0.327,0.29,0.338,3.56,1.41,0.42,0.01,0.04,0.81,0.43,0.17,0.01,0.19,1.58,4920030.0,
98,13551.0,Jurickson Profar,B,ATL,SEA,5000,OF,1,false,false,true,-,-,Logan Gilbert,Cal Raleigh (++),-,ATL,-,-,true,true,0%,false,47%,7.6,1.52,0.44,0.61,0.05,0.02,0.02,0.001,0.08,28%,7.6,Main,0.59,17.65,1.94,4.39,2.8,64%,0.246,0.326,0.407,0.161,0.323,0.335,0.325,0.352,3.89,0.9,0.42,0.01,0.05,0.96,0.63,0.18,0.01,0.14,1.59,13551.0,
99,3585806.0,Vinnie Pasquantino,L,KCR,MIN,4000,1B,3,false,false,true,-,-,Pablo Lopez,Ryan Jeffers (N),-,KCR,-,-,true,true,1%,false,63%,7.57,1.89,0.6,0.55,0.0,0.0,0.0,0.001,0.08,29%,7.61,Main,0.47,17.57,4.46,4.17,2.89,69%,0.261,0.331,0.44,0.179,0.333,0.332,0.333,0.314,3.77,0.58,0.36,0.03,0.04,0.98,0.61,0.2,0.02,0.14,1.66,3585806.0,
100,16129.0,Joc Pederson,L,TEX,HOU,1,--,3,false,false,false,-,-,Colton Gordon,Yainer Diaz (N),-,TEX,Closed,-,false,true,2%,false,73%,7.56,7560.0,0.56,0.56,0.03,0.01,0.01,0.001,0.06,36%,7.64,Main,0.32,18.03,0.01,4.14,2.52,61%,0.233,0.332,0.43,0.197,0.332,0.344,0.317,0.358,3.59,0.98,0.45,0.04,0.09,0.84,0.49,0.16,0.01,0.18,1.55,16129.0,
101,2039342.0,Daulton Varsho,L,TOR,NYY,4800,OF,5,false,false,true,-,-,Cameron Schlittler,Austin Wells (+),-,NYY,-,-,true,false,3%,false,59%,7.56,1.58,0.57,0.56,0.08,0.02,0.01,0.001,0.06,39%,7.68,Main,0.14,18.11,2.67,4.23,2.45,58%,0.205,0.289,0.404,0.199,0.302,0.319,0.345,0.272,3.77,1.17,0.41,0.01,0.04,0.78,0.43,0.14,0.02,0.19,1.52,2039342.0,
102,2040066.0,Nolan Gorman,L,STL,SFG,3900,3B,4,false,false,true,-,-,Carson Seymour,Patrick Bailey (++),-,STL,-,H,true,true,3%,false,66%,7.56,1.94,0.62,0.56,0.02,0.01,0.0,0.001,0.05,34%,7.67,Main,0.3,17.58,3.8,4.03,2.23,55%,0.235,0.334,0.432,0.197,0.333,0.31,0.307,0.301,3.51,1.12,0.49,0.03,0.03,0.83,0.48,0.16,0.01,0.17,1.52,2040066.0,
103,4061012.0,Ceddanne Rafaela,R,BOS,ARI,3800,OF,7,false,false,true,-,-,Eduardo Rodriguez,Gabriel Moreno (N),-,ARI,Closed,-,true,false,2%,true,54%,7.54,1.98,0.52,0.49,0.12,0.04,0.02,0.001,0.08,24%,7.61,Main,0.45,18.36,3.92,4.08,2.41,59%,0.265,0.303,0.434,0.169,0.319,0.31,0.329,0.286,3.84,0.89,0.18,0.0,0.04,1.02,0.64,0.22,0.04,0.12,1.67,4061012.0,
