,PLAYERID,NAME,HAND,TEAM,OPP_TM,SALARY,POS,LP,OL,OD,IPL,ERROR,2H,PITCHER,CATCHER,UMPIRE,PARK,ROOF,GVF,PLATOON,HFA,PH%,COLD,TILT_BIAS,FPTS,FPTS/$,RBI,R,SB,CS,SH,SF,GIDP,HR_DEPENDENCE,0%_PH%_FPTS,SLATE,FLOOR,CEILING,POWN,PA,PAVSSP,PAVSSP%,BA,_OBP,SLG,ISO,WOBA,CNWOBA,XWOBA_CS,XWOBA_LS,AB,K,BB,IBB,HBP,H,1B,2B,3B,HR,TB,PARTNERID,OWNERSHIP
104,37558.0,Austin Hays,R,CIN,NYM,3900,OF,5,false,false,true,-,-,David Peterson,Francisco Alvarez (N),-,CIN,-,-,true,true,3%,false,56%,7.53,1.93,0.56,0.55,0.02,0.01,0.01,0.001,0.09,28%,7.6,--,0.49,17.58,14.44,4.11,2.74,67%,0.267,0.333,0.444,0.177,0.338,0.31,0.302,0.294,3.73,0.9,0.31,0.0,0.06,1.0,0.62,0.23,0.01,0.14,1.65,37558.0,
105,2039344.0,Geraldo Perdomo,B,ARI,BOS,4800,SS,2,false,false,true,-,-,Payton Tolle,Carlos Narvaez (N),-,ARI,Closed,-,true,true,0%,false,45%,7.52,1.57,0.44,0.54,0.13,0.04,0.12,0.001,0.09,13%,7.52,Main,0.76,17.92,3.21,4.32,2.37,55%,0.268,0.349,0.381,0.113,0.329,0.312,0.351,0.284,3.67,0.55,0.49,0.02,0.03,0.98,0.73,0.16,0.03,0.07,1.4,2039344.0,
106,2133994.0,Gabriel Moreno,R,ARI,BOS,3500,C,4,false,false,true,-,-,Payton Tolle,Carlos Narvaez (N),-,ARI,Closed,-,true,true,5%,false,55%,7.51,2.15,0.58,0.51,0.04,0.02,0.0,0.001,0.09,22%,7.69,Main,0.61,17.4,4.8,4.04,2.23,55%,0.286,0.351,0.441,0.155,0.345,0.327,0.319,0.33,3.67,0.74,0.34,0.01,0.03,1.05,0.71,0.22,0.02,0.1,1.62,2133994.0,
107,15798.0,Max Kepler,L,PHI,MIA,1,--,7,false,false,false,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,true,false,4%,false,65%,7.5,7500.0,0.57,0.56,0.02,0.0,0.0,0.001,0.06,32%,7.66,Main,0.31,17.66,0.01,4.1,1.91,47%,0.244,0.328,0.436,0.192,0.331,0.332,0.336,0.297,3.64,0.72,0.42,0.03,0.04,0.89,0.52,0.19,0.02,0.16,1.59,15798.0,
108,15566.0,Eugenio Suarez,R,SEA,ATL,4300,3B,4,false,false,true,-,-,Chris Sale,Drake Baldwin (N),-,ATL,-,-,true,false,0%,false,61%,7.48,1.74,0.6,0.54,0.03,0.01,0.0,0.001,0.05,39%,7.48,Main,0.13,17.89,2.35,4.35,2.65,61%,0.208,0.291,0.402,0.194,0.303,0.332,0.307,0.329,3.89,1.58,0.38,0.01,0.08,0.81,0.44,0.18,0.01,0.19,1.56,15566.0,
109,2038929.0,Brandon Marsh,L,PHI,MIA,3500,OF,5,false,false,true,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,true,false,13%,false,63%,7.47,2.13,0.49,0.5,0.11,0.03,0.01,0.001,0.06,22%,8.02,Main,0.35,17.76,3.81,4.07,2.07,51%,0.253,0.337,0.412,0.159,0.327,0.322,0.333,0.331,3.59,1.03,0.44,0.03,0.02,0.91,0.58,0.18,0.04,0.1,1.48,2038929.0,
110,3202639.0,Ezequiel Tovar,R,COL,SDP,4100,SS,6,false,false,true,-,-,Nick Pivetta,Freddy Fermin (N),-,COL,-,P,false,true,3%,false,71%,7.45,1.82,0.52,0.51,0.05,0.02,0.03,0.001,0.05,30%,7.56,Main,0.36,17.88,2.75,3.96,2.47,62%,0.27,0.309,0.472,0.202,0.335,0.304,0.337,0.28,3.71,1.02,0.2,0.01,0.02,1.0,0.58,0.24,0.04,0.15,1.75,3202639.0,
111,21540.0,Michael Conforto,L,LAD,BAL,3000,OF,5,false,false,true,-,-,Dean Kremer,Samuel Basallo (-),-,BAL,-,-,true,false,21%,false,69%,7.44,2.48,0.57,0.57,0.0,0.0,0.0,0.001,0.07,38%,8.18,Main,0.28,17.34,5.22,4.03,2.54,63%,0.241,0.327,0.444,0.203,0.335,0.318,0.318,0.334,3.57,0.94,0.41,0.01,0.05,0.86,0.5,0.17,0.01,0.18,1.58,21540.0,
112,4998573.0,Sal Frelick,L,MIL,PIT,4100,OF,5,false,false,true,-,-,Johan Oviedo,Joey Bart (N),-,PIT,-,-,true,false,3%,false,50%,7.44,1.81,0.45,0.47,0.14,0.03,0.02,0.001,0.1,8%,7.54,--,0.66,17.68,13.59,4.31,2.43,56%,0.271,0.351,0.372,0.101,0.322,0.299,0.31,0.276,3.81,0.54,0.43,0.01,0.05,1.03,0.76,0.2,0.04,0.04,1.42,4998573.0,
113,3695207.0,Kerry Carpenter,L,DET,CHW,4600,OF,3,false,false,true,-,-,Shane Smith,Kyle Teel (N),-,DET,-,-,true,true,30%,true,61%,7.42,1.61,0.6,0.55,0.03,0.01,0.0,0.001,0.06,39%,8.43,--,0.18,17.9,11.95,3.71,2.49,67%,0.25,0.32,0.482,0.232,0.344,0.34,0.34,0.369,3.36,0.88,0.29,0.02,0.06,0.84,0.46,0.16,0.04,0.18,1.62,3695207.0,
114,35650.0,Dansby Swanson,R,CHC,WAS,11700,SS,7,true,true,true,-,-,Jake Irvin,Riley Adams (-),Clint Vondrak (EH),CHC,-,-,false,true,0%,false,64%,7.41,0.63,0.56,0.53,0.06,0.02,0.0,0.001,0.08,32%,7.43,--,0.4,17.48,0.01,3.9,2.36,61%,0.26,0.323,0.444,0.184,0.333,0.331,0.329,0.316,3.56,0.85,0.31,0.0,0.02,0.93,0.59,0.18,0.01,0.15,1.58,35650.0,
115,2040009.0,Heliot Ramos,R,SFG,STL,4300,OF,1,false,false,true,-,-,Michael McGreevy,James Crooks (N),-,STL,-,-,false,false,0%,false,61%,7.4,1.72,0.44,0.59,0.03,0.02,0.01,0.001,0.11,24%,7.4,Main,0.85,17.1,4.44,4.61,2.87,62%,0.257,0.304,0.39,0.133,0.304,0.336,0.316,0.337,4.3,0.96,0.24,0.01,0.06,1.1,0.78,0.19,0.01,0.12,1.68,2040009.0,
116,14698.0,Nick Castellanos,R,PHI,MIA,3800,OF,6,false,false,true,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,false,false,2%,false,63%,7.38,1.94,0.54,0.52,0.05,0.01,0.0,0.001,0.07,28%,7.48,Main,0.45,17.64,3.88,4.22,2.01,48%,0.254,0.305,0.42,0.166,0.315,0.322,0.316,0.337,3.92,0.86,0.25,0.01,0.04,0.99,0.62,0.22,0.01,0.14,1.65,14698.0,
117,2038813.0,Spencer Torkelson,R,DET,CHW,4400,1B,5,false,false,true,-,-,Shane Smith,Kyle Teel (N),-,DET,-,-,false,true,0%,false,54%,7.38,1.68,0.56,0.56,0.02,0.01,0.0,0.001,0.05,36%,7.38,--,0.22,17.43,15.08,4.05,2.34,58%,0.227,0.325,0.43,0.203,0.33,0.329,0.333,0.255,3.53,1.05,0.45,0.01,0.06,0.8,0.44,0.19,0.0,0.17,1.52,2038813.0,
118,2039289.0,Alejandro Kirk,R,TOR,NYY,3700,C,6,false,false,true,-,-,Cameron Schlittler,Austin Wells (+),-,NYY,-,-,false,false,0%,false,61%,7.38,1.99,0.52,0.52,0.0,0.0,0.0,0.001,0.1,31%,7.38,Main,0.62,17.29,4.6,4.19,2.37,57%,0.273,0.342,0.437,0.164,0.34,0.346,0.352,0.314,3.79,0.53,0.35,0.01,0.05,1.03,0.71,0.18,0.0,0.15,1.65,2039289.0,
119,814227.0,Jesus Sanchez,L,HOU,TEX,4100,OF,5,false,false,true,-,-,Merrill Kelly,Jonah Heim (N),-,TEX,Closed,-,true,false,13%,false,63%,7.37,1.8,0.5,0.5,0.07,0.02,0.01,0.001,0.08,36%,7.77,Main,0.27,17.44,2.86,3.98,2.51,63%,0.249,0.314,0.449,0.2,0.329,0.335,0.345,0.348,3.62,0.89,0.32,0.02,0.02,0.9,0.54,0.18,0.01,0.17,1.63,814227.0,
120,2040123.0,Luis Garcia Jr.,L,WAS,CHC,10500,2B,5,true,true,true,-,-,Javier Assad,Reese McGuire (N),Clint Vondrak (EH),CHC,-,-,true,false,6%,false,61%,7.36,0.7,0.49,0.46,0.12,0.05,0.01,0.001,0.1,21%,7.55,--,0.57,17.62,0.01,4.16,2.53,61%,0.268,0.318,0.407,0.139,0.316,0.32,0.321,0.326,3.86,0.66,0.27,0.01,0.01,1.03,0.72,0.19,0.02,0.1,1.57,2040123.0,
121,37410.0,Harrison Bader,R,PHI,MIA,3400,OF,9,false,false,true,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,false,false,2%,false,64%,7.35,2.16,0.48,0.51,0.17,0.04,0.01,0.001,0.06,26%,7.44,Main,0.28,17.84,4.25,3.98,1.73,43%,0.234,0.295,0.392,0.158,0.301,0.308,0.337,0.295,3.65,0.87,0.25,0.0,0.07,0.85,0.54,0.18,0.02,0.12,1.43,37410.0,
122,14928.0,Josh Bell,B,WAS,CHC,7800,1B,3,true,true,true,-,-,Javier Assad,Reese McGuire (N),Clint Vondrak (EH),CHC,-,-,true,false,3%,true,69%,7.34,0.94,0.56,0.53,0.0,0.0,0.01,0.001,0.1,26%,7.45,--,0.63,16.89,0.01,4.39,2.68,61%,0.248,0.338,0.388,0.14,0.322,0.329,0.338,0.287,3.85,0.79,0.49,0.01,0.03,0.96,0.67,0.15,0.01,0.12,1.49,14928.0,
123,6183038.0,Kyle Manzardo,L,CLE,TBR,3900,1B,5,false,false,true,-,-,Ian Seymour,Hunter Feduccia (N),Jansen Visconti (H),TAM01,-,-,false,false,0%,false,63%,7.31,1.87,0.55,0.54,0.01,0.0,0.0,0.001,0.05,43%,7.48,Main,0.15,17.6,3.11,4.11,2.59,63%,0.226,0.298,0.441,0.215,0.319,0.328,0.323,0.276,3.72,1.05,0.32,0.02,0.06,0.84,0.45,0.18,0.01,0.2,1.64,6183038.0,
124,3202832.0,Ronny Mauricio,B,NYM,CIN,3000,3B,8,false,false,true,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,-,true,false,0%,false,68%,7.3,2.43,0.5,0.51,0.09,0.06,0.01,0.001,0.08,35%,7.3,--,0.32,17.57,14.15,4.08,2.15,53%,0.241,0.291,0.423,0.182,0.308,0.297,0.273,,3.8,0.96,0.26,0.02,0.02,0.92,0.56,0.18,0.0,0.17,1.61,3202832.0,
125,1451922.0,Ryan Mountcastle,R,BAL,LAD,3400,1B,4,false,false,true,-,-,Tyler Glasnow,Dalton Rushing (-),-,BAL,-,-,false,true,0%,false,59%,7.3,2.15,0.56,0.5,0.02,0.01,0.0,0.001,0.07,34%,7.3,Main,0.42,17.15,4.68,4.14,2.67,64%,0.254,0.309,0.433,0.179,0.321,0.328,0.328,0.321,3.83,1.13,0.28,0.02,0.02,0.97,0.62,0.18,0.01,0.16,1.66,1451922.0,
126,3610165.0,Alex Call,R,LAD,BAL,1,--,6,false,false,false,-,-,Dean Kremer,Samuel Basallo (-),-,BAL,-,-,false,false,0%,false,61%,7.29,7290.0,0.46,0.49,0.06,0.04,0.04,0.001,0.08,23%,7.29,Main,0.53,17.4,0.01,4.34,2.46,57%,0.257,0.333,0.398,0.141,0.324,0.308,0.307,0.32,3.84,0.71,0.41,0.0,0.05,0.99,0.68,0.18,0.02,0.11,1.53,3610165.0,
127,6810964.0,Isaac Collins,B,MIL,PIT,4000,OF,7,false,false,true,-,-,Johan Oviedo,Joey Bart (N),-,PIT,-,-,true,false,2%,false,46%,7.28,1.82,0.45,0.48,0.13,0.05,0.02,0.001,0.07,15%,7.35,--,0.5,17.61,13.64,4.13,2.24,54%,0.244,0.355,0.37,0.126,0.326,0.309,0.335,,3.5,0.84,0.55,0.01,0.06,0.85,0.57,0.19,0.02,0.07,1.29,6810964.0,
128,2039178.0,Josh Lowe,L,TBR,CLE,4500,OF,5,false,false,true,-,-,Gavin Williams,Austin Hedges (++),Jansen Visconti (H),TAM01,-,-,true,true,1%,false,60%,7.28,1.62,0.46,0.46,0.16,0.05,0.0,0.001,0.06,24%,7.32,Main,0.16,17.8,2.42,4.01,2.55,64%,0.234,0.316,0.394,0.16,0.311,0.314,0.325,0.307,3.57,1.11,0.41,0.02,0.02,0.84,0.51,0.18,0.03,0.11,1.41,2039178.0,
129,2038711.0,Andrew Vaughn,R,MIL,PIT,3400,1B,6,false,false,true,-,-,Johan Oviedo,Joey Bart (N),-,PIT,-,-,false,false,4%,false,70%,7.27,2.14,0.59,0.55,0.01,0.0,0.0,0.001,0.08,28%,7.43,--,0.51,16.93,14.69,4.18,2.35,56%,0.252,0.319,0.407,0.155,0.319,0.337,0.335,0.295,3.8,0.86,0.3,0.0,0.07,0.96,0.63,0.19,0.0,0.13,1.55,2038711.0,
130,3202718.0,Jeremy Pena,R,HOU,TEX,5000,SS,1,false,false,true,-,-,Merrill Kelly,Jonah Heim (N),-,TEX,Closed,-,false,false,0%,false,53%,7.27,1.45,0.36,0.5,0.13,0.04,0.02,0.001,0.11,20%,7.3,Main,0.62,17.77,2.66,4.55,2.86,63%,0.245,0.29,0.374,0.129,0.291,0.332,0.35,0.313,4.26,0.94,0.21,0.0,0.06,1.04,0.72,0.19,0.03,0.1,1.59,3202718.0,
131,7958030.0,Chandler Simpson,L,TBR,CLE,4800,OF,1,false,false,true,-,-,Gavin Williams,Austin Hedges (++),Jansen Visconti (H),TAM01,-,-,true,true,2%,false,49%,7.23,1.51,0.27,0.42,0.3,0.07,0.05,0.001,0.13,1%,7.28,Main,0.9,17.16,1.61,4.4,2.91,66%,0.268,0.31,0.329,0.061,0.285,0.29,0.3,,4.08,0.55,0.27,0.01,0.01,1.09,0.9,0.14,0.05,0.0,1.34,7958030.0,
132,4061928.0,Addison Barger,L,TOR,NYY,4200,3B/OF,2,false,false,true,-,-,Cameron Schlittler,Austin Wells (+),-,NYY,-,-,true,false,13%,true,56%,7.22,1.72,0.5,0.56,0.04,0.01,0.0,0.001,0.08,33%,7.61,Main,0.35,17.02,2.8,4.32,2.7,63%,0.224,0.293,0.393,0.169,0.299,0.317,0.345,0.304,3.93,1.15,0.34,0.02,0.04,0.88,0.54,0.18,0.01,0.15,1.54,4061928.0,
133,14918.0,Travis d'Arnaud,R,LAA,ATH,1,--,6,false,false,false,-,-,Mason Barnett,Shea Langeliers (-),-,LAA,-,-,false,true,0%,false,74%,7.21,7210.0,0.53,0.53,0.01,0.01,0.0,0.001,0.07,35%,7.21,Main,0.33,17.04,0.01,4.03,2.24,56%,0.248,0.317,0.439,0.191,0.329,0.303,0.3,0.299,3.65,0.99,0.31,0.0,0.06,0.91,0.55,0.19,0.01,0.16,1.6,14918.0,
134,37230.0,Mike Tauchman,L,CHW,DET,3700,OF,1,false,false,true,-,-,Jack Flaherty,Dillon Dingler (N),-,DET,-,-,true,false,1%,false,54%,7.19,1.94,0.39,0.58,0.02,0.01,0.01,0.001,0.07,23%,7.23,--,0.6,16.82,9.53,4.57,2.88,63%,0.232,0.327,0.37,0.138,0.311,0.311,0.307,0.336,3.99,1.11,0.53,0.01,0.04,0.93,0.62,0.17,0.02,0.11,1.48,37230.0,
135,7945147.0,Daylen Lile,L,WAS,CHC,8100,OF,4,true,true,true,-,-,Javier Assad,Reese McGuire (N),Clint Vondrak (EH),CHC,-,-,true,false,1%,false,52%,7.19,0.89,0.45,0.41,0.14,0.04,0.01,0.001,0.08,11%,7.24,--,0.51,17.42,0.01,4.33,2.61,60%,0.256,0.317,0.374,0.118,0.304,0.303,0.342,,3.97,0.82,0.31,0.0,0.04,1.01,0.7,0.21,0.05,0.05,1.48,7945147.0,
136,15820.0,Jorge Polanco,B,SEA,ATL,3900,2B,6,false,false,true,-,-,Chris Sale,Drake Baldwin (N),-,ATL,-,-,true,false,0%,false,60%,7.15,1.83,0.48,0.48,0.06,0.02,0.01,0.001,0.06,32%,7.17,Main,0.28,17.02,2.28,4.14,2.48,60%,0.241,0.308,0.416,0.175,0.315,0.327,0.332,0.321,3.76,0.99,0.34,0.02,0.03,0.91,0.56,0.18,0.01,0.15,1.56,15820.0,
137,2051323.0,Tyler Soderstrom,L,ATH,LAA,4300,1B/OF,4,false,false,true,-,-,Jose Soriano,Logan O'Hoppe (-),-,LAA,-,P,true,false,1%,false,60%,7.15,1.66,0.54,0.48,0.03,0.01,0.01,0.001,0.11,30%,7.2,Main,0.34,16.97,1.58,4.36,2.74,63%,0.231,0.312,0.384,0.153,0.306,0.331,0.345,0.338,3.89,1.03,0.42,0.02,0.04,0.9,0.59,0.16,0.01,0.14,1.49,2051323.0,
138,4061157.0,Angel Martinez,B,CLE,TBR,2800,2B/OF,2,false,false,true,-,-,Ian Seymour,Hunter Feduccia (N),Jansen Visconti (H),TAM01,-,-,false,false,4%,true,68%,7.15,2.55,0.44,0.5,0.08,0.02,0.06,0.001,0.09,27%,7.24,Main,0.46,17.35,3.64,4.41,2.85,65%,0.239,0.287,0.387,0.148,0.296,0.291,0.271,0.271,4.06,1.0,0.25,0.0,0.04,0.97,0.64,0.19,0.02,0.12,1.57,4061157.0,
139,2040061.0,Ivan Herrera,R,STL,SFG,4400,C,2,false,false,true,-,-,Carson Seymour,Patrick Bailey (++),-,STL,-,P,false,true,1%,false,61%,7.14,1.62,0.47,0.55,0.04,0.02,0.01,0.001,0.11,22%,7.19,Main,0.64,16.78,3.24,4.24,2.37,56%,0.259,0.335,0.387,0.128,0.32,0.339,0.354,0.365,3.79,0.8,0.38,0.01,0.06,0.98,0.7,0.17,0.0,0.1,1.47,2040061.0,
140,3616036.0,Freddy Fermin,R,SDP,COL,3500,C,9,false,false,true,-,-,Kyle Freeland,Hunter Goodman (N),-,COL,-,-,true,false,6%,false,62%,7.12,2.03,0.51,0.56,0.03,0.01,0.03,0.001,0.09,17%,7.33,Main,0.83,16.76,4.58,4.01,2.11,53%,0.292,0.333,0.421,0.129,0.33,0.287,0.28,0.258,3.72,0.64,0.22,0.0,0.03,1.09,0.79,0.19,0.03,0.08,1.57,3616036.0,
141,7934358.0,Luke Keaschall,R,MIN,KCR,4800,2B,3,false,false,true,-,-,Michael Wacha,Salvador Perez (N),-,KCR,-,-,false,false,3%,false,52%,7.11,1.48,0.47,0.45,0.06,0.03,0.01,0.001,0.08,17%,7.21,Main,0.52,16.91,2.67,4.36,2.62,60%,0.259,0.327,0.386,0.127,0.314,0.328,0.371,,3.95,0.73,0.35,0.01,0.05,1.03,0.7,0.23,0.02,0.08,1.52,7934358.0,
142,2173705.0,Brett Baty,L,NYM,CIN,1,--,8,false,false,false,-,-,Andrew Abbott,Jose Trevino (+),-,CIN,-,H,false,false,0%,false,57%,7.1,7100.0,0.48,0.51,0.03,0.01,0.02,0.001,0.08,34%,7.1,--,0.42,16.92,0.01,4.08,2.15,53%,0.251,0.314,0.426,0.175,0.321,0.317,0.341,0.292,3.72,1.02,0.32,0.02,0.03,0.93,0.61,0.16,0.01,0.16,1.58,2173705.0,
143,6617718.0,Will Wagner,L,SDP,COL,1,--,7,false,false,false,-,-,Kyle Freeland,Hunter Goodman (N),-,COL,-,-,false,false,17%,false,61%,7.1,7100.0,0.48,0.5,0.03,0.01,0.02,0.001,0.1,13%,7.72,Main,0.81,16.76,0.01,3.99,2.34,59%,0.308,0.364,0.43,0.122,0.348,0.307,0.314,0.351,3.64,0.58,0.3,0.0,0.04,1.12,0.82,0.21,0.03,0.06,1.56,6617718.0,
144,2042452.0,Michael Harris II,L,ATL,SEA,3400,OF,7,false,false,true,-,-,Logan Gilbert,Cal Raleigh (++),-,ATL,-,-,true,true,2%,false,66%,7.09,2.09,0.46,0.44,0.13,0.04,0.02,0.001,0.09,27%,7.15,Main,0.34,17.49,2.39,3.8,2.26,59%,0.265,0.305,0.436,0.171,0.319,0.326,0.313,0.358,3.57,0.91,0.18,0.02,0.03,0.95,0.61,0.19,0.02,0.13,1.56,2042452.0,
145,7382511.0,Kyle Teel,L,CHW,DET,3900,C,3,false,false,true,-,-,Jack Flaherty,Dillon Dingler (N),-,DET,-,-,true,false,8%,false,53%,7.08,1.82,0.5,0.48,0.04,0.02,0.01,0.001,0.07,25%,7.33,--,0.38,17.16,12.77,4.25,2.68,63%,0.242,0.321,0.393,0.151,0.315,0.316,0.356,,3.79,1.18,0.41,0.0,0.04,0.92,0.61,0.16,0.04,0.11,1.49,7382511.0,
146,4061013.0,David Hamilton,L,BOS,ARI,1,--,8,false,false,false,-,-,Eduardo Rodriguez,Gabriel Moreno (N),-,ARI,Closed,-,false,false,0%,false,63%,7.07,7070.0,0.38,0.41,0.27,0.06,0.03,0.001,0.08,14%,7.07,Main,0.28,17.75,0.01,4.01,2.29,57%,0.232,0.287,0.352,0.12,0.283,0.285,0.257,0.314,3.68,0.98,0.27,0.0,0.03,0.85,0.58,0.16,0.04,0.07,1.3,4061013.0,
147,14629.0,Marcell Ozuna,R,ATL,SEA,3500,OF,6,false,false,true,-,-,Logan Gilbert,Cal Raleigh (++),-,ATL,-,-,false,true,1%,true,71%,7.07,2.02,0.52,0.53,0.01,0.0,0.0,0.001,0.06,38%,7.11,Main,0.25,16.78,1.81,3.89,2.36,61%,0.245,0.323,0.446,0.201,0.333,0.348,0.346,0.375,3.48,1.07,0.38,0.01,0.02,0.85,0.51,0.16,0.0,0.18,1.55,14629.0,
148,36212.0,Edmundo Sosa,R,PHI,MIA,1,--,8,false,false,false,-,-,Valente Bellozo,Agustin Ramirez (N),-,MIA,Closed,-,false,false,0%,false,63%,7.05,7050.0,0.48,0.49,0.09,0.01,0.03,0.001,0.07,24%,7.06,Main,0.37,17.31,0.01,4.11,1.82,44%,0.245,0.297,0.396,0.151,0.304,0.311,0.285,0.3,3.79,0.87,0.19,0.0,0.11,0.93,0.6,0.2,0.02,0.11,1.5,36212.0,
149,11406.0,Jose Altuve,R,HOU,TEX,4600,2B,3,false,false,true,-,-,Merrill Kelly,Jonah Heim (N),-,TEX,Closed,-,false,false,2%,true,62%,7.05,1.53,0.48,0.45,0.09,0.03,0.0,0.001,0.09,28%,7.13,Main,0.36,17.12,1.92,4.33,2.66,61%,0.232,0.292,0.376,0.144,0.293,0.333,0.293,0.325,3.99,0.84,0.3,0.0,0.03,0.93,0.62,0.17,0.01,0.13,1.5,11406.0,
150,5175547.0,Austin Wells,L,NYY,TOR,3700,C,6,false,false,true,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,true,true,3%,false,60%,7.04,1.9,0.51,0.51,0.03,0.01,0.0,0.001,0.05,42%,7.13,Main,0.08,16.99,3.82,3.91,2.42,62%,0.22,0.298,0.438,0.218,0.318,0.319,0.309,0.339,3.51,0.93,0.36,0.01,0.03,0.77,0.41,0.16,0.01,0.19,1.54,5175547.0,
151,37993.0,Willi Castro,B,CHC,WAS,9600,3B/OF,6,true,true,true,-,-,Jake Irvin,Riley Adams (-),Clint Vondrak (EH),CHC,-,-,true,true,2%,false,63%,7.04,0.73,0.44,0.47,0.09,0.03,0.01,0.001,0.07,21%,7.11,--,0.39,17.27,0.01,3.95,2.47,63%,0.26,0.341,0.408,0.148,0.33,0.309,0.325,0.35,3.5,0.78,0.34,0.01,0.09,0.91,0.62,0.15,0.04,0.1,1.43,37993.0,
152,2109971.0,TJ Friedl,L,CIN,NYM,3700,OF,1,false,false,true,-,-,David Peterson,Francisco Alvarez (N),-,CIN,-,-,false,true,1%,false,59%,7.03,1.9,0.38,0.57,0.05,0.04,0.07,0.001,0.1,16%,7.07,--,0.85,16.71,11.42,4.55,3.13,69%,0.253,0.332,0.348,0.095,0.308,0.3,0.306,0.293,3.98,0.83,0.38,0.0,0.13,1.01,0.79,0.12,0.02,0.07,1.39,2109971.0,
153,4061927.0,Spencer Horwitz,L,PIT,MIL,3500,1B,2,false,false,true,-,-,Quinn Priester,William Contreras (N),-,PIT,-,-,true,true,7%,false,60%,7.02,2.01,0.43,0.53,0.01,0.01,0.0,0.001,0.1,15%,7.22,--,0.6,16.29,14.03,4.23,2.78,66%,0.271,0.356,0.396,0.125,0.333,0.316,0.315,0.333,3.73,0.6,0.45,0.02,0.05,1.01,0.69,0.24,0.01,0.07,1.48,4061927.0,
154,4738878.0,Matt McLain,R,CIN,NYM,1,--,9,false,false,false,-,-,David Peterson,Francisco Alvarez (N),-,CIN,-,-,true,true,2%,false,71%,7.02,7020.0,0.45,0.51,0.08,0.03,0.01,0.001,0.06,26%,7.07,--,0.3,17.33,0.01,3.68,2.29,62%,0.266,0.351,0.44,0.174,0.347,0.322,0.291,,3.24,0.89,0.38,0.0,0.05,0.86,0.55,0.18,0.02,0.12,1.42,4738878.0,
155,8152447.0,Braxton Fulford,R,COL,SDP,1,--,7,false,false,false,-,-,Nick Pivetta,Freddy Fermin (N),-,COL,-,-,false,true,6%,false,64%,7.01,7010.0,0.49,0.49,0.04,0.02,0.01,0.001,0.05,30%,7.18,Main,0.22,16.94,0.01,3.83,2.36,62%,0.257,0.312,0.453,0.196,0.331,0.295,0.271,,3.53,1.08,0.23,0.0,0.05,0.91,0.52,0.21,0.03,0.14,1.6,8152447.0,
156,4060902.0,Blaze Alexander,R,ARI,BOS,3300,3B/OF,5,false,false,true,-,-,Payton Tolle,Carlos Narvaez (N),-,ARI,Closed,-,true,true,1%,false,55%,7.0,2.12,0.49,0.48,0.09,0.02,0.02,0.001,0.07,22%,7.05,Main,0.3,17.07,3.87,4.04,2.16,53%,0.24,0.312,0.387,0.147,0.308,0.298,0.321,0.24,3.63,1.31,0.33,0.0,0.06,0.87,0.57,0.17,0.03,0.1,1.4,4060902.0,
157,6562721.0,Matthew Lugo,R,LAA,ATH,1,--,7,false,false,false,-,-,Mason Barnett,Shea Langeliers (-),-,LAA,-,-,false,true,0%,false,77%,7.0,7000.0,0.48,0.46,0.09,0.03,0.01,0.001,0.06,28%,7.02,Main,0.24,17.25,0.01,3.95,2.14,54%,0.247,0.296,0.42,0.173,0.311,0.282,0.275,,3.68,1.13,0.22,0.0,0.04,0.91,0.55,0.2,0.03,0.13,1.54,6562721.0,
158,4691191.0,David Fry,R,CLE,TBR,3100,C/OF,4,false,false,true,-,-,Ian Seymour,Hunter Feduccia (N),Jansen Visconti (H),TAM01,-,-,true,false,52%,false,63%,6.99,2.25,0.53,0.49,0.04,0.01,0.0,0.001,0.06,39%,7.48,Main,0.16,17.04,3.09,4.0,2.67,67%,0.229,0.295,0.419,0.19,0.31,0.312,0.228,0.314,3.65,1.12,0.28,0.01,0.07,0.83,0.49,0.16,0.01,0.17,1.53,4691191.0,
159,4619160.0,Jose Caballero,R,NYY,TOR,1,--,8,false,false,false,-,-,Kevin Gausman,Alejandro Kirk (+),-,NYY,-,-,false,true,2%,false,57%,6.98,6980.0,0.32,0.36,0.36,0.08,0.02,0.001,0.06,18%,7.08,Main,0.09,17.5,0.01,3.71,2.2,59%,0.216,0.291,0.343,0.127,0.283,0.293,0.307,0.278,3.32,1.03,0.3,0.0,0.06,0.72,0.48,0.14,0.02,0.08,1.14,4619160.0,
160,4061232.0,Wenceel Perez,B,DET,CHW,4000,OF,6,false,false,true,-,-,Shane Smith,Kyle Teel (N),-,DET,-,-,true,true,2%,false,58%,6.96,1.74,0.44,0.45,0.1,0.03,0.01,0.001,0.06,25%,7.04,--,0.19,17.36,11.84,3.91,2.26,58%,0.241,0.316,0.41,0.169,0.317,0.314,0.324,0.295,3.51,0.78,0.35,0.01,0.03,0.85,0.53,0.15,0.05,0.11,1.44,4061232.0,
