,Hitter,ID,Team,OppSP,PC,BIP,xwOBA,xwOBA Con,SwStr%,BIP%,AVG,SLG,ISO,Brl%,FB%,GB%,Hard%
0,Lars Nootbaar,663457,STL,Clay Holmes,676,118,0.364,0.396,0.092,0.175,0.255,0.476,0.22099999999999997,0.11,0.153,0.602,0.424
0,Masyn Winn,691026,STL,Clay Holmes,459,100,0.274,0.325,0.081,0.218,0.271,0.373,0.10199999999999998,0.03,0.23,0.45,0.34
0,Brendan Donovan,680977,STL,Clay Holmes,699,159,0.34,0.363,0.082,0.227,0.286,0.434,0.14800000000000002,0.063,0.151,0.604,0.44
0,Willson Contreras,575929,STL,Clay Holmes,769,143,0.345,0.399,0.151,0.186,0.287,0.431,0.14400000000000002,0.07,0.119,0.594,0.434
0,Alec Burleson,676475,STL,Clay Holmes,491,112,0.362,0.353,0.079,0.228,0.38,0.62,0.24,0.045,0.241,0.554,0.455
0,Nolan Gorman,669357,STL,Clay Holmes,544,101,0.376,0.541,0.186,0.186,0.221,0.468,0.24700000000000003,0.188,0.366,0.307,0.436
0,Jordan Walker,691023,STL,Clay Holmes,466,79,0.311,0.374,0.157,0.17,0.29,0.346,0.055999999999999994,0.051,0.152,0.57,0.468
0,Pedro Pages,686780,STL,Clay Holmes,161,27,0.313,0.387,0.13,0.168,0.351,0.541,0.19000000000000006,0.074,0.185,0.519,0.444
0,Victor Scott II,687363,STL,Clay Holmes,100,20,0.256,0.311,0.13,0.2,0.231,0.462,0.231,0.05,0.25,0.65,0.25
0,Kerry Carpenter,681481,DET,Jose Soriano,291,39,0.235,0.338,0.141,0.134,0.234,0.281,0.047000000000000014,0.026,0.205,0.615,0.41
0,Zach McKinstry,656716,DET,Jose Soriano,349,58,0.299,0.422,0.146,0.166,0.27,0.528,0.258,0.121,0.224,0.414,0.517
0,Gleyber Torres,650402,DET,Jose Soriano,725,139,0.345,0.366,0.088,0.192,0.287,0.371,0.08400000000000002,0.058,0.237,0.446,0.381
0,Riley Greene,682985,DET,Jose Soriano,331,55,0.308,0.465,0.142,0.166,0.211,0.322,0.11100000000000002,0.145,0.218,0.473,0.545
0,Colt Keith,690993,DET,Jose Soriano,158,36,0.262,0.332,0.139,0.228,0.208,0.292,0.08399999999999999,0.083,0.278,0.417,0.361
0,Javier Baez,595879,DET,Jose Soriano,463,116,0.295,0.346,0.201,0.251,0.238,0.35,0.11199999999999999,0.06,0.198,0.586,0.362
0,Jace Jung,690291,DET,Jose Soriano,44,4,0.202,0.43,0.205,0.091,0.182,0.273,0.09100000000000003,0.25,0.25,0.5,0.25
0,Trey Sweeney,700242,DET,Jose Soriano,50,10,0.294,0.441,0.24,0.2,0.067,0.133,0.066,0.1,0.1,0.7,0.5
0,Tomas Nido,621512,DET,Jose Soriano,136,23,0.213,0.293,0.169,0.169,0.176,0.176,0.0,0.0,0.087,0.696,0.348
0,Jorge Soler,624585,LAA,Tarik Skubal,268,37,0.433,0.564,0.16,0.138,0.268,0.804,0.536,0.243,0.459,0.243,0.541
0,Zach Neto,687263,LAA,Tarik Skubal,122,24,0.323,0.383,0.156,0.197,0.25,0.469,0.21899999999999997,0.083,0.375,0.333,0.292
0,Mike Trout,545361,LAA,Tarik Skubal,216,37,0.361,0.387,0.116,0.171,0.292,0.396,0.10400000000000004,0.054,0.351,0.378,0.405
0,Taylor Ward,621493,LAA,Tarik Skubal,293,53,0.315,0.384,0.113,0.181,0.278,0.486,0.20799999999999996,0.094,0.377,0.377,0.415
0,Travis d'Arnaud,518595,LAA,Tarik Skubal,207,30,0.383,0.512,0.174,0.145,0.261,0.543,0.28200000000000003,0.1,0.267,0.5,0.433
0,Nolan Schanuel,694384,LAA,Tarik Skubal,86,21,0.291,0.287,0.023,0.244,0.333,0.542,0.20900000000000002,0.0,0.095,0.571,0.19
0,Luis Rengifo,650859,LAA,Tarik Skubal,240,47,0.359,0.43,0.158,0.196,0.35,0.633,0.28300000000000003,0.085,0.213,0.426,0.596
0,Kyren Paris,677347,LAA,Tarik Skubal,46,11,0.33,0.45,0.196,0.239,0.267,0.467,0.2,0.182,0.273,0.455,0.545
0,Jo Adell,666176,LAA,Tarik Skubal,150,24,0.267,0.262,0.207,0.16,0.133,0.133,0.0,0.0,0.208,0.417,0.292
0,Brenton Doyle,686668,COL,Robbie Ray,114,21,0.277,0.375,0.281,0.184,0.172,0.207,0.035,0.048,0.19,0.381,0.429
0,Jordan Beck,687597,COL,Robbie Ray,37,7,0.407,0.381,0.189,0.189,0.25,0.625,0.375,0.143,0.429,0.143,0.429
0,Ryan McMahon,641857,COL,Robbie Ray,204,25,0.245,0.368,0.157,0.123,0.119,0.214,0.095,0.08,0.28,0.6,0.44
0,Hunter Goodman,696100,COL,Robbie Ray,64,7,0.239,0.344,0.188,0.109,0.167,0.417,0.24999999999999997,0.0,0.286,0.286,0.143
0,Michael Toglia,669911,COL,Robbie Ray,117,15,0.318,0.385,0.137,0.128,0.227,0.409,0.18199999999999997,0.133,0.533,0.067,0.4
0,Sean Bouchard,656248,COL,Robbie Ray,59,7,0.523,0.697,0.169,0.119,0.3,1.2,0.8999999999999999,0.429,0.286,0.143,0.571
0,Jacob Stallings,607732,COL,Robbie Ray,147,20,0.231,0.323,0.19,0.136,0.139,0.167,0.027999999999999997,0.05,0.4,0.3,0.55
0,Alan Trejo,676701,COL,Robbie Ray,54,4,0.213,0.357,0.167,0.074,0.111,0.222,0.111,0.0,0.25,0.5,0.0
0,Adael Amador,691182,COL,Robbie Ray,1,0,,,0.0,0.0,,,,,,,
0,Mike Yastrzemski,573262,SF,Antonio Senzatela,960,147,0.317,0.374,0.122,0.153,0.251,0.404,0.15300000000000002,0.088,0.293,0.354,0.415
0,Willy Adames,642715,SF,Antonio Senzatela,1111,177,0.333,0.433,0.173,0.159,0.245,0.514,0.269,0.13,0.367,0.322,0.441
0,Jung Hoo Lee,808982,SF,Antonio Senzatela,141,37,0.317,0.313,0.035,0.262,0.189,0.27,0.08100000000000002,0.027,0.135,0.514,0.297
0,Matt Chapman,656305,SF,Antonio Senzatela,1054,150,0.3,0.383,0.14,0.142,0.241,0.455,0.21400000000000002,0.127,0.353,0.353,0.46
0,Wilmer Flores,527038,SF,Antonio Senzatela,654,101,0.317,0.344,0.098,0.154,0.222,0.37,0.148,0.079,0.287,0.406,0.356
0,Heliot Ramos,671218,SF,Antonio Senzatela,325,52,0.371,0.518,0.178,0.16,0.234,0.39,0.156,0.212,0.327,0.404,0.596
0,LaMonte Wade Jr.,664774,SF,Antonio Senzatela,912,142,0.329,0.381,0.118,0.156,0.216,0.361,0.145,0.113,0.31,0.373,0.408
0,Patrick Bailey,672275,SF,Antonio Senzatela,515,73,0.261,0.324,0.144,0.142,0.194,0.311,0.11699999999999999,0.068,0.329,0.466,0.356
0,Tyler Fitzgerald,666149,SF,Antonio Senzatela,231,44,0.297,0.389,0.212,0.19,0.254,0.587,0.33299999999999996,0.114,0.432,0.273,0.295
