,player_name,pitcher,fDurability,fERA,fControl,fStuff
2143,Michael McGreevy,700241,150.0,97.0,107.0,80.0
2370,Pierson Ohl,701487,149.0,97.0,,97.0
930,Elvin Rodriguez,660730,100.0,97.0,,97.0
2696,Tanner Houck,656557,72.0,97.0,101.0,86.0
328,Brandon Hughes,676714,,97.0,,99.0
557,Charlie Morton,450203,,97.0,81.0,98.0
2661,Spencer Turnbull,605513,,97.0,,96.0
868,Dustin May,669160,68.0,97.0,89.0,89.0
1760,Keegan Akin,669211,150.0,97.0,96.0,100.0
2811,Ty Adcock,686654,,97.0,,105.0
290,Bobby Miller,676272,132.0,97.0,,98.0
2736,Tom Cosgrove,676680,132.0,97.0,,90.0
939,Emmanuel Ramirez,642629,,97.0,,99.0
1983,Luke Jackson,592426,144.0,97.0,,92.0
660,Cole Winn,668390,135.0,97.0,,91.0
2451,River Ryan,689981,40.0,97.0,,
1187,Hunter Dobbins,690928,72.0,97.0,,88.0
2585,Scott Barlow,605130,150.0,97.0,70.0,100.0
2226,Nic Enright,663671,94.0,97.0,,104.0
437,Buck Farmer,571656,139.0,97.0,,94.0
1375,Jalen Beeks,656222,,97.0,,94.0
420,Bryce Elder,693821,150.0,97.0,94.0,88.0
1692,Juan Morillo,666661,144.0,97.0,,109.0
2163,Miguel Castro,612434,,97.0,,99.0
1483,Jimmy Lambert,669424,,97.0,,
2597,Sean Hjelle,663546,146.0,97.0,,92.0
1736,Justin Verlander,434378,,97.0,102.0,93.0
893,Easton McGee,668834,109.0,97.0,,105.0
3053,Zebby Matthews,805673,133.0,96.0,100.0,104.0
1564,Jonathan Pintaro,702752,126.0,96.0,,102.0
1442,Jeff Brigham,656257,,96.0,,102.0
1598,Jose Butto,676130,150.0,96.0,,98.0
1585,Jorge Alcala,660896,138.0,96.0,,103.0
2313,PJ Poulin,676571,150.0,96.0,,98.0
129,Andre Jackson,656578,,96.0,,
2932,Will Smith,519293,,96.0,,72.0
2971,Yerry De Los Santos,660787,136.0,96.0,,
2960,Yariel Rodriguez,684320,150.0,96.0,84.0,98.0
3000,Yuki Matsui,673513,150.0,96.0,,102.0
2415,Reiver Sanmartin,665665,114.0,96.0,,102.0
3029,Zach Pop,647315,124.0,96.0,,87.0
451,Cade Povich,700249,148.0,96.0,92.0,94.0
2331,Patrick Sandoval,663776,44.0,96.0,83.0,89.0
2317,Packy Naughton,676050,40.0,96.0,,
2870,Tyson Miller,668338,128.0,96.0,,94.0
1861,Landon Knack,689017,150.0,96.0,,93.0
1936,Luis Curvelo,681168,150.0,96.0,,100.0
272,Blair Calvo,663971,93.0,96.0,,
1832,Kyle Gibson,502043,,96.0,91.0,89.0
2750,Tony Gonsolin,664062,44.0,96.0,,104.0
908,Eduardo Escobar,500871,,96.0,,
2831,Tyler Gilbert,656457,150.0,96.0,,91.0
178,Anthony Banda,607455,150.0,96.0,,101.0
162,Andrew Wantz,681806,93.0,96.0,,
1241,J.B. Bukauskas,656266,40.0,96.0,,
542,Chad Green,643338,,96.0,,93.0
2363,Phil Bickford,641360,138.0,96.0,,
1751,Kaleb Ort,672391,114.0,96.0,,104.0
372,Brent Suter,608718,135.0,96.0,93.0,82.0
1227,Isaac Mattson,676755,142.0,96.0,,97.0
2807,Tucker Davidson,656353,,96.0,,101.0
1251,JP Sears,676664,150.0,96.0,105.0,88.0
2080,Matt Koch,571863,,96.0,,
2675,Steven Wilson,621051,150.0,96.0,,94.0
2247,Nick Loftin,679845,,96.0,,
2250,Nick Martinez,607259,150.0,96.0,108.0,83.0
1698,Juan Then,672730,,96.0,,
427,Bryce Miller,682243,142.0,96.0,98.0,94.0
1382,James Meeker,703231,,96.0,,
2162,Mick Abel,690953,150.0,96.0,,99.0
1037,Freddy Tarnok,676206,136.0,96.0,,107.0
2802,Troy Taylor,700187,150.0,96.0,,105.0
223,Austin Kitchen,685116,146.0,96.0,,
1975,Luis Vazquez,676679,,96.0,,
2093,Matt Waldron,663362,127.0,96.0,,88.0
671,Colten Brewer,605155,,96.0,,98.0
669,Collin McHugh,543521,,96.0,,
1814,Konnor Pilkington,663455,150.0,96.0,,103.0
666,Colin Rea,607067,139.0,96.0,104.0,88.0
2453,Rob Zastryzny,642239,139.0,96.0,,106.0
618,Christian Scott,681035,40.0,96.0,,80.0
623,Cionel Perez,672335,,96.0,,92.0
2231,Nick Anderson,623433,128.0,96.0,,91.0
1605,Jose Cuas,621016,83.0,96.0,,98.0
2887,Vince Velasquez,592826,,96.0,,
1370,Jake Wong,673858,,96.0,,
47,Adrian Houser,605288,,96.0,98.0,85.0
2518,Ryan McKenna,663630,,96.0,,
28,Adam Kolarek,592473,,96.0,,
602,Chris Stratton,608717,,96.0,,87.0
2159,Michael Wacha,608379,150.0,96.0,105.0,87.0
1682,Jovani Moran,663558,102.0,96.0,,100.0
1347,Jake Diekman,518617,,96.0,,98.0
1386,Janson Junk,676083,148.0,96.0,125.0,85.0
2100,Mauricio Llovera,661440,,96.0,,
2551,Sam Coonrod,656322,,95.0,,
3001,Yunior Marte,628708,,95.0,,95.0
90,Alex Faedo,656412,51.0,95.0,,92.0
2425,Ricardo Pinto,620982,,95.0,,
1834,Kyle Hart,606996,123.0,95.0,,86.0
2729,Tim Herrin,682120,150.0,95.0,,100.0
2715,Tejay Antone,622088,68.0,95.0,,
256,Ben Joyce,690829,42.0,95.0,,108.0
2782,Trevor McDonald,686790,131.0,95.0,,105.0
260,Ben Rortvedt,666163,,95.0,,
1900,Logan Porter,682515,,95.0,,
1169,Hogan Harris,663687,150.0,95.0,104.0,93.0
509,Carson Fulmer,608334,101.0,95.0,,93.0
960,Eric Orze,679358,139.0,95.0,,99.0
1970,Luis Severino,622663,137.0,95.0,100.0,87.0
2818,Tyler Alexander,641302,,95.0,110.0,86.0
2734,Tobias Myers,668964,150.0,95.0,,89.0
236,Austin Voth,608723,,95.0,,101.0
2801,Troy Melton,675512,139.0,95.0,,94.0
2147,Michael Petersen,656848,150.0,95.0,,103.0
2839,Tyler Jay,664079,,95.0,,
734,Daniel Castano,641447,,95.0,,
2863,Tyler Wade,642180,,95.0,,
1207,Hyun Jin Ryu,547943,,95.0,,
2519,Ryan Miller,668943,90.0,95.0,,102.0
1778,Kent Emanuel,592288,,95.0,,86.0
2545,Ryne Stanek,592773,,95.0,,108.0
2062,Matt Barnes,598264,,95.0,,
2063,Matt Beaty,607461,,95.0,,
874,Dylan Covey,592229,,95.0,,
2099,Matthew Liberatore,669461,142.0,95.0,103.0,88.0
1305,Jackson Wolf,680232,136.0,95.0,,
1280,Jack Perkins,678022,,95.0,,110.0
2183,Mike Yastrzemski,573262,,95.0,,
1673,Josh Walker,677020,113.0,95.0,,103.0
793,Davis Martin,663436,121.0,95.0,96.0,86.0
1364,Jake Reed,596082,,95.0,,
1631,Jose Rodriguez,642578,,95.0,,
1611,Jose Fermin,820862,149.0,95.0,,110.0
382,Brett de Geus,676969,,95.0,,103.0
1676,Josh Winder,680739,,95.0,,
2201,Nabil Crismatt,622503,,95.0,,83.0
3035,Zack Greinke,425844,,95.0,100.0,
1549,Jon Gray,592351,,95.0,102.0,96.0
1561,Jonathan Hernandez,642546,,95.0,,87.0
1420,Javier Assad,665871,136.0,95.0,84.0,81.0
3012,Zach Eflin,621107,,95.0,117.0,83.0
1580,Jordan Wicks,696136,136.0,95.0,,95.0
1409,Jason Alexander,669920,144.0,95.0,93.0,87.0
1577,Jordan Montgomery,656756,57.0,95.0,101.0,75.0
1476,Jhony Brito,666745,51.0,95.0,,73.0
3007,Zac Kristofak,670219,,94.0,,
93,Alex Lange,656638,111.0,94.0,,109.0
125,Amir Garrett,607237,,94.0,,
159,Andrew Vasquez,607755,,94.0,,
1528,Johan Oviedo,670912,118.0,94.0,79.0,101.0
1470,Jeurys Familia,544727,,94.0,,
170,Angel Felipe,665734,,94.0,,
2640,Shintaro Fujinami,660261,,94.0,,
2589,Scott McGough,543518,150.0,94.0,,93.0
1630,Jose Quintana,500779,122.0,94.0,88.0,80.0
370,Brent Honeywell,641703,,94.0,,
2741,Tommy Kahnle,592454,144.0,94.0,,92.0
1650,Josh Fleming,676596,,94.0,,92.0
1659,Josh Maciejewski,656671,131.0,94.0,,
307,Brady Basso,669620,120.0,94.0,,100.0
303,Bradgley Rodriguez,699134,144.0,94.0,,109.0
254,Ben Heller,621294,41.0,94.0,,
227,Austin Pope,687166,134.0,94.0,,103.0
2806,Tucker Barnhart,571466,,94.0,,
2796,Tristan Beck,663941,137.0,94.0,,90.0
2795,Trey Yesavage,702056,150.0,94.0,,106.0
2829,Tyler Ferguson,621053,150.0,94.0,,97.0
237,Austin Warren,681810,119.0,94.0,,96.0
1501,Joe Rock,697812,135.0,94.0,,106.0
1502,Joe Ross,605452,113.0,94.0,,90.0
339,Brandon Williamson,682227,40.0,94.0,,92.0
331,Brandon Leibrandt,605335,,94.0,,
472,Cam Booser,592155,150.0,94.0,,102.0
2626,Shane Greene,572888,,94.0,,
1705,Julian Merryweather,657240,118.0,94.0,,98.0
1709,Julio Teheran,527054,,94.0,,
2173,Mike Clevinger,605182,,94.0,,100.0
2171,Mike Baumann,657508,,94.0,,86.0
910,Eduardo Rodriguez,593958,133.0,94.0,89.0,89.0
901,Edgar Navarro,679346,,94.0,,
890,Dylan Smith,681916,107.0,94.0,,106.0
997,Evan Justice,687145,113.0,94.0,,
65,Albert Suarez,544150,90.0,94.0,,93.0
63,Albert Abreu,656061,,94.0,,
987,Ethan Roberts,681799,106.0,94.0,,101.0
2069,Matt Carasiti,571539,,94.0,,
1958,Luis Morales,806960,139.0,94.0,,96.0
1998,Lyon Richardson,680689,123.0,94.0,,86.0
1060,Garrett Hampson,641658,,94.0,,
2431,Richard Fitts,690916,99.0,94.0,,97.0
2333,Paul Blackburn,621112,134.0,94.0,93.0,88.0
1823,Kyle Backhus,679775,133.0,94.0,,95.0
1829,Kyle Farmer,571657,,94.0,,
2384,Rafael Montero,606160,150.0,94.0,,100.0
1761,Keegan Thompson,624522,128.0,94.0,,101.0
658,Cole Waites,686972,75.0,94.0,,
665,Colin Poche,621363,,94.0,,93.0
2438,Ricky Vanasco,676568,63.0,94.0,,
597,Chris Murphy,669684,123.0,94.0,,101.0
2469,Rolddy Munoz,691548,131.0,94.0,,106.0
648,Cole Irvin,608344,,94.0,96.0,67.0
545,Chad Smith,663385,,94.0,,
1146,Hayden Birdsong,806185,126.0,94.0,69.0,102.0
2241,Nick Hernandez,663321,,94.0,,104.0
833,Dominic Leone,608678,,94.0,,107.0
2206,Nate Eaton,681987,,94.0,,
1085,George Soriano,666277,150.0,94.0,,97.0
2156,Michael Tonkin,543859,150.0,94.0,,91.0
1715,Justin Anderson,605121,,93.0,,94.0
518,Carson Seymour,693313,150.0,93.0,,99.0
1399,Jared Young,676724,,93.0,,
343,Brandyn Garcia,805299,146.0,93.0,,109.0
2670,Steven Cruz,674444,150.0,93.0,,97.0
457,Caden Dana,702674,130.0,93.0,,95.0
123,Amed Rosario,642708,,93.0,,
1532,John Curtiss,595928,142.0,93.0,,99.0
139,Andrew Bellatti,571479,,93.0,,
184,Anthony Gose,543238,,93.0,,
128,Andre Granillo,701552,138.0,93.0,,108.0
6,AJ Smith-Shawver,700363,60.0,93.0,,97.0
2587,Scott Effross,664123,117.0,93.0,,100.0
1381,James McCann,543510,,93.0,,
2586,Scott Blewett,656240,,93.0,,93.0
1384,James Paxton,572020,,93.0,96.0,71.0
1621,Jose Herrera,645444,,93.0,,
217,Austin Davis,656354,55.0,93.0,,
416,Bryan Shaw,543766,,93.0,,
1338,Jairo Iriarte,683568,129.0,93.0,,
1637,Jose Suarez,660761,128.0,93.0,,100.0
2200,Mychal Givens,571710,,93.0,,
2190,Mitch Farris,815083,134.0,93.0,,102.0
2194,Mitch Spence,687765,150.0,93.0,101.0,91.0
2234,Nick Burdi,595897,110.0,93.0,,103.0
1134,Gus Varland,681402,61.0,93.0,,102.0
2979,Yoendrys Gomez,672782,143.0,93.0,,92.0
2061,Matt Andriese,542882,,93.0,,
2071,Matt Dermody,571616,,93.0,,
663,Colin Holderman,670059,129.0,93.0,,96.0
2327,Patrick Corbin,571578,,93.0,94.0,89.0
1921,Lucas Luetge,476595,,93.0,,
2140,Michael Kopech,656629,123.0,93.0,68.0,116.0
2125,Michael Brosseau,670712,,93.0,,
48,Adrian Martinez,661309,,93.0,,
1030,Frankie Montas,593423,75.0,93.0,97.0,92.0
1935,Luis Contreras,664351,,93.0,,103.0
1924,Luinder Avila,679883,135.0,93.0,,108.0
1093,Gerson Garabito,642520,,93.0,,102.0
635,Cody Laweryson,689520,138.0,93.0,,102.0
613,Christian Montes De Oca,801216,69.0,93.0,,105.0
2506,Ryan Gusto,687473,107.0,93.0,95.0,93.0
615,Christian Roa,685005,144.0,93.0,,104.0
1307,Jacob Barnes,606930,,93.0,,92.0
631,Codi Heuer,676051,,93.0,,104.0
582,Chi Chi Gonzalez,592346,,93.0,,
2512,Ryan Johnson,696270,85.0,93.0,,105.0
2287,Nolan Hoffman,676510,138.0,93.0,,103.0
790,David Villar,681584,,93.0,,
773,David Bote,623520,,93.0,,
711,Cristian Mena,691441,65.0,93.0,,107.0
1810,Kolby Allard,663465,143.0,93.0,,79.0
2393,Randy Dobnak,677976,129.0,93.0,,104.0
2540,Ryan Weber,543901,,93.0,,
2532,Ryan Tepera,572193,,93.0,,
1362,Jake Palisch,669449,141.0,93.0,,100.0
1686,Juan Burgos,686228,123.0,92.0,,106.0
2580,Sauryn Lao,666659,150.0,92.0,,105.0
155,Andrew Saalfrank,685314,125.0,92.0,,100.0
3045,Zak Kent,687849,134.0,92.0,,96.0
2944,Wily Peralta,503449,,92.0,,
1537,John McMillon,669111,120.0,92.0,,
22,Abraham Toro,647351,,92.0,,
1668,Josh Staumont,622251,41.0,92.0,,97.0
2616,Seth Johnson,686751,123.0,92.0,,110.0
453,Cade Smith - 671922,671922,150.0,92.0,126.0,
2633,Shaun Anderson,641312,,92.0,,98.0
341,Brandon Young,687064,78.0,92.0,,87.0
2775,Trevor Bauer,545333,,92.0,,
294,Brad Boxberger,502202,,92.0,,
2720,Thomas Harrington,802419,100.0,92.0,,103.0
2724,Thomas Pannone,623381,42.0,92.0,,
293,Bowden Francis,670102,73.0,92.0,91.0,89.0
1635,Jose Ruiz,614179,,92.0,,101.0
298,Brad Miller,543543,,92.0,,
1610,Jose Espada,664744,112.0,92.0,,103.0
1604,Jose Corniell,692030,107.0,92.0,,104.0
2822,Tyler Beede,595881,,92.0,,
1497,Joe La Sorsa,686747,,92.0,,91.0
1467,Jesus Tinoco,622786,58.0,92.0,,90.0
1484,Jimmy Yacabonis,642231,,92.0,,
2753,Touki Toussaint,657053,,92.0,,98.0
309,Brady Feigl,621399,,92.0,,
2896,Walter Pennington,679156,78.0,92.0,,98.0
2906,Wes Parsons,641149,,92.0,,
1538,John Means,607644,76.0,92.0,,99.0
2844,Tyler Matzek,554431,,92.0,,100.0
2849,Tyler Owens,687074,77.0,92.0,,104.0
146,Andrew Knizner,668800,,92.0,,
169,Angel Chivilli,683409,140.0,92.0,,98.0
1279,Jack O'Loughlin,672552,,92.0,,
520,Carson Spiers,686730,68.0,92.0,,88.0
512,Carson Kelly,608348,,92.0,,
816,Devin Smeltzer,656970,,92.0,,
2301,Oswald Peraza,672724,,92.0,,
2273,Niko Kavadas,694359,,92.0,,
749,Daniel Robert,642016,101.0,92.0,,107.0
2311,Owen White,669391,,92.0,,104.0
2351,Peter Fairbanks,664126,145.0,92.0,,
702,Cory Abbott,676265,,92.0,,
707,Craig Yoho,684974,148.0,92.0,,104.0
2428,Rich Hill,448179,,92.0,90.0,99.0
2358,Peyton Battenfield,685410,,92.0,,
684,Connor Overton,656818,,92.0,,
1835,Kyle Hendricks,543294,,92.0,107.0,75.0
1183,Hunter Barco,682995,135.0,92.0,,103.0
1254,JT Brubaker,664141,105.0,92.0,,99.0
1204,Hunter Stratton,676702,148.0,92.0,,92.0
1209,Ian Anderson,666120,,92.0,,105.0
695,Cooper Criswell,681867,94.0,92.0,,78.0
636,Cody Morris,663752,,92.0,,
2501,Ryan Feltner,663372,72.0,92.0,88.0,92.0
1357,Jake Latz,656641,149.0,92.0,102.0,
1704,Julian Fernandez,642759,119.0,92.0,,106.0
1323,Jacob Waguespack,621097,82.0,92.0,,
1242,J.C. Mejia,650496,,92.0,,
1776,Kenny Rosenberg,670046,,92.0,,97.0
1763,Keider Montero,672456,150.0,92.0,98.0,87.0
1247,J.T. Chargois,608638,,92.0,,
627,Clayton Andrews,677076,,92.0,,
672,Colton Gordon,676467,147.0,92.0,113.0,85.0
1218,Ildemaro Vargas,545121,,92.0,,
2258,Nick Ramirez,598286,,92.0,,
808,Denyi Reyes,660593,,92.0,,
809,Dereck Rodriguez,605446,,92.0,,
2088,Matt Sauer,669422,109.0,92.0,,81.0
1887,Logan Allen,671106,,92.0,87.0,82.0
1877,Levi Stoudt,686651,,92.0,,
2107,Max Kranick,668820,54.0,92.0,,103.0
2114,McKinley Moore,686842,,92.0,,
2223,Nestor Cortes,641482,89.0,92.0,108.0,88.0
817,Devin Sweet,682967,144.0,92.0,,
1843,Kyle Nicolas,693312,150.0,92.0,,103.0
1856,Lance McCullers Jr.,621121,,92.0,86.0,90.0
831,Domingo Tapia,593619,,92.0,,
2185,Miles Mastrobuoni,670156,,92.0,,
2165,Miguel Diaz,622766,,92.0,,
865,Dugan Darnell,699911,102.0,92.0,,105.0
1939,Luis F. Castillo,622379,,92.0,,104.0
2039,Mason Black,696131,146.0,92.0,,81.0
2049,Mason Miller - 695243,695243,140.0,92.0,,
2055,Mason Thompson,666168,93.0,92.0,,107.0
946,Enmanuel De Jesus,646241,,92.0,,
969,Erik Miller,669062,90.0,92.0,,108.0
976,Ernie Clement,676391,,92.0,,
2081,Matt Krook,640454,133.0,92.0,,99.0
2022,Marcus Stroman,573186,,92.0,89.0,78.0
1080,Genesis Cabrera,650893,150.0,92.0,,93.0
1956,Luis Medina,665622,40.0,92.0,,72.0
1952,Luis Guillorme,641645,,92.0,,
2011,Manuel Rodriguez - 655889,655889,74.0,92.0,,
1069,Garrett Stubbs,596117,,92.0,,
1518,Joey Gerber,680702,110.0,92.0,,103.0
3018,Zach Logue,656657,,92.0,,
3024,Zach Muckenhirn,669105,,91.0,,
3030,Zach Thompson,605507,,91.0,,99.0
3034,Zack Burdi,641420,,91.0,,
1555,Jonathan Bermudez,642834,,91.0,,
1303,Jackson Stephens,623451,,91.0,,
578,Chayce McDermott,694646,123.0,91.0,,104.0
531,Casey Kelly,543391,112.0,91.0,,101.0
2603,Sean Nolin,543594,,91.0,,
599,Chris Paddack,663978,126.0,91.0,108.0,87.0
1025,Francisco Perez,660906,,91.0,,
1034,Fraser Ellard,686642,133.0,91.0,,106.0
1076,Gavin Hollowell,668970,122.0,91.0,,108.0
1945,Luis Garcia - 472610,472610,,91.0,,
1946,Luis Garcia - 677651,677651,68.0,91.0,110.0,
609,Christian Koss,683766,,91.0,,
2527,Ryan Sherriff,595411,,91.0,,
1321,Jacob Stallings,607732,,91.0,,
1769,Ken Waldichuk,686610,118.0,91.0,,
1244,J.P. Feyereisen,656420,,91.0,,101.0
1327,Jacob Webb - 657097,657097,150.0,91.0,,
1337,Jaime Barria,642545,,91.0,,
1278,Jack Neely,680891,119.0,91.0,,
659,Cole Wilcox,677961,124.0,91.0,,106.0
422,Bryce Jarvis,686826,148.0,91.0,,82.0
2620,Seth Martinez,661527,,91.0,,81.0
2014,Marc Church,687847,77.0,91.0,,108.0
2029,Mark Melancon,453343,,91.0,,
2034,Martin Perez,527048,117.0,91.0,91.0,81.0
2064,Matt Bowman,621199,,91.0,,78.0
2065,Matt Boyd,571510,119.0,91.0,113.0,
950,Enrique Hernandez,571771,,91.0,,102.0
954,Erasmo Ramirez,541640,,91.0,,96.0
965,Erich Uelmen,657272,,91.0,,
746,Daniel Norris,596057,,91.0,,
679,Connor Gillispie,687362,,91.0,,94.0
706,Craig Stammen,489334,,91.0,,
2406,Reese McGuire,624512,,91.0,,
1812,Kolton Ingram,688427,,91.0,,
1098,Glenn Otto,657248,,91.0,,
1104,Grant Hartwig,701643,,91.0,,
1932,Luis Castillo - 622491,622491,150.0,91.0,107.0,
1166,Hirokazu Sawamura,617228,,91.0,,
1820,Kwang hyun Kim,547942,,91.0,,
1824,Kyle Barraclough,607457,,91.0,,
1836,Kyle Hurt,669165,90.0,91.0,,
729,Dan Altavilla,656186,,91.0,,101.0
2652,Spencer Arrighetti,681293,87.0,91.0,,98.0
2669,Steve Cishek,518553,,91.0,,
377,Brett Martin,656685,,91.0,,
323,Brandon Crawford,543063,,91.0,,
2319,Parker Dunshee,670161,,91.0,,
768,Daulton Jefferies,641726,,91.0,,
2354,Peter Solomon,656981,,91.0,,
1629,Jose Quijada,650671,,91.0,,108.0
2129,Michael Darrell-Hicks,690382,89.0,91.0,,105.0
2136,Michael Kelly,547184,130.0,91.0,,87.0
2836,Tyler Heineman,623168,,91.0,,
163,Andry Lara,691251,127.0,91.0,,106.0
1486,Joan Adon,672851,,91.0,,
1366,Jake Rogers,668670,,91.0,,
2711,Taylor Rashi,688497,144.0,91.0,,96.0
792,Davis Daniel,669721,,91.0,,87.0
2259,Nick Raquet,675919,140.0,91.0,,101.0
2277,Noah Davis,663562,,91.0,,96.0
2293,Oliver Ortega,661383,,91.0,,
2254,Nick Nelson,656793,,91.0,,
1149,Hayden Harris,802686,142.0,91.0,,101.0
1841,Kyle Muller,666205,,91.0,,87.0
1855,Lance McCullers,621121,105.0,91.0,,
1864,Lane Ramsey,682010,,91.0,,
1865,Lane Thomas,657041,,91.0,,
785,David Price,456034,,91.0,,
2737,Tomas Nido,621512,,91.0,,
282,Blake Walston,686796,49.0,91.0,,94.0
299,Braden Bristo,668754,,91.0,,
2739,Tommy Henry,674072,70.0,91.0,,82.0
862,Drey Jameson,686753,40.0,91.0,,106.0
2167,Miguel Rojas,500743,,91.0,,
250,Ben Bowden,641386,98.0,91.0,,107.0
258,Ben Lively,594902,64.0,91.0,99.0,77.0
273,Blair Henley,668874,,91.0,,
204,Archie Bradley,605151,,91.0,,
2203,Naoyuki Uwasawa,683822,,91.0,,
822,Diego Castillo - 650895,650895,,91.0,,
825,Dillon Tate,622253,134.0,91.0,,83.0
827,Dom Hamel,687589,,91.0,,100.0
1395,Jared Shuster,694363,136.0,91.0,,89.0
1401,Jarlin Garcia,606424,,91.0,,
1415,Jason Vosler,613564,,91.0,,
1432,Jayden Murray,681151,123.0,91.0,,108.0
242,Bailey Horn,690544,130.0,91.0,,102.0
1872,Leo Rivas,660844,,91.0,,
1886,Logan Allen,663531,,91.0,,94.0
1905,Logan VanWey,701121,121.0,91.0,,105.0
1910,Lou Trivino,642152,122.0,91.0,,90.0
51,Adrian Sampson,592716,,91.0,,
58,Alan Busenitz,641427,69.0,91.0,,
3011,Zach Davies,605200,,91.0,75.0,
558,Chas McCormick,676801,,91.0,,
1007,Ezequiel Duran,677649,,91.0,,
1013,Fernando Abad,472551,,91.0,,
2910,Wil Crowe,640444,59.0,91.0,,
1524,Joey Wentz,666214,150.0,91.0,87.0,92.0
1544,Johnny Cueto,456501,,91.0,,
1539,John Rooney,680701,104.0,90.0,,101.0
1533,John Gant,607231,,90.0,,
1529,Johan Quezada,629498,,90.0,,
2899,Wander Suero,593833,,90.0,,105.0
1960,Luis Ortiz - 682847,682847,81.0,90.0,93.0,
3002,Yunior Marte - 628708,628708,,90.0,,
70,Alec Burleson,676475,,90.0,,
80,Alek Manoah,666201,93.0,90.0,109.0,101.0
1354,Jake Irvin,663623,150.0,90.0,93.0,81.0
1361,Jake Odorizzi,543606,,90.0,,
1298,Jackson Kowar,663804,73.0,90.0,,109.0
27,Adam Kloffenstein,680572,121.0,90.0,,
3010,Zach Brzykcy,694350,116.0,90.0,,106.0
3043,Zack Weiss,592848,,90.0,,
1889,Logan Allen - 671106,671106,150.0,90.0,85.0,
1087,Gerardo Reyes,622103,,90.0,,
104,Alex Wood,622072,,90.0,94.0,72.0
2955,Xzavion Curry,675540,,90.0,,82.0
2956,Yacksel Rios,605441,,90.0,,
859,Drew Sommers,805427,143.0,90.0,,103.0
2148,Michael Pineda,501381,,90.0,,
2149,Michael Plassmeyer,674681,,90.0,,
849,Drew Hutchison,571800,,90.0,,
2218,Nathan Wiles,686249,126.0,90.0,,101.0
1892,Logan Evans,688138,136.0,90.0,89.0,80.0
1579,Jordan Weems,607179,,90.0,,82.0
2179,Mike Soroka,647336,135.0,90.0,117.0,
2778,Trevor Kelley,665001,,90.0,,
2749,Tomoyuki Sugano,608372,,90.0,106.0,80.0
2819,Tyler Alexander - 641302,641302,,90.0,91.0,
2817,Ty Madden,680744,55.0,90.0,,101.0
2353,Peter Lambert,663567,,90.0,,75.0
222,Austin Hedges,595978,,90.0,,
2344,Payton Tolle,801139,150.0,90.0,,111.0
2340,Pavin Smith,656976,,90.0,,
2828,Tyler Duffey,608648,,90.0,,
2142,Michael Mariot,592527,123.0,90.0,,
911,Eduardo Salazar,674285,143.0,90.0,,86.0
896,Eddy Alvarez,657193,,90.0,,
892,Easton Lucas,687922,136.0,90.0,,92.0
2820,Tyler Anderson,542881,,90.0,90.0,86.0
2294,Omar Cruz,678316,130.0,90.0,,102.0
1648,Josh Donaldson,518626,,90.0,,
2257,Nick Pratto,668472,,90.0,,
2316,Pablo Reyes,622569,,90.0,,
1142,Harold Castro,605612,,90.0,,
1141,Hanser Alberto,593643,,90.0,,
1847,Kyle Tyler,667725,,90.0,,97.0
287,Bligh Madris,676632,,90.0,,
2744,Tommy Milone,543548,,90.0,,
2186,Miles Mikolas,571945,,90.0,109.0,79.0
3019,Zach Maxwell,687209,127.0,90.0,,111.0
1550,Jon Lester,452657,,90.0,,
517,Carson Ragsdale,685068,130.0,90.0,,103.0
3025,Zach Neal,594943,,90.0,,
3020,Zach McAllister,502083,,90.0,,
2543,Ryder Ryan,656924,,90.0,,98.0
2588,Scott Kingery,664068,,90.0,,
2459,Robert Gasser,688107,111.0,90.0,,101.0
2889,Vinny Nittoli,657697,,90.0,,
585,Chris Archer,502042,,90.0,,
143,Andrew Heaney,571760,150.0,90.0,97.0,83.0
144,Andrew Hoffmann,694851,143.0,90.0,,107.0
1066,Garrett Richards,572070,,90.0,,
2448,Riley Pint,666207,45.0,90.0,,
2452,Roansy Contreras,672710,135.0,90.0,,90.0
1738,Justin Wilson - 458677,458677,129.0,90.0,,
1805,Kody Clemens,665019,,90.0,,
1276,Jack Little,669193,124.0,90.0,,103.0
469,Caleb Smith,592761,,90.0,,
468,Caleb Kilian,668873,92.0,90.0,,100.0
1680,Josiah Gray,680686,87.0,90.0,83.0,
467,Caleb Freeman,673965,,90.0,,105.0
1831,Kyle Freeland,607536,149.0,90.0,108.0,85.0
1105,Grant Holman,680880,62.0,90.0,,94.0
2666,Stephen Nogosek,668665,,90.0,,
718,DL Hall,669084,133.0,90.0,,88.0
1176,Huascar Ynoa,660623,,90.0,,
325,Brandon Dixon,641525,,90.0,,
2686,Taijuan Walker,592836,150.0,90.0,90.0,77.0
2321,Parker Mushinski,656786,139.0,90.0,,
2329,Patrick Monteverde,687287,,90.0,,98.0
764,Darren McCaughan,670766,,90.0,,79.0
1490,Joe Barlow,669618,,90.0,,
1458,Jesse Scholtens,669947,114.0,90.0,,107.0
1815,Korey Lee,686676,,90.0,,100.0
2396,Randy Wynne,691094,82.0,90.0,,99.0
690,Connor Thomas,671162,55.0,90.0,,101.0
1475,Jhonny Pereda,640902,,90.0,,98.0
185,Anthony Kay,641743,,90.0,,
1100,Grae Kessinger,666197,,90.0,,
2481,Rowdy Tellez,642133,,90.0,,
3027,Zach Penrod,683068,100.0,90.0,,
26,Adam Cimber,643256,,90.0,,89.0
