,player_name,pitcher,fDurability,fERA,fControl,fStuff
1664,Josh Rogers,642028,,90.0,,
2605,Sean Reynolds,669308,132.0,90.0,,101.0
2461,Robert Stock,476594,,90.0,,101.0
2463,Robinson Pina,673820,89.0,90.0,,103.0
2366,Philip Abner,691769,128.0,90.0,,100.0
188,Anthony Molina,683627,150.0,90.0,,86.0
2067,Matt Bush,456713,,90.0,,
492,Carlos Hernandez,672578,136.0,90.0,,99.0
2645,Silvino Bracho,611093,,90.0,,
387,Brian Van Belle,687003,116.0,90.0,,103.0
744,Daniel Lynch,663738,150.0,90.0,83.0,
1378,James Kaprielian,621076,,90.0,,
949,Enoli Paredes,660600,,90.0,,99.0
745,Daniel Lynch IV,663738,,90.0,,86.0
2984,Yonny Chirinos,630023,,89.0,,94.0
1895,Logan Gillaspie,670810,122.0,89.0,,106.0
1519,Joey Krehbiel,607216,,89.0,,
2985,Yonny Hernandez,660634,,89.0,,
1349,Jake Eder,671109,112.0,89.0,,102.0
1301,Jackson Rutledge,671131,150.0,89.0,94.0,92.0
841,Doug Nikhazy,680951,137.0,89.0,,102.0
855,Drew Rom,680723,44.0,89.0,,
2175,Mike Ford,645801,,89.0,,
2174,Mike Foltynewicz,592314,,89.0,,
870,Dylan Bundy,605164,,89.0,,
828,Domingo Acevedo,642758,,89.0,,
2757,Travis Jankowski,608671,,89.0,,
2755,Travis Adams,701519,150.0,89.0,,101.0
2177,Mike Minor,501985,,89.0,,
819,Didier Fuentes,800311,66.0,89.0,,109.0
101,Alex Speas,666208,,89.0,,
1880,Liam Hendriks,521230,40.0,89.0,,107.0
1888,Logan Allen - 663531,663531,,89.0,,
1868,Lazaro Estrada,681751,123.0,89.0,,106.0
1599,Jose Caballero,676609,,89.0,,
2232,Nick Avila,687014,,89.0,,
1477,Jhoulys Chacin,468504,,89.0,,
799,Daysbel Hernandez,678226,104.0,89.0,,103.0
2284,Noah Syndergaard,592789,,89.0,,
2318,Paolo Espino,502179,,89.0,,
2308,Owen Miller,680911,,89.0,,
933,Emerson Hancock,676106,144.0,89.0,91.0,86.0
2108,Max Lazar,676661,150.0,89.0,,83.0
285,Blas Castano,680604,143.0,89.0,,101.0
2728,Thyago Vieira,600986,,89.0,,84.0
381,Brett Wisely,689172,,89.0,,
2662,Spenser Watkins,657093,,89.0,,
774,David Buchanan,571527,,89.0,,
320,Brandon Bielak,656232,,89.0,,91.0
723,Dallas Keuchel,572971,,89.0,,91.0
1942,Luis Frias,666818,,89.0,,
1623,Jose Lopez,673111,,89.0,,
779,David Hensley,682073,,89.0,,
2414,Reiss Knehr,663753,40.0,89.0,,
697,Cooper Hummel,669450,,89.0,,
1445,Jeff Lindgren,689167,,89.0,,
2082,Matt Manning,666159,95.0,89.0,,97.0
2074,Matt Foster,641582,,89.0,,
2077,Matt Harvey,518774,,89.0,,
1567,Jonathan Schoop,570731,,89.0,,
1342,Jake Bloss,814005,40.0,89.0,,
415,Bryan Sammons,676614,,89.0,,98.0
2865,Tyler Zuber,676604,86.0,89.0,,98.0
2885,Vidal Brujan,660644,,89.0,,
1339,Jake Bauers,641343,,89.0,,90.0
990,Ethan Small,663629,90.0,89.0,,
190,Anthony Seigler,678011,,89.0,,
2016,Marco Gonzales,594835,,89.0,94.0,93.0
486,Carl Edwards Jr.,605218,,89.0,,103.0
633,Cody Bolton,675989,,89.0,,97.0
1240,J.A. Happ,457918,,89.0,,
161,Andrew Walters,689958,58.0,89.0,,105.0
1988,Luke Maile,571912,,89.0,,
59,Alan Rangel,660604,132.0,89.0,,104.0
1957,Luis Mey,682825,126.0,89.0,,103.0
1996,Luke Williams,663897,,89.0,,
1990,Luke Raley,670042,,89.0,,
2891,Wade Miley,489119,54.0,89.0,99.0,88.0
571,Chase Petty,695534,133.0,89.0,,107.0
2556,Sam Long,669674,150.0,89.0,,87.0
2584,Scott Alexander,518397,,89.0,,79.0
645,Cole Henry,669371,95.0,89.0,,93.0
573,Chase Shugart,663767,150.0,89.0,,87.0
1558,Jonathan Cannon,686563,147.0,89.0,91.0,86.0
565,Chase De Jong,608328,,89.0,,
1510,Joel Kuhnel,669270,144.0,88.0,,
1383,James Naile,664942,,88.0,,
476,Cam Sanders,676742,144.0,88.0,,108.0
2480,Ross Stripling,548389,,88.0,99.0,70.0
2564,Sammy Peralta,671111,149.0,88.0,,96.0
543,Chad Kuhl,641771,,88.0,,87.0
2973,Yerry Rodriguez,666720,,88.0,,96.0
114,Ali Sanchez,645305,,88.0,,
1800,Kirby Snead,669912,,88.0,,
1371,Jake Woodford,663765,,88.0,,76.0
838,Donovan Walton,622268,,88.0,,
836,Dominic Smith,642086,,88.0,,
923,Eli Villalobos,681871,,88.0,,
941,Emmanuel Rivera,656896,,88.0,,
1574,Jordan Luplow,656669,,88.0,,
2830,Tyler Fitzgerald,666149,,88.0,,
2888,Vinny Capra,681962,,88.0,,
79,Alek Jacob,689690,132.0,88.0,,80.0
1552,Jonah Bride,681146,,88.0,,99.0
2908,Weston Wilson,642215,,88.0,,
1913,Luarbert Arias,678215,,88.0,,105.0
2893,Walker Buehler,621111,124.0,88.0,80.0,82.0
1073,Gary Sanchez,596142,,88.0,,
912,Eduarniel Nunez,674384,150.0,88.0,,110.0
1132,Gunnar Hoglund,680684,52.0,88.0,,98.0
2781,Trevor May,543507,,88.0,,
2335,Paul Gervase,801434,133.0,88.0,,106.0
2694,Tanner Gordon,685299,139.0,88.0,109.0,85.0
1575,Jordan Lyles,543475,,88.0,92.0,
1423,Javier Sanoja,691594,,88.0,,95.0
2710,Taylor Hearn,621368,,88.0,,
2706,Tayler Scott,605463,,88.0,,95.0
761,Darius Vines,670241,,88.0,,
777,David Fry,681807,,88.0,,
752,Danny Mendick,664901,,88.0,,
1179,Humberto Castellanos,528748,,88.0,,
2658,Spencer Patton,607359,,88.0,,
336,Brandon Waddell,663399,87.0,88.0,,95.0
2639,Shinnosuke Ogasawara,829272,130.0,87.0,,85.0
1310,Jacob Faria,607188,,87.0,,
1639,Jose Trevino,624431,,87.0,,
2700,Tanner Rainey,663432,137.0,87.0,,99.0
826,Dinelson Lamet,659275,,87.0,,
1398,Jared Triolo,669707,,87.0,,
600,Chris Roycroft,688297,150.0,87.0,,87.0
92,Alex Jackson,656577,,87.0,,
3040,Zack Short,670097,,87.0,,
1665,Josh Rojas,668942,,87.0,,
1245,J.P. France,641585,114.0,87.0,,95.0
598,Chris Owings,572008,,87.0,,
1205,Hunter Strickland,519326,,87.0,,88.0
2417,Reyes Moronta,606625,,87.0,,
566,Chase Dollander,801403,114.0,87.0,75.0,91.0
2938,Willi Castro,650489,,87.0,,
110,Alexis Diaz,664747,,87.0,,95.0
2176,Mike Mayers,594577,,87.0,,
241,Bailey Falter,663559,140.0,87.0,91.0,80.0
2890,Vladimir Gutierrez,661269,,87.0,,
2875,Valente Bellozo,678368,145.0,87.0,100.0,78.0
83,Alex Carrillo,692024,140.0,87.0,,107.0
1560,Jonathan Heasley,669169,,87.0,,
1548,Jon Berti,542932,,87.0,,
2266,Nick Wittgren,621295,,87.0,,
1655,Josh Harrison,543281,,87.0,,
1917,Lucas Gilbreath,656458,95.0,87.0,,99.0
1609,Jose E. Hernandez,669796,,87.0,,
247,Beau Brieske,689225,76.0,87.0,,93.0
757,Dany Jimenez,666204,,87.0,,99.0
2787,Trevor Williams,592866,69.0,87.0,100.0,81.0
926,Elieser Hernandez,622694,79.0,87.0,,
638,Cody Poteet,547001,,86.0,,91.0
2395,Randy Vasquez,681190,150.0,86.0,91.0,77.0
228,Austin Pruitt,643493,,86.0,,
1053,Garrett Acton,670183,108.0,86.0,,104.0
2084,Matt Mervis,670223,,86.0,,
186,Anthony Maldonado,687424,150.0,86.0,,105.0
2937,Will Wilson,669717,,86.0,,
225,Austin Nola,543592,,86.0,,
1295,Jackson Jobe,695549,55.0,86.0,,90.0
1719,Justin Garza,621057,,86.0,,102.0
1232,Isiah Kiner-Falefa,643396,,86.0,,
498,Carlos Perez,542208,,86.0,,
1211,Ian Gibaut,664139,72.0,86.0,,94.0
501,Carlos Rodriguez,692230,144.0,86.0,,102.0
2503,Ryan Fitzgerald,680837,,86.0,,
560,Chase Anderson,502624,,86.0,,72.0
461,Cal Quantrill,615698,,86.0,94.0,82.0
2072,Matt Duffy,622110,,86.0,,
2280,Noah Murdock,668716,77.0,86.0,,97.0
2229,Nicholas Padilla,656820,,86.0,,
1590,Jorge Mateo,622761,,86.0,,
2738,Tommy Doyle,656382,,86.0,,
2721,Thomas Hatch,641672,117.0,86.0,,95.0
1131,Guillo Zuniga,670871,,86.0,,106.0
2268,Nicky Lopez,670032,,86.0,,
2033,Martin Maldonado,455117,,86.0,,
1020,Forrest Whitley,666215,103.0,86.0,,98.0
1949,Luis Gil,661563,116.0,86.0,96.0,91.0
2656,Spencer Howard,675921,,86.0,,98.0
2300,Osvaldo Bido,674370,150.0,86.0,85.0,93.0
2298,Orlando Ribalta,687377,131.0,86.0,,106.0
701,Corey Kluber,446372,,86.0,,
1625,Jose Marte,665896,,86.0,,98.0
688,Connor Seabold,657756,,86.0,,105.0
736,Daniel Duarte,650960,,86.0,,
401,Brooks Kriske,621139,,85.0,,94.0
1787,Kevin Herget,643361,,85.0,,94.0
2422,Rhett Lowder,695076,87.0,85.0,,96.0
126,Amos Willingham,686294,,85.0,,
1790,Kevin Newman,621028,,85.0,,
864,Duane Underwood Jr.,621249,,85.0,,
1642,Jose Urquidy,664353,91.0,85.0,108.0,101.0
2196,Mitchell Parker,680730,150.0,85.0,95.0,84.0
1971,Luis Torrens,620443,,85.0,,
2038,Mason Barnett,686930,143.0,85.0,,98.0
1569,Jordan Balazovic,666364,123.0,85.0,,
721,Dakota Hudson,641712,,85.0,,58.0
2800,Triston McKenzie,663474,107.0,85.0,108.0,89.0
2465,Roddery Munoz,682610,132.0,85.0,,93.0
532,Casey Lawrence,596271,,85.0,,88.0
8,Aaron Brooks,605156,,85.0,,94.0
2526,Ryan Rolison,669020,103.0,85.0,,77.0
2610,Seby Zavala,664874,,84.0,,
2575,Sandy Leon,506702,,84.0,,
522,Carson Whisenhunt,687931,118.0,84.0,,98.0
540,Cesar Salazar,663967,,84.0,,
1356,Jake Lamb,571875,,84.0,,
489,Carlos Duran,679922,108.0,84.0,,105.0
2648,Sixto Sanchez,664350,,84.0,,88.0
433,Bryse Wilson,669060,,84.0,96.0,76.0
487,Carlos Carrasco,471911,,84.0,89.0,83.0
1259,Jace Peterson,607054,,84.0,,
1306,Jacob Amaya,676070,,84.0,,
606,Christian Bethancourt,542194,,84.0,,
13,Aaron Hicks,543305,,84.0,,
2436,Ricky Karcher,676689,,84.0,,
1658,Josh Lester,623507,,84.0,,
1130,Guillermo Zuniga,670871,127.0,84.0,,
2209,Nate Pearson,663878,,84.0,,102.0
2416,Rene Pinto,650907,,84.0,,
378,Brett Phillips,621433,,84.0,,
1641,Jose Urena,570632,,84.0,84.0,84.0
966,Erick Fedde,607200,135.0,84.0,78.0,77.0
84,Alex Claudio,592222,,84.0,,
2094,Matt Wallner,670242,,84.0,,
2812,Ty Blach,621389,,84.0,,55.0
1922,Lucas Sims,608371,131.0,84.0,,99.0
2155,Michael Stefanic,683021,,84.0,,
1436,Jayvien Sandridge,682144,144.0,84.0,,105.0
1136,Hagen Danner,668470,117.0,84.0,,
1891,Logan Davidson,669722,,84.0,,
1962,Luis Patino,672715,,84.0,,
2113,McCade Brown,685326,115.0,83.0,,98.0
873,Dylan Coleman,669395,,83.0,,
33,Adam Mazur,800049,150.0,83.0,,83.0
371,Brent Honeywell Jr.,641703,,83.0,,90.0
2468,Roki Sasaki,808963,110.0,83.0,,99.0
1273,Jack Kochanowicz,686799,109.0,83.0,74.0,82.0
1702,Julian Aguiar,687924,56.0,83.0,,93.0
2195,Mitch White,669952,,82.0,,91.0
3028,Zach Plesac,668676,,82.0,,
39,Adam Wainwright,425794,,82.0,94.0,
1517,Joey Estes,683155,101.0,82.0,,84.0
34,Adam Oller,670124,,82.0,,75.0
2717,Thaddeus Ward,663658,,82.0,,
2975,Yilber Diaz,700270,133.0,82.0,,95.0
591,Chris Flexen,623167,,81.0,90.0,77.0
1770,Kendall Graveman,608665,,81.0,,102.0
803,Deivi Garcia,665620,65.0,81.0,,99.0
375,Brett Kennedy,664028,,81.0,,
1081,Geoff Hartlieb,664129,,81.0,,107.0
220,Austin Gomber,596295,125.0,80.0,101.0,74.0
3009,Zach Agnos,688642,144.0,80.0,,106.0
2882,Victor Mederos,682989,96.0,80.0,,99.0
1473,Jhonathan Diaz,646242,140.0,80.0,,99.0
2104,Max Castillo,666721,,80.0,,
821,Diego Castillo,650895,,80.0,,105.0
187,Anthony Misiewicz,664948,150.0,79.0,,101.0
733,Daniel Bard,453268,,79.0,,
1062,Garrett Hill,682051,68.0,79.0,,
157,Andrew Suarez,605498,,79.0,,
1951,Luis Guerrero,692285,129.0,79.0,,105.0
860,Drew Thorpe,689672,41.0,78.0,,65.0
2565,Samuel Aldegheri,691951,134.0,78.0,,93.0
1091,German Marquez,608566,,78.0,85.0,81.0
2144,Michael Mercado,675650,137.0,78.0,,97.0
515,Carson Palmquist,687223,134.0,77.0,,77.0
2516,Ryan Loutos,702795,138.0,77.0,,107.0
1755,Karl Kauffmann,666154,140.0,77.0,,
304,Bradley Blalock,687134,133.0,76.0,,74.0
1964,Luis Peralta,678821,150.0,76.0,,96.0
1933,Luis Cessa,570666,,76.0,,
271,Blade Tidwell,694918,118.0,75.0,,96.0
200,Antonio Senzatela,622608,122.0,73.0,82.0,78.0
1424,Javy Guerra,642770,,70.0,,
1821,Ky Bush,681066,40.0,69.0,,93.0
1167,Hobie Harris,665048,123.0,68.0,,
2253,Nick Nastrini,680897,126.0,67.0,,70.0
2002,Madison Bumgarner,518516,,67.0,,
856,Drew Rucinski,607968,,65.0,,
0,A.J. Blubaugh,805123,147.0,,,
1,A.J. Causey,822067,129.0,,,
3,A.J. Puckett,643494,101.0,,,
11,Aaron Combs,694551,64.0,,,
12,Aaron Davenport,702126,127.0,,,
15,Aaron Munson,815317,98.0,,,
17,Aaron Rozek,702065,133.0,,,
18,Aaron Rund,810921,116.0,,,
19,Abdiel Mendoza,665959,130.0,,,
20,Abel Mercedes,701951,107.0,,,
23,Adam Bates,806724,105.0,,,
24,Adam Bloebaum,826168,40.0,,,
25,Adam Boucher,694780,115.0,,,
29,Adam Laskey,669445,107.0,,,
30,Adam Leverett,687190,53.0,,,
31,Adam Macko,671936,111.0,,,
32,Adam Maier,683264,105.0,,,
36,Adam Serwinowski,703445,127.0,,,
37,Adam Stone,688636,40.0,,,
38,Adam Tulloch,671969,127.0,,,
41,Adisyn Coffey,676249,148.0,,,
42,Adolfo Oviedo,801743,113.0,,,
43,Adonys Perez,806583,105.0,,,
44,Adrian Bohorquez,807974,92.0,,,
45,Adrian Heredia,823892,45.0,,,
46,Adrian Herrera,805155,55.0,,,
50,Adrian Rodriguez - 689583,689583,98.0,,,
52,Aidan Curry,695778,100.0,,,
53,Aidan Deakins,827604,52.0,,,
54,Aidan Foeller,826538,85.0,,,
55,Aidan Maldonado,682251,47.0,,,
56,Aiden Butler,804210,79.0,,,
57,Aiden May,801995,60.0,,,
60,Alan Reyes,814085,63.0,,,
62,Alaska Abney,685095,100.0,,,
64,Albert Rivas,691309,92.0,,,
66,Alberto Mota,699215,44.0,,,
67,Alberto Pacheco,691436,106.0,,,
68,Aldrin Batista,702881,69.0,,,
69,Alec Baker,696508,113.0,,,
71,Alec Gamboa,687941,60.0,,,
74,Alec Willis,701650,40.0,,,
75,Alejandro Hidalgo,691576,93.0,,,
76,Alejandro Manzano,703835,94.0,,,
77,Alejandro Rosario,691730,40.0,,,
78,Alejandro Torres,687776,101.0,,,
81,Alessandro Ercolani,700344,106.0,,,
82,Alex Amalfi,806334,116.0,,,
85,Alex Clemmey,806046,130.0,,,
88,Alex Cook,702047,102.0,,,
89,Alex Cornwell,676498,128.0,,,
91,Alex Hoppe,695380,138.0,,,
94,Alex Makarewich,801317,102.0,,,
95,Alex Martinez,692624,40.0,,,
96,Alex Mauricio,676089,45.0,,,
97,Alex McFarlane,686934,88.0,,,
98,Alex Pham,702129,113.0,,,
99,Alex Rao,702102,40.0,,,
100,Alex Santos II,691012,47.0,,,
103,Alex Williams,677354,122.0,,,
106,Alexander Alberto,693739,104.0,,,
107,Alexander Cornielle,529017,128.0,,,
108,Alexander Meckley,814384,84.0,,,
109,Alexander Vallecillo,699132,40.0,,,
111,Alexis Torres,800225,109.0,,,
112,Alfred Morillo,801219,126.0,,,
113,Alfredo Zarraga,700287,55.0,,,
115,Alimber Santa,695001,117.0,,,
116,Alix Hernandez,806672,40.0,,,
117,Allan Hernandez,687198,40.0,,,
119,Allen Facundo,702098,57.0,,,
120,Alonzo Richardson,694946,108.0,,,
121,Alonzo Tredwell,696280,111.0,,,
122,Alvin Nova,812460,40.0,,,
124,Amilcar Chirinos,702847,113.0,,,
127,Anderson Brito,820901,40.0,,,
131,Andres Galan,800883,88.0,,,
136,Andrew Baker,687900,126.0,,,
137,Andrew Bash,687856,138.0,,,
138,Andrew Bechtold,657510,128.0,,,
141,Andrew Dalquist,686643,141.0,,,
142,Andrew Dutkanych IV,702254,50.0,,,
147,Andrew Landry,815069,87.0,,,
148,Andrew Lindsey,701604,65.0,,,
149,Andrew Magno,687841,150.0,,,
150,Andrew Moore - 681097,681097,125.0,,,
151,Andrew Morones,688474,77.0,,,
152,Andrew Morris,702193,132.0,,,
154,Andrew Painter,691725,91.0,,,
156,Andrew Sears,808825,150.0,,,
158,Andrew Taylor,800063,68.0,,,
160,Andrew Walling,681003,130.0,,,
164,Andy Fabian,820848,68.0,,,
165,Andy Rodriguez - 703142,703142,91.0,,,
166,Aneury Lora,699699,82.0,,,
167,Anfernny Reyes,703102,100.0,,,
168,Angel Bastardo,682785,40.0,,,
171,Angel Hernandez,696095,53.0,,,
172,Angel Jimenez,691439,68.0,,,
174,Angel Perez,823862,77.0,,,
175,Angel Roman,800053,89.0,,,
177,Anthony Arguelles,690593,93.0,,,
181,Anthony Cruz,800045,116.0,,,
183,Anthony Flores,800260,94.0,,,
189,Anthony Nunez,689296,114.0,,,
191,Anthony Simonelli,690206,57.0,,,
192,Anthony Solometo,696143,49.0,,,
193,Anthony Susac,695618,101.0,,,
195,Antoine Kelly,681520,117.0,,,
196,Antonio Gomez,682625,40.0,,,
197,Antonio Knowles,682087,99.0,,,
198,Antonio Menendez,694674,138.0,,,
199,Antonio Santos,665733,101.0,,,
201,Antwone Kelly,699008,109.0,,,
202,Anyelo Ovando,694041,84.0,,,
203,Anyer Laureano,703242,40.0,,,
205,Argenis Cayama,821783,54.0,,,
206,Aric McAtee,813878,72.0,,,
207,Arij Fransen,687677,122.0,,,
209,Asa Lacy,669370,40.0,,,
210,Ashton Izzi,802416,104.0,,,
211,Augusto Mendieta,800078,110.0,,,
213,Austin Amaral,694544,95.0,,,
214,Austin Bergner,666123,146.0,,,
215,Austin Cates,827110,119.0,,,
218,Austin Ehrlicher,805972,76.0,,,
219,Austin Emener,815305,40.0,,,
221,Austin Gordon,803135,101.0,,,
224,Austin Love,676153,105.0,,,
226,Austin Peterson,804926,141.0,,,
229,Austin Roberts,686762,136.0,,,
230,Austin Schulfer,662165,81.0,,,
232,Austin Smith - 694518,694518,101.0,,,
233,Austin Strickland,814088,118.0,,,
234,Austin Troesser,809340,86.0,,,
235,Austin Vernon,694391,146.0,,,
238,Avery Short,683008,107.0,,,
239,Avery Weems,686830,85.0,,,
240,Bailey Dees,676442,144.0,,,
244,Baron Stuart,685067,128.0,,,
245,Barrett Kent,806010,52.0,,,
246,Beau Blanchard,699782,112.0,,,
248,Beck Way,694360,136.0,,,
249,Ben Anderson,670391,114.0,,,
252,Ben Brutti,804992,96.0,,,
255,Ben Hess,696292,124.0,,,
257,Ben Kudrna,695667,113.0,,,
259,Ben Peoples,687239,99.0,,,
261,Ben Sears,700786,121.0,,,
262,Ben Shields,815456,101.0,,,
263,Ben Simon,815084,120.0,,,
264,Ben Thompson - 802967,802967,98.0,,,
265,Ben Vespi,694978,106.0,,,
267,Bernard Mack,808088,45.0,,,
268,Billy Corcoran,682225,54.0,,,
269,Bishop Letson,811309,95.0,,,
270,Bjorn Johnson,807723,120.0,,,
274,Blake Adams,687060,119.0,,,
275,Blake Aita,820832,114.0,,,
276,Blake Beers,676275,137.0,,,
277,Blake Burkhalter,686628,102.0,,,
278,Blake Holub,700183,138.0,,,
279,Blake Money,690999,112.0,,,
283,Blake Wehunt,687762,109.0,,,
284,Blake Wolters,806265,85.0,,,
286,Blaze Pontes,806281,105.0,,,
288,Bo Bonds,687629,76.0,,,
289,Bobby Milacki,673872,115.0,,,
291,Bodi Rascon,686938,79.0,,,
292,Boston Bateman,815348,105.0,,,
300,Braden Davis,801078,117.0,,,
301,Braden Nett,804556,124.0,,,
302,Bradford Deppermann,656368,68.0,,,
305,Bradley Brehmer,682017,41.0,,,
306,Bradley Hanner,690440,140.0,,,
308,Brady Choban,813882,111.0,,,
310,Brady Hill,687984,106.0,,,
311,Brady Kirtner,802374,100.0,,,
313,Brady Smith,806224,54.0,,,
314,Brady Tygart,695551,49.0,,,
315,Braeden Fausnaught,805634,67.0,,,
316,Braian Salazar,800317,85.0,,,
317,Brandan Bidois,684049,119.0,,,
318,Brandon Barriera,702255,40.0,,,
319,Brandon Beckel,699552,99.0,,,
321,Brandon Birdsell,669361,73.0,,,
322,Brandon Clarke,700251,65.0,,,
324,Brandon Decker,804698,109.0,,,
326,Brandon Downer,827317,47.0,,,
329,Brandon Johnson,699489,133.0,,,
330,Brandon Komar,688162,140.0,,,
332,Brandon Neeck,677957,121.0,,,
334,Brandon Schaeffer,801755,40.0,,,
338,Brandon White - 681449,681449,91.0,,,
342,Brandt Thompson,825576,107.0,,,
346,Braxton Bragg,688867,51.0,,,
348,Braxton Hyde,805703,118.0,,,
349,Braxton Roxby,694820,135.0,,,
351,Brayan Castillo,678899,113.0,,,
352,Brayan Mendoza,694207,119.0,,,
353,Brayan Palencia,696037,104.0,,,
354,Brayan Restituyo,692844,92.0,,,
355,Brayan Romero,800019,69.0,,,
356,Brayden Risedorph,703613,50.0,,,
358,Braydon Tucker,685319,105.0,,,
359,Braylon Doughty,815785,92.0,,,
361,Brendan Beck,694341,106.0,,,
362,Brendan Collins,701975,40.0,,,
363,Brendan Girton,694858,92.0,,,
367,Brennan Malone,683005,40.0,,,
368,Brent Francisco,828671,49.0,,,
373,Brett Banks,688781,102.0,,,
374,Brett Gillis,702094,40.0,,,
376,Brett Kerry,695049,122.0,,,
379,Brett Sears,822412,126.0,,,
380,Brett Wichrowski,814489,124.0,,,
383,Brian Edgington,813360,77.0,,,
384,Brian Fitzpatrick,702153,118.0,,,
385,Brian Hendry,809137,40.0,,,
386,Brian Metoyer,682260,89.0,,,
388,Bridger Holmes,822175,71.0,,,
390,Brock Moore,822160,68.0,,,
391,Brock Porter,702548,106.0,,,
392,Brock Selvidge,691795,103.0,,,
394,Brody Brecht,701679,91.0,,,
395,Brody Hopkins,811315,147.0,,,
396,Brody Jessee,689297,105.0,,,
397,Brody McCullough,805664,40.0,,,
398,Brooks Auger,824624,104.0,,,
399,Brooks Caple,699944,110.0,,,
400,Brooks Fowler,827670,97.0,,,
407,Bryan Balzer,808893,80.0,,,
411,Bryan Mata,667356,107.0,,,
412,Bryan Mena,700167,88.0,,,
413,Bryan Polanco,702877,104.0,,,
414,Bryan Rivera,800469,86.0,,,
418,Bryce Collins,680864,40.0,,,
419,Bryce Cunningham,701480,73.0,,,
421,Bryce Hubbart,687114,89.0,,,
423,Bryce Jenkins,808743,40.0,,,
424,Bryce Mayer,809343,62.0,,,
425,Bryce McGowan,700245,137.0,,,
426,Bryce Meccage,815501,97.0,,,
428,Bryce Montes de Oca,656755,40.0,,,
429,Bryce Osmond,683098,64.0,,,
430,Bryce Shaffer,815144,101.0,,,
431,Bryce Warrecker,695425,103.0,,,
432,Brycen Mautz,802408,142.0,,,
434,Bryson Dudley,703657,70.0,,,
435,Bryson Hammer,694811,105.0,,,
439,Burl Carraway,693310,40.0,,,
440,C.J. Culpepper,690217,98.0,,,
441,CJ Van Eyk,669310,119.0,,,
442,CJ Weins,694291,112.0,,,
443,Cade Austin,694475,102.0,,,
445,Cade Citelli,699530,115.0,,,
446,Cade Denton,814106,94.0,,,
447,Cade Feeney,814366,40.0,,,
450,Cade Kuehler,805780,40.0,,,
454,Cade Smith - 694696,694696,79.0,,,
455,Cade Vernon,827293,136.0,,,
456,Cade Winquest,685464,93.0,,,
458,Caden Favors,801129,93.0,,,
459,Caden Grice,694364,40.0,,,
460,Caden Scarborough,807291,92.0,,,
462,Cale Lansville,695746,47.0,,,
463,Cale Wetwiska,835054,40.0,,,
464,Caleb Bolden,676700,115.0,,,
473,Cam Brown,690963,40.0,,,
474,Cam Caminiti,807284,59.0,,,
475,Cam Day,701764,136.0,,,
478,Cam Schuelke,807575,74.0,,,
479,Camden Minacci,695229,113.0,,,
480,Cameron Foster,671382,131.0,,,
481,Cameron Keshock,804999,45.0,,,
482,Cameron Wagoner,687726,40.0,,,
483,Cameron Weston,687721,120.0,,,
485,Camron Hill,701320,43.0,,,
488,Carlos Castillo,807962,89.0,,,
490,Carlos Espinosa,800514,116.0,,,
493,Carlos Jimenez,683639,80.0,,,
494,Carlos Lagrange,801739,106.0,,,
495,Carlos Lequerica,701557,124.0,,,
496,Carlos Marcano,700354,108.0,,,
497,Carlos Pena,685329,133.0,,,
499,Carlos Rey,692229,131.0,,,
502,Carlos Tavera,679857,70.0,,,
503,Carlos Torres,688876,104.0,,,
505,Carlson Reed,694788,101.0,,,
507,Carson Coleman,679693,76.0,,,
508,Carson Dorsey,805955,55.0,,,
510,Carson Hobbs,814481,128.0,,,
511,Carson Jacobs,801941,105.0,,,
513,Carson Laws,830894,59.0,,,
514,Carson Montgomery,691000,40.0,,,
516,Carson Pierce,804544,40.0,,,
519,Carson Skipper,702297,141.0,,,
521,Carson Swilling,691018,40.0,,,
523,Carter Baumler,691945,82.0,,,
524,Carter Holton,692290,40.0,,,
525,Carter Loewen,659389,60.0,,,
526,Carter Lovasz,801921,42.0,,,
527,Carter Rustad,686811,131.0,,,
528,Carter Spivey,701053,61.0,,,
529,Case Williams,695406,40.0,,,
530,Casey Anderson,814783,122.0,,,
535,Casey Steward,804523,99.0,,,
536,Cedric De Grandpre,678142,62.0,,,
537,Cesar Aquino,823714,41.0,,,
538,Cesar Lares,800544,40.0,,,
539,Cesar Perdomo,702885,126.0,,,
541,Chad Dallas,689149,40.0,,,
546,Chance Huff,680770,118.0,,,
547,Chandler Champlain,669441,140.0,,,
548,Chandler Marsh,694285,81.0,,,
549,Chandler Murphy,686489,40.0,,,
550,Chandler Welch,803068,40.0,,,
551,Charlee Soto,805792,40.0,,,
552,Charles Harrison,801422,89.0,,,
553,Charles King,666155,117.0,,,
554,Charlie Barnes,656212,58.0,,,
555,Charlie Beilenson,810897,100.0,,,
556,Charlie McDaniel,826052,127.0,,,
559,Chase Allsup,695482,120.0,,,
562,Chase Centala,694555,99.0,,,
563,Chase Cohen,681484,40.0,,,
564,Chase Costello,680774,60.0,,,
567,Chase Hampton,694633,40.0,,,
568,Chase Isbell,800691,40.0,,,
570,Chase Mobley,813949,40.0,,,
572,Chase Plymell,684384,112.0,,,
575,Chase Watkins,677352,120.0,,,
577,Chay Yeager,807410,111.0,,,
579,Chazz Martinez,681324,134.0,,,
580,Chen Zhong-Ao Zhuang,800018,116.0,,,
581,Chen-Wei Lin,813820,101.0,,,
583,Chia-Shi Shen,828430,57.0,,,
584,Chih-Jung Liu,692617,40.0,,,
587,Chris Campos,702318,117.0,,,
588,Chris Clark,805363,107.0,,,
