,BatterName,batter,GB%,FB%,LD%,Brl%,SweetSpot%,AirPull%,Chase%,Z-Swing%,Contact%,Z-Contact%,la_median,la_std,EV90,xwOBACON,xwOBA,Team,PA,AB,H,R,HR,RBI,SB,CS,AVG,OBP,SLG,SBAtt%,K%,BB%,RotoValue,RV_per600,fHitTool,fDiscipline,fPower,fSpeed,fDurability,Year
672,Sergio Alcantara,642727,0.5,0.5,0.0,0.0,0.0,0.5,0.375,0.5,0.75,0.8,20.5,27.577164466275352,92.03,0.0645,0.03225,SF,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,-2.99,-448.04,,,,92.0,108.0,2024-2025
673,Seth Brown,664913,0.393,0.294,0.234,0.086,0.373,0.155,0.302,0.744,0.704,0.832,16.0,29.432288214393264,105.56,0.37558745874587457,0.29514572268907563,ATH,476.0,437.0,97.0,38.0,15.0,47.0,5.0,2.0,0.222,0.284,0.359,0.066,0.284,0.071,-0.71,-0.89,,,,,,2024-2025
674,Shay Whitcomb,694376,0.4,0.255,0.236,0.055,0.364,0.182,0.262,0.698,0.752,0.838,14.0,30.49035835902807,104.84,0.34327272727272723,0.2869230769230769,HOU,78.0,73.0,13.0,5.0,1.0,6.0,0.0,0.0,0.178,0.231,0.26,0.0,0.231,0.064,-2.99,-22.97,,,,,114.0,2024-2025
675,Shea Langeliers,669127,0.375,0.295,0.24,0.118,0.35,0.193,0.314,0.713,0.729,0.822,17.0,30.6287299680959,107.45,0.4060495867768595,0.3329378595825427,ATH,1057.0,963.0,240.0,131.0,60.0,152.0,11.0,3.0,0.249,0.306,0.492,0.066,0.235,0.073,7.18,4.08,99.0,98.0,129.0,93.0,115.0,2024-2025
676,Shinnosuke Ogasawara,829272,,,,,,,,0.0,,,,,,,0.0,WSH,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.94,-1761.66,,,,,,2024-2025
677,Shohei Ohtani,660271,0.379,0.334,0.242,0.224,0.38,0.175,0.263,0.679,0.684,0.761,16.0,26.024412124042207,110.66,0.5626972375690608,0.441132200983837,LAD,1453.0,1247.0,369.0,280.0,109.0,232.0,78.0,11.0,0.296,0.391,0.634,0.234,0.24,0.131,23.62,9.75,99.0,103.0,154.0,116.0,128.0,2024-2025
678,Spencer Horwitz,687462,0.401,0.267,0.251,0.081,0.397,0.132,0.245,0.662,0.814,0.865,16.0,27.30940912662459,102.37,0.3601642599277978,0.33475138656527254,PIT,792.0,692.0,186.0,101.0,23.0,91.0,0.0,1.0,0.269,0.355,0.434,0.005,0.181,0.109,3.28,2.49,110.0,107.0,96.0,66.0,109.0,2024-2025
679,Spencer Steer,668715,0.366,0.298,0.234,0.069,0.356,0.214,0.248,0.66,0.759,0.841,18.0,29.11586336672065,102.89,0.3431997563946407,0.3078163808353808,CIN,1223.0,1083.0,251.0,140.0,41.0,167.0,32.0,3.0,0.232,0.316,0.406,0.122,0.217,0.101,6.82,3.35,95.0,100.0,107.0,97.0,120.0,2024-2025
680,Spencer Torkelson,679529,0.301,0.345,0.229,0.11,0.381,0.248,0.227,0.661,0.732,0.823,23.0,28.090561284970807,104.5,0.3945164835164835,0.3225754428152493,DET,1029.0,905.0,210.0,127.0,41.0,116.0,2.0,1.0,0.232,0.319,0.425,0.013,0.266,0.102,3.52,2.05,101.0,98.0,119.0,78.0,128.0,2024-2025
681,Starling Marte,516782,0.503,0.188,0.274,0.074,0.362,0.127,0.299,0.685,0.725,0.82,8.0,27.549192559143478,106.0,0.38716494845360827,0.33147370317002883,NYM,695.0,628.0,169.0,83.0,16.0,75.0,23.0,3.0,0.269,0.331,0.398,0.141,0.214,0.071,3.83,3.3,104.0,97.0,88.0,103.0,102.0,2024-2025
682,Steven Kwan,680757,0.384,0.27,0.285,0.022,0.411,0.124,0.212,0.583,0.915,0.959,16.0,26.708489329666882,98.6,0.3153886113886114,0.3227356688417618,CLE,1228.0,1105.0,310.0,164.0,25.0,100.0,33.0,10.0,0.281,0.347,0.396,0.122,0.09,0.088,8.85,4.33,108.0,127.0,78.0,109.0,125.0,2024-2025
683,Steward Berroa,672642,0.385,0.308,0.154,0.0,0.231,0.192,0.171,0.573,0.728,0.778,21.0,37.366809624832314,97.95,0.21334615384615382,0.23229411764705882,MIL,51.0,42.0,7.0,7.0,0.0,1.0,7.0,2.0,0.167,0.314,0.19,0.6,0.314,0.176,-2.47,-29.06,,,,,99.0,2024-2025
684,Stone Garrett,656448,0.2,0.4,0.4,0.4,0.6,0.6,0.071,0.882,0.812,0.8,17.0,14.808781178746615,107.6,0.7966,0.7805,WSH,6.0,5.0,3.0,2.0,1.0,3.0,0.0,0.0,0.6,0.667,1.4,0.0,0.0,0.167,-2.64,-264.1,,,,,,2024-2025
685,Stuart Fairchild,656413,0.388,0.309,0.154,0.09,0.282,0.165,0.249,0.751,0.654,0.733,21.5,31.634519625703618,102.83,0.35026344086021505,0.28926492307692303,ATL,286.0,260.0,56.0,40.0,8.0,32.0,15.0,2.0,0.215,0.283,0.362,0.283,0.262,0.073,-0.48,-1.02,,,,108.0,82.0,2024-2025
686,TJ Friedl,670770,0.409,0.238,0.253,0.029,0.336,0.181,0.2,0.593,0.824,0.897,14.5,30.685780896571682,101.5,0.29806545961002784,0.30306105,CIN,1019.0,875.0,217.0,117.0,27.0,108.0,21.0,4.0,0.248,0.345,0.378,0.085,0.164,0.105,4.75,2.8,94.0,109.0,90.0,96.0,123.0,2024-2025
687,Taylor Trammell,666211,0.432,0.247,0.222,0.074,0.321,0.123,0.222,0.679,0.622,0.7,12.0,33.00091656041026,104.8,0.32593827160493827,0.27273426573426574,HOU,143.0,124.0,24.0,17.0,3.0,12.0,3.0,2.0,0.194,0.294,0.323,0.156,0.308,0.126,-2.4,-10.07,,,,111.0,84.0,2024-2025
688,Taylor Walls,670764,0.397,0.304,0.216,0.032,0.347,0.133,0.208,0.665,0.776,0.834,16.0,27.853695178842326,100.06,0.28534408602150535,0.25803533568904596,TB,566.0,500.0,102.0,63.0,5.0,52.0,30.0,10.0,0.204,0.281,0.288,0.305,0.242,0.101,0.4,0.42,99.0,98.0,76.0,120.0,103.0,2024-2025
689,Taylor Ward,621493,0.333,0.362,0.248,0.133,0.404,0.157,0.208,0.59,0.753,0.843,20.0,25.885251478621385,104.71000000000001,0.4198130952380953,0.34396513433962267,LAA,1326.0,1164.0,276.0,159.0,61.0,178.0,10.0,5.0,0.237,0.32,0.45,0.05,0.255,0.104,7.28,3.3,92.0,101.0,121.0,92.0,125.0,2024-2025
690,Teoscar Hernandez,606192,0.459,0.272,0.226,0.133,0.356,0.119,0.292,0.718,0.669,0.76,12.0,28.921308617739527,106.6,0.43865688775510203,0.3397971124161074,LAD,1196.0,1100.0,287.0,149.0,58.0,188.0,17.0,5.0,0.261,0.315,0.48,0.086,0.269,0.066,9.49,4.76,98.0,90.0,114.0,97.0,122.0,2024-2025
691,Terrin Vavra,679631,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,8.0,,100.6,0.62,0.62,BAL,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.94,-1761.66,,,,,92.0,2024-2025
692,Thairo Estrada,642731,0.489,0.221,0.216,0.043,0.311,0.171,0.35,0.691,0.788,0.896,8.0,30.599698447437135,102.6,0.3022897862232779,0.26284054945054947,COL,546.0,518.0,118.0,57.0,12.0,68.0,3.0,5.0,0.228,0.258,0.351,0.078,0.187,0.029,-0.19,-0.21,103.0,94.0,92.0,109.0,86.0,2024-2025
693,Thomas Saggese,695336,0.404,0.27,0.278,0.052,0.404,0.117,0.352,0.652,0.741,0.788,14.0,25.337822325027716,102.71000000000001,0.36082096069868996,0.28020632463768114,STL,346.0,324.0,80.0,30.0,3.0,29.0,3.0,0.0,0.247,0.289,0.33,0.038,0.28,0.052,-1.34,-2.32,111.0,93.0,82.0,113.0,114.0,2024-2025
694,Tim Anderson,641313,0.62,0.149,0.226,0.014,0.294,0.054,0.376,0.713,0.69,0.776,2.0,24.22420386004933,102.5,0.29805454545454546,0.2264877878787879,LAA,330.0,317.0,67.0,24.0,0.0,12.0,5.0,5.0,0.211,0.242,0.23,0.135,0.294,0.03,-2.6,-4.72,,,,,,2024-2025
695,Tim Elko,671284,0.595,0.27,0.054,0.108,0.162,0.135,0.318,0.658,0.685,0.804,1.0,37.75002734521612,107.42,0.3853783783783784,0.24665277777777778,CWS,72.0,67.0,9.0,6.0,4.0,8.0,1.0,0.0,0.134,0.194,0.328,0.111,0.417,0.069,-2.85,-23.76,,,,,110.0,2024-2025
696,Tim Tawa,694374,0.507,0.271,0.179,0.093,0.343,0.136,0.29,0.689,0.675,0.81,7.5,30.928717401847265,104.02,0.3672246376811594,0.29327349775784756,ARI,223.0,199.0,40.0,29.0,7.0,18.0,8.0,2.0,0.201,0.274,0.347,0.217,0.287,0.09,-1.61,-4.33,,98.0,98.0,108.0,101.0,2024-2025
697,Tirso Ornelas,672359,0.417,0.333,0.083,0.083,0.167,0.0,0.267,0.625,0.857,0.95,16.0,35.81126875296336,100.92,0.27475,0.2935625,SD,16.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.071,0.188,0.071,0.0,0.125,0.125,-3.07,-115.07,,,,,104.0,2024-2025
698,Tom Murphy,608596,0.55,0.15,0.25,0.1,0.35,0.2,0.25,0.588,0.631,0.766,1.0,27.500191386893828,103.07000000000001,0.33735,0.25802702702702707,SF,38.0,34.0,4.0,3.0,1.0,2.0,0.0,0.0,0.118,0.211,0.235,0.0,0.368,0.105,-3.06,-48.35,,,,88.0,,2024-2025
699,Tomas Nido,621512,0.46,0.27,0.222,0.095,0.381,0.143,0.407,0.796,0.66,0.763,13.5,26.34114169947358,102.95,0.36204098360655734,0.2797224855491329,DET,173.0,165.0,37.0,18.0,4.0,14.0,0.0,0.0,0.224,0.249,0.321,0.0,0.26,0.029,-2.31,-8.0,,,,88.0,85.0,2024-2025
700,Tommy Edman,669242,0.455,0.254,0.234,0.042,0.338,0.154,0.276,0.655,0.79,0.885,12.0,28.742996631123596,102.99000000000001,0.3427481296758105,0.3090739735349717,LAD,529.0,485.0,111.0,69.0,19.0,69.0,9.0,1.0,0.229,0.28,0.392,0.092,0.172,0.057,0.99,1.12,95.0,99.0,99.0,107.0,107.0,2024-2025
701,Tommy Pham,502054,0.475,0.212,0.252,0.069,0.335,0.105,0.193,0.602,0.773,0.845,10.0,29.367718825475198,106.3,0.3737319749216301,0.32329855411255415,PIT,927.0,832.0,205.0,93.0,19.0,91.0,12.0,6.0,0.246,0.317,0.369,0.077,0.216,0.092,2.7,1.75,93.0,101.0,87.0,89.0,115.0,2024-2025
702,Tony Kemp,643393,0.5,0.125,0.125,0.0,0.25,0.125,0.286,0.783,0.864,0.889,10.0,36.00396803528348,95.11,0.147875,0.13144444444444445,BAL,10.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,-3.05,-183.18,,,,,,2024-2025
703,Travis Blankenhorn,663905,0.636,0.091,0.136,0.0,0.182,0.0,0.451,0.627,0.75,0.875,-4.5,33.34796215792773,102.82000000000001,0.2565909090909091,0.19828125,WSH,32.0,31.0,4.0,2.0,0.0,5.0,0.0,0.0,0.129,0.156,0.161,0.0,0.281,0.031,-3.03,-56.9,,,,,88.0,2024-2025
704,Travis Jankowski,608671,0.602,0.155,0.188,0.006,0.265,0.05,0.217,0.641,0.788,0.862,2.0,29.60373754877866,100.0,0.26949999999999996,0.2445740625,NYM,256.0,235.0,49.0,27.0,1.0,14.0,13.0,1.0,0.209,0.27,0.251,0.23,0.219,0.059,-1.69,-3.96,,,,,,2024-2025
705,Travis d'Arnaud,518595,0.436,0.268,0.218,0.108,0.345,0.141,0.293,0.741,0.676,0.745,14.0,28.46526721349004,104.0,0.3928950276243094,0.3065410437062937,LAA,572.0,520.0,115.0,56.0,21.0,69.0,1.0,0.0,0.221,0.283,0.398,0.009,0.285,0.065,-0.06,-0.06,99.0,89.0,99.0,71.0,90.0,2024-2025
706,Trea Turner,607208,0.478,0.247,0.229,0.063,0.351,0.146,0.323,0.739,0.746,0.86,10.0,27.47141899063425,104.1,0.3621188340807175,0.3222143245539507,PHI,1178.0,1094.0,327.0,182.0,36.0,131.0,55.0,11.0,0.299,0.346,0.462,0.214,0.174,0.059,13.43,6.84,111.0,99.0,97.0,128.0,124.0,2024-2025
707,Trent Grisham,663757,0.379,0.348,0.186,0.137,0.337,0.186,0.164,0.577,0.772,0.831,16.0,29.656444262678146,104.7,0.42391078838174273,0.3585750266836087,NYY,787.0,672.0,150.0,108.0,43.0,105.0,4.0,3.0,0.223,0.333,0.443,0.035,0.247,0.132,3.0,2.29,88.0,106.0,126.0,84.0,118.0,2024-2025
708,Trenton Brooks,670092,0.426,0.34,0.191,0.064,0.298,0.064,0.257,0.739,0.75,0.819,11.0,26.655700412432154,101.38,0.307936170212766,0.2593472222222222,SD,72.0,66.0,9.0,8.0,1.0,3.0,1.0,0.0,0.136,0.208,0.212,0.083,0.264,0.083,-3.07,-25.61,,,,,109.0,2024-2025
709,Trevor Larnach,663616,0.438,0.263,0.256,0.084,0.369,0.156,0.266,0.629,0.71,0.842,12.0,25.48888218545647,106.68,0.3827679389312977,0.3310130176531672,MIN,966.0,858.0,219.0,121.0,32.0,112.0,8.0,5.0,0.255,0.33,0.417,0.053,0.218,0.096,4.65,2.89,95.0,100.0,98.0,77.0,116.0,2024-2025
710,Trevor Rogers,669432,,,,,,,0.0,0.25,0.0,0.0,,,,,0.0,BAL,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,-2.95,-885.92,,,,,,2024-2025
711,Trevor Story,596115,0.425,0.273,0.214,0.094,0.343,0.134,0.352,0.719,0.706,0.822,14.0,28.703158377338916,106.1,0.3950441767068273,0.3058388253968254,BOS,759.0,706.0,185.0,99.0,27.0,106.0,37.0,4.0,0.262,0.312,0.428,0.236,0.275,0.058,6.22,4.91,103.0,92.0,102.0,115.0,118.0,2024-2025
712,Trey Cabbage,663550,0.5,0.173,0.288,0.154,0.327,0.096,0.361,0.725,0.593,0.766,8.5,25.347263872497578,106.9,0.38788461538461544,0.2603317802197802,HOU,91.0,86.0,18.0,12.0,1.0,8.0,1.0,1.0,0.209,0.253,0.337,0.143,0.374,0.044,-2.62,-17.26,,,,,,2024-2025
713,Trey Lipscomb,702358,0.645,0.11,0.187,0.006,0.252,0.065,0.328,0.685,0.748,0.843,-4.0,31.253503532133735,102.7,0.28363636363636363,0.2644149483568075,WSH,213.0,194.0,40.0,21.0,1.0,10.0,11.0,2.0,0.206,0.272,0.237,0.241,0.192,0.075,-1.97,-5.54,,,,104.0,113.0,2024-2025
714,Trey Sweeney,700242,0.46,0.275,0.188,0.073,0.293,0.143,0.301,0.694,0.708,0.803,12.0,31.141517046618272,104.08000000000001,0.32332404181184665,0.2620543640449438,DET,445.0,406.0,82.0,47.0,10.0,49.0,5.0,1.0,0.202,0.261,0.313,0.065,0.279,0.074,-1.32,-1.78,90.0,95.0,81.0,101.0,116.0,2024-2025
715,Tristan Gray,656484,0.342,0.288,0.288,0.11,0.384,0.205,0.297,0.753,0.626,0.679,16.0,23.94302916002247,105.9,0.43001388888888886,0.3212155172413793,TB,116.0,106.0,21.0,9.0,3.0,9.0,0.0,0.0,0.198,0.259,0.34,0.0,0.302,0.078,-2.74,-14.16,,,,,104.0,2024-2025
716,Tristan Peters,671976,0.2,0.0,0.4,0.0,0.4,0.0,0.4,0.615,0.542,0.688,15.0,44.04202538485259,101.22,0.3458,0.14408333333333334,TB,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.583,0.0,-3.12,-156.13,,,,,117.0,2024-2025
717,Tristin English,663536,0.357,0.286,0.286,0.0,0.357,0.214,0.381,0.636,0.804,0.857,18.0,32.08684986199072,98.45,0.17435714285714285,0.13656521739130434,ARI,23.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,0.091,0.13,0.136,0.0,0.348,0.043,-3.13,-81.76,,,,,101.0,2024-2025
718,Triston Casas,671213,0.42,0.324,0.217,0.121,0.382,0.13,0.232,0.679,0.681,0.744,13.0,27.460649752628694,105.72,0.4171545893719807,0.3247619885057471,BOS,355.0,311.0,69.0,33.0,16.0,43.0,0.0,1.0,0.222,0.318,0.412,0.012,0.293,0.115,-1.0,-1.69,94.0,101.0,116.0,68.0,82.0,2024-2025
719,Troy Johnston,687859,0.372,0.233,0.337,0.093,0.442,0.163,0.358,0.679,0.69,0.773,12.5,26.04540127347974,103.6,0.4205232558139535,0.35114471074380166,MIA,121.0,112.0,31.0,12.0,4.0,13.0,2.0,2.0,0.277,0.331,0.42,0.121,0.215,0.066,-1.8,-8.93,,,,,112.0,2024-2025
720,Tsung-Che Cheng,691907,0.5,0.25,0.25,0.0,0.5,0.0,0.25,0.75,0.714,0.75,14.0,21.823152842795196,99.39999999999999,0.2945,0.1682857142857143,PIT,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,inf,0.429,0.0,-3.04,-260.38,,,,,108.0,2024-2025
721,Tucker Barnhart,571466,0.525,0.148,0.262,0.033,0.328,0.18,0.218,0.577,0.739,0.809,7.0,37.84328484223156,98.9,0.26333898305084746,0.23908247706422017,TEX,109.0,94.0,17.0,13.0,0.0,6.0,1.0,0.0,0.181,0.294,0.213,0.034,0.321,0.128,-2.9,-15.96,,,,,,2024-2025
722,Ty France,664034,0.459,0.257,0.234,0.075,0.351,0.117,0.291,0.742,0.772,0.859,11.0,26.450246921132997,104.8,0.356192098092643,0.3196196552734375,TOR,1025.0,923.0,226.0,96.0,20.0,103.0,2.0,1.0,0.245,0.312,0.363,0.012,0.192,0.059,2.24,1.31,115.0,97.0,81.0,68.0,123.0,2024-2025
723,Tyler Alexander,641302,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,-35.0,,93.6,0.057,0.057,CWS,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-2.94,-1761.66,,,,,,2024-2025
724,Tyler Black,672012,0.359,0.256,0.333,0.0,0.333,0.128,0.203,0.648,0.742,0.798,18.0,25.058312559709222,99.10000000000001,0.28574358974358977,0.28948845714285715,MIL,70.0,57.0,12.0,5.0,0.0,3.0,3.0,1.0,0.211,0.357,0.263,0.182,0.257,0.171,-2.68,-22.93,,,,,89.0,2024-2025
725,Tyler Callihan,682997,0.6,0.2,0.2,0.0,0.2,0.0,0.182,0.727,0.9,0.875,-7.0,31.61803282938393,99.84,0.21999999999999997,0.18333333333333332,CIN,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.167,0.167,0.167,0.0,0.167,0.0,-2.93,-293.23,,,,,,2024-2025
726,Tyler Fitzgerald,666149,0.374,0.321,0.23,0.066,0.377,0.208,0.293,0.696,0.688,0.786,18.0,29.270499783689203,101.8,0.35580281690140847,0.2732469688581315,SF,578.0,531.0,132.0,72.0,19.0,48.0,26.0,8.0,0.249,0.306,0.42,0.268,0.308,0.067,2.61,2.71,99.0,92.0,96.0,112.0,116.0,2024-2025
727,Tyler Freeman,671289,0.493,0.221,0.241,0.026,0.322,0.096,0.274,0.65,0.857,0.923,8.0,27.274933915110058,103.26,0.3080852459016393,0.31337949689440997,COL,806.0,707.0,175.0,98.0,9.0,63.0,29.0,15.0,0.248,0.331,0.342,0.199,0.129,0.077,3.01,2.24,112.0,112.0,71.0,110.0,107.0,2024-2025
728,Tyler Gentry,694355,0.333,0.333,0.0,0.0,0.0,0.0,0.143,0.692,0.7,0.778,57.0,37.43438704364389,97.0,0.12733333333333333,0.0764,KC,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4,0.0,-3.0,-360.47,,,,,97.0,2024-2025
729,Tyler Heineman,623168,0.412,0.275,0.176,0.031,0.305,0.16,0.323,0.733,0.804,0.881,17.0,32.692801350284796,99.1,0.2770793650793651,0.27281322702702704,TOR,185.0,161.0,42.0,27.0,3.0,20.0,2.0,0.0,0.261,0.346,0.379,0.038,0.2,0.081,-1.51,-4.91,,,,94.0,82.0,2024-2025
730,Tyler Locklear,682988,0.541,0.271,0.118,0.071,0.212,0.082,0.337,0.678,0.664,0.806,6.0,28.92312325499321,105.52,0.3241176470588235,0.23963371515151516,ARI,165.0,148.0,25.0,14.0,5.0,9.0,4.0,1.0,0.169,0.255,0.277,0.139,0.382,0.079,-2.66,-9.66,,,,,110.0,2024-2025
731,Tyler Nevin,663527,0.435,0.304,0.223,0.087,0.375,0.092,0.259,0.691,0.744,0.807,12.0,27.84574604104837,102.8,0.3294836956521739,0.29397827338129495,OAK,278.0,245.0,50.0,22.0,7.0,20.0,1.0,0.0,0.204,0.288,0.331,0.016,0.23,0.09,-2.31,-4.99,,,,,,2024-2025
732,Tyler O'Neill,641933,0.346,0.346,0.199,0.171,0.357,0.212,0.268,0.66,0.667,0.758,22.0,29.41741223608546,106.5,0.47028682170542635,0.35134809763313607,BAL,682.0,592.0,135.0,96.0,40.0,87.0,8.0,0.0,0.228,0.323,0.475,0.052,0.308,0.11,2.88,2.53,90.0,98.0,125.0,100.0,92.0,2024-2025
733,Tyler Soderstrom,691016,0.485,0.247,0.231,0.122,0.349,0.102,0.288,0.686,0.734,0.831,9.0,27.309729532286717,106.82,0.4214436493738819,0.3507029856115108,ATH,837.0,750.0,198.0,93.0,34.0,119.0,8.0,3.0,0.264,0.337,0.461,0.054,0.232,0.09,4.76,3.41,104.0,99.0,107.0,94.0,123.0,2024-2025
734,Tyler Stephenson,663886,0.442,0.297,0.225,0.11,0.378,0.123,0.244,0.625,0.74,0.831,13.0,26.739843012453168,104.22,0.39802079395085066,0.3217588499413834,CIN,857.0,757.0,185.0,109.0,32.0,116.0,1.0,1.0,0.244,0.327,0.433,0.01,0.272,0.099,3.32,2.32,101.0,97.0,109.0,83.0,103.0,2024-2025
735,Tyler Tolbert,686475,0.357,0.262,0.333,0.024,0.452,0.095,0.312,0.828,0.738,0.857,12.5,30.64759796989059,101.1,0.35058536585365857,0.3079307142857143,KC,56.0,50.0,14.0,19.0,1.0,6.0,20.0,2.0,0.28,0.321,0.38,1.467,0.196,0.018,-0.77,-8.24,,,,,105.0,2024-2025
736,Tyler Wade,642180,0.497,0.192,0.244,0.01,0.352,0.119,0.261,0.613,0.765,0.858,10.0,29.394270770765477,96.78,0.28507027027027027,0.26679333576642333,SD,274.0,245.0,52.0,41.0,0.0,17.0,9.0,3.0,0.212,0.296,0.245,0.16,0.219,0.095,-1.7,-3.73,,,,121.0,99.0,2024-2025
737,Tyrone Taylor,621438,0.356,0.238,0.29,0.054,0.39,0.2,0.315,0.658,0.776,0.884,17.0,27.50719397267781,103.92000000000002,0.3633235294117647,0.3036082960235641,NYM,681.0,629.0,147.0,81.0,9.0,61.0,23.0,4.0,0.234,0.288,0.359,0.191,0.229,0.051,1.58,1.39,103.0,93.0,84.0,111.0,109.0,2024-2025
738,Vaughn Grissom,687093,0.463,0.195,0.317,0.049,0.427,0.098,0.295,0.62,0.776,0.873,9.5,25.668529009500972,101.8,0.3319390243902439,0.2880630877192982,BOS,114.0,105.0,20.0,10.0,0.0,6.0,2.0,0.0,0.19,0.246,0.219,0.08,0.211,0.061,-2.86,-15.07,,,,99.0,102.0,2024-2025
739,Victor Caratini,605170,0.454,0.256,0.244,0.069,0.371,0.138,0.245,0.678,0.787,0.85,11.5,26.820823231270555,104.1,0.3625541666666667,0.3288552097264438,HOU,660.0,589.0,154.0,65.0,20.0,75.0,1.0,1.0,0.261,0.327,0.404,0.012,0.179,0.07,1.69,1.54,99.0,98.0,93.0,63.0,106.0,2024-2025
740,Victor Mesa Jr.,683748,0.357,0.393,0.25,0.071,0.321,0.179,0.333,0.758,0.787,0.84,18.0,32.419619770005724,104.8,0.3492222222222222,0.34943243243243244,MIA,37.0,32.0,6.0,7.0,1.0,6.0,0.0,0.0,0.188,0.297,0.344,0.0,0.135,0.135,-2.74,-44.41,,,,,99.0,2024-2025
741,Victor Robles,645302,0.483,0.243,0.209,0.058,0.339,0.185,0.358,0.789,0.749,0.842,12.0,31.749060769817582,101.43000000000002,0.33023426573426573,0.30108905210918113,SEA,403.0,360.0,103.0,56.0,5.0,37.0,40.0,4.0,0.286,0.35,0.4,0.396,0.196,0.06,3.17,4.72,,,,123.0,85.0,2024-2025
742,Victor Scott II,687363,0.447,0.247,0.235,0.042,0.36,0.119,0.256,0.727,0.733,0.826,15.0,31.513365247445762,101.36,0.32134177215189874,0.278292125,STL,608.0,543.0,112.0,68.0,7.0,47.0,39.0,5.0,0.206,0.283,0.293,0.314,0.252,0.079,1.15,1.13,100.0,97.0,73.0,140.0,120.0,2024-2025
743,Vidal Brujan,660644,0.508,0.195,0.233,0.011,0.321,0.122,0.281,0.746,0.759,0.837,8.0,29.822433026597047,99.7,0.28273946360153257,0.26286991869918697,ATL,372.0,335.0,77.0,46.0,2.0,24.0,7.0,7.0,0.23,0.304,0.316,0.156,0.202,0.083,-1.29,-2.07,,,,117.0,91.0,2024-2025
744,Vimael Machin,605353,0.444,0.222,0.333,0.111,0.333,0.111,0.522,0.733,0.696,0.909,20.0,26.6729159344164,100.32000000000001,0.3151111111111111,0.2946666666666667,BAL,12.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.091,0.167,0.364,0.0,0.167,0.083,-2.94,-146.91,,,,98.0,111.0,2024-2025
745,Vinnie Pasquantino,686469,0.391,0.288,0.239,0.091,0.342,0.191,0.306,0.655,0.835,0.911,15.0,28.060732555917898,105.5,0.3660198537095089,0.33874944426362896,KC,1235.0,1117.0,292.0,136.0,51.0,210.0,2.0,0.0,0.261,0.317,0.46,0.007,0.144,0.072,8.14,3.96,101.0,104.0,113.0,68.0,126.0,2024-2025
746,Vinny Capra,681962,0.537,0.195,0.183,0.024,0.256,0.122,0.264,0.592,0.746,0.841,4.5,29.682290882790486,100.28999999999999,0.25321518987341773,0.20564855855855854,CWS,111.0,105.0,13.0,11.0,1.0,6.0,2.0,0.0,0.124,0.153,0.181,0.154,0.252,0.027,-3.27,-17.65,,,,,93.0,2024-2025
747,Vladimir Guerrero Jr.,665489,0.474,0.205,0.27,0.13,0.357,0.111,0.246,0.654,0.785,0.845,8.0,28.030941358715083,110.3,0.43404496578690127,0.4016705232129698,TOR,1377.0,1205.0,371.0,194.0,53.0,187.0,8.0,5.0,0.308,0.389,0.506,0.032,0.138,0.111,13.4,5.84,97.0,110.0,103.0,86.0,131.0,2024-2025
748,Warming Bernabel,682653,0.421,0.237,0.246,0.026,0.351,0.175,0.399,0.723,0.792,0.867,12.5,30.50446453843925,101.4,0.3143157894736842,0.2809103448275862,COL,146.0,139.0,35.0,15.0,4.0,14.0,1.0,1.0,0.252,0.288,0.41,0.069,0.171,0.048,-1.98,-8.14,,,,,106.0,2024-2025
749,Wenceel Perez,672761,0.363,0.285,0.256,0.064,0.383,0.183,0.305,0.656,0.766,0.824,17.0,28.315879245593692,102.6,0.35389642857142856,0.3045606459627329,DET,806.0,733.0,178.0,98.0,22.0,80.0,17.0,8.0,0.243,0.304,0.405,0.139,0.222,0.078,2.97,2.21,97.0,99.0,102.0,106.0,105.0,2024-2025
750,Weston Wilson,642215,0.384,0.254,0.261,0.123,0.391,0.159,0.258,0.641,0.683,0.784,16.0,29.91566922899078,105.36,0.4165328467153285,0.32661577477477477,PHI,222.0,199.0,47.0,28.0,8.0,27.0,5.0,3.0,0.236,0.311,0.422,0.163,0.284,0.09,-1.14,-3.08,,,,105.0,93.0,2024-2025
